plot_ID,ABBA,ACER,ACPE,ACRU,ACSA,BEAL,BELE,BENI,BEPA,BEPO,BESP,CACA,CACO,CAOV,FAGR,FRAM,FRNI,HAVI,OSVI,PIRU,PISP,PIST,PODE,POGR,POTR,PRPE,PRSE,QURU,ROPS,THOC,TIAM,TSCA,ULAM,ULRU,ULSP,UNK
MP1314gap2,0,0.050893801,0,0,0,0.127492898,0,0,0,0,0,0,0,0,0.044443326,0.090792028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.803465463
MP1314gap3,0,0,0,0,0.207899606,0,0,0,0,0,0,0,0,0,0,0.234067502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MP1314mat1,0,0,0,0,0.657761537,0.034636059,0,0,0,0,0,0,0,0,0,1.271538421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053092916
MP1314mat2,0,0,0.008659015,0,0.526307876,0.141110917,0,0,0,0,0,0,0,0,0.034879532,0.236820323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MP1314mat3,0,0,0,0,0.560813559,0.053536666,0,0,0,0,0,0,0,0,0,0.117095012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MP19gap1,0,0,0,0,0,0.511939016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052685294,0,0,0,0,0,0
MP19gap2,0.040856412,0,0,0,0.04520045,0.132025431,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015174678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MP19gap3,0,0,0,0,0,0.073793655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013273229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MP19gap4 ,0,0,0,0.135265199,0.739633798,0,0,0,0,0,0,0,0,0,0.021642432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MP19mat1,0,0,0.028444765,0,0.009331316,0.665188262,0,0,0,0,0,0,0,0,0.029559245,0.383822512,0,0,0.059855194,0.009676891,0,0,0,0,0,0,0,0,0,0,0.017671459,0,0,0,0,0
MP19mat2,0,0,0.010751315,0,0.529260973,0.136067876,0,0,0,0,0,0,0,0,0.119638917,0.174030096,0.020611989,0,0,0,0,0,0,0,0,0,0.083101409,0,0,0,0,0,0,0,0,0
MP19mat3,0,0,0.011122023,0,0.371164249,0.026015529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPunh1,0,0,0,0,1.263948333,0.070215381,0,0,0,0,0,0,0,0,0,0.57785827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPunh2,0,0,0,0,1.358077517,0,0,0,0,0,0,0,0,0,0,0.308514609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPunh3,0,0,0,0,0.996746453,0,0,0,0,0,0,0,0,0,0,0.590693246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPunh4,0,0,0.019359279,0,0.804404799,0,0,0,0,0,0,0,0,0,0.079922903,0.520956958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSF3111unh1,0.009676891,0,0,0,0.298314643,0.022698007,0,0,0,0,0,0,0,0,0,0.150333848,0,0,0,0,0,0.400592333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSF3111unh2,0,0,0,0.066988966,1.012089206,0,0,0,0,0,0,0,0,0,0,0.495094582,0,0,0,0,0,0,0,0,0,0,0.052279243,0,0,0,0,0,0,0,0,0
MSF3111unh3,0,0,0.028785628,0.045355959,0.229329195,0.062952019,0,0,0.0176746,0,0.014741138,0,0,0,0,0.213594528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSF3111unh4,0.013684778,0,0,0.026550385,0.075022803,0.051709044,0,0,0.069129176,0,0,0,0,0,0,0.248832988,0,0,0,0.033979466,0,0,0,0,0.159720141,0.010568318,0.094700954,0,0,0,0,0,0,0,0,0
OMSFCRgap1,0.130700465,0,0,0.062458004,0,0.028055208,0,0,0,0,0,0,0,0,0,0.108477624,0,0,0,0,0,0,0,0,0,0,0.262346549,0,0,0,0,0,0,0,0,0
OMSFCRgap2,0,0,0,0,0,0,0,0,0.008824734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352679118,0,0,0,0,0,0,0,0,0
OMSFCRgap3,0,0,0,0,0.786079889,0,0,0,0,0,0,0,0,0,0,0.028105473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMSFCRmat1,0.2299206,0,0,0.328488855,0,0.112249891,0,0,0,0,0,0.008992024,0,0,0,0.061790415,0,0,0,0,0,0,0,0,0,0,0.038707563,0,0,0,0,0,0,0,0,0
OMSFCRmat2,0,0,0,0.120218541,0.248465421,0.180595239,0,0,0,0,0,0,0,0,0.011309734,0,0,0,0,0,0,0.091863311,0,0,0,0,0,0.608777824,0,0,0,0,0,0,0,0
OMSFCRmat3,0,0,0,0,0.808893349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096761839,0,0,0,0,0,0,0,0,0
OMSFHRgap1,0,0,0,0.067886676,0.144525828,0,0,0,0,0,0,0,0,0,0.166139986,0,0,0,0,0,0,0,0,0,0,0,0,0.08398184,0,0,0,0,0,0,0,0
OMSFHRgap2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMSFHRgap3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16474826,0,0,0,0,0,0,0,0
OMSFHRmat1,0,0,0,0.22655674,0,0.162597055,0,0,0,0,0,0,0,0,0.118968187,0,0,0,0,0,0,0,0,0,0,0,0,0.051471854,0,0,0,0,0,0,0,0
OMSFHRmat2,0,0,0,0.582068004,0.0630337,0,0,0,0,0,0,0,0,0,0.073850989,0,0,0,0,0,0,0,0,0,0,0,0,0.352092426,0,0,0,0,0,0,0,0
OMSFHRmat3,0,0,0.024218538,0,0.044115029,0,0,0,0,0,0,0,0,0,0.222051696,0.164029621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMSFSCHgap1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045616711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMSFSCHgap2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMSFSCHgap3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMSFSCHmat1,0,0,0,0,1.139970877,0,0,0,0,0,0,0,0,0,0.110807114,0,0,0,0,0,0,0,0,0,0,0,0.320694563,0,0,0,0,0,0,0,0,0
OMSFSCHmat2,0,0,0,0,0.804815562,0,0,0,0,0,0,0,0,0,0.045636346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMSFSCHmat3,0,0,0,0,0.775913695,0.086565015,0,0,0,0,0,0,0,0,0.201462483,0.072583357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMSFSH14gap1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMSFSH14gap2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMSFSH14gap3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMSFSH14mat1,0,0,0,0,0.972628446,0,0,0,0,0,0,0,0,0,0.134458595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMSFSH14mat2,0,0,0,0,1.131201121,0.048978215,0,0,0,0,0,0,0,0,0.181014642,0.217300822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMSFSH14mat3,0,0,0,0,0.299256335,0,0,0,0,0,0,0,0,0,0.286203803,0.229022104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMSFSH17gap1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMSFSH17gap2,0,0,0.008494867,0,0.076054817,0.310113679,0,0,0,0,0,0,0,0,0.061016013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMSFSH17gap3,0,0,0,0.201509607,0,0.217300822,0,0,0,0,0,0,0,0,0.048423724,0,0,0,0,0,0.009160884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMSFSH17mat1,0,0,0,0.089727028,0.02143273,0.661895873,0,0,0,0,0,0,0,0,0.013069811,0.047756135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMSFSH17mat2,0,0,0,0.379891594,0.102749715,0.281342974,0,0,0.038707563,0,0,0,0,0,0.286782642,0.046457872,0,0,0,0,0,0,0,0,0,0,0.045238934,0,0,0,0,0,0,0,0,0
OMSFSH17mat3,0,0,0,0,0.434760295,0,0,0,0,0,0,0,0,0,0.136714258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSFCD1gap1,0,0,0,0,0.261950708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSFCD1gap2,0,0,0,0,0.644055554,0,0.124410211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSFCD1gap3,0,0,0,0.039408138,0.14593012,0.021642432,0.106376683,0,0,0,0,0,0,0,0,0.103209173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043373614,0,0,0,0
OSFCD1mat1,0,0,0,0,0.483148676,0,0,0,0,0,0,0,0,0,0,0.533144767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSFCD1mat2,0,0,0,0.233556208,0.135225143,0,0.02659044,0,0,0,0,0,0,0,0,0.679407896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257868994,0,0,0,0
OSFCD1mat3,0,0,0,0.088141309,0.50276478,0,0,0,0,0,0,0,0,0,0.017203361,0.099780124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15351314,0,0,0,0
OSFCD3unh1,0,0,0,0.4638161,0.516041151,0,0,0,0,0,0,0,0,0,0.071230116,0.175964532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSFCD3unh2,0,0,0,0,0.192676234,0,0,0.073541542,0,0,0,0,0,0,0.066082616,1.072661469,0,0,0,0,0,0,0,0,0,0,0.120901837,0,0,0,0,0.128541405,0,0,0.009160884,0
OSFCD3unh3,0,0,0,0,0.66143563,0,0,0,0,0,0,0,0,0,0.109858354,0.930698394,0,0,0,0,0,0,0,0,0,0,0.327185094,0,0,0,0,0,0,0,0,0
OSFCD3unh4,0,0,0,0,0.420506889,0.109271661,0,0,0,0,0,0,0,0,0.124886162,0.4793607,0,0,0.014957123,0,0,0,0,0,0,0,0.196349541,0,0,0,0.035632729,0.061444055,0,0,0,0
PSFPMHgap1,0,0,0,0,0.573099542,0,0,0,0,0,0,0,0,0,0,0.379938718,0,0,0,0,0,0,0,0,0,0,0.051471854,0,0,0,0,0,0,0,0,0
PSFPMHgap2,0,0,0,0,0.595194363,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016512996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSFPMHgap3,0,0,0,0,0.390243142,0.101787602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSFPMHmat1,0,0,0.009676891,0,0.205808091,0.464294407,0,0,0,0,0,0,0,0,0.027785816,0.228780987,0,0,0.015836769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSFPMHmat2,0,0,0,0,0.189021776,0.078426719,0,0,0,0,0,0,0,0,0.041909631,0.698274731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111036451,0,0,0,0,0
PSFPMHmat3,0,0,0,0,0.532255696,0,0,0,0,0,0,0,0,0,0,0.262208318,0,0,0.098275301,0,0,0,0,0,0,0,0.128189547,0,0,0,0,0,0,0,0,0
SSF1gap1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSF1gap2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSF1gap3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSF1mat1,0,0,0,0.302529875,0.068116797,0,0,0,0,0,0,0,0,0,0.012271846,0,0,0,0,0,0,0,0,0,0,0,0,1.341775793,0,0,0.064692461,0.178729133,0,0,0,0
SSF1mat2,0,0,0,0.123752832,0.091187083,0,0,0,0,0,0,0,0,0,0,0.149471481,0,0,0,0,0,0,0,0.10463467,0,0,0,0.453788136,0,0,0.267948008,0,0,0.013273229,0,0
SSF1mat3,0,0,0,0.262558606,0.054055029,0,0,0,0,0,0,0,0,0,0.016060607,0.109130289,0,0,0.021162554,0,0,0,0,0,0,0,0,0.575624597,0,0,0.060385338,0.149986702,0,0,0,0
SSF1mat4,0,0,0,0.234619637,0.139518915,0,0.097313974,0,0,0,0,0,0,0,0.189446676,0.194313003,0,0,0,0,0,0.148793682,0,0,0,0,0,0.053502108,0,0,0,0.225118676,0,0,0,0
SSFYL2gap1,0,0,0,0,0.563662198,0,0,0,0,0,0,0,0,0,0,0.230043122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSFYL2gap2,0,0,0,0.264793064,0.242974703,0,0,0,0,0,0,0,0,0,0,0.012076282,0,0,0,0,0,0,0,0,0,0,0.537568129,0,0,0,0,0,0,0,0,0
SSFYL2gap3,0,0,0,0.158613515,0.065729972,0.009503318,0,0,0,0,0,0,0,0,0.028981192,0.352565236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSFYL2mat1,0,0,0,0.039602917,0.490926474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377633574,0,0,0,0,0,0,0,0
SSFYL2mat2,0,0,0,0.086049008,0.51814916,0,0,0,0,0,0,0,0,0,0,0.936793084,0,0,0,0,0,0.418538681,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSFYL2mat3,0,0,0,0.292596159,0.348199207,0,0,0,0,0,0,0,0,0,0.013684778,0.104254538,0,0,0,0,0,0.376098906,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWunh1,0,0,0,0,0.713931643,0,0,0,0,0,0,0,0,0,0,0.551290606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWunh2,0,0,0,0,0.855408556,0.223177171,0,0,0,0,0,0,0,0,0,0.320107086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWunh3,0,0,0,0,0.997121873,0,0,0,0,0,0,0,0,0,0,0.265084447,0,0,0,0,0,0,0,0,0.071631454,0,0,0,0,0,0,0,0,0,0,0
SWunh4,0,0,0,0.111445643,0.197775039,0.176848104,0,0,0,0,0,0,0,0,0,0.219510147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNCLPgap1,0,0,0,0,0.325505913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNCLPgap2,0,0,0,0,0.786409756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNCLPgap3,0,0,0,0,0.517343341,0.298737187,0,0,0,0,0,0,0,0,0,0.277366503,0,0,0.054514487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNCLPmat1,0,0,0,0,1.096296456,0,0,0,0,0,0,0,0,0,0,0.226265357,0,0,0,0,0,0,0,0,0,0,0.139204756,0,0,0,0.087615878,0,0,0,0,0
TNCLPmat2,0,0,0,0,0.714920459,0,0,0,0,0,0,0,0,0,0,0.359972326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNCLPmat3,0,0,0.012667687,0,0.530324402,0,0,0,0,0,0,0,0,0,0,0.046553691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNCLPunh1,0,0,0,0,1.145497724,0,0,0,0,0,0,0,0,0,0,0.536375895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNCLPunh2,0,0,0,0,1.025067911,0.029559245,0,0,0,0,0,0,0,0,0,0.759952048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNCLPunh3,0,0,0,0,0.511294204,0.427437242,0,0,0,0,0,0,0,0,0,0.371263995,0,0,0.016060607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNCLPunh4,0,0,0,0,0.60337507,0.526150796,0,0,0,0,0,0,0,0,0.077852593,0.177457573,0,0,0.031843969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSF49unh1,0,0,0.008332289,0.337831951,0.137641028,0,0,0,0,0,0,0,0,0,0.009852035,0.478821917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSF49unh2,0,0,0,0.0254469,0.535266913,0,0,0,0,0,0,0,0,0,0,1.005535844,0,0,0,0,0,0,0,0,0,0,0,0.213189263,0,0,0,0,0,0,0,0
TSF49unh3,0,0,0,0.389826095,0.165508526,0,0,0,0,0,0,0,0,0,0,0.494543232,0,0,0.017436625,0,0,0,0,0,0,0,0,0.205887416,0,0,0,0,0,0,0,0
TSF49unh4,0,0,0,0.021878051,0.493738985,0,0,0,0,0,0,0,0,0,0.016741547,0.860655015,0,0,0,0,0,0,0,0,0,0,0,0.468921973,0,0,0,0,0,0,0,0
