plot_ID,azimuth,species,diam_cm,decay_class,
OMSFCRmat3,240,UNK,3.4,2,
PSFPMHgap1,0,UNK,7.2,2,
PSFPMHgap1,0,FRAM,23.7,1,
PSFPMHgap1,120,UNK,7.5,2,
PSFPMHgap1,120,UNK,7.3,2,
PSFPMHgap1,120,FRAM,19.1,1,
PSFPMHgap1,120,FRAM,7.5,1,
PSFPMHgap1,120,UNK,13.7,3,
PSFPMHgap1,240,FRAM,5.9,1,
PSFPMHgap1,240,FRAM,5.7,2,
PSFPMHgap1,240,FRAM,24.4,1,
PSFPMHmat1,120,BEPA,15.3,3,
PSFPMHmat1,240,UNK,8.6,2,
PSFPMHmat1,240,BESP,24.5,3,
PSFPMHmat1,240,BEAL,4.2,2,
PSFPMHmat1,240,UNK,8,3,
PSFPMHgap2,0,FRAM,7,1,
PSFPMHgap2,0,FRAM,7.7,1,
PSFPMHgap2,0,FRAM,13.6,1,
PSFPMHgap2,0,UNK,6,2,
PSFPMHgap2,0,FRAM,8.2,1,
PSFPMHgap2,0,FRAM,20.2,3,
PSFPMHgap2,0,FRAM,11.5,2,
PSFPMHgap2,0,FRAM,18.1,2,
PSFPMHgap2,0,FRAM,18.4,1,
PSFPMHgap2,0,ACSA,15.4,1,
PSFPMHgap2,0,UNK,9.6,2,
PSFPMHgap2,120,UNK,11,2,
PSFPMHgap2,120,UNK,8.6,2,
PSFPMHgap2,240,FRAM,5.2,2,
PSFPMHgap2,240,FRAM,14.6,1,
PSFPMHgap2,240,FRAM,6.6,2,
PSFPMHmat2,0,UNK,7,2,
PSFPMHmat2,0,FRAM,8,2,
PSFPMHmat2,0,FRAM,2,2,
PSFPMHmat2,240,UNK,20.1,2,
PSFPMHmat2,240,FRAM,27.6,1,
PSFPMHgap1,0,FAGR,9.5,2,
PSFPMHgap1,0,FAGR,3.2,1,
PSFPMHgap1,0,FAGR,10.6,1,
PSFPMHgap1,0,FAGR,10.3,1,
PSFPMHgap1,0,FAGR,2.7,1,
PSFPMHgap1,0,FAGR,5.6,1,
PSFPMHgap1,0,FAGR,12.1,1,
PSFPMHgap1,0,FAGR,5.7,2,
PSFPMHgap1,0,FAGR,14.4,1,
PSFPMHgap1,0,FAGR,20.5,1,
PSFPMHgap1,0,FAGR,5.2,2,
PSFPMHgap1,0,FAGR,3.8,1,
PSFPMHgap1,0,FAGR,2.5,1,
PSFPMHgap1,0,FAGR,24.4,1,
PSFPMHgap1,120,FAGR,24.4,1,
PSFPMHgap1,120,FAGR,13,1,
PSFPMHgap1,120,FAGR,21.5,1,
PSFPMHgap1,120,FAGR,11,2,
PSFPMHgap1,240,FAGR,23.6,1,
PSFPMHgap1,240,FAGR,28.7,1,
PSFPMHmat3,120,FRAM,19.4,1,
PSFPMHmat3,120,UNK,15.3,3,
PSFPMHmat3,120,UNK,3,1,
PSFPMHmat3,120,UNK,2.2,2,
PSFPMHmat3,120,FRAM,8.4,1,
PSFPMHmat3,240,FAGR,2,1,
PSFPMHmat3,240,FAGR,5.4,1,
PSFPMHmat3,240,BEAL,8.8,3,
PSFPMHmat3,240,UNK,13.3,2,
PSFPMHmat3,240,UNK,10.5,1,
PSFPMHmat3,240,UNK,5.5,2,
PSFPMHmat3,240,FRAM,23.4,2,
PSFPMHmat3,240,UNK,2,2,
BRSPunh1,0,UNK,14.9,2,
BRSPunh1,0,UNK,13.6,3,
BRSPunh1,120,UNK,10,3,
BRSPunh1,120,FRAM,7.9,2,
BRSPunh1,120,FRAM,6.9,2,
BRSPunh1,240,FRAM,7.5,2,
BRSPunh1,240,FRAM,7.4,2,
BRSPunh2,0,QURU,36.3,1,
BRSPunh2,120,UNK,24.5,4,
BRSPunh2,120,QURU,41.4,1,
BRSPunh2,240,UNK,12.1,3,
BRSPunh2,240,UNK,20.4,3,
BRSPunh2,240,FRAM,5,1,
BRSPunh2,240,ACRU,4.1,1,
BRSPunh2,240,ACRU,3.8,1,
BRSPunh2,240,ACRU,3.9,1,
BRSPunh2,240,ACRU,2.9,1,
BRSPunh2,240,UNK,19,3,
BRSPunh2,240,ACRU,2.7,1,
BRSPunh2,240,UNK,7.3,2,
BRSPunh2,240,UNK,15.2,3,
BRSPunh2,240,ACRU,2.6,1,
BRSPunh3,0,UNK,16.9,4,
BRSPunh3,0,UNK,7.8,4,
BRSPunh3,0,QURU,29.9,2,
BRSPunh3,120,UNK,10,4,
BRSPunh3,120,UNK,13.8,4,
BRSPunh3,120,UNK,9.8,3,
BRSPunh3,240,UNK,9.7,3,
BRSPunh4,0,UNK,9.6,5,
BRSPunh4,240,UNK,7,2,
GMSSmat1,0,FAGR,5.9,1,
GMSSmat1,0,FAGR,3,1,
GMSSmat1,0,ACPE,7.4,2,
GMSSmat1,0,UNK,11.8,3,
GMSSmat1,0,ACPE,6.4,1,
GMSSmat1,120,FAGR,6.1,1,
GMSSmat1,120,UNK,6.3,1,
GMSSmat1,120,UNK,10.1,4,
GMSSmat1,120,FAGR,2.5,1,
GMSSmat1,120,FAGR,3.6,1,
GMSSmat1,120,BEAL,13.3,1,
GMSSmat1,120,UNK,17.2,3,
GMSSmat1,120,FAGR,10.7,1,
GMSSmat1,240,UNK,6.4,2,
GMSSmat1,240,FAGR,12.7,1,
GMSSmat1,240,FAGR,13.6,1,
GMSSmat1,240,FAGR,12.5,1,
GMSSmat1,240,UNK,15.2,3,
GMSSmat2,240,ACPE,8.3,1,
GMSSmat2,240,ACSA,16.1,1,
GMSSmat2,0,UNK,5.3,2,
GMSSmat2,0,UNK,24.4,4,
GMSSmat2,120,FAGR,4.3,1,
GMSSgap1,240,ACPE,11.8,1,
GMSSgap1,240,UNK,7.5,1,
GMSSgap1,240,ACPE,8.5,1,
GMSSgap1,240,UNK,6.6,2,
GMSSgap1,240,FRAM,19.1,2,
GMSSgap1,240,UNK,6.7,2,
GMSSgap1,240,UNK,10.4,2,
GMSSgap1,0,ACSA,10,1,
GMSSgap1,0,ACPE,9.2,1,
GMSSgap1,120,ACSA,6,1,
GMSSgap1,120,ACSA,17.8,1,
GMSSgap1,120,ACPE,7,1,
GMSSgap1,120,ACPE,4.1,1,
GMSSgap1,120,ACPE,10.7,1,
GMSSgap2,0,ACSA,47.5,2,
GMSSgap2,0,ACSA,10.5,1,
GMSSgap2,120,UNK,11.5,3,
GMSSgap2,120,ACSA,11.7,2,
GMSSgap2,120,ACSA,6.1,2,
GMSSgap2,120,ACSA,6.2,2,
GMSSgap2,120,UNK,6.2,2,
GMSSgap2,120,FAGR,5.5,1,
GMSSgap2,240,FRAM,38.8,2,
GMSSgap2,240,ACSA,26.7,2,
GMSSgap2,240,ACSA,15.6,2,
GMSSgap2,240,ACSA,10.1,2,
GMSSmat3,0,ACSA,6.8,1,
GMSSmat3,0,UNK,19.5,4,
GMSSmat3,120,ACSA,3.6,1,
GMSSmat3,120,ACSA,2.8,1,
GMSSmat3,120,ACSA,2.1,1,
GMSSmat3,120,ACSA,2.4,1,
GMSSmat3,120,ACSA,4.1,1,
GMSSmat3,120,UNK,17,4,
GMSSmat3,240,ACSA,46.5,2,
GMSSmat3,240,ACPE,9.1,1,
GMSSmat3,240,UNK,24.6,3,
GMSSgap3,0,UNK,20.4,4,
GMSSgap3,0,ACSA,15.8,1,
GMSSgap3,0,ACSA,7.9,1,
GMSSgap3,0,ACSA,5.8,1,
GMSSgap3,0,ACPE,6.3,1,
GMSSgap3,120,ACSA,18.8,1,
GMSSgap3,120,ACSA,9.8,1,
GMSSgap3,120,ACSA,22.7,1,
GMSSgap3,120,ACSA,7.7,1,
GMSSgap3,120,ACSA,11.4,1,
GMSSgap3,120,ACSA,7.4,1,
GMSSgap3,120,UNK,27,2,
GMSSgap3,120,FAGR,14.9,1,
GMCBmat1,0,FAGR,7.4,1,
GMCBmat1,120,ACSA,3,1,
GMCBmat1,120,ACSA,2.8,1,
GMCBgap1,0,ACSA,17.3,2,
GMCBgap1,120,ACSA,4.5,1,
GMCBgap1,240,FAGR,9.1,1,
GMCBgap1,240,UNK,9.7,3,
GMCBgap2,120,ACSA,15.4,2,
DHSPmat1,0,FRAM,17,1,
DHSPmat1,0,FRAM,17.3,1,
DHSPmat1,120,PRSE,10.3,1,
DHSPmat1,120,FRAM,6.6,1,
DHSPmat1,120,FRAM,4.7,1,
DHSPmat1,120,PRSE,33.9,1,
DHSPmat1,120,UNK,12.9,2,
DHSPmat1,120,UNK,10.5,2,
DHSPmat1,120,UNK,9.2,2,
DHSPmat1,240,UNK,8,2,
DHSPmat1,240,UNK,8.5,4,
DHSPgap1,0,FRAM,21.5,2,
DHSPgap1,0,UNK,22.3,3,
DHSPgap1,0,ACSA,13.1,2,
DHSPgap1,0,FRAM,23.3,2,
DHSPgap1,0,ACSA,12.7,2,
DHSPgap1,0,UNK,15,2,
DHSPgap1,0,ACSA,7.4,2,
DHSPgap1,0,ACSA,10.6,2,
DHSPgap1,0,ACSA,9.5,2,
DHSPgap1,120,ACSA,4.4,1,
DHSPgap1,120,ACSA,3.5,1,
DHSPgap1,120,ACSA,2.2,1,
DHSPgap1,120,ACSA,8.7,2,
DHSPgap1,120,ACSA,8.5,1,
DHSPgap1,120,ACSA,14,1,
DHSPgap1,120,FRAM,20.4,1,
DHSPgap1,120,ACSA,2.4,2,
DHSPgap1,120,ACSA,6.3,1,
DHSPgap1,240,UNK,7.8,3,
DHSPgap1,240,ACSA,10.2,2,
DHSPgap1,240,ACSA,7.2,2,
DHSPgap1,240,ACSA,3.5,2,
DHSPgap1,240,FRAM,20.9,1,
DHSPgap1,240,ACSA,3.7,1,
DHSPgap1,240,ACSA,2.7,2,
DHSPgap1,240,ACSA,6.3,1,
DHSPgap2,0,ACSA,14.4,1,
DHSPgap2,0,ACSA,14.2,2,
DHSPgap2,0,ACSA,10,1,
DHSPgap2,0,UNK,6.8,4,
DHSPgap2,0,ACSA,21.6,2,
DHSPgap2,0,PRSE,12.5,1,
DHSPgap2,0,PRSE,15.5,2,
DHSPgap2,120,FRAM,13.6,1,
DHSPgap2,120,FRAM,13.4,2,
DHSPgap2,120,ACSA,8.1,2,
DHSPgap2,120,FRAM,33.2,2,
DHSPgap2,240,FRAM,11.9,2,
DHSPgap2,240,UNK,11.4,3,
DHSPgap3,0,FRAM,24.2,2,
DHSPgap3,0,ACSA,8.4,1,
DHSPgap3,0,ACSA,2.9,1,
DHSPgap3,0,ACSA,3.4,1,
DHSPgap3,120,FRAM,8.9,2,
DHSPgap3,120,UNK,8.2,2,
DHSPgap3,120,UNK,7.9,2,
DHSPgap3,120,FRAM,9.3,2,
DHSPgap3,120,UNK,7.4,2,
DHSPgap3,120,UNK,6.4,3,
DHSPgap3,120,UNK,7.7,2,
DHSPgap3,120,PRSE,13.7,1,
DHSPgap3,120,FRAM,18.8,2,
DHSPgap3,120,UNK,14.7,2,
DHSPgap3,120,FRAM,21.1,2,
DHSPgap3,120,UNK,19.2,2,
DHSPgap3,120,UNK,8.1,2,
DHSPgap3,120,UNK,5.3,2,
DHSPgap3,120,ACSP,8.3,1,
DHSPgap3,240,UNK,18.3,2,
DHSPgap3,240,FRAM,7.8,1,
DHSPgap3,240,ACSP,13,2,
DHSPgap3,240,ACSP,10.8,2,
DHSPgap3,240,UNK,14.2,3,
DHSPgap3,240,ACSP,7.7,2,
DHSPgap3,240,FRAM,11.2,1,
DHSPmat2,0,BEAL,7.7,3,
DHSPmat2,0,BEAL,7.8,3,
DHSPmat2,0,ACSA,3.8,1,
DHSPmat2,0,ACPE,3.4,1,
DHSPmat2,0,UNK,2.3,1,
DHSPmat2,240,FRAM,14.2,1,
DHSPmat2,240,FRAM,11.7,1,
DHSPmat2,240,UNK,18.1,2,
DHSPmat2,240,FRAM,2.4,1,
DHSPmat2,240,FRAM,3,2,
DHSPmat2,240,FRAM,2,1,
DHSPmat2,240,FRAM,2.6,1,
DHSPmat2,240,FRAM,3,1,
DHSPmat2,240,FRAM,10.4,1,
DHSPmat2,240,FRAM,9.1,1,
DHSPmat2,240,FRAM,3.7,1,
DHSPmat2,240,FRAM,2.1,1,
DHSPmat3,0,FRAM,50.6,2,
DHSPmat3,0,FRAM,14.5,1,
DHSPmat3,0,UNK,7.9,2,
DHSPmat3,0,FRAM,10.3,1,
DHSPmat3,0,FRAM,15.4,1,
DHSPmat3,0,FRAM,9.6,1,
DHSPmat3,0,UNK,3.7,2,
DHSPmat3,0,UNK,2.8,2,
DHSPmat3,120,FRAM,13,2,
DHSPmat3,120,FRAM,22.4,1,
DHSPmat3,120,PRSE,8.7,2,
DHSPmat3,120,UNK,7.5,2,
DHSPmat3,120,UNK,6.9,3,
DHSPmat3,120,UNK,7.4,3,
DHSPmat3,120,UNK,9.9,4,
DHSPmat3,240,FRAM,5.6,4,
DHSPmat3,240,FRAM,3.3,1,
DHSPmat3,240,FRAM,3.4,2,
DHSPmat3,240,FRAM,7.5,1,
HMSPunh1,0,UNK,7.3,3,
HMSPunh1,0,UNK,4.3,2,
HMSPunh2,0,UNK,11.5,4,
HMSPunh2,120,UNK,6.5,2,
HMSPunh2,120,UNK,6.3,2,
HMSPunh3,0,FRAM,11.5,3,
HMSPunh3,120,UNK,17.8,2,
HMSPunh4,0,UNK,10.9,3,
HMSPunh4,0,UNK,3.8,2,
HMSPunh4,0,UNK,7,2,
HMSPunh4,0,UNK,8.8,2,
HMSPunh4,240,UNK,7.5,2,
HMSPunh4,240,UNK,10.5,3,
HMSPunh4,240,BEPA,10.5,3,
HMSPunh4,240,BEPA,22,2,
HMSPunh4,240,UNK,14.6,4,
HSF161gap1,0,FRAM,22.3,1,
HSF161gap1,0,FRAM,29.8,1,
HSF161gap1,0,FRAM,13.2,2,
HSF161gap1,0,UNK,9.7,2,
HSF161gap1,0,UNK,5.9,2,
HSF161gap1,0,FRAM,10.4,2,
HSF161gap1,0,FRAM,16,1,
HSF161gap1,0,FRAM,5.6,2,
HSF161gap1,0,UNK,13.8,3,
HSF161gap1,0,UNK,22,2,
HSF161gap1,0,UNK,9.7,2,
HSF161gap1,0,UNK,17.9,3,
HSF161gap1,120,UNK,13.1,2,
HSF161gap1,120,UNK,31.8,3,
HSF161gap1,120,UNK,6.8,2,
HSF161gap1,240,UNK,5.6,3,
HSF161gap1,240,UNK,12.3,3,
HSF161gap1,240,UNK,35.5,3,
HSF161gap1,240,UNK,21.6,3,
HSF161gap1,240,ACSP,28.8,2,
HSF161gap1,240,ACSP,15.1,2,
HSF161gap1,240,UNK,8.6,2,
HSF161gap1,240,UNK,14.7,5,
HSF161mat1,0,FRAM,14.1,2,
HSF161mat1,0,FRAM,8.7,2,
HSF161mat1,0,UNK,7.3,2,
HSF161mat1,0,UNK,11.6,2,
HSF161mat1,0,UNK,9,2,
HSF161mat1,120,ACSA,15,2,
HSF161mat1,120,UNK,8.7,2,
HSF161mat1,120,UNK,13.1,3,
HSF161mat1,120,UNK,6.9,2,
HSF161mat1,240,UNK,5,2,
HSF161mat1,240,UNK,20.9,4,
HSF161mat1,240,UNK,7.8,2,
HSF161gap2,0,UNK,10.5,2,
HSF161gap2,120,UNK,18.6,3,
HSF161gap2,120,UNK,18.2,3,
HSF161gap2,120,FRAM,24,3,
HSF161gap2,120,UNK,10.8,2,
HSF161gap2,240,FRAM,25.9,2,
HSF161gap2,240,UNK,6.8,2,
HSF161gap2,240,UNK,18.9,3,
HSF161gap2,240,UNK,13.1,2,
HSF161mat2,0,FRAM,29.1,1,
HSF161mat2,0,FRAM,16.8,1,
HSF161mat2,120,UNK,82,3,
HSF161mat2,120,UNK,17.4,3,
HSF161mat2,120,UNK,8,3,
HSF161mat2,120,UNK,13.9,3,
HSF161mat2,120,UNK,7.4,2,
HSF161mat2,240,UNK,24.7,3,
HSF161mat2,240,FRAM,39,2,
HSF161mat3,0,ACSA,8.6,1,
HSF161mat3,0,UNK,16.1,2,
HSF161mat3,0,UNK,16.3,4,
HSF161mat3,120,UNK,7.5,4,
HSF161mat3,120,UNK,8.6,3,
HSF161mat3,120,UNK,10,3,
HSF161mat3,120,FRAM,7.6,2,
HSF161mat3,120,UNK,10,2,
HSF161mat3,120,UNK,22.6,3,
HSF161mat3,120,UNK,9.2,2,
HSF161mat3,120,UNK,12.4,4,
HSF161mat3,120,UNK,29.3,2,
HSF161mat3,240,UNK,9.1,2,
HSF161mat3,240,FRAM,7.7,3,
HSF161mat3,240,FRAM,8.5,4,
HSF161mat3,240,FRAM,17.5,2,
HSF161gap3,0,BESP,16.2,2,
HSF161gap3,0,ACSA,20.7,2,
HSF161gap3,0,FRAM,17.5,1,
HSF161gap3,0,FRAM,12.9,2,
HSF161gap3,0,FRAM,10.8,1,
HSF161gap3,0,FRAM,11.4,1,
HSF161gap3,120,ACSA,17.9,2,
HSF161gap3,120,ACSA,18.2,2,
HSF161gap3,240,FRAM,3.2,2,
HSF161gap3,240,UNK,6.7,3,
HSF161gap3,240,FRAM,2.4,2,
HSF161gap3,240,FRAM,19,2,
HSF161gap3,240,FRAM,6.4,2,
HSF161gap3,240,ACSA,7.3,2,
HSF161gap3,240,ACSA,27.4,2,
HSF161gap3,240,FRAM,8.7,2,
ASF114unh1,0,UNK,7.2,3,
ASF114unh1,0,ACSA,9.2,1,
ASF114unh1,120,UNK,7.8,4,
ASF114unh1,240,OSVI,8,3,
ASF114unh1,240,OSVI,6.5,2,
ASF114unh2,0,UNK,22.8,4,
ASF114unh2,120,BEAL,25.7,3,
ASF114unh2,120,BEAL,9,3,
ASF114unh2,120,BEAL,7.9,2,
ASF114unh2,240,UNK,8.9,2,
ASF114unh2,240,UNK,9.7,2,
ASF114unh2,240,UNK,8.6,3,
ASF114unh2,240,FRAM,35.8,1,
ASF114unh3,0,UNK,9.1,4,
ASF114unh3,0,UNK,9.9,3,
ASF114unh3,0,UNK,12.1,5,
ASF114unh3,0,UNK,12.1,4,
ASF114unh3,0,UNK,16.4,3,
ASF114unh3,120,FAGR,43.4,3,
ASF114unh3,240,FRAM,14.1,2,
ASF114unh3,240,UNK,6.2,2,
ASF114unh4,0,ACSA,3.6,2,
ASF114unh4,0,UNK,5.9,3,
ASF114unh4,120,UNK,8.8,2,
ASF114unh4,120,UNK,20.7,3,
ASF114unh4,240,FRAM,7.7,2,
SSFYL2mat1,0,UNK,8.8,3,
SSFYL2mat1,120,ACSA,6.1,2,
SSFYL2mat1,120,ACSA,4.4,2,
SSFYL2mat1,120,ACPE,6.6,2,
SSFYL2mat1,120,UNK,21.7,5,
SSFYL2mat1,120,UNK,22.4,5,
SSFYL2mat1,240,UNK,11.9,2,
SSFYL2mat1,240,FRAM,10.4,3,
SSFYL2mat1,240,FRAM,3,1,
SSFYL2mat1,240,FRAM,16.3,1,
SSFYL2gap1,0,FRAM,6.6,1,
SSFYL2gap1,0,UNK,11,3,
SSFYL2gap1,120,FRAM,11.3,1,
SSFYL2gap1,120,PRSE,24.7,1,
SSFYL2gap1,120,FRAM,8.1,2,
SSFYL2gap1,120,UNK,10.2,2,
SSFYL2gap1,120,UNK,12.2,3,
SSFYL2gap1,120,FRAM,6.1,2,
SSFYL2gap1,120,UNK,23,2,
SSFYL2gap1,120,FRAM,10.4,1,
SSFYL2gap1,240,FRAM,21.7,1,
SSFYL2gap1,240,FRAM,12.1,1,
SSFYL2gap1,240,UNK,12.4,2,
SSFYL2gap1,240,UNK,7.8,2,
SSFYL2gap1,240,UNK,13.5,2,
SSFYL2mat2,0,FRAM,15.5,2,
SSFYL2mat2,0,UNK,19,2,
SSFYL2mat2,0,FRAM,9.4,2,
SSFYL2mat2,0,UNK,19.5,3,
SSFYL2mat2,0,FRAM,22,3,
SSFYL2mat2,0,FRAM,9.1,2,
SSFYL2mat2,0,FRAM,6.5,2,
SSFYL2mat2,120,UNK,9.2,4,
SSFYL2mat2,120,PIST,7.4,1,
SSFYL2mat2,240,ACSP,8,2,
SSFYL2mat2,240,ACSP,9.1,2,
SSFYL2mat2,240,UNK,3.4,2,
SSFYL2mat2,240,UNK,5,2,
SSFYL2mat2,240,FRAM,6.2,2,
SSFYL2mat2,240,FRAM,5,2,
SSFYL2mat2,240,FRAM,9.2,2,
SSFYL2mat2,240,FRAM,11.7,2,
SSFYL2mat2,240,FRAM,10.1,2,
SSFYL2mat2,240,FRAM,5.8,2,
SSFYL2mat2,240,FRAM,8.9,3,
SSFYL2mat3,0,UNK,6.9,2,
SSFYL2mat3,0,FRAM,16.2,1,
SSFYL2mat3,0,FRAM,14.2,2,
SSFYL2mat3,0,FRAM,11,2,
SSFYL2mat3,0,FRAM,19.3,2,
SSFYL2mat3,0,FRAM,10.2,2,
SSFYL2mat3,0,FRAM,17.8,2,
SSFYL2mat3,0,UNK,26.2,3,
SSFYL2mat3,0,FRAM,13.1,2,
SSFYL2mat3,0,FRAM,13.4,2,
SSFYL2mat3,120,ACRU,43.4,1,
SSFYL2mat3,120,UNK,7.4,3,
SSFYL2mat3,120,UNK,3.2,2,
SSFYL2mat3,240,UNK,5,2,
SSFYL2mat3,240,UNK,2.3,2,
SSFYL2mat3,240,UNK,2.7,2,
SSFYL2mat3,240,UNK,2.2,2,
SSFYL2mat3,240,UNK,2.5,2,
SSFYL2mat3,240,UNK,11,2,
SSFYL2mat3,240,ACRU,16.7,3,
SSFYL2gap2,0,FRAM,16.5,2,
SSFYL2gap2,0,FRAM,8.7,2,
SSFYL2gap2,0,UNK,8.7,2,
SSFYL2gap2,0,FRAM,6.1,2,
SSFYL2gap2,0,FRAM,6.9,2,
SSFYL2gap2,0,UNK,6.1,2,
SSFYL2gap2,0,FRAM,6,2,
SSFYL2gap2,0,UNK,8.4,2,
SSFYL2gap2,0,UNK,7.1,2,
SSFYL2gap2,0,UNK,11.8,3,
SSFYL2gap2,0,UNK,10.5,2,
SSFYL2gap2,120,UNK,7.3,3,
SSFYL2gap2,120,UNK,15,3,
SSFYL2gap2,120,UNK,14.6,3,
SSFYL2gap2,120,FRAM,21.3,1,
SSFYL2gap2,120,UNK,8.6,2,
SSFYL2gap2,240,FRAM,24.7,2,
SSFYL2gap3,0,FRAM,15.1,2,
SSFYL2gap3,0,FRAM,9.5,2,
SSFYL2gap3,0,UNK,30.6,2,
SSFYL2gap3,0,UNK,7.5,2,
SSFYL2gap3,0,UNK,9.7,3,
SSFYL2gap3,0,UNK,8.5,2,
SSFYL2gap3,0,UNK,10.4,2,
SSFYL2gap3,0,UNK,8.2,2,
SSFYL2gap3,0,UNK,5.6,3,
SSFYL2gap3,120,UNK,11.1,2,
SSFYL2gap3,120,FRAM,9.1,3,
SSFYL2gap3,120,UNK,13.1,3,
SSFYL2gap3,120,UNK,11.3,3,
SSFYL2gap3,120,UNK,23.4,4,
SSFYL2gap3,120,UNK,9.1,3,
SSFYL2gap3,120,UNK,11.2,3,
SSFYL2gap3,120,UNK,7.8,3,
SSFYL2gap3,120,UNK,8.6,2,
SSFYL2gap3,120,UNK,6.3,2,
SSFYL2gap3,240,BEAL,13,3,
SSFYL2gap3,240,UNK,7.2,2,
SSFYL2gap3,240,UNK,13,3,
SSFYL2gap3,240,UNK,6,2,
TSF49unh1,0,UNK,9.5,2,
TSF49unh1,0,UNK,5,3,
TSF49unh1,0,UNK,4.5,3,
TSF49unh1,120,UNK,11.8,3,
TSF49unh1,240,UNK,20.5,4,
TSF49unh1,240,UNK,14,4,
TSF49unh1,240,UNK,9.6,4,
TSF49unh2,0,UNK,15.9,3,
TSF49unh2,120,UNK,8.3,3,
TSF49unh2,120,FRAM,13.6,1,
TSF49unh2,240,UNK,13.9,2,
TSF49unh2,240,UNK,7,2,
TSF49unh3,0,FRAM,5.3,2,
TSF49unh3,0,UNK,13.9,3,
TSF49unh3,120,UNK,6.6,2,
TSF49unh3,120,OSVI,9.5,2,
TSF49unh3,240,UNK,7.3,3,
TSF49unh3,240,ACSP,10.1,1,
TSF49unh4,0,UNK,7.8,2,
TSF49unh4,0,ACRU,10.5,5,
TSF49unh4,0,ACRU,15.5,4,
TSF49unh4,0,ACRU,14.4,3,
TSF49unh4,0,UNK,11.6,3,
TSF49unh4,0,UNK,10.5,2,
TSF49unh4,120,UNK,10.3,3,
TSF49unh4,120,UNK,7.3,3,
TSF49unh4,120,UNK,9,3,
OMSFSH14gap1,0,UNK,10,2,
OMSFSH14gap1,0,UNK,8.3,2,
OMSFSH14gap1,120,UNK,13.9,3,
OMSFSH14gap1,120,UNK,7.5,3,
OMSFSH14gap1,120,UNK,6.7,2,
OMSFSH14gap1,120,UNK,14,2,
OMSFSH14gap1,240,UNK,15.9,3,
OMSFSH14gap1,240,UNK,19.2,2,
OMSFSH14gap1,240,UNK,20,2,
OMSFSH14gap1,240,ACSP,7.6,2,
OMSFSH14gap1,240,UNK,26.1,2,
OMSFSH14gap1,240,UNK,7,3,
OMSFSH14mat1,120,FRAM,5,2,
OMSFSH14mat1,120,UNK,13.2,2,
OMSFSH14mat1,120,FAGR,4.6,2,
OMSFSH14mat1,240,FRAM,16.3,3,
OMSFSH14gap2,0,UNK,10.4,2,
OMSFSH14gap2,0,UNK,10.3,3,
OMSFSH14gap2,0,UNK,7,3,
OMSFSH14gap2,0,UNK,13.7,2,
OMSFSH14gap2,0,UNK,16.8,2,
OMSFSH14gap2,0,UNK,16,2,
OMSFSH14gap2,120,UNK,10.9,2,
OMSFSH14gap2,120,UNK,19,2,
OMSFSH14gap2,120,UNK,9.2,3,
OMSFSH14gap2,120,UNK,10.8,3,
OMSFSH14gap2,120,UNK,10.6,2,
OMSFSH14gap2,120,UNK,9.4,2,
OMSFSH14gap2,120,UNK,10.8,2,
OMSFSH14gap2,120,UNK,18.7,2,
OMSFSH14gap2,240,UNK,13.7,2,
OMSFSH14gap2,240,UNK,10.4,2,
OMSFSH14mat2,0,UNK,5.2,2,
OMSFSH14mat2,0,BEAL,2,1,
OMSFSH14mat2,0,UNK,7.6,2,
OMSFSH14mat2,120,FRAM,24,1,
OMSFSH14mat2,120,FAGR,6.3,2,
OMSFSH14mat2,120,FAGR,11.7,2,
OMSFSH14mat2,240,FRAM,44.7,3,
OMSFSH14mat3,120,FAGR,9.1,3,
OMSFSH14mat3,120,ACSA,28.7,2,
OMSFSH14mat3,240,FAGR,15.6,2,
OMSFSH14gap3,0,UNK,14,3,
OMSFSH14gap3,120,UNK,14,2,
OMSFSH14gap3,120,UNK,7.5,3,
OMSFSH14gap3,120,UNK,10.3,3,
OMSFSH14gap3,240,FAGR,26.8,3,
OMSFSH14gap3,240,UNK,29.1,2,
OMSFSH17gap1,0,FAGR,3.5,2,
OMSFSH17gap1,0,FAGR,17.8,1,
OMSFSH17gap1,0,FAGR,10.9,2,
OMSFSH17gap1,0,PISP,6.1,1,
OMSFSH17gap1,0,BEAL,5.1,1,
OMSFSH17gap1,0,BEAL,9.7,1,
OMSFSH17gap1,0,FAGR,9.6,1,
OMSFSH17gap1,0,FAGR,16.8,1,
OMSFSH17gap1,0,FAGR,19.6,1,
OMSFSH17gap1,120,FAGR,6.9,2,
OMSFSH17gap1,120,FAGR,5.6,2,
OMSFSH17gap1,120,FAGR,8,1,
OMSFSH17gap1,120,FAGR,12.3,2,
OMSFSH17gap1,120,FAGR,8.1,2,
OMSFSH17gap1,120,FAGR,9,2,
OMSFSH17gap1,120,FAGR,9,2,
OMSFSH17gap1,120,FAGR,8.3,2,
OMSFSH17gap1,120,FAGR,9.3,1,
OMSFSH17gap1,120,FAGR,7,2,
OMSFSH17gap1,120,FAGR,26.8,2,
OMSFSH17gap1,120,FAGR,6,2,
OMSFSH17gap1,120,FAGR,4.6,2,
OMSFSH17gap1,120,FAGR,2,1,
OMSFSH17gap1,120,FAGR,2.1,1,
OMSFSH17gap1,120,FAGR,3,1,
OMSFSH17gap1,120,FAGR,13.2,2,
OMSFSH17gap1,120,FAGR,9.7,2,
OMSFSH17gap1,120,FAGR,26.4,2,
