"","plot_ID","harvest_status","live_biomass","cut_biomass","propbiocut","seedling_richness","seedling_shannon","seedling_density"
"175","OMSFSH14mat1","YES",8564.93696405463,5090.93358570296,0.372801833991706,4,0.940447988655326,3.33333333333333
"176","OMSFSH14mat2","YES",9590.50378727316,4068.16192741531,0.297844753828365,3,1.05492016798614,1.66666666666667
"177","OMSFSH14mat3","YES",6769.27888576005,1849.27056667112,0.214568655303064,2,0.636514168294813,1
"178","OMSFSH17gap1","YES",0,12672.3947191183,1,4,1.12095039267358,3.66666666666667
"179","OMSFSH17gap2","YES",3110.7784717828,4197.71872029079,0.574361405631162,2,0.655481773901393,3.66666666666667
"180","OMSFSH17gap3","YES",3418.64862969716,7067.06257684531,0.673970743389907,3,0.796311640173813,2.33333333333333
"181","OMSFSH17mat1","YES",6075.60470316485,676.291342566421,0.100163174608411,5,1.35392719105583,7
"182","OMSFSH17mat2","YES",8360.55587848658,2812.84435067848,0.251744705549555,3,0.655975732336547,4.66666666666667
"183","OMSFSH17mat3","YES",4247.51790267585,6713.48250951031,0.612488117603429,3,1.05492016798614,1.66666666666667
"184","OSFCD1gap1","YES",1850.33873701869,6782.25456844531,0.785656676789405,1,0,0.333333333333333
"185","OSFCD1gap2","YES",6635.09159870805,12258.8934666939,0.648825190887971,3,1.01140426470735,2
"186","OSFCD1gap3","YES",2687.81320476994,6916.90342238495,0.720156949017025,3,0.881532261188164,5.33333333333333
"187","OSFCD1mat1","YES",8246.95676505348,13319.3834766422,0.617600544523123,3,1.09861228866811,1
"188","OSFCD1mat2","YES",10047.3073007986,600.293899563775,0.0563783229919754,6,1.66094743328692,4
"189","OSFCD1mat3","YES",5478.15039660059,4806.24451042447,0.467333718111255,1,0,0.333333333333333
"190","OSFCD3unh1","NO",9161.52295751531,0,0,1,0,1
"191","OSFCD3unh2","NO",10611.9002649327,0,0,2,0.376770161256437,2.66666666666667
"192","OSFCD3unh3","NO",15815.238104808,0,0,1,0,0.333333333333333
"193","OSFCD3unh4","NO",10236.4837950429,0,0,2,0.636514168294813,1
"194","PSFPMHgap1","YES",7511.92139270191,4396.03378957257,0.369167814480546,4,0.885288834440902,5.66666666666667
"195","PSFPMHgap2","YES",5188.11479342916,9606.08339895393,0.649314229405126,3,1.02505761375874,8.33333333333333
"196","PSFPMHgap3","YES",4661.29910231508,2925.9344471108,0.385639169804152,7,1.78646695230527,9.66666666666667
"197","PSFPMHmat1","YES",6246.23305725357,2492.39593635895,0.285215900363863,4,1.00638566982026,7
"198","PSFPMHmat2","YES",7390.75461965525,3418.25764236478,0.316241443667856,1,0,2.33333333333333
"199","PSFPMHmat3","YES",7627.00906777519,4203.6212400241,0.355316760870541,3,0.952559443391055,9
"200","SSF1gap1","YES",0,2918.92387384895,1,1,0,1
"201","SSF1gap2","YES",0,4646.45287111308,1,1,0,0.333333333333333
"202","SSF1gap3","YES",0,5186.04624689537,1,2,0.693147180559945,0.666666666666667
"203","SSF1mat1","NO",17116.045595557,0,0,1,0,0.666666666666667
"204","SSF1mat2","NO",7939.91687421062,0,0,1,0,0.333333333333333
"205","SSF1mat3","NO",8882.63493387113,0,0,1,0,1
"206","SSF1mat4","NO",8301.08938423614,0,0,1,0,0.333333333333333
"207","SSFYL2gap1","YES",5673.68634197995,1774.21327487995,0.238216593422344,1,0,2.66666666666667
"208","SSFYL2gap2","YES",7499.81795846177,13028.5374884188,0.63466055632813,4,1.32088834314932,2.66666666666667
"209","SSFYL2gap3","YES",4503.89112016301,5614.77417863558,0.554892766272468,1,0,2.66666666666667
"210","SSFYL2mat1","YES",7400.40378513308,6043.01247039261,0.449514643862101,2,0.562335144618808,1.33333333333333
"211","SSFYL2mat2","YES",15064.1514358731,451.961814278901,0.0291285457248434,3,0.867563228481461,4
"212","SSFYL2mat3","YES",7563.49800216643,5301.51862126984,0.412087972868378,3,1.03972077083992,1.33333333333333
"213","SWunh1","NO",8370.99400862375,0,0,2,0.098039113279732,16.6666666666667
"214","SWunh2","NO",9290.21821210591,0,0,2,0.0950301172556463,17.3333333333333
"215","SWunh3","NO",8592.67339914284,788.882231227825,0.0840886375681659,1,0,24.6666666666667
"216","SWunh4","NO",3953.86081819952,0,0,2,0.376770161256437,2.66666666666667
"217","TNCLPgap1","YES",2456.15298267789,5840.92778651343,0.70397383718403,3,0.654669564528501,6
"218","TNCLPgap2","YES",5923.71802652305,4801.83905337437,0.447700666511235,3,0.354598827552649,11.3333333333333
"219","TNCLPgap3","YES",6909.24632261125,2115.17746928344,0.23438365906344,3,0.50730356889055,12.6666666666667
"220","TNCLPmat1","YES",10323.5214252185,1359.92196433703,0.116397359835948,1,0,28.6666666666667
"221","TNCLPmat2","YES",6987.88296371262,2799.9087342078,0.286061332384371,2,0.05943229865313,31
"222","TNCLPmat3","YES",4282.98565501328,1627.4683659263,0.27535420462802,2,0.450561208866305,4
"223","TNCLPunh1","NO",11448.6467682609,44.768437772317,0.00389513795245271,5,0.29913891715754,33.6666666666667
"224","TNCLPunh2","NO",12258.9636982228,0,0,2,0.184907399167776,7.33333333333333
"225","TNCLPunh3","NO",8575.93815963007,0,0,2,0.376770161256437,2.66666666666667
"226","TNCLPunh4","NO",9928.89183472093,0,0,2,0.184907399167776,7.33333333333333
"227","TSF49unh1","NO",6283.84945214477,0,0,2,0.693147180559945,0.666666666666667
"228","TSF49unh2","NO",12764.7419996869,0,0,2,0.362210557135449,5.66666666666667
"229","TSF49unh3","NO",8762.5223255804,176.510455480976,0.0197460351476659,NA,0,NA
"230","TSF49unh4","NO",13460.5507571986,0,0,NA,0,NA
