plot_ID,azimuth,species,class_1,class_2,class_3,notes
SSFYL2mat1,120,ACSA,1,0,0,
SSFYL2mat1,240,ACPE,1,0,0,
SSFYL2mat1,240,ACSA,1,0,0,
SSFYL2mat2,0,FAGR,1,0,0,
SSFYL2mat2,0,FRAM-dead,0,0,1,
SSFYL2mat2,120,ACSA,0,0,1,
SSFYL2mat2,240,ACSA,0,2,0,
SSFYL2mat3,0,ACSA,1,0,0,
SSFYL2mat3,120,ACPE,1,0,0,
SSFYL2mat3,120,ACSA,0,1,1,
SSFYL2mat3,240,ACSA,0,1,0,
SSFYL2gap2,120,FAGR,0,1,0,
SSFYL2gap3,120,CACA,1,0,0,
TSF49unh1,0,ACPE,0,2,0,
TSF49unh1,120,ACPE,0,2,0,
TSF49unh1,120,ACPE-dead,2,0,0,
TSF49unh1,240,FAGR,1,1,0,
TSF49unh2,0,ACSA,0,0,2,
TSF49unh2,0,ACSA-dead,1,0,0,
TSF49unh3,0,ACSA,1,1,0,
TSF49unh4,0,ACSA,0,2,0,
TSF49unh4,0,FRAM-dead,0,1,0,
TSF49unh4,120,ACSA,1,2,0,
TSF49unh4,120,ACSA-dead,1,0,0,
TSF49unh4,240,ACSA,0,0,1,
TSF49unh4,240,FAGR,2,0,0,
OMSFSH14mat1,120,FAGR,1,2,2,
OMSFSH14mat1,120,UNK-dead,0,0,1,
OMSFSH14mat1,240,FAGR,4,3,0,
OMSFSH14mat2,0,FAGR,0,0,1,
OMSFSH14mat2,120,FAGR,2,2,0,
OMSFSH14mat2,240,FAGR,1,2,0,
OMSFSH14mat3,0,FAGR,7,1,1,
OMSFSH14mat3,120,FAGR,4,4,1,
OMSFSH14mat3,240,BEAL,2,0,0,
OMSFSH14gap3,240,FAGR-dead,1,0,0,
OMSFSH17mat1,0,UNK-dead,1,0,0,
OMSFSH17mat1,0,ACSA,1,0,1,
OMSFSH17mat1,120,FAGR-dead,0,1,0,
OMSFSH17mat1,120,ACPE,0,1,0,
OMSFSH17mat1,120,ACPE-dead,1,0,0,
OMSFSH17mat1,240,FAGR-dead,1,0,0,
OMSFSH17mat1,240,ACSA,1,1,1,
OMSFSH17mat1,240,ACPE,1,0,0,
OMSFSH17gap2,0,FAGR,2,1,0,
OMSFSH17gap2,120,ACPE,0,0,1,
OMSFSH17gap2,240,FAGR,4,1,0,
OMSFSH17mat2,0,FAGR,2,1,0,
OMSFSH17mat2,0,BEAL,1,0,0,
OMSFSH17mat2,120,ACSA,0,1,0,
OMSFSH17mat2,120,FAGR,1,0,0,
OMSFSH17mat2,120,BEAL,0,1,0,
OMSFSH17mat2,240,FAGR,1,1,0,
OMSFSH17mat2,240,BEAL,0,1,0,
OMSFSH17gap3,0,FAGR,1,0,1,
OMSFSH17gap3,240,FAGR,0,1,0,
OMSFSH17gap3,240,ACSA,0,1,0,
OMSFSH17mat3,0,FAGR,2,1,0,
OMSFSH17mat3,0,ACPE-dead,1,0,0,
OMSFSH17mat3,120,FAGR,4,0,0,
OMSFSH17mat3,120,ACPE,4,0,1,
OMSFSH17mat3,240,FAGR,6,0,1,
JMP3unh2,240,ACPE,2,0,0,
JMP3unh2,0,ACSA,0,1,0,
JMP3unh2,120,FAGR,1,0,0,
JMP3unh2,120,OSVI,1,0,0,
JMP3unh3,0,ACPE,4,0,0,
JMP3unh3,0,PRSE,1,0,0,
JMP3unh3,120,PRPE,1,3,0,
JMP3unh3,120,BEAL,1,0,0,
JMP3unh3,120,ACPE,1,1,0,
JMP3unh3,240,OSVI,2,0,0,
JMP3unh3,240,PRPE,1,0,0,
JMP7mat4,0,FAGR,1,4,0,
JMP7mat4,0,ACSA,0,1,0,
JMP7mat4,240,FAGR,4,3,1,
JMP7mat4,240,ACPE,1,0,0,
JMP7mat4,120,FAGR,4,2,0,
JMP7mat4,120,OSVI,0,1,0,
JMP3unh4,0,FAGR,3,2,1,
JMP3unh4,0,PIRU,2,0,0,
JMP3unh4,0,ACPE-dead,2,0,0,
JMP3unh4,0,ACPE,0,2,0,
JMP3unh4,120,FAGR,4,9,1,
JMP3unh4,240,PIRU,1,0,0,
JMP3unh4,240,FAGR,4,0,0,
KMSFunh1,0,ACSA,0,0,1,
KMSFunh1,0,ACPE,1,0,0,
KMSFunh1,120,ACSA-dead,0,0,1,
KMSFunh1,120,ACSA,0,1,0,
KMSFunh1,240,ACPE,1,0,0,
KMSFunh2,0,FAGR,2,0,1,
KMSFunh2,120,ACPE-dead,1,0,0,
KMSFunh2,120,ACPE,0,1,0,
KMSFunh2,120,FAGR,0,1,0,
KMSFunh2,240,FAGR,4,0,0,
KMSFunh3,240,ACPE-dead,4,0,0,
KMSFunh3,240,FAGR,0,1,0,
KMSFunh3,0,ACPE,0,1,0,
KMSFunh3,0,FAGR,0,0,1,
KMSFunh4,240,ACPE-dead,0,1,0,
KMSFunh4,240,ACPE,1,0,0,
KMSFunh4,240,FAGR,2,0,0,
KMSFunh4,0,ACSA,0,1,0,
KMSFunh4,0,ACSA-dead,1,0,0,
KMSFunh4,120,FAGR,6,1,0,
KMSFunh4,120,ACPE,0,0,1,
KMSFunh4,120,ACSA,0,0,1,
SSF1gap1,240,PRPE,1,0,0,
SSF1gap2,0,PRPE,1,0,0,
SSF1gap2,240,PRPE,1,0,0,
SSF1gap2,240,FAGR,1,0,0,
SSF1gap3,120,FAGR,1,0,0,
SSF1mat1,240,FAGR,2,1,0,
SSF1mat1,240,TSCA,1,1,0,
SSF1mat1,0,ACRU-dead,1,0,0,
SSF1mat1,0,FAGR,1,0,0,
SSF1mat2,0,ACSA,0,0,1,
SSF1mat2,120,ACSA,1,1,0,
SSF1mat2,120,FAGR,1,0,0,
SSF1mat2,120,ACSA-dead,1,0,0,
SSF1mat2,240,ACSA,0,0,1,
SSF1mat3,0,OSVI-dead,0,0,1,
SSF1mat3,120,TSCA,1,0,0,
SSF1mat3,120,ACSA,1,1,0,
SSF1mat3,120,FAGR,2,0,0,
SSF1mat3,120,OSVI,0,0,1,
SSF1mat3,240,TSCA-dead,1,0,0,
SSF1mat3,240,FAGR-dead,1,0,0,
SSF1mat3,240,FAGR,1,0,0,
SSF1mat3,240,ACSA,1,0,0,
SSF1mat3,240,OSVI-dead,0,1,0,
SSF1mat4,120,FAGR,0,0,1,
SSF1mat4,240,ACSA,1,0,1,
CMSF11unh1,0,ABBA,1,1,0,
CMSF11unh1,0,PIRU,0,0,1,
CMSF11unh1,0,ACSA,0,0,1,
CMSF11unh1,120,FAGR,1,0,0,
CMSF11unh1,120,PIRU,0,1,0,
CMSF11unh1,120,ABBA,1,2,2,
CMSF11unh1,120,AMAR,1,0,0,serviceberry
CMSF11unh1,240,PIRU,1,0,0,
CMSF11unh1,240,ABBA-dead,1,0,0,
CMSF11unh1,240,ACSA,1,0,0,
CMSF11unh1,240,ABBA,0,0,1,
CMSF11unh2,0,ABBA,1,0,0,
CMSF11unh2,0,ACSA,4,0,0,
CMSF11unh2,0,ABBA-dead,1,1,0,
CMSF11unh2,120,ACSA,2,2,0,
CMSF11unh2,120,ABBA,0,1,1,
CMSF11unh2,240,ACSA,0,2,1,
CMSF11unh3,120,FAGR,1,0,0,
CMSF11unh3,240,ACSA,0,1,0,
CMSF11unh3,240,ACPE,1,0,0,
CMSF11unh3,0,ACPE,1,0,0,
CMSF11unh3,0,ACSA,2,1,0,
CMSF11unh4,240,ACSA,3,1,0,
CMSF11unh4,240,ACRU,1,0,0,
CMSF11unh4,240,FRAM,0,1,0,
CMSF11unh4,0,ACSP2,1,0,1,
CMSF11unh4,0,ACPE,1,0,0,
CMSF11unh4,120,ACSA-dead,1,0,0,
CMSF11unh4,120,ACSA,1,0,0,
CMSF11unh4,120,ACPE,0,0,1,
CMSF11unh4,120,ACSP2-dead,0,0,1,
CMSF62unh1,0,ACPE,3,0,0,
CMSF62unh1,0,ACSA,1,0,0,
CMSF62unh1,120,ACPE,4,0,0,
CMSF62unh1,120,ACSA,1,1,1,
CMSF62unh1,120,ACSA-dead,0,0,1,
CMSF62unh1,240,ACPE,2,0,1,
CMSF62unh1,240,ACPE-dead,1,0,0,
CMSF62unh1,240,ABBA,0,0,1,
CMSF62unh2,0,ABBA-dead,3,0,0,
CMSF62unh2,0,ABBA,2,1,1,
CMSF62unh2,0,ACSA-dead,1,0,0,
CMSF62unh2,0,ACSA,1,0,3,
CMSF62unh2,120,FAGR,3,0,1,
CMSF62unh2,120,ABBA,2,1,0,
CMSF62unh2,120,ABBA-dead,2,1,0,
CMSF62unh2,120,ACPE,1,0,0,
CMSF62unh2,120,ACSA-dead,0,1,0,
CMSF62unh2,240,ABBA,1,2,0,
CMSF62unh2,240,ACSA,0,1,2,
CMSF62unh2,240,ACSA-dead,0,1,1,
CMSF62unh2,240,FAGR,0,0,1,
CMSF62unh2,240,ABBA-dead,2,0,0,
CMSF62unh3,0,ABBA,1,2,2,
CMSF62unh3,0,QURU,1,0,0,
CMSF62unh3,0,FRAM-dead,1,0,0,
CMSF62unh3,0,ABBA-dead,1,0,0,
CMSF62unh3,0,BEAL,1,0,0,
CMSF62unh3,120,FAGR,0,2,0,
CMSF62unh3,120,ACSA,0,1,0,
CMSF62unh3,120,ACSA-dead,1,0,0,
CMSF62unh3,120,ABBA,1,0,0,
CMSF62unh3,240,ACSA,0,0,1,
CMSF62unh3,240,ABBA,3,0,0,
CMSF62unh3,240,ABBA-dead,1,0,0,
CMSF62unh4,0,ABBA-dead,1,0,1,
CMSF62unh4,0,ACPE,1,2,0,
CMSF62unh4,0,FAGR,2,0,0,
CMSF62unh4,0,FAGR-dead,1,0,0,
CMSF62unh4,120,FAGR,1,1,2,
CMSF62unh4,120,ACPE,1,0,0,
CMSF62unh4,120,ABBA,0,1,0,
CMSF62unh4,240,FAGR,1,0,0,
CMSF62unh4,240,ABBA,1,0,0,
CMSF62unh4,240,ACRU-dead,1,1,0,
CMSF62unh4,240,ACPE,1,0,1,
CMSF62unh4,240,ACSA,0,0,1,
CMSF62unh4,240,ACRU,1,0,0,
