plot_ID,tree_ID,species,DBH_cm,status,height_m,decay_class,to be cut,notes
GMMTmat2,3,BEAL,40.7,live,,,NO,
GMMTmat2,4,ACSA,44.3,stump,0.4,1,NO,
GMMTmat2,5,FAGR,15.2,stump,0.47,1,NO,
GMMTmat2,6,ACSA,52.3,stump,0.21,1,NO,
GMMTmat2,7,BEAL,34.9,live,,,NO,
GMMTmat2,8,BEAL,30.7,live,,,NO,
GMMTmat2,9,BEAL,22.4,live,,,NO,
GMMTmat2,10,BEAL,22.1,live,,,NO,
GMMTmat2,11,FRAM,33.2,live,,,NO,
GMMTmat2,12,PRSE,30.6,snag,8,3,NO,
GMMTmat2,13,FRAM,32.8,live,,,NO,
GMMTmat2,14,ACSA,36.4,stump,0.28,2,NO,
GMMTmat2,15,ACSA,42.7,stump,0.3,1,NO,
GMMTgap2,1,ACSA,39.3,live,,,NO,
GMMTgap2,2,FAGR,27.3,stump,0.16,1,NO,
GMMTgap2,3,FAGR,12.8,stump,0.2,1,NO,
GMMTgap2,4,BEAL,21.1,live,,,NO,
GMMTgap2,5,FAGR,20.5,stump,0.22,1,NO,
GMMTgap2,6,BEAL,15,stump,0.85,4,NO,
GMMTgap2,7,FAGR,35.1,live,,,NO,
GMMTgap2,8,FRAM,45.3,live,,,NO,
GMMTgap2,9,FRAM,47.8,live,,,NO,
GMMTgap2,10,ACSA,59.1,snag,12,2,NO,
GMMTgap2,11,FAGR,23.1,stump,0.19,2,NO,
GMMTgap2,12,ACSA,10.2,live,,,NO,
GMMTgap2,13,ACSA,18.7,stump,0.34,2,NO,
GMMTgap3,1,FAGR,52.6,live,,,NO,
GMMTgap3,2,ACSA,58.4,stump,0.23,1,NO,
GMMTgap3,3,FAGR,36,stump,0.26,2,NO,
GMMTgap3,4,FAGR,41,stump,0.13,1,NO,
GMMTgap3,5,ACSA,38.3,live,,,NO,
GMMTgap3,6,FAGR,38.5,stump,0.34,1,NO,
GMMTgap3,7,ACSA,61.1,stump,0.49,1,NO,
GMMTgap3,8,ACSA,41.3,live,,,NO,
GMMTgap3,9,FAGR,24.7,stump,0.34,2,NO,
GMMTgap3,10,FAGR,29.5,stump,0.12,2,NO,
GMMTgap3,11,FAGR,28.3,stump,0.19,1,NO,
GMMTgap3,12,FAGR,13.5,stump,0.41,1,NO,
GMMTmat3,1,FRAM,39.2,live,,,NO,
GMMTmat3,2,FRAM,46.2,stump,0.41,1,NO,
GMMTmat3,3,FRAM,49,stump,0.39,1,NO,
GMMTmat3,4,ACSA,36.9,stump,0.31,2,NO,
GMMTmat3,5,ACSA,16.5,live,,,NO,
GMMTmat3,6,BEAL,29.9,live,,,NO,
GMMTmat3,7,ACSA,17.7,live,,,NO,
GMMTmat3,8,UNK,41.9,stump,0.53,4,NO,
GMMTmat3,9,ACSA,20.5,live,,,NO,
GMMTmat3,10,ACSA,34.4,live,,,NO,
GMMTmat3,11,FRAM,30.9,live,,,NO,
GMMTmat3,12,ACSA,21,stump,0.3,2,NO,
GMMTmat3,13,PRSE,44.1,live,,,NO,
GMMTmat3,14,ACSA,12,live,,,NO,
GMMTmat3,15,ACSA,10.4,live,,,NO,
GMMTmat3,16,FRAM,50.2,stump,0.33,1,NO,
GMMTmat3,17,FRAM,49.2,stump,0.32,1,NO,
GMMTmat3,18,ACSA,39.8,stump,0.36,2,NO,
GMMTmat3,19,ACSA,22.9,live,,,NO,
GMMTmat3,20,ACSA,13,stump,0.43,1,NO,
GMMTmat3,21,FRAM,51.8,stump,0.36,1,NO,
GMMTmat3,22,FRAM,43.6,stump,0.17,1,NO,
CH224mat2,1,FRAM,29.3,live,,,NO,
CH224mat2,2,FRAM,30.5,live,,,NO,
CH224mat2,3,FRAM,31.2,live,,,NO,
CH224mat2,4,FRAM,19.6,live,,,NO,
CH224mat2,5,UNK,21.9,snag,7.62,2,NO,
CH224mat2,6,UNK,40.4,stump,0.31,1,NO,
CH224mat2,7,ACSA,48,live,,,NO,
CH224mat2,8,ACSA,25.8,live,,,NO,
CH224mat2,9,ACSA,11.1,live,,,NO,
CH224mat2,10,ACSA,24.8,live,,,NO,
CH224mat2,11,PODE,47.8,live,,,NO,
CH224mat2,12,ACSA,28.1,live,,,NO,
CH224mat2,13,ACSA,12,live,,,NO,
CH224mat2,14,ACSA,22.2,live,,,NO,
CH224mat2,15,FRAM,30.9,snag,3.1,1,NO,
CH224mat2,16,ACSA,33.6,live,,,NO,
CH224mat2,17,ACSA,42.2,live,,,NO,
CH224gap2,1,FRAM,35.6,stump,0.4,1,NO,
CH224gap2,2,FRAM,29.9,stump,0.58,1,NO,
CH224gap2,3,ACSA,13.1,live,,,NO,
CH224gap2,4,ROPS,55.8,live,,,NO,
CH224gap2,5,UNK,12.5,stump,0.77,3,NO,
CH224gap2,6,ACSA,33.1,live,,,NO,
CH224gap2,7,ACSA,19.9,live,,,NO,
CH224gap2,8,FRAM,44,stump,0.16,1,NO,
CH224gap2,9,ACSA,19.8,live,,,NO,
CH224gap2,10,ACSA,39.3,live,,,NO,
CH224gap2,11,BEPA,30.5,snag,3.5,3,NO,
CH224gap2,12,ACSA,35.5,live,,,NO,
CH224gap2,13,ACSA,10.6,live,,,NO,
CH224gap2,14,FRAM,54,stump,0.28,1,NO,
CH224gap2,15,ACSA,38.6,live,,,NO,
CH224gap2,16,UNK,32,stump,0.27,3,NO,
CH224gap2,17,FRAM,50.9,stump,0.32,2,NO,
CH224mat3,1,FRAM,31.5,live,,,NO,
CH224mat3,2,FRAM,33.6,live,,,NO,
CH224mat3,3,FRAM,46.9,live,,,NO,
CH224mat3,4,FRAM,71,stump,0.44,2,NO,
CH224mat3,5,ACSA,22.8,snag,3.5,1,NO,
CH224mat3,6,ACSA,50.9,live,,,NO,
CH224mat3,7,FAGR,10.2,live,,,NO,
CH224mat3,8,FRAM,14.4,live,,,NO,
CCH224gap3,1,UNK,66.1,stump,0.19,1,NO,
CCH224gap3,2,ACSA,56.9,stump,0.72,2,NO,
CCH224gap3,3,ACSA,52.9,live,,,NO,
CCH224gap3,4,FAGR,24,stump,0.49,1,NO,
CCH224gap3,5,ACSA,23.3,live,,,NO,
CCH224gap3,6,FAGR,48.9,stump,0.3,2,NO,
CCH224gap3,7,FAGR,14.7,stump,0.16,1,NO,
CCH224gap3,8,ACSA,77,stump,0.24,1,NO,
CCH224gap3,9,ACSA,13.1,live,,,NO,
CCH224gap3,10,FAGR,11.1,stump,0.29,1,NO,
CCH224gap3,11,FAGR,10.2,stump,0.2,1,NO,
CH231unh1,1,FAGR,10.6,live,,,NO,
CH231unh1,2,BEAL,16.8,stump,0.32,4,NO,
CH231unh1,3,ACSA,13.7,live,,,NO,
CH231unh1,4,BEAL,20.8,live,,,NO,
CH231unh1,5,FRAM,50.7,live,,,NO,
CH231unh1,6,ACSA,36.1,live,,,NO,
CH231unh1,7,BEAL,10.9,live,,,NO,
CH231unh1,8,BEAL,23.4,live,,,NO,
CH231unh1,9,FAGR,18.2,live,,,NO,
CH231unh1,10,UNK,14.6,stump,0.15,4,NO,
CH231unh1,11,FAGR,15.3,live,,,NO,
CH231unh1,12,FAGR,16.6,live,,,NO,
CH231unh1,13,ACSA,18.9,live,,,NO,
CH231unh1,14,FAGR,14.6,live,,,NO,
CH231unh1,15,FRAM,69.3,live,,,NO,
CH231unh1,16,ACSA,21.8,live,,,NO,
CH231unh1,17,FAGR,16.5,live,,,NO,
CH231unh1,18,FAGR,20.9,live,,,NO,
CH231unh1,19,BEAL,22.2,live,,,NO,
CH231unh1,20,FRAM,50.3,live,,,NO,
CH231unh1,21,ACSA,12.6,live,,,NO,
CH231unh1,22,FRAM,44.3,live,,,NO,
CH231unh1,23,ACSA,29.3,live,,,NO,
CH231unh1,24,FAGR,13.2,live,,,NO,
CH231unh1,25,FAGR,12,live,,,NO,
CH231unh1,26,ACSA,37.8,live,,,NO,
CH231unh1,27,FRAM,45.2,live,,,NO,
GSF396mat2,1,FRAM,44.2,live,,,NO,
GSF396mat2,2,FRAM,24.3,snag,10,2,NO,
GSF396mat2,3,ACSA,28.1,live,,,NO,
GSF396mat2,4,FRAM,40.9,snag,6,2,NO,
GSF396mat2,5,PRSE,19.4,snag,13,3,NO,
GSF396mat2,6,PRSE,41,live,,,NO,
GSF396mat2,7,FAGR,18.1,live,,,NO,
GSF396mat2,8,FAGR,15.6,live,,,NO,
GSF396mat2,9,FAGR,10.7,live,,,NO,
GSF396mat2,10,FAGR,13.5,live,,,NO,
GSF396mat2,11,ACSA,34.5,live,,,NO,
GSF396mat2,12,ACSA,33.3,live,,,NO,
GSF396mat2,13,FAGR,11.7,live,,,NO,
GSF396mat2,14,ACSA,13.6,live,,,NO,
GSF396mat2,15,ACSA,54.9,live,,,NO,
GSF396mat2,16,ACSA,42.9,live,,,NO,
GSF396mat2,17,FAGR,19.1,live,,,NO,
JMP1mat1,1,FRAM,33.5,live,,,NO,
JMP1mat1,2,FRAM,27.3,live,,,NO,
JMP1mat1,3,FRAM,23.9,stump,0.85,1,NO,
JMP1mat1,4,FRAM,23.9,stump,0.24,2,NO,
JMP1mat1,5,ACSA,23.7,live,,,NO,
JMP1mat1,6,UNK,26.8,stump,0.36,4,NO,
JMP1mat1,7,BEAL,50.3,live,,,NO,
JMP1mat1,8,ACSA,17,live,,,NO,
JMP1mat1,9,ACSA,21,live,,,NO,
JMP1mat1,10,ACSA,29.8,live,,,NO,
JMP1mat1,11,ACSA,11.3,live,,,NO,
JMP1mat1,12,FRAM,29.9,live,,,NO,
JMP1mat1,13,FRAM,21.7,live,,,NO,
JMP1mat1,14,ACSA,26.7,live,,,NO,
JMP1mat1,15,FRAM,26.2,live,,,NO,
JMP1mat1,16,FRAM,22.4,live,,,NO,
JMP1mat1,17,ACSA,20,live,,,NO,
JMP1mat1,18,FRAM,27.3,live,,,NO,
JMP1mat1,19,FRAM,27.3,live,,,NO,
JMP1mat1,20,FRAM,29.5,live,,,NO,
JMP1mat1,21,ACSA,12.5,live,,,NO,
JMP1mat1,22,ACSA,21.9,live,,,NO,
JMP1mat1,23,ACSA,33.6,live,,,NO,
JMP1mat1,24,ACSA,21.6,live,,,NO,
JMP1mat1,25,ACSA,28.4,live,,,NO,
JMP1mat1,26,ACSA,12.7,live,,,NO,
JMP1mat1,27,ACSA,16.2,live,,,NO,
JMP1mat1,28,ACSA,27.9,live,,,NO,
JMP1mat1,29,BEPA,15.4,stump,0.21,4,NO,
JMP1mat2,1,ACSA,20.6,live,,,NO,
JMP1mat2,2,ACSA,22.7,live,,,NO,
JMP1mat2,3,FRAM,33.6,live,,,NO,
JMP1mat2,4,ACSA,24.8,live,,,NO,
JMP1mat2,5,UNK,11.3,snag,1.35,3,NO,
JMP1mat2,6,ACSA,34.3,live,,,NO,
JMP1mat2,7,ACSA,13.5,live,,,NO,
JMP1mat2,8,FRAM,47.3,stump,0.09,1,NO,
JMP1mat2,9,ACSA,30.4,live,,,NO,
JMP1mat2,10,FRAM,29.6,live,,,NO,
JMP1mat2,11,ACSA,15.1,live,,,NO,
JMP1mat2,12,FRAM,26.1,live,,,NO,
JMP1mat2,13,ACSA,38.2,live,,,NO,
JMP1mat2,14,ACSA,22.2,snag,7,2,NO,
JMP1mat2,15,ACSA,32.8,stump,0.47,3,NO,
JMP1mat2,16,ACSA,14,live,,,NO,
JMP1mat2,17,ACSA,13.3,live,,,NO,
JMP1mat2,18,FRAM,28.1,live,,,NO,
JMP1mat2,19,FRAM,39.7,live,,,NO,
JMP1mat2,20,UNK,15.2,stump,0.81,4,NO,
JMP1mat2,21,ACSA,23.7,live,,,NO,
JMP1mat3,1,BEPA,21.5,live,,,NO,
JMP1mat3,2,FRAM,56.9,stump,0.11,1,NO,
JMP1mat3,3,ACSA,13.3,live,,,NO,
JMP1mat3,4,ACSA,17.9,live,,,NO,
JMP1mat3,5,ACSA,48.9,live,,,NO,
JMP1mat3,6,ACSA,26.2,live,,,NO,
JMP1mat3,7,BEPA,35.4,live,,,NO,
JMP1mat3,8,ACSA,36.2,live,,,NO,
JMP1mat3,9,ACSA,12.4,live,,,NO,
JMP1mat3,10,BEPA,22.2,live,,,NO,
JMP1mat3,11,FRAM,29.2,live,,,NO,
JMP1mat3,12,BEAL,15.6,live,,,NO,
JMP1mat3,13,BEPA,47.8,stump,0.51,3,NO,
JMP1mat3,14,ACPE,10.3,live,,,NO,
JMP1mat3,15,ACSA,22.1,live,,,NO,
JMP1mat3,16,ACRU,24.3,live,,,NO,
JMP1mat3,17,BEPA,19.6,snag,2.6,3,NO,
JMP1mat3,18,BEPA,18.6,live,,,NO,
JMP1mat3,19,BEPA,25.9,live,,,NO,
JMP1mat3,20,ACSA,29.1,live,,,NO,
JMP1mat3,21,ACSA,15.7,live,,,NO,
JMP1mat3,22,BEPA,61.9,stump,0.23,3,NO,
JMP1mat3,23,BEAL,17.5,live,,,NO,
JMP1mat3,24,BEPA,43.5,stump,0.33,3,NO,
JMP1mat3,25,BEPA,40,live,,,NO,
JMP1mat3,26,ACSA,21.6,live,,,NO,
JMP1mat3,27,FRAM,47.1,live,,,NO,
JMP1mat4,1,FRAM,68.1,stump,0.14,1,NO,
JMP1mat4,2,FRAM,24.6,snag,13,1,NO,
JMP1mat4,3,ACSA,26.7,live,,,NO,
JMP1mat4,4,ACSA,17.1,live,,,NO,
JMP1mat4,5,FRAM,28.2,live,,,NO,
JMP1mat4,6,ACSA,10.5,live,,,NO,
JMP1mat4,7,FRAM,33.4,live,,,NO,
JMP1mat4,8,FRAM,35.4,live,,,NO,
JMP1mat4,9,ACSA,14.6,live,,,NO,
JMP1mat4,10,ACSA,51.9,stump,0.19,3,NO,
JMP1mat4,11,ACSA,19.9,live,,,NO,
JMP1mat4,12,ACSA,20.2,live,,,NO,
JMP1mat4,13,ACSA,15.8,live,,,NO,
JMP1mat4,14,ACSA,42.6,stump,0.31,3,NO,
JMP1mat4,15,ACSA,20.4,live,,,NO,
JMP1mat4,16,ACSA,17.8,live,,,NO,
JMP1mat4,17,ACSA,12.4,live,,,NO,
JMP1mat4,18,ACSA,13.8,snag,3.8,2,NO,
JMP1mat4,19,ACSA,19.9,live,,,NO,
JMP1mat4,20,ACSA,21.3,live,,,NO,
JMP1mat4,21,ACSA,22.8,live,,,NO,
JMP1mat4,22,FRAM,27.5,live,,,NO,
JMP1mat4,23,ACSA,18.8,live,,,NO,
JMP1mat4,24,FRAM,36.1,snag,9.5,1,NO,
JMP1mat4,25,ACSA,37.3,live,,,NO,
JMP1mat4,26,ACSA,16.5,live,,,NO,
JMP1mat4,27,UNK,39.5,stump,0.17,3,NO,
JMP1mat4,28,UNK,20.7,stump,0.29,3,NO,
GSF396mat1,1,FRAM,44.4,live,,,NO,
GSF396mat1,2,ACSA,23.3,live,,,NO,
GSF396mat1,3,ACSA,26.4,live,,,NO,
GSF396mat1,4,UNK,17,snag,12,3,NO,
GSF396mat1,5,UNK,19.2,snag,8,3,NO,
GSF396mat1,6,ACSA,19.3,live,,,NO,
GSF396mat1,7,ACRU,38.2,live,,,NO,
GSF396mat1,8,ACSA,10.7,live,,,NO,
GSF396mat1,9,ACSA,18.7,live,,,NO,
GSF396mat1,10,PRSE,31.6,snag,14,1,NO,
GSF396mat1,11,ACSA,17.3,live,,,NO,
GSF396mat1,12,FRAM,37.6,live,,,NO,
GSF396mat1,13,ACSA,13.3,live,,,NO,
GSF396mat1,14,FRAM,41.5,live,,,NO,
GSF396mat1,15,UNK,24.6,snag,10,2,NO,
GSF396mat1,16,ACSA,17,live,,,NO,
GSF396mat1,17,ACSA,17.2,live,,,NO,
GSF396mat1,18,ACSA,11.2,live,,,NO,
GSF396mat1,19,FRAM,39.8,snag,4.5,2,NO,
GSF396mat1,20,FRAM,36.9,live,,,NO,
GSF396mat1,21,FRAM,35.5,live,,,NO,
GSF396mat1,22,ACSA,12.8,live,,,NO,
GSF396mat1,23,ACSA,16.3,snag,2.4,2,NO,
GSF396mat1,24,ACSA,25,live,,,NO,
GSF396mat1,25,ACSA,10.7,snag,9,2,NO,
GSF396mat1,26,ACSA,18.4,live,,,NO,
GSF396mat1,27,UNK,20.9,snag,7.6,3,NO,
GSF396mat1,28,ACSA,26.3,live,,,NO,
GSF396mat1,29,ACSA,27.2,live,,,NO,
GSF396mat1,30,UNK,21.8,snag,9,3,NO,
GSF396mat1,31,FAGR,17.7,stump,0.16,3,NO,
GSF396mat1,32,FRAM,44.1,live,,,NO,
GSF396mat1,33,ACSA,13,live,,,NO,
GSF396mat1,34,ACSA,16.5,live,,,NO,
GSF396mat1,35,ACSA,12.2,snag,4.2,2,NO,
GSF396mat1,36,PRSE,18.5,snag,9,2,NO,
GSF396gap2,1,ACSA,36.7,live,,,NO,
GSF396gap2,2,ACSA,31,stump,0.24,4,NO,
GSF396gap2,3,ACSA,12.4,snag,7,2,NO,
GSF396gap2,4,ACSA,51.5,stump,0.69,2,NO,
GSF396gap2,5,ACSA,20.6,live,,,NO,
GSF396gap2,6,ACSA,31.8,live,,,NO,
GSF396gap2,7,UNK,47.6,stump,0.31,4,NO,
GSF396gap2,8,ACSA,29.6,live,,,NO,
GSF396gap2,9,ACSA,39.9,stump,0.36,2,NO,
GSF396gap2,10,ACSA,46.2,stump,0.22,2,NO,
GSF396mat3,1,FAGR,21.4,live,,,NO,
GSF396mat3,2,FRAM,50.8,live,,,NO,
GSF396mat3,3,FAGR,21.1,live,,,NO,
GSF396mat3,4,ACSA,17.1,live,,,NO,
GSF396mat3,5,ACSA,33.3,live,,,NO,
GSF396mat3,6,FAGR,15.4,live,,,NO,
GSF396mat3,7,FAGR,13.6,live,,,NO,
GSF396mat3,8,ACSA,25.3,live,,,NO,
GSF396mat3,9,ACSA,34.6,live,,,NO,
GSF396mat3,10,FAGR,52.5,snag,8.5,1,NO,
GSF396mat3,11,ACSA,38,live,,,NO,
GSF396mat3,12,ACSA,36.5,live,,,NO,
GSF396mat3,13,FAGR,25.8,snag,11,1,NO,
GSF396mat3,14,FAGR,19.5,stump,0.23,2,NO,
GSF396mat3,15,ACSA,15.6,live,,,NO,
GSF396mat3,16,ACSA,33.9,live,,,NO,
GSF396mat3,17,ACSA,11,snag,4.3,,NO,
GSF396mat3,18,UNK,58.5,stump,0.16,5,NO,
GSF396mat4,1,ACSA,27.8,live,,,NO,
GSF396mat4,2,ACSA,23.8,snag,10,2,NO,
GSF396mat4,3,ACSA,42.4,live,,,NO,
GSF396mat4,4,ACSA,55.6,snag,6,2,NO,
GSF396mat4,5,ACSA,31.2,snag,7,2,NO,
GSF396mat4,6,FRAM,68.8,stump,0.54,1,NO,
GSF396mat4,7,ACSA,20.2,live,,,NO,
GSF396mat4,8,ACSA,30.5,live,,,NO,
GSF396mat4,9,ACSA,31.6,live,,,NO,
GSF396mat4,10,ACSA,25.6,live,,,NO,
GSF396mat4,11,FRAM,55.9,live,,,NO,
GSF396mat4,12,ACSA,29.8,snag,4,2,NO,
GSF396mat4,13,ACSA,31.5,live,,,NO,
GSF396mat4,14,ACSA,44.8,live,,,NO,
GSF396mat5,1,FRAM,43.2,live,,,NO,
GSF396mat5,2,FRAM,55.8,live,,,NO,
GSF396mat5,3,ACSA,26.9,stump,0.51,2,NO,
GSF396mat5,4,ACSA,32.8,live,,,NO,
GSF396mat5,5,ACSA,35.8,snag,16,1,NO,
GSF396mat5,6,ACSA,31.9,live,,,NO,
GSF396mat5,7,ACSA,36.3,live,,,NO,
GSF396mat5,8,ACSA,35.3,stump,0.58,1,NO,
GSF396mat5,9,ACSA,29.8,live,,,NO,
GSF396mat5,10,ACSA,26.4,live,,,NO,
GSF396mat5,11,ACSA,53.7,stump,0.78,1,NO,
GSF396mat5,12,ACSA,22.6,snag,9,2,NO,
GSF396mat5,13,ACSA,36.7,stump,0.29,1,NO,
GSF396mat5,14,ACSA,45.3,stump,0.25,2,NO,
GSF396gap1,1,FRAM,43.1,stump,1.7,1,NO,stump
GSF396gap1,2,FRAM,51.2,stump,1.46,1,NO,stump
GSF396gap1,3,FRAM,37.3,stump,1.35,1,NO,stump
GSF396gap1,4,ACSA,35.6,live,,,NO,
GSF396gap1,5,ACSA,38.7,live,,,NO,
GSF396gap1,6,ACSA,31.6,stump,0.2,1,NO,
GSF396gap1,7,ACSA,17.7,snag,12,2,NO,
GSF396gap1,8,ACSA,52.3,stump,0.17,2,NO,
GSF396gap1,9,ACSA,31.8,stump,0.28,2,NO,
MPunh1,1,ACSA,30.6,live,,,NO,
MPunh1,2,ACSA,24.1,live,,,NO,
MPunh1,3,ACSA,31.5,live,,,NO,
MPunh1,4,FRAM,33.3,live,,,NO,
MPunh1,5,FRAM,22.3,stump,0.52,3,NO,
MPunh1,6,UNK,11.3,snag,2.8,2,NO,
MPunh1,7,ACSA,35.2,live,,,NO,
MPunh1,8,FRAM,28.5,live,,,NO,
MPunh1,9,ACSA,14.6,live,,,NO,
MPunh1,10,ACSA,28.2,live,,,NO,
MPunh1,11,ACSA,51.3,live,,,NO,
MPunh1,12,ACSA,30.6,live,,,NO,
MPunh1,13,ACSA,36.8,live,,,NO,
MPunh1,14,ACSA,31.1,live,,,NO,
MPunh1,15,FRAM,32.9,live,,,NO,
MPunh1,16,FRAM,45.4,live,,,NO,
MPunh1,17,ACSA,21.5,live,,,NO,
MPunh1,18,ACSA,41,live,,,NO,
MPunh1,19,ACSA,40.4,live,,,NO,
MPunh1,20,FRAM,22,live,,,NO,
MPunh1,21,FRAM,38,live,,,NO,
MPunh1,22,ACSA,20.1,live,,,NO,
MPunh1,23,ACSA,16.9,live,,,NO,
MPunh1,24,ACSA,23,live,,,NO,
MPunh1,25,FRAM,19.1,live,,,NO,
MPunh1,26,ACSA,12.2,live,,,NO,
MPunh1,27,BEAL,32.8,snag,3.3,3,NO,
MPunh1,28,BEAL,29.9,live,,,NO,
MPunh1,29,ACSA,13.1,live,,,NO,
MPunh1,30,ACSA,11.5,live,,,NO,
MPunh1,31,ACSA,12.5,snag,3.2,2,NO,
MPunh2,1,ACSA,44.7,live,,,NO,
MPunh2,2,FRAM,41.8,live,,,NO,
MPunh2,3,ACSA,26.1,live,,,NO,
MPunh2,4,ACSA,35,live,,,NO,
MPunh2,5,ACSA,48.2,live,,,NO,
MPunh2,6,ACSA,30.8,live,,,NO,
MPunh2,7,FRAM,46.7,live,,,NO,
MPunh2,8,ACSA,14.7,live,,,NO,
MPunh2,9,ACSA,14.7,live,,,NO,
MPunh2,10,ACSA,64.2,live,,,NO,
MPunh2,11,ACSA,26.5,live,,,NO,
MPunh2,12,ACSA,34.8,live,,,NO,
MPunh2,13,ACSA,37.6,live,,,NO,
MPunh2,14,ACSA,21.3,live,,,NO,
MPunh2,15,ACSA,42.2,live,,,NO,
MPunh2,16,UNK,45,stump,0.1,5,NO,
MPunh3,1,UNK,30.3,snag,5.2,3,NO,
MPunh3,2,ACSA,44.2,live,,,YES,*
MPunh3,3,ACSA,18,live,,,NO,
MPunh3,4,ACSA,49.2,live,,,NO,
MPunh3,5,ACSA,12.8,live,,,NO,
MPunh3,6,ACSA,30.7,live,,,NO,
MPunh3,7,FRAM,41.7,live,,,NO,
MPunh3,8,UNK,37.9,stump,0.47,3,NO,
MPunh3,9,ACSA,12,live,,,NO,
MPunh3,10,ACSA,31,live,,,NO,
MPunh3,11,ACSA,33.9,live,,,NO,
MPunh3,12,ACSA,36,live,,,NO,
MPunh3,13,ACSA,29.8,live,,,NO,
MPunh3,14,ACSA,35.2,live,,,NO,
MPunh3,15,FRAM,51.4,live,,,NO,
MPunh3,16,UNK,12.5,stump,0.9,4,NO,
MPunh3,17,FRAM,50,live,,,NO,
MPunh3,18,ACSA,28.7,live,,,NO,
MPunh3,19,ACSA,12.3,live,,,NO,
MPunh3,20,FRAM,33.2,snag,6,1,NO,
MPunh3,21,FAGR,18.5,snag,8.9,1,NO,
MPunh3,22,FRAM,16,snag,8.4,2,NO,
MPunh3,23,ACSA,15.3,live,,,NO,
MPunh3,24,FRAM,25.3,live,,,NO,
MP1314mat2,1,BEAL,24.7,snag,7.2,2,NO,
MP1314mat2,2,BEAL,20,snag,5.5,1,NO,
MP1314mat2,3,BEAL,25.5,snag,2,3,NO,
MP1314mat2,4,BEAL,18.5,snag,2.4,3,NO,
MP1314mat2,5,ACSA,30,live,,,NO,
MP1314mat2,6,BEAL,24.2,live,,,NO,
MP1314mat2,7,ACSA,25.9,live,,,NO,
MP1314mat2,8,BEAL,27,stump,0.58,1,NO,
MP1314mat2,9,FRAM,50,live,,,NO,
MP1314mat2,10,ACSA,15.8,live,,,NO,
MP1314mat2,11,FRAM,46,stump,0.62,1,NO,
MP1314mat2,12,ACSA,36,live,,,NO,
MP1314mat2,13,ACPE,10.5,live,,,NO,
MP1314mat2,14,BEAL,26,snag,4,3,NO,
MP1314mat2,15,FAGR,14.7,live,,,NO,
MP1314mat2,16,BEAL,35,stump,0.28,3,NO,
MP1314mat2,17,FAGR,15.1,live,,,NO,
MP1314mat2,18,ACSA,26,stump,0.38,4,NO,
MP1314mat2,19,FRAM,48,stump,0.4,4,NO,
MP1314mat2,20,FRAM,25,stump,0.58,1,NO,
MP1314mat2,21,ACSA,14,live,,,NO,
MP1314mat2,22,ACSA,33,live,,,NO,
MP1314mat2,23,FRAM,39,stump,0.47,1,NO,
MP1314mat2,24,ACSA,31.1,live,,,NO,
MP1314mat2,25,ACSA,23.3,live,,,NO,
MP1314mat2,26,FRAM,22.7,live,,,NO,
MP1314mat2,27,BEAL,34.8,live,,,NO,
MP1314mat2,28,ACSA,28.1,live,,,NO,
MP1314mat2,29,FRAM,18,snag,6,2,NO,
MP1314mat3,1,UNK,46,stump,0.44,2,NO,
MP1314mat3,2,FRAM,12.2,live,,,NO,
MP1314mat3,3,BEAL,17.8,live,,,NO,
MP1314mat3,4,BEAL,14.6,snag,1.4,3,NO,
MP1314mat3,5,FRAM,20,stump,0.3,1,NO,
MP1314mat3,6,UNK HW,10.6,snag,8.7,2,NO,
MP1314mat3,7,FRAM,11.3,live,,,NO,
MP1314mat3,8,ACSA,27.4,live,,,NO,
MP1314mat3,9,ACSA,36.9,live,,,NO,
MP1314mat3,10,UNK,36.1,stump,0.41,4,NO,
MP1314mat3,11,FRAM,22.8,live,,,NO,
MP1314mat3,12,UNK,19.7,stump,0.32,2,NO,
MP1314mat3,13,UNK,31.5,stump,0.31,1,NO,
MP1314mat3,14,BEAL,19.1,live,,,NO,
MP1314mat3,15,ACSA,26.8,live,,,NO,
MP1314mat3,16,ACSA,12.2,live,,,NO,
MP1314mat3,17,FRAM,10.2,live,,,NO,
MP1314mat3,18,FRAM,24.3,live,,,NO,
MP1314mat3,19,ACSA,43.4,stump,0.36,1,NO,
MP1314mat3,20,ACSA,15.5,live,,,NO,
MP1314mat3,21,ACSA,19.2,live,,,NO,
MP1314mat3,22,ACSA,59.6,live,,,NO,
MPunh4,1,ACPE,11.8,snag,4,1,NO,
MPunh4,2,ACSA,17.4,live,,,NO,
MPunh4,3,UNK,39.5,stump,0.4,4,NO,
MPunh4,4,ACSA,44.9,live,,,NO,
MPunh4,5,ACSA,25.5,live,,,NO,
MPunh4,6,UNK,12.7,stump,2.5,3,NO,
MPunh4,7,FRAM,37,live,,,NO,
MPunh4,8,FRAM,49.5,live,,,NO,
MPunh4,9,ACSA,13.9,live,,,NO,
MPunh4,10,UNK,24.7,snag,13,5,NO,
MPunh4,11,ACSA,22.4,live,,,NO,
MPunh4,12,FRAM,36.7,live,,,NO,
MPunh4,13,ACSA,36.8,live,,,NO,
MPunh4,14,ACSA,19.7,live,,,NO,
MPunh4,15,ACSA,39.1,live,,,NO,
MPunh4,16,ACSA,11.6,live,,,NO,
MPunh4,17,UNK,26.2,stump,0.49,5,NO,
MPunh4,18,ACPE,15.7,live,,,NO,
