plot_ID,tree_ID,species,DBH_cm,status,height_m,decay_class,to be cut,notes
HRgap1,1,ACSA,14.9,live,,,NO,
HRgap1,2,ACSA,30,live,,,NO,
HRgap1,3,ACSA,15,live,,,NO,
HRgap1,4,FRAM,30.2,live,,,NO,
HRgap1,5,ACSA,27.5,live,,,NO,
HRgap1,6,ACSA,14,live,,,NO,
HRgap1,7,ACSA,13.8,live,,,NO,
HRgap1,8,FRAM,42.5,live,,,NO,
HRgap1,9,ACSA,14.5,live,,,NO,
HRgap1,10,BEPA,21.3,live,,,NO,
HRgap1,11,FRAM,14.9,live,,,NO,
HRgap1,12,BEPA,24,live,,,NO,
HRgap1,13,FRAM,34.4,live,,,NO,
HRgap1,14,ACSA,17,live,,,NO,
HRgap1,15,ACSA,11.1,live,,,NO,
HRgap1,16,ACSA,18.4,live,,,NO,
HRgap1,17,ACSA,21,live,,,NO,
HRgap1,18,ACSA,16.5,live,,,NO,
HRgap1,19,ACSA,23.4,live,,,NO,
HRgap1,20,FRAM,16.1,live,,,NO,
HRgap1,21,ACSA,22.7,live,,,NO,
HRgap1,22,ACSA,16.4,live,,,NO,
HRgap1,23,ACSA,18.4,live,,,NO,
HRgap1,24,BEPA,21.2,live,,,NO,
HRgap1,25,UNK,22.2,snag,7.62,,NO,
HRgap1,26,FRAM,40.4,live,,,NO,
HRgap1,27,ACRU,34.8,live,,,NO,
HRgap1,28,ACSA,16,live,,,NO,
HRgap1,29,BEAL,34.5,live,,,NO,
HRgap1,30,PIRU,12.3,live,,,NO,
HRgap1,31,ACSA,22.6,live,,,NO,
HRgap1,32,ACSA,21.1,live,,,NO,
HRgap2,1,ULAM,23.9,live,,,NO,
HRgap2,2,BEAL,14,live,,,NO,
HRgap2,3,FRAM,35.9,live,,,NO,
HRgap2,4,FRAM,26.1,live,,,NO,
HRgap2,5,OSVI,19,live,,,NO,
HRgap2,6,FRAM,41,live,,,NO,
HRgap2,7,BEAL,37,live,,,NO,
HRgap2,8,BEAL,12.9,live,,,NO,
HRgap2,9,FRAm,31.4,live,,,NO,
HRgap2,10,OSVI,18.9,live,,,NO,
HRgap2,11,FAGR,27.1,live,,,NO,
HRgap2,12,OSVI,11.9,live,,,NO,
HRgap2,13,FAGR,11.5,live,,,NO,
HRgap2,14,FAGR,27.2,live,,,NO,
HRgap2,15,FAGR,42.5,live,,,NO,
HRgap2,16,FAGR,18.9,live,,,NO,
HRmat1,1,ACSA,54.1,live,,,NO,
HRmat1,2,OSVI,23.5,live,,,NO,
HRmat1,3,ACSA,13.5,live,,,NO,
HRmat1,4,ACSA,45.4,live,,,NO,
HRmat1,5,ACSA,54.7,live,,,NO,
HRmat1,6,FAGR,22.5,live,,,NO,
HRmat1,7,OSVI,19.6,live,,,NO,
HRmat1,8,BEPA,37.5,live,,,NO,
HRmat1,9,OSVI,49.4,live,,,NO,
HRmat1,10,OSVI,35.6,live,,,NO,
HRmat1,11,OSVI,24.2,live,,,NO,
HRmat1,12,BEAL,38,live,,,NO,
HRmat1,13,OSVI,18,live,,,NO,
HRmat1,14,ACSA,38.8,live,,,NO,
HRmat1,15,UNK,37.7,stump,0.33,4,NO,
HRmat1,16,UNK,13.2,stump,0.25,4,NO,
HRgap3,1,ACPE,10.5,live,,,NO,
HRgap3,2,BEPA,31.9,live,,,NO,
HRgap3,3,FAGR,12,live,,,NO,
HRgap3,4,ACSA,15.7,live,,,NO,
HRgap3,5,PIRU,18.5,live,,,NO,
HRgap3,6,ACSA,18,live,,,NO,
HRgap3,7,ACPE,7.5,live,,,NO,
HRgap3,8,ACSA,12.7,live,,,NO,
HRgap3,9,ACSA,10.9,live,,,NO,
HRgap3,10,ACSA,15.3,live,,,NO,
HRgap3,11,PIRU,12.2,live,,,NO,
HRgap3,12,OSVI,11.6,live,,,NO,
HRgap3,13,OSVI,11.9,live,,,NO,
HRgap3,14,BEAL,63,live,,,NO,
HRgap3,15,ACSA,27.7,live,,,NO,
HRgap3,16,ACSA,42.5,live,,,NO,
HRgap3,17,ACSA,15.9,live,,,NO,
HRgap3,18,ACSA,42.4,live,,,NO,
HRgap3,19,ACSA,14.8,live,,,NO,
HRgap3,20,UNK,32.5,stump,0.45,3,NO,
HRgap3,21,UNK,26,stump,0.52,4,NO,
HRgap3,22,UNK,45.1,stump,0.33,4,NO,
HRgap3,23,UNK,15,stump,0.33,3,NO,
HRgap3,24,UNK,47,stump,0.4,4,NO,
HRgap3,25,UNK,20.7,stump,0.28,4,NO,
HRgap3,26,UNK,31,stump,0.25,4,NO,
HRunh1,1,FRAM,19.6,live,,,NO,
HRunh1,2,ACPE,13.4,live,,,NO,
HRunh1,3,ACPE,14.8,live,,,NO,
HRunh1,4,ACPE,18.2,live,,,NO,
HRunh1,5,PIRU,32.5,live,,,NO,
HRunh1,6,ACPE,20.7,live,,,NO,
HRunh1,7,ACPE,15.2,live,,,NO,
HRunh1,8,FRAM,12.7,live,,,NO,
HRunh1,9,PIRU,18.7,live,,,NO,
HRunh1,10,ACPE,21.5,snag,5,2,NO,
HRunh1,11,ACPE,14.2,live,,,NO,
HRunh1,12,ACPE,14.8,live,,,NO,
HRunh1,13,ACPE,13.3,live,,,NO,
HRunh1,14,ACSA,31.3,live,,,NO,
HRunh1,15,BEAL,24.2,live,,,NO,
HRunh1,16,BEPA,17.3,live,,,NO,
HRunh1,17,BEPA,29,snag,5,3,NO,
HRunh1,18,FRAM,15.8,live,,,NO,
HRunh1,19,FRAM,16,live,,,NO,
HRunh1,20,UNK,45,stump,0.45,4,NO,
HRunh2,1,ACSA,54.4,live,,,NO,
HRunh2,2,BEAL,13.2,live,,,NO,
HRunh2,3,BEPA,26.7,live,,,NO,
HRunh2,4,FAGR,11.5,live,,,NO,
HRunh2,5,BEPa,37.9,live,,,NO,
HRunh2,6,ACSA,17.4,live,,,NO,
HRunh2,7,FAGR,23.7,live,,,NO,
HRunh2,8,BEPA,15.5,live,,,NO,
HRunh2,9,ACSA,37.1,live,,,NO,
HRunh2,10,BEAL,19.2,live,,,NO,
HRunh2,11,BEAL,50.3,live,,,NO,
HRunh2,12,ACSA,18.3,live,,,NO,
HRunh2,13,FAGR,37.8,live,,,NO,
HRunh2,14,UNK,46.5,stump,0.26,4,NO,
HRunh2,15,UNK,51.3,stump,0.41,4,NO,
HRunh2,16,BEAL,23.9,stump,0.73,4,NO,
HRunh2,17,UNK,35,stump,0.1,5,NO,
HRunh2,18,UNK,57.5,stump,0.25,4,NO,
HRunh2,19,UNK,26,stump,0.37,4,NO,
CH145unh2,1,ACSA,36.6,live,,,NO,
CH145unh2,2,FRAM,33.2,live,,,NO,
CH145unh2,3,ACSA,37.7,live,,,NO,
CH145unh2,4,FRAM,27.8,live,,,NO,
CH145unh2,5,FRAM,15.9,snag,6.2,3,NO,
CH145unh2,6,UNK,18.2,stump,0.45,3,NO,
CH145unh2,7,FRAM,25.1,live,,,NO,
CH145unh2,8,BEAL,10.5,live,,,NO,
CH145unh2,9,FRAM,36.1,live,,,NO,
CH145unh2,10,FRAM,13.3,snag,5.8,3,NO,
CH145unh2,11,FRAM,37.9,live,,,NO,
CH145unh2,12,BEAL,18.5,live,,,NO,
CH145unh2,13,FRAM,19.1,snag,18,1,NO,
CH145unh2,14,ACSA,14.5,live,,,NO,
CH145unh2,15,ACSA,14.4,live,,,NO,
CH145unh2,16,FAGR,11.5,live,,,NO,
CH145unh2,17,ACSA,48.2,live,,,NO,
CH145unh2,18,FRAM,26,live,,,NO,
CH145unh2,19,FRAM,30.2,live,,,NO,
CH145unh2,20,FRAM,26.5,live,,,NO,
CH145unh2,21,BEAL,16.9,live,,,NO,
CH145unh2,22,PRSE,40.8,live,,,NO,
HRunh3,1,ACSA,11.9,live,,,NO,
HRunh3,2,UNK,33.5,live,,,NO,
HRunh3,3,ACSA,42.4,live,,,NO,
HRunh3,4,FAGR,34,live,,,NO,
HRunh3,5,FAGR,27.5,live,,,NO,
HRunh3,6,ACSA,10.4,live,,,NO,
HRunh3,7,FRAM,12.5,live,,,NO,
HRunh3,8,FRAM,61.2,live,,,NO,
HRunh3,9,FAGR,13,live,,,NO,
HRunh3,10,FAGR,19.5,live,,,NO,
HRunh3,11,FAGR,10.3,live,,,NO,
HRunh3,12,FAGR,13,live,,,NO,
HRunh3,13,FAGR,22.1,live,,,NO,
HRunh3,14,ACSA,21.7,live,,,NO,
HRunh3,15,ACSA,30.5,live,,,NO,
HRunh3,16,OSVI,11.3,live,,,NO,
HRunh3,17,FAGR,16,live,,,NO,
HRunh3,18,ACSA,33.8,live,,,NO,
HRunh3,19,ACSA,19.1,live,,,NO,
HRunh3,20,FAGR,14,live,,,NO,
HRunh3,21,ACSA,30.3,live,,,NO,
HRunh3,22,ACSA,10.5,live,,,NO,
HRunh3,23,OSVI,10.8,live,,,NO,
HRunh3,24,UNK,34,stump,0.2,5,NO,
HRunh3,25,UNK,51,stump,0.4,4,NO,
CH145unh3,1,BEAL,58.7,snag,11.5,3,NO,
CH145unh3,2,ACSA,15.7,live,,,NO,
CH145unh3,3,TIAM,41,live,,,NO,
CH145unh3,4,ACSA,52.2,live,,,NO,
CH145unh3,5,FRAM,37.9,live,,,NO,
CH145unh3,6,ACSA,33.4,live,,,NO,
CH145unh3,7,FRAM,21.7,snag,22,2,NO,
CH145unh3,8,FRAM,26.2,live,,,NO,
CH145unh3,9,FAGR,10.6,live,,,NO,
CH145unh3,10,BEAL,29.9,live,,,NO,
CH145unh3,11,FRAM,35.1,live,,,NO,
CH145unh3,12,FAGR,10.3,live,,,NO,
CH145unh3,13,FRAM,37.4,live,,,NO,
CH145unh3,14,ACSA,39.9,live,,,NO,
CH145unh3,15,ACSA,43.9,live,,,NO,
CH145unh3,16,FRAM,33.4,live,,,NO,
CH145unh3,17,ACSA,14.1,live,,,NO,
CH145unh3,18,ACSA,27.9,live,,,NO,
HRunh4,1,FRAM,32.7,live,,,NO,
HRunh4,2,ACSA,23.3,live,,,NO,
HRunh4,3,BEAL,23,live,,,NO,
HRunh4,4,BEAL,17,live,,,NO,
HRunh4,5,FRAM,12.8,live,,,NO,
HRunh4,6,PIRU,13.7,live,,,NO,
HRunh4,7,BEAL,28.1,live,,,NO,
HRunh4,8,ACSA,45.8,live,,,NO,
HRunh4,9,PIRU,15.2,live,,,NO,
HRunh4,10,PIRU,11.2,live,,,NO,
HRunh4,11,ACSA,59.4,live,,,NO,
HRunh4,12,PIRU,12.3,live,,,NO,
HRunh4,13,PIRU,12.5,live,,,NO,
HRunh4,14,ACSA,18.2,live,,,NO,
HRunh4,15,FRAM,32.6,live,,,NO,
HRunh4,16,ACSA,21.5,live,,,NO,
HRunh4,17,PIRU,24.7,live,,,NO,
HRunh4,18,FRAM,51.4,live,,,NO,
HRunh4,19,UNK,17,stump,0.48,4,NO,
HRunh4,20,UNK,25,stump,0.25,4,NO,
HRmat2,1,ACSA,37.2,,,,NO,
HRmat2,2,BEAL,37,,,,NO,
HRmat2,3,PIRU,12,,,,NO,
HRmat2,4,ACSA,27.1,,,,NO,
HRmat2,5,OSVI,14.6,,,,NO,
HRmat2,6,ACPE,10.6,,,,NO,
HRmat2,7,FAGR,10.8,,,,NO,
HRmat2,8,ACSA,43,,,,NO,
HRmat2,9,ACSA,60.5,,,,NO,
HRmat2,10,ACSA,39.7,,,,NO,
HRmat2,11,ACSA,40.4,,,,NO,
HRmat2,12,ACSA,27.6,snag,7,2,NO,
HRmat2,13,ACRU,55.8,,,,NO,
HRmat2,14,ACRU,44.1,,,,NO,
HRmat2,15,ACSA,19.5,,,,NO,
HRmat2,16,FAGR,27.5,,,,NO,
HRmat2,17,ACSA,36.7,,,,NO,
HRmat2,18,FRAM,51.7,,,,NO,
HRmat2,19,UNK,41.8,stump,0.36,4,NO,
HRmat2,20,UNK,48.9,stump,0.43,4,NO,
HRmat2,21,UNK,44.1,stump,0.25,5,NO,
HRmat2,22,UNK,25.2,stump,0.25,4,NO,
HRmat3,1,ACSA,12.5,,,,NO,
HRmat3,2,FRAM,33.2,,,,NO,
HRmat3,3,ACSA,13.5,,,,NO,
HRmat3,4,ACSA,18.2,,,,NO,
HRmat3,5,ACSA,18.4,,,,NO,
HRmat3,6,FRAM,32,,,,NO,
HRmat3,7,ACSA,31,,,,NO,
HRmat3,8,BEAL,11.3,,,,NO,
HRmat3,9,BEAL,27.8,,,,NO,
HRmat3,10,BEAL,23,snag,4.41,2,NO,
HRmat3,11,BEAL,27.5,,,,NO,
HRmat3,12,ACSA,20.7,,,,NO,
HRmat3,13,FRAM,19,,,,NO,
HRmat3,14,ACSA,24.9,,,,NO,
HRmat3,15,ACSA,18.8,,,,NO,
HRmat3,16,FAGR,23.2,,,,NO,
HRmat3,17,FAGR,21,,,,NO,
HRmat3,18,FAGR,10.5,snag,4,2,NO,
HRmat3,19,ACSA,17.4,,,,NO,
HRmat3,20,ACSA,12.9,,,,NO,
HRmat3,21,ACSA,12,,,,NO,
HRmat3,22,OSVI,19.2,snag,8.3,1,NO,
HRmat3,23,ACSA,31,,,,NO,
HRmat3,24,ACSA,16.4,,,,NO,
HRmat3,25,ACSA,17.5,,,,NO,
HRmat3,26,ACSA,13.8,,,,NO,
HRmat3,27,ACSA,18.5,,,,NO,
HRmat3,28,BEPA,16.2,,,,NO,
HRmat3,29,PIRU,11.7,,,,NO,
HRmat3,30,BEAL,15.2,,,,NO,
HRmat3,31,ACSA,16.1,,,,NO,
HRmat3,32,PIRU,12,,,,NO,
HRmat3,33,BEPA,14,snag,1.5,3,NO,
HRmat3,34,ACSA,14,,,,NO,
HRmat3,35,ACSA,16.6,,,,NO,
HRmat3,36,BEAL,22.5,,,,NO,
CH145unh4,1,UNK,20.5,stump,0.1,5,NO,
CH145unh4,2,UNK,44.5,stump,0.09,5,NO,
CH145unh4,3,FRAM,28.2,live,,,NO,
CH145unh4,4,ACSA,36.1,live,,,NO,
CH145unh4,5,FRAM,27.1,live,,,NO,
CH145unh4,6,FRAM,21.2,live,,,NO,
CH145unh4,7,ACSA,10.9,live,,,NO,
CH145unh4,8,FRAM,28.7,live,,,NO,
CH145unh4,9,ACSA,16.2,live,,,NO,
CH145unh4,10,ACSA,13.1,live,,,NO,
CH145unh4,11,FRAM,24.9,live,,,NO,
CH145unh4,12,BEAL,20.9,live,,,NO,
CH145unh4,13,FRAM,28.7,live,,,NO,
CH145unh4,14,ACSA,14.3,live,,,NO,
CH145unh4,15,ACSA,23.4,live,,,NO,
CH145unh4,16,ACSA,21.6,live,,,NO,
CH145unh4,17,FRAM,35.3,live,,,NO,
CH145unh4,18,ACSA,20.3,live,,,NO,
CH145unh4,19,ACSA,21.8,live,,,NO,
CH145unh4,20,FRAM,30.4,live,,,NO,
CH145unh4,21,FRAM,21.7,live,,,NO,
CH145unh4,22,BEAL,20.2,live,,,NO,
CH145unh4,23,FRAM,30.1,live,,,NO,
CH145unh4,24,FRAM,17.7,live,,,NO,
CH145unh4,25,UNK,15.2,stump,0.6,4,NO,
CH145unh4,26,ACSA,17.5,live,,,NO,
CH145unh4,27,FRAM,31,live,,,NO,
CH145unh4,28,FRAM,28.6,live,,,NO,
CH145unh4,29,FRAM,33.3,live,,,NO,
CH145unh4,30,BEAL,25.5,live,,,NO,
CH145unh4,31,FRAM,39.6,live,,,NO,
CH145unh4,32,ACSA,21,live,,,NO,
CH145unh4,33,ACSA,28.5,live,,,NO,
CH145unh4,34,FRAM,42.3,live,,,NO,
CH145unh4,35,FRAM,23,live,,,NO,
CH2214unh1,1,OSVI,22.4,live,,,NO,
CH2214unh1,2,FAGR,20.8,live,,,NO,
CH2214unh1,3,FAGR,33.5,live,,,NO,
CH2214unh1,4,FRAM,27.7,live,,,NO,
CH2214unh1,5,ACPE,10.2,live,,,NO,
CH2214unh1,6,FRAM,29.2,live,,,NO,
CH2214unh1,7,UNK,44,stump,0.09,5,NO,
CH2214unh1,8,UNK,22,stump,0.27,4,NO,
CH2214unh1,9,OSVI,20.2,live,,,NO,
CH2214unh1,10,UNK,21.5,stump,0.19,5,NO,
CH2214unh1,11,FAGR,17,live,,,NO,
CH2214unh1,12,FAGR,10.7,live,,,NO,
CH2214unh1,13,UNK,13,snag,7.5,3,NO,
CH2214unh1,14,BEAL,29.6,live,,,NO,
CH2214unh1,15,BEAL,22.6,live,,,NO,
CH2214unh1,16,FAGR,26.6,live,,,NO,
CH2214unh1,17,FRAM,28.2,live,,,NO,
CH2214unh1,18,FRAM,29.8,live,,,NO,
CH2214unh1,19,FAGR,15,live,,,NO,
CH2214unh1,20,OSVI,16.2,live,,,NO,
CH2214unh1,21,FAGR,22.9,live,,,NO,
CH2214unh1,22,FAGR,34.4,live,,,NO,
CH2214unh1,23,FRAM,26.9,snag,24,1,NO,
CH2214unh1,24,OSVI,12.4,live,,,NO,
CH2214unh1,25,OSVI,13,live,,,NO,
CH2214unh1,26,FRAM,15.3,snag,14,2,NO,
CH2214unh1,27,BEPA,39.6,live,,,NO,
CH2214unh1,28,FRAM,31.4,snag,26,1,NO,
CH2214unh1,29,FAGR,27.7,live,,,NO,
CH2214unh1,30,ACSA,12,live,,,NO,
CH2214unh1,31,FAGR,17.3,live,,,NO,
CH2214unh1,32,FAGR,12.7,live,,,NO,
CH2214unh1,33,BEPA,15,stump,0.52,5,NO,
CH2214unh1,34,FRAM,39.3,live,,,NO,
CH2214unh1,35,UNK,23,stump,0.28,4,NO,
CH2214unh1,36,FAGR,28.6,live,,,NO,
CH2214unh1,37,FRAM,32.1,live,,,NO,
CH2214unh1,38,PRPE,16,live,,,NO,
CH2214unh2,1,OSVI,13.1,live,,,NO,
CH2214unh2,2,FRAM,40.3,live,,,NO,
CH2214unh2,3,FAGR,15.1,live,,,NO,
CH2214unh2,4,POGR,19.5,snag,12.5,2,NO,
CH2214unh2,5,FRAM,11.5,live,,,NO,
CH2214unh2,6,FAGR,16.1,live,,,NO,
CH2214unh2,7,OSVI,11.6,live,,,NO,
CH2214unh2,8,FAGR,14.8,live,,,NO,
CH2214unh2,9,OSVI,13.7,live,,,NO,
CH2214unh2,10,OSVI,18.1,live,,,NO,
CH2214unh2,11,BEAL,24.9,snag,5.8,4,NO,
CH2214unh2,12,UNK,22.4,stump,0.21,5,NO,
CH2214unh2,13,FAGR,12.1,live,,,NO,
CH2214unh2,14,ACSA,27.1,live,,,NO,
CH2214unh2,15,FAGR,11.6,live,,,NO,
CH2214unh2,16,ACSA,35.2,live,,,NO,
CH2214unh2,17,ACSA,22.5,live,,,NO,
CH2214unh2,18,FAGR,14.7,live,,,NO,
CH2214unh2,19,ACSA,21,live,,,NO,
CH2214unh2,20,FRAM,38.1,live,,,NO,
CH2214unh2,21,FRAM,23.3,live,,,NO,
CH2214unh2,22,ACSA,14.9,live,,,NO,
CH2214unh2,23,FAGR,10.5,live,,,NO,
CH2214unh2,24,ACSA,14.9,live,,,NO,
CH2214unh2,25,FRAM,30.3,live,,,NO,
CH2214unh2,26,ACSA,20.5,live,,,NO,
CH2214unh2,27,ACSA,37.9,live,,,NO,
CH2214unh2,28,ACSA,14.8,live,,,NO,
CH2214unh2,29,FAGR,27.8,live,,,NO,
CH2214unh2,30,FRAM,30,live,,,NO,
CH2214unh2,31,FAGR,47.1,live,,,NO,
CH2214unh2,32,FAGR,15.2,live,,,NO,
CH2214unh2,33,OSVI,11.2,live,,,NO,
CH2214unh2,34,OSVI,14.6,live,,,NO,
CH2214unh2,35,ACSA,22.5,snag,19,2,NO,
CH2214unh2,36,OSVI,10.4,live,,,NO,
CH2214unh2,37,OSVI,12.2,live,,,NO,
CH2214unh2,38,ACSA,40.2,live,,,NO,
MP19gap1,1,ACSP,10.6,snag,10,,NO,
MP19gap1,2,BEAL,20,live,,,NO,
MP19gap1,3,BEAL,61.1,live,,,NO,
MP19gap1,4,BEAL,36,live,,,NO,
MP19gap1,5,BEAL,33,live,,,NO,
MP19gap1,6,THOC,25.9,live,,,NO,
MP19gap1,7,UNK,38.2,stump,0.64,3,NO,
MP19gap1,8,UNK,42.3,stump,0.15,5,NO,
MP19gap1,9,ACSP,15.7,stump,0.28,1,NO,
MP19gap1,10,ACRU,60,stump,0.27,1,NO,
MP19gap1,11,ACRU,25.1,stump,0.1,3,NO,
MP19gap1,12,ACRU,18.8,stump,0.32,1,NO,
MP19gap1,13,UNK,15.5,stump,0.41,3,NO,
MP19gap1,14,BEAL,19.9,stump,0.45,1,NO,
MP19gap1,15,FRAM,40.5,stump,0.52,1,NO,
MP19gap1,16,FRAM,47.4,stump,0.43,1,NO,
MP19gap1,17,FRAM,33,stump,0.38,1,NO,
MP19gap1,18,ACSA,34.2,stump,0.23,1,NO,
MP19gap1,19,BEAL,64,stump,0.56,1,NO,
MP19gap1,20,BEAL,27.9,stump,0.49,1,NO,
CH2214unh3,1,ACSA,16.2,live,,,NO,
CH2214unh3,2,ACSA,14.6,live,,,NO,
CH2214unh3,3,BEPA,34.8,live,,,NO,
CH2214unh3,4,FAGR,27.7,live,,,NO,
CH2214unh3,5,FRAM,51.3,live,,,NO,
CH2214unh3,6,ACSA,16.3,live,,,NO,
CH2214unh3,7,ACSA,29.9,live,,,NO,
CH2214unh3,8,FRAM,21.1,live,,,NO,
CH2214unh3,9,FRAM,49.4,live,,,NO,
CH2214unh3,10,FRAM,38.1,live,,,NO,
CH2214unh3,11,UNK,16.5,stump,0.17,4,NO,
CH2214unh3,12,BEPA,27.6,live,,,NO,
CH2214unh3,13,ACSA,26.1,live,,,NO,
CH2214unh3,14,BEPA,26.3,live,,,NO,
CH2214unh3,15,ACRU,10.2,live,,,NO,
CH2214unh3,16,ACSA,17.5,live,,,NO,
CH2214unh3,17,ACSA,11.1,live,,,NO,
CH2214unh3,18,ACSA,12.7,live,,,NO,
CH2214unh3,19,BEAL,18.6,live,,,NO,
CH2214unh3,20,FRAM,12.2,live,,,NO,
CH2214unh3,21,FRAM,16.3,live,,,NO,
CH2214unh3,22,ACSA,29.7,live,,,NO,
CH2214unh3,23,FRAM,21.8,live,,,NO,
CH2214unh3,24,ACSA,14.2,live,,,NO,
CH2214unh3,25,ACSA,12.2,live,,,NO,
CH2214unh3,26,BEAL,22.3,stump,0.83,3,NO,
CH2214unh3,27,FRAM,14.4,live,,,NO,
CH2214unh3,28,ACSA,11.9,live,,,NO,
CH2214unh3,29,ACSA,11.2,live,,,NO,
CH138mat1,1,FRAM,38.8,live,,,NO,
CH138mat1,2,ACSA,21.8,live,,,NO,
CH138mat1,3,FRAM,37.1,live,,,NO,
CH138mat1,4,UNK,58.3,stump,0.29,2,NO,
CH138mat1,5,FAGR,12.2,live,,,NO,
CH138mat1,6,FAGR,11.2,live,,,NO,
CH138mat1,7,UNK,31.9,stump,0.34,5,NO,
CH138mat1,8,ACPE,19.8,live,,,NO,
CH138mat1,9,ACSA,42.8,live,,,NO,
CH138mat1,10,ACSA,33.2,live,,,NO,
CH138mat1,11,FAGR,10.7,live,,,NO,
CH138mat1,12,ACSA,42.9,live,,,NO,
CH138mat1,13,ACSA,34.6,live,,,NO,
CH138mat1,14,ACSA,17.5,live,,,NO,
CH138mat1,15,FRAM,52.8,live,,,NO,
CH138mat1,16,FRAM,30.1,stump,0.72,3,NO,
CH138mat1,17,FRAM,46.1,stump,0.53,2,NO,
CH138mat1,18,BEAL,18.6,live,,,NO,
CH138mat1,19,ACSA,33.1,stump,0.33,2,NO,
CH138mat1,20,BEAL,42.3,live,,,NO,
CH138mat1,21,FRAM,38.7,live,,,NO,
CH138mat1,22,ACSA,14.6,live,,,NO,
CH138mat1,23,ACSA,34.1,stump,0.32,2,NO,
MP19mat1,1,UNK,12.5,snag,4.1,2,NO,
MP19mat1,2,BEAL,55.5,live,,,NO,
MP19mat1,3,OSVI,14.7,live,,,NO,
MP19mat1,4,FRAM,31.5,live,,,NO,
MP19mat1,5,FAGR,19.4,live,,,NO,
MP19mat1,6,BEAL,15,live,,,NO,
MP19mat1,7,BEAL,11,live,,,NO,
MP19mat1,8,OSVI,14.9,live,,,NO,
MP19mat1,9,OSVI,18,live,,,NO,
MP19mat1,10,BEAL,17.8,live,,,NO,
MP19mat1,11,BEAL,35.6,live,,,NO,
MP19mat1,12,BEAL,25.5,live,,,NO,
MP19mat1,13,FRAM,22.9,live,,,NO,
MP19mat1,14,BEAL,15.2,live,,,NO,
MP19mat1,15,BEAL,20.9,live,,,NO,
MP19mat1,16,FRAM,13.6,live,,,NO,
MP19mat1,17,BEAL,15,live,,,NO,
MP19mat1,18,BEAL,32.2,live,,,NO,
MP19mat1,19,FRAM,19.5,live,,,NO,
MP19mat1,20,FRAM,19.2,live,,,NO,
MP19mat1,21,FRAM,29.4,live,,,NO,
MP19mat1,22,ACPE,15.6,live,,,NO,
MP19mat1,23,BEAL,24.7,live,,,NO,
MP19mat1,24,FRAM,14.5,live,,,NO,
MP19mat1,25,FRAM,26,live,,,NO,
MP19mat1,26,FRAM,12.1,live,,,NO,
MP19mat1,27,PIRU,11.1,live,,,NO,
MP19mat1,28,ACPE,10.9,live,,,NO,
MP19mat1,29,ACSA,10.9,live,,,NO,
MP19mat1,30,FRAM,17.9,live,,,NO,
MP19mat1,31,BEAL,16.4,live,,,NO,
MP19mat1,32,FRAM,14.8,live,,,NO,
MP19mat1,33,UNK,26.2,snag,18,2,NO,
MP19mat1,34,TIAM,15,live,,,NO,
MP19mat1,35,UNK,35.5,stump,0.36,4,NO,
MP19mat1,36,UNK,23.3,stump,0.51,4,NO,
MP19mat1,37,FRAM,33.9,stump,0.52,1,NO,
MP19mat1,38,UNK,14.1,stump,0.33,3,NO,
MP19mat1,39,FRAM,34.1,stump,0.29,1,NO,
MP19mat1,40,UNK,37,stump,0.24,4,NO,
MP19mat1,41,UNK,32.9,stump,0.11,5,NO,
MP19mat1,42,UNK,22.7,stump,0.36,3,NO,
MP19mat1,43,UNK,35.2,stump,0.45,4,NO,
MP19mat1,44,UNK,29.8,stump,0.46,4,NO,
MP19mat1,45,BEAL,46.5,stump,0.46,4,NO,
MP19mat1,46,BEAL,45.1,stump,0.48,4,NO,
MP19mat1,47,UNK,46.5,stump,0.52,4,NO,
CH138gap1,1,ACSA,34.6,live,,,NO,
CH138gap1,2,FRAM,52.7,stump,0.48,1,NO,
CH138gap1,3,UNK,53.8,stump,0.21,2,NO,
CH138gap1,4,ACSA,29,live,,,NO,
CH138gap1,5,ACSA,38.4,live,,,NO,
CH138gap1,6,UNK,52.4,stump,0.46,2,NO,
CH138gap1,7,FRAM,55,stump,0.49,3,NO,
CH138gap1,8,FAGR,10.6,live,,,NO,
CH138gap1,9,ACSA,59.1,live,,,NO,
CH138gap1,10,UNK,50.9,stump,0.29,3,NO,
CH138gap1,11,FAGR,10.8,live,,,NO,
CH138gap1,12,ACSA,34.3,stump,0.14,3,NO,
CH138gap1,13,FRAM,27.2,stump,0.5,2,NO,
CH138gap1,14,UNK,38.7,stump,0.15,2,NO,
CH138gap2,1,UNK,66.5,stump,0.37,2,NO,
CH138gap2,2,ACSA,28.9,live,,,NO,
CH138gap2,3,FAGR,12.2,stump,0.63,1,NO,
CH138gap2,4,FAGR,12.8,stump,0.44,2,NO,
CH138gap2,5,UNK,29.7,stump,0.45,2,NO,
CH138gap2,6,ACSA,38.5,stump,0.51,2,NO,
CH138gap2,7,UNK,21.5,stump,0.22,4,NO,
CH138gap2,8,FAGR,12.4,stump,0.64,2,NO,
CH138gap2,9,FRAM,49.1,stump,0.37,1,NO,
CH138gap2,10,FRAM,55,stump,0.35,2,NO,
CH138gap2,11,UNK,74.5,stump,0.4,3,NO,
CH138gap2,12,UNK,48.9,stump,0.41,2,NO,
CH138gap2,13,UNK,35.1,stump,0.38,2,NO,
CH138gap2,14,FAGR,19.1,stump,0.37,1,NO,
CH138gap2,15,BEAL,13.8,snag,5,1,NO,
