"","plot_ID","tree_ID","species","DBH_cm","status","height_m","decay_class","to.be.cut","notes.x","harvest_status","gap_status","date","site_name","measured_by","tallied_by","entered_by","notes.y","Property","Stand_name","ASH_stump_DBH","BA_sqm","diam_in","height_ft","stump_DBH_in","stump_DBH_cm"
"533","CH2214unh4",1,"ACSA",51,"live",NA,NA,"NO","","NO","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-14",NA,0.204282062299676,20.078751,NA,0,0
"534","CH2214unh4",2,"FAGR",10.7,"live",NA,NA,"NO","","NO","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-14",NA,0.00899202357273738,4.2126007,NA,0,0
"535","CH2214unh4",3,"ACSA",32.6,"live",NA,NA,"NO","","NO","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-14",NA,0.0834689752132272,12.8346526,NA,0,0
"536","CH2214unh4",4,"ACSA",21.6,"live",NA,NA,"NO","","NO","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-14",NA,0.0366435367114714,8.5039416,NA,0,0
"537","CH2214unh4",5,"FRAM",52.3,"live",NA,NA,"NO","","NO","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-14",NA,0.214829174235941,20.5905623,NA,0,0
"538","CH2214unh4",6,"ACSA",39.3,"live",NA,NA,"NO","","NO","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-14",NA,0.121303960938572,15.4724493,NA,0,0
"539","CH2214unh4",7,"ACSA",44.7,"live",NA,NA,"NO","","NO","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-14",NA,0.156929621630281,17.5984347,NA,0,0
"540","CH2214unh4",8,"ACSA",32.7,"live",NA,NA,"NO","","NO","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-14",NA,0.0839818402139258,12.8740227,NA,0,0
"541","CH2214unh4",9,"FRAM",41.8,"live",NA,NA,"NO","","NO","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-14",NA,0.137227908701456,16.4567018,NA,0,0
"542","CH2214unh4",10,"ACSA",28.4,"live",NA,NA,"NO","","NO","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-14",NA,0.0633470742669846,11.1811084,NA,0,0
"543","CH2214unh4",11,"FAGR",10.5,"live",NA,NA,"NO","","NO","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-14",NA,0.00865901475145687,4.1338605,NA,0,0
"544","CH2214unh4",12,"UNK",14.3,"stump",0.72,3,"NO","","NO","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-14",NA,0.0160606070433144,5.6299243,2.3622048,5.46394525325006,13.8784209432551
"545","CH2214unh4",13,"FAGR",16.6,"live",NA,NA,"NO","","NO","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-14",NA,0.0216424317905801,6.5354366,NA,0,0
"546","CH2214unh4",14,"ACSA",22.2,"live",NA,NA,"NO","","NO","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-14",NA,0.0387075630848798,8.7401622,NA,0,0
"547","CH2214unh4",15,"FAGR",44.4,"live",NA,NA,"NO","","NO","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-14",NA,0.154830252339519,17.4803244,NA,0,0
"548","CH2214unh4",16,"FAGR",15.3,"live",NA,NA,"NO","","NO","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-14",NA,0.0183853856069709,6.0236253,NA,0,0
"549","CH224gap1",1,"ACSA",22.4,"live",NA,NA,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0394081382466304,8.8189024,NA,0,0
"550","CH224gap1",2,"OSVI",14.3,"live",NA,NA,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0160606070433144,5.6299243,NA,0,0
"551","CH224gap1",3,"BEPA",37.2,"stump",0.79,3,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.108686539443592,14.6456772,2.5918636,13.5654836641945,34.4563285070541
"552","CH224gap1",4,"ACSA",11.3,"live",NA,NA,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.010028749148422,4.4488213,NA,0,0
"553","CH224gap1",5,"ACSA",32.1,"live",NA,NA,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0809282121546365,12.6378021,NA,0,0
"554","CH224gap1",6,"ACPE",10.6,"stump",0.86,2,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.00882473376393373,4.1732306,2.8215224,4.08203419466359,10.3683668544455
"555","CH224gap1",7,"ACPE",13.3,"live",NA,NA,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0138929081123375,5.2362233,NA,0,0
"556","CH224gap1",8,"ACSA",38.5,"stump",1.25,2,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.116415642769587,15.1574885,4.10105,15.069886600553,38.2775119654047
"557","CH224gap1",9,"ACSA",31.7,"live",NA,NA,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0789238760416462,12.4803217,NA,0,0
"558","CH224gap1",10,"ACSA",49.7,"stump",0.34,1,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.19400041494264,19.5669397,1.1154856,17.0963044011503,43.4246131789217
"559","CH224gap1",11,"ACSA",26,"live",NA,NA,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0530929158456675,10.236226,NA,0,0
"560","CH224gap1",12,"ACSA",38.7,"live",NA,NA,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.117628297533872,15.2362287,NA,0,0
"561","CH224gap1",13,"FAGR",14.8,"live",NA,NA,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0172033613710577,5.8267748,NA,0,0
"562","CH224gap1",14,"BEAL",38.9,"live",NA,NA,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.118847235483465,15.3149689,NA,0,0
"563","CH224gap1",15,"FAGR",21.5,"stump",0.31,1,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.036305030103047,8.4645715,1.0170604,7.36039282993253,18.6953977880286
"564","CH224gap1",16,"ACSA",26,"live",NA,NA,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0530929158456675,10.236226,NA,0,0
"565","CH224gap2",1,"FRAM",35.6,"stump",0.4,1,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.099538221636339,14.0157556,1.312336,12.4966914270143,31.7415962246163
"566","CH224gap2",2,"FRAM",29.9,"stump",0.58,1,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0702153812058953,11.7716599,1.9028872,10.9101735423637,27.7118407976038
"567","CH224gap2",3,"ACSA",13.1,"live",NA,NA,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0134782178820636,5.1574831,NA,0,0
"568","CH224gap2",4,"ROPS",55.8,"live",NA,NA,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.244544713748083,21.9685158,NA,0,0
"569","CH224gap2",5,"UNK",12.5,"stump",0.77,3,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0122718463030851,4.9212625,2.5262468,4.83095028568819,12.270613725648
"570","CH224gap2",6,"ACSA",33.1,"live",NA,NA,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0860490081799878,13.0315031,NA,0,0
"571","CH224gap2",7,"ACSA",19.9,"live",NA,NA,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0311025526687023,7.8346499,NA,0,0
"572","CH224gap2",8,"FRAM",44,"stump",0.16,1,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.152053084433746,17.322844,0.5249344,14.0254822546989,35.6247249269353
"573","CH224gap2",9,"ACSA",19.8,"live",NA,NA,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0307907495978336,7.7952798,NA,0,0
"574","CH224gap2",10,"ACSA",39.3,"live",NA,NA,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.121303960938572,15.4724493,NA,0,0
"575","CH224gap2",11,"BEPA",30.5,"snag",3.5,3,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0730616641500476,12.0078805,11.48294,0,0
"576","CH224gap2",12,"ACSA",35.5,"live",NA,NA,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0989798035421634,13.9763855,NA,0,0
"577","CH224gap2",13,"ACSA",10.6,"live",NA,NA,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.00882473376393373,4.1732306,NA,0,0
"578","CH224gap2",14,"FRAM",54,"stump",0.28,1,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.229022104446696,21.259854,0.9186352,18.1698140312229,46.1513276393061
"579","CH224gap2",15,"ACSA",38.6,"live",NA,NA,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.117021184753566,15.1968586,NA,0,0
"580","CH224gap2",16,"UNK",32,"stump",0.27,3,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0804247719318987,12.598432,0.8858268,10.658176347706,27.0717679231732
"581","CH224gap2",17,"FRAM",50.9,"stump",0.32,2,"NO","","YES","YES","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.203481741571174,20.0393809,1.0498688,17.3758746387855,44.1347215825152
"582","CH224gap3",1,"UNK",66.1,"stump",0.19,1,"NO","","YES","YES","6/23/2020","Camel's Hump SP","CS, ED","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.343156950949776,26.0236361,0.6233596,20.5685428366892,52.2440988051905
"583","CH224gap3",2,"ACSA",56.9,"stump",0.72,2,"NO","","YES","YES","6/23/2020","Camel's Hump SP","CS, ED","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.254281294779721,22.4015869,2.3622048,21.0927311024722,53.5755370002794
"584","CH224gap3",3,"ACSA",52.9,"live",NA,NA,"NO","","YES","YES","6/23/2020","Camel's Hump SP","CS, ED","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.219786607443305,20.8267829,NA,0,0
"585","CH224gap3",4,"FAGR",24,"stump",0.49,1,"NO","","YES","YES","6/23/2020","Camel's Hump SP","CS, ED","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.045238934211693,9.448824,1.6076116,8.58239533747622,21.7992841571896
"586","CH224gap3",5,"ACSA",23.3,"live",NA,NA,"NO","","YES","YES","6/23/2020","Camel's Hump SP","CS, ED","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0426384808926841,9.1732333,NA,0,0
"587","CH224gap3",6,"FAGR",48.9,"stump",0.3,2,"NO","","YES","YES","6/23/2020","Camel's Hump SP","CS, ED","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.187805194229761,19.2519789,0.984252,16.364044182009,41.5646722223029
"588","CH224gap3",7,"FAGR",14.7,"stump",0.16,1,"NO","","YES","YES","6/23/2020","Camel's Hump SP","CS, ED","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0169716689128555,5.7874047,0.5249344,4.78386582418738,12.1510191934359
"589","CH224gap3",8,"ACSA",77,"stump",0.24,1,"NO","","YES","YES","6/23/2020","Camel's Hump SP","CS, ED","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.465662571078347,30.314977,0.7874016,24.9781632626789,63.4445346872044
"590","CH224gap3",9,"ACSA",13.1,"live",NA,NA,"NO","","YES","YES","6/23/2020","Camel's Hump SP","CS, ED","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0134782178820636,5.1574831,NA,0,0
"591","CH224gap3",10,"FAGR",11.1,"stump",0.29,1,"NO","","YES","YES","6/23/2020","Camel's Hump SP","CS, ED","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.00967689077121996,4.3700811,0.9514436,3.89643231560281,9.89693808163113
"592","CH224gap3",11,"FAGR",10.2,"stump",0.2,1,"NO","","YES","YES","6/23/2020","Camel's Hump SP","CS, ED","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.00817128249198705,4.0157502,0.656168,3.47959670525958,8.83817563135933
"593","CH224mat1",1,"FRAM",15.6,"live",NA,NA,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","MW","pretty thinned","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0191134497044403,6.1417356,NA,0,0
"594","CH224mat1",2,"ACSA",78.6,"live",NA,NA,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","MW","pretty thinned","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.48521584375429,30.9448986,NA,0,0
"595","CH224mat1",3,"ACSA",40.1,"live",NA,NA,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","MW","pretty thinned","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.126292810072473,15.7874101,NA,0,0
"596","CH224mat1",4,"FRAM",23.8,"live",NA,NA,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","MW","pretty thinned","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0444880935674851,9.3700838,NA,0,0
"597","CH224mat1",5,"FRAM",16.9,"live",NA,NA,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","MW","pretty thinned","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0224317569447945,6.6535469,NA,0,0
"598","CH224mat1",6,"FRAM",22.6,"live",NA,NA,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","MW","pretty thinned","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0401149965936881,8.8976426,NA,0,0
"599","CH224mat1",7,"FRAM",11.7,"live",NA,NA,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","MW","pretty thinned","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0107513154587477,4.6063017,NA,0,0
"600","CH224mat1",8,"FRAM",16.1,"live",NA,NA,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","MW","pretty thinned","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0203583057934253,6.3385861,NA,0,0
"601","CH224mat1",9,"ACSA",32.1,"live",NA,NA,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","MW","pretty thinned","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0809282121546365,12.6378021,NA,0,0
"602","CH224mat1",10,"FRAM",23.7,"live",NA,NA,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","MW","pretty thinned","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0441150294398713,9.3307137,NA,0,0
"603","CH224mat2",1,"FRAM",29.3,"live",NA,NA,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","*Cottomwood = aspen","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0674256469295075,11.5354393,NA,0,0
"604","CH224mat2",2,"FRAM",30.5,"live",NA,NA,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","*Cottomwood = aspen","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0730616641500476,12.0078805,NA,0,0
"605","CH224mat2",3,"FRAM",31.2,"live",NA,NA,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","*Cottomwood = aspen","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0764537988177612,12.2834712,NA,0,0
"606","CH224mat2",4,"FRAM",19.6,"live",NA,NA,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","*Cottomwood = aspen","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0301718558450764,7.7165396,NA,0,0
"607","CH224mat2",5,"UNK",21.9,"snag",7.62,2,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","*Cottomwood = aspen","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.037668481314705,8.6220519,25.0000008,0,0
"608","CH224mat2",6,"UNK",40.4,"stump",0.31,1,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","*Cottomwood = aspen","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.128189546637078,15.9055204,1.0170604,13.5439645273849,34.4016698995576
"609","CH224mat2",7,"ACSA",48,"live",NA,NA,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","*Cottomwood = aspen","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.180955736846772,18.897648,NA,0,0
"610","CH224mat2",8,"ACSA",25.8,"live",NA,NA,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","*Cottomwood = aspen","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0522792433483878,10.1574858,NA,0,0
"611","CH224mat2",9,"ACSA",11.1,"live",NA,NA,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","*Cottomwood = aspen","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.00967689077121996,4.3700811,NA,0,0
"612","CH224mat2",10,"ACSA",24.8,"live",NA,NA,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","*Cottomwood = aspen","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0483051286415967,9.7637848,NA,0,0
"613","CH224mat2",11,"PODE",47.8,"live",NA,NA,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","*Cottomwood = aspen","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.179450913965703,18.8189078,NA,0,0
"614","CH224mat2",12,"ACSA",28.1,"live",NA,NA,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","*Cottomwood = aspen","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0620158243800259,11.0629981,NA,0,0
"615","CH224mat2",13,"ACSA",12,"live",NA,NA,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","*Cottomwood = aspen","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0113097335529233,4.724412,NA,0,0
"616","CH224mat2",14,"ACSA",22.2,"live",NA,NA,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","*Cottomwood = aspen","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0387075630848798,8.7401622,NA,0,0
"617","CH224mat2",15,"FRAM",30.9,"snag",3.1,1,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","*Cottomwood = aspen","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0749906020393518,12.1653609,10.170604,0,0
"618","CH224mat2",16,"ACSA",33.6,"live",NA,NA,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","*Cottomwood = aspen","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0886683110549183,13.2283536,NA,0,0
"619","CH224mat2",17,"ACSA",42.2,"live",NA,NA,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","*Cottomwood = aspen","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.139866846530471,16.6141822,NA,0,0
"620","CH224mat3",1,"FRAM",31.5,"live",NA,NA,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","Lots of wood nettle in this stand!","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0779311327631118,12.4015815,NA,0,0
"621","CH224mat3",2,"FRAM",33.6,"live",NA,NA,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","Lots of wood nettle in this stand!","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0886683110549183,13.2283536,NA,0,0
"622","CH224mat3",3,"FRAM",46.9,"live",NA,NA,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","Lots of wood nettle in this stand!","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.172756965419066,18.4645769,NA,0,0
"623","CH224mat3",4,"FRAM",71,"stump",0.44,2,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","Lots of wood nettle in this stand!","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.395919214168654,27.952771,1.4435696,24.9490099776443,63.3704853432166
"624","CH224mat3",5,"ACSA",22.8,"snag",3.5,1,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","Lots of wood nettle in this stand!","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.040828138126053,8.9763828,11.48294,0,0
"625","CH224mat3",6,"ACSA",50.9,"live",NA,NA,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","Lots of wood nettle in this stand!","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.203481741571174,20.0393809,NA,0,0
"626","CH224mat3",7,"FAGR",10.2,"live",NA,NA,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","Lots of wood nettle in this stand!","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.00817128249198705,4.0157502,NA,0,0
"627","CH224mat3",8,"FRAM",14.4,"live",NA,NA,"NO","","YES","NO","6/22/2020","Camel's Hump SP","ED, HT","HH","HT","Lots of wood nettle in this stand!","Camel's Hump State Park","Camel's Hump SP stand 2-2-4",NA,0.0162860163162095,5.6692944,NA,0,0
"628","CH231unh1",1,"FAGR",10.6,"live",NA,NA,"NO","","NO","NO","6/23/2020","Camel's Hump SP","CS, ED","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-3-1",NA,0.00882473376393373,4.1732306,NA,0,0
"629","CH231unh1",2,"BEAL",16.8,"stump",0.32,4,"NO","","NO","NO","6/23/2020","Camel's Hump SP","CS, ED","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-3-1",NA,0.0221670777637296,6.6141768,1.0498688,5.60695130970765,14.2416563266574
"630","CH231unh1",3,"ACSA",13.7,"live",NA,NA,"NO","","NO","NO","6/23/2020","Camel's Hump SP","CS, ED","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-3-1",NA,0.0147411381288067,5.3937037,NA,0,0
"631","CH231unh1",4,"BEAL",20.8,"live",NA,NA,"NO","","NO","NO","6/23/2020","Camel's Hump SP","CS, ED","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-3-1",NA,0.0339794661412272,8.1889808,NA,0,0
"632","CH231unh1",5,"FRAM",50.7,"live",NA,NA,"NO","","NO","NO","6/23/2020","Camel's Hump SP","CS, ED","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-3-1",NA,0.201885812503151,19.9606407,NA,0,0
"633","CH231unh1",6,"ACSA",36.1,"live",NA,NA,"NO","","NO","NO","6/23/2020","Camel's Hump SP","CS, ED","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-3-1",NA,0.102353874052119,14.2126061,NA,0,0
"634","CH231unh1",7,"BEAL",10.9,"live",NA,NA,"NO","","NO","NO","6/23/2020","Camel's Hump SP","CS, ED","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-3-1",NA,0.00933131557932508,4.2913409,NA,0,0
"635","CH231unh1",8,"BEAL",23.4,"live",NA,NA,"NO","","NO","NO","6/23/2020","Camel's Hump SP","CS, ED","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-3-1",NA,0.0430052618349907,9.2126034,NA,0,0
"636","CH231unh1",9,"FAGR",18.2,"live",NA,NA,"NO","","NO","NO","6/23/2020","Camel's Hump SP","CS, ED","HH","HT","","Camel's Hump State Park","Camel's Hump SP stand 2-3-1",NA,0.0260155287643771,7.1653582,NA,0,0
