"","plot_ID","Stand_name","State","Ownership_cat","Treatment","EAB_present","forest_type","species","small_saplings_tally","large_saplings_tally","all_saplings_tally"
"240","CMSF62unh3","Cardigan Mountain State Forest comp 6 stand 2","NH","public_state","unharvested","yes","NH","BEAL",0,1,1
"241","CMSF62unh4","Cardigan Mountain State Forest comp 6 stand 2","NH","public_state","unharvested","yes","NH","all",9,22,31
"242","CMSF62unh4","Cardigan Mountain State Forest comp 6 stand 2","NH","public_state","unharvested","yes","NH","ACSA",0,1,1
"243","CMSF62unh4","Cardigan Mountain State Forest comp 6 stand 2","NH","public_state","unharvested","yes","NH","FRAM",0,0,0
"244","CMSF62unh4","Cardigan Mountain State Forest comp 6 stand 2","NH","public_state","unharvested","yes","NH","FAGR",0,7,7
"245","CMSF62unh4","Cardigan Mountain State Forest comp 6 stand 2","NH","public_state","unharvested","yes","NH","ACRU",1,1,2
"246","CMSF62unh4","Cardigan Mountain State Forest comp 6 stand 2","NH","public_state","unharvested","yes","NH","BEAL",0,0,0
"247","CWEunh1","Clements Woodlot East","VT","private","unharvested","yes","RNH","all",4,8,12
"248","CWEunh1","Clements Woodlot East","VT","private","unharvested","yes","RNH","ACSA",0,3,3
"249","CWEunh1","Clements Woodlot East","VT","private","unharvested","yes","RNH","FRAM",0,0,0
"250","CWEunh1","Clements Woodlot East","VT","private","unharvested","yes","RNH","FAGR",4,4,8
"251","CWEunh1","Clements Woodlot East","VT","private","unharvested","yes","RNH","ACRU",0,0,0
"252","CWEunh1","Clements Woodlot East","VT","private","unharvested","yes","RNH","BEAL",0,0,0
"253","CWEunh2","Clements Woodlot East","VT","private","unharvested","yes","RNH","all",3,13,16
"254","CWEunh2","Clements Woodlot East","VT","private","unharvested","yes","RNH","ACSA",2,9,11
"255","CWEunh2","Clements Woodlot East","VT","private","unharvested","yes","RNH","FRAM",0,0,0
"256","CWEunh2","Clements Woodlot East","VT","private","unharvested","yes","RNH","FAGR",0,0,0
"257","CWEunh2","Clements Woodlot East","VT","private","unharvested","yes","RNH","ACRU",0,0,0
"258","CWEunh2","Clements Woodlot East","VT","private","unharvested","yes","RNH","BEAL",0,0,0
"259","CWEunh3","Clements Woodlot East","VT","private","unharvested","yes","RNH","all",3,4,7
"260","CWEunh3","Clements Woodlot East","VT","private","unharvested","yes","RNH","ACSA",2,3,5
"261","CWEunh3","Clements Woodlot East","VT","private","unharvested","yes","RNH","FRAM",0,0,0
"262","CWEunh3","Clements Woodlot East","VT","private","unharvested","yes","RNH","FAGR",0,0,0
"263","CWEunh3","Clements Woodlot East","VT","private","unharvested","yes","RNH","ACRU",0,0,0
"264","CWEunh3","Clements Woodlot East","VT","private","unharvested","yes","RNH","BEAL",0,0,0
"265","CWEunh4","Clements Woodlot East","VT","private","unharvested","yes","RNH","all",6,20,26
"266","CWEunh4","Clements Woodlot East","VT","private","unharvested","yes","RNH","ACSA",5,1,6
"267","CWEunh4","Clements Woodlot East","VT","private","unharvested","yes","RNH","FRAM",0,0,0
"268","CWEunh4","Clements Woodlot East","VT","private","unharvested","yes","RNH","FAGR",1,12,13
"269","CWEunh4","Clements Woodlot East","VT","private","unharvested","yes","RNH","ACRU",0,0,0
"270","CWEunh4","Clements Woodlot East","VT","private","unharvested","yes","RNH","BEAL",0,0,0
"271","DHSPgap1","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","all",7,6,13
"272","DHSPgap1","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","ACSA",3,4,7
"273","DHSPgap1","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","FRAM",0,0,0
"274","DHSPgap1","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","FAGR",0,0,0
"275","DHSPgap1","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","ACRU",0,0,0
"276","DHSPgap1","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","BEAL",0,1,1
"277","DHSPgap2","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","all",3,1,4
"278","DHSPgap2","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","ACSA",2,1,3
"279","DHSPgap2","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","FRAM",0,0,0
"280","DHSPgap2","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","FAGR",0,0,0
"281","DHSPgap2","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","ACRU",0,0,0
"282","DHSPgap2","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","BEAL",0,0,0
"283","DHSPgap3","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","all",3,2,5
"284","DHSPgap3","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","ACSA",0,0,0
"285","DHSPgap3","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","FRAM",0,0,0
"286","DHSPgap3","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","FAGR",0,0,0
"287","DHSPgap3","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","ACRU",1,1,2
"288","DHSPgap3","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","BEAL",0,0,0
"289","DHSPmat1","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","all",8,9,17
"290","DHSPmat1","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","ACSA",1,9,10
"291","DHSPmat1","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","FRAM",1,0,1
"292","DHSPmat1","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","FAGR",0,0,0
"293","DHSPmat1","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","ACRU",0,0,0
"294","DHSPmat1","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","BEAL",0,0,0
"295","DHSPmat2","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","all",0,14,14
"296","DHSPmat2","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","ACSA",0,14,14
"297","DHSPmat2","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","FRAM",0,0,0
"298","DHSPmat2","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","FAGR",0,0,0
"299","DHSPmat2","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","ACRU",0,0,0
"300","DHSPmat2","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","BEAL",0,0,0
"301","DHSPmat3","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","all",11,7,18
"302","DHSPmat3","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","ACSA",4,7,11
"303","DHSPmat3","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","FRAM",0,0,0
"304","DHSPmat3","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","FAGR",0,0,0
"305","DHSPmat3","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","ACRU",0,0,0
"306","DHSPmat3","Dennis Hill State Park stand 1","CT","public_state","removal","yes","NH","BEAL",1,0,1
"307","GMAgap1","Alpaca stand 66-30","VT","public_national","regeneration","yes","NH","all",33,36,69
"308","GMAgap1","Alpaca stand 66-30","VT","public_national","regeneration","yes","NH","ACSA",0,0,0
"309","GMAgap1","Alpaca stand 66-30","VT","public_national","regeneration","yes","NH","FRAM",5,0,5
"310","GMAgap1","Alpaca stand 66-30","VT","public_national","regeneration","yes","NH","FAGR",11,17,28
"311","GMAgap1","Alpaca stand 66-30","VT","public_national","regeneration","yes","NH","ACRU",0,0,0
"312","GMAgap1","Alpaca stand 66-30","VT","public_national","regeneration","yes","NH","BEAL",5,10,15
"313","GMAgap2","Alpaca stand 66-30","VT","public_national","regeneration","yes","NH","all",62,14,76
"314","GMAgap2","Alpaca stand 66-30","VT","public_national","regeneration","yes","NH","ACSA",0,0,0
"315","GMAgap2","Alpaca stand 66-30","VT","public_national","regeneration","yes","NH","FRAM",13,0,13
"316","GMAgap2","Alpaca stand 66-30","VT","public_national","regeneration","yes","NH","FAGR",23,14,37
"317","GMAgap2","Alpaca stand 66-30","VT","public_national","regeneration","yes","NH","ACRU",0,0,0
"318","GMAgap2","Alpaca stand 66-30","VT","public_national","regeneration","yes","NH","BEAL",26,0,26
"319","GMAmat1","Alpaca stand 66-30","VT","public_national","regeneration","yes","NH","all",55,5,60
"320","GMAmat1","Alpaca stand 66-30","VT","public_national","regeneration","yes","NH","ACSA",0,2,2
"321","GMAmat1","Alpaca stand 66-30","VT","public_national","regeneration","yes","NH","FRAM",2,0,2
"322","GMAmat1","Alpaca stand 66-30","VT","public_national","regeneration","yes","NH","FAGR",22,3,25
"323","GMAmat1","Alpaca stand 66-30","VT","public_national","regeneration","yes","NH","ACRU",0,0,0
"324","GMAmat1","Alpaca stand 66-30","VT","public_national","regeneration","yes","NH","BEAL",18,0,18
"325","GMAmat2","Alpaca stand 66-30","VT","public_national","regeneration","yes","NH","all",73,10,83
"326","GMAmat2","Alpaca stand 66-30","VT","public_national","regeneration","yes","NH","ACSA",0,0,0
"327","GMAmat2","Alpaca stand 66-30","VT","public_national","regeneration","yes","NH","FRAM",7,0,7
"328","GMAmat2","Alpaca stand 66-30","VT","public_national","regeneration","yes","NH","FAGR",7,5,12
"329","GMAmat2","Alpaca stand 66-30","VT","public_national","regeneration","yes","NH","ACRU",5,0,5
"330","GMAmat2","Alpaca stand 66-30","VT","public_national","regeneration","yes","NH","BEAL",35,0,35
"331","GMCBgap1","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","all",7,7,14
"332","GMCBgap1","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","ACSA",0,0,0
"333","GMCBgap1","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","FRAM",2,0,2
"334","GMCBgap1","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","FAGR",1,6,7
"335","GMCBgap1","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","ACRU",0,0,0
"336","GMCBgap1","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","BEAL",0,0,0
"337","GMCBgap2","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","all",14,6,20
"338","GMCBgap2","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","ACSA",0,1,1
"339","GMCBgap2","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","FRAM",7,0,7
"340","GMCBgap2","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","FAGR",0,5,5
"341","GMCBgap2","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","ACRU",0,0,0
"342","GMCBgap2","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","BEAL",6,0,6
"343","GMCBgap3","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","all",94,3,97
"344","GMCBgap3","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","ACSA",44,0,44
"345","GMCBgap3","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","FRAM",41,0,41
"346","GMCBgap3","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","FAGR",4,3,7
"347","GMCBgap3","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","ACRU",0,0,0
"348","GMCBgap3","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","BEAL",0,0,0
"349","GMCBmat1","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","all",16,9,25
"350","GMCBmat1","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","ACSA",0,0,0
"351","GMCBmat1","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","FRAM",2,0,2
"352","GMCBmat1","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","FAGR",4,9,13
"353","GMCBmat1","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","ACRU",0,0,0
"354","GMCBmat1","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","BEAL",0,0,0
"355","GMCBmat2","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","all",43,14,57
"356","GMCBmat2","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","ACSA",23,5,28
"357","GMCBmat2","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","FRAM",6,0,6
"358","GMCBmat2","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","FAGR",3,4,7
"359","GMCBmat2","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","ACRU",0,0,0
"360","GMCBmat2","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","BEAL",0,0,0
"361","GMCBmat3","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","all",13,14,27
"362","GMCBmat3","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","ACSA",7,0,7
"363","GMCBmat3","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","FRAM",0,0,0
"364","GMCBmat3","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","FAGR",3,4,7
"365","GMCBmat3","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","ACRU",0,0,0
"366","GMCBmat3","Cook Brook stand 62-6","VT","public_national","removal","yes","NH","BEAL",0,0,0
"367","GMMTgap1","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","all",8,4,12
"368","GMMTgap1","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","ACSA",1,3,4
"369","GMMTgap1","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","FRAM",2,0,2
"370","GMMTgap1","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","FAGR",4,0,4
"371","GMMTgap1","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","ACRU",0,0,0
"372","GMMTgap1","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","BEAL",1,1,2
"373","GMMTgap2","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","all",12,0,12
"374","GMMTgap2","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","ACSA",9,0,9
"375","GMMTgap2","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","FRAM",0,0,0
"376","GMMTgap2","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","FAGR",3,0,3
"377","GMMTgap2","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","ACRU",0,0,0
"378","GMMTgap2","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","BEAL",0,0,0
"379","GMMTgap3","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","all",7,0,7
"380","GMMTgap3","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","ACSA",2,0,2
"381","GMMTgap3","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","FRAM",0,0,0
"382","GMMTgap3","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","FAGR",5,0,5
"383","GMMTgap3","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","ACRU",0,0,0
"384","GMMTgap3","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","BEAL",0,0,0
"385","GMMTmat1","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","all",2,10,12
"386","GMMTmat1","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","ACSA",2,1,3
"387","GMMTmat1","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","FRAM",0,3,3
"388","GMMTmat1","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","FAGR",0,0,0
"389","GMMTmat1","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","ACRU",0,0,0
"390","GMMTmat1","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","BEAL",0,5,5
"391","GMMTmat2","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","all",7,1,8
"392","GMMTmat2","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","ACSA",0,0,0
"393","GMMTmat2","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","FRAM",0,0,0
"394","GMMTmat2","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","FAGR",5,0,5
"395","GMMTmat2","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","ACRU",0,0,0
"396","GMMTmat2","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","BEAL",0,0,0
"397","GMMTmat3","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","all",55,1,56
"398","GMMTmat3","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","ACSA",26,1,27
"399","GMMTmat3","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","FRAM",13,0,13
"400","GMMTmat3","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","FAGR",5,0,5
"401","GMMTmat3","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","ACRU",0,0,0
"402","GMMTmat3","Mad Tom stand 58-14","VT","public_national","removal","yes","NH","BEAL",0,0,0
"403","GMRB5unh1","Roaring Brook stand 125-5","VT","public_national","unharvested","yes","NH","all",3,8,11
"404","GMRB5unh1","Roaring Brook stand 125-5","VT","public_national","unharvested","yes","NH","ACSA",0,1,1
"405","GMRB5unh1","Roaring Brook stand 125-5","VT","public_national","unharvested","yes","NH","FRAM",0,0,0
"406","GMRB5unh1","Roaring Brook stand 125-5","VT","public_national","unharvested","yes","NH","FAGR",0,0,0
"407","GMRB5unh1","Roaring Brook stand 125-5","VT","public_national","unharvested","yes","NH","ACRU",0,4,4
"408","GMRB5unh1","Roaring Brook stand 125-5","VT","public_national","unharvested","yes","NH","BEAL",1,3,4
"409","GMRB5unh2","Roaring Brook stand 125-5","VT","public_national","unharvested","yes","NH","all",9,20,29
"410","GMRB5unh2","Roaring Brook stand 125-5","VT","public_national","unharvested","yes","NH","ACSA",0,0,0
"411","GMRB5unh2","Roaring Brook stand 125-5","VT","public_national","unharvested","yes","NH","FRAM",0,0,0
"412","GMRB5unh2","Roaring Brook stand 125-5","VT","public_national","unharvested","yes","NH","FAGR",9,16,25
"413","GMRB5unh2","Roaring Brook stand 125-5","VT","public_national","unharvested","yes","NH","ACRU",0,0,0
"414","GMRB5unh2","Roaring Brook stand 125-5","VT","public_national","unharvested","yes","NH","BEAL",0,0,0
"415","GMRB5unh3","Roaring Brook stand 125-5","VT","public_national","unharvested","yes","NH","all",4,12,16
"416","GMRB5unh3","Roaring Brook stand 125-5","VT","public_national","unharvested","yes","NH","ACSA",0,0,0
"417","GMRB5unh3","Roaring Brook stand 125-5","VT","public_national","unharvested","yes","NH","FRAM",0,0,0
"418","GMRB5unh3","Roaring Brook stand 125-5","VT","public_national","unharvested","yes","NH","FAGR",1,11,12
"419","GMRB5unh3","Roaring Brook stand 125-5","VT","public_national","unharvested","yes","NH","ACRU",0,0,0
"420","GMRB5unh3","Roaring Brook stand 125-5","VT","public_national","unharvested","yes","NH","BEAL",0,0,0
"421","GMRB5unh4","Roaring Brook stand 125-5","VT","public_national","unharvested","yes","NH","all",5,25,30
"422","GMRB5unh4","Roaring Brook stand 125-5","VT","public_national","unharvested","yes","NH","ACSA",0,2,2
"423","GMRB5unh4","Roaring Brook stand 125-5","VT","public_national","unharvested","yes","NH","FRAM",0,0,0
"424","GMRB5unh4","Roaring Brook stand 125-5","VT","public_national","unharvested","yes","NH","FAGR",4,7,11
"425","GMRB5unh4","Roaring Brook stand 125-5","VT","public_national","unharvested","yes","NH","ACRU",1,1,2
"426","GMRB5unh4","Roaring Brook stand 125-5","VT","public_national","unharvested","yes","NH","BEAL",0,10,10
"427","GMRB6unh1","Roaring Brook stand 125-6","VT","public_national","unharvested","yes","NH","all",12,11,23
"428","GMRB6unh1","Roaring Brook stand 125-6","VT","public_national","unharvested","yes","NH","ACSA",0,1,1
"429","GMRB6unh1","Roaring Brook stand 125-6","VT","public_national","unharvested","yes","NH","FRAM",0,0,0
"430","GMRB6unh1","Roaring Brook stand 125-6","VT","public_national","unharvested","yes","NH","FAGR",10,9,19
"431","GMRB6unh1","Roaring Brook stand 125-6","VT","public_national","unharvested","yes","NH","ACRU",0,0,0
"432","GMRB6unh1","Roaring Brook stand 125-6","VT","public_national","unharvested","yes","NH","BEAL",0,0,0
"433","GMRB6unh2","Roaring Brook stand 125-6","VT","public_national","unharvested","yes","NH","all",13,5,18
"434","GMRB6unh2","Roaring Brook stand 125-6","VT","public_national","unharvested","yes","NH","ACSA",0,0,0
"435","GMRB6unh2","Roaring Brook stand 125-6","VT","public_national","unharvested","yes","NH","FRAM",0,0,0
"436","GMRB6unh2","Roaring Brook stand 125-6","VT","public_national","unharvested","yes","NH","FAGR",2,2,4
"437","GMRB6unh2","Roaring Brook stand 125-6","VT","public_national","unharvested","yes","NH","ACRU",0,0,0
"438","GMRB6unh2","Roaring Brook stand 125-6","VT","public_national","unharvested","yes","NH","BEAL",0,0,0
"439","GMRB6unh3","Roaring Brook stand 125-6","VT","public_national","unharvested","yes","NH","all",0,5,5
"440","GMRB6unh3","Roaring Brook stand 125-6","VT","public_national","unharvested","yes","NH","ACSA",0,1,1
"441","GMRB6unh3","Roaring Brook stand 125-6","VT","public_national","unharvested","yes","NH","FRAM",0,0,0
"442","GMRB6unh3","Roaring Brook stand 125-6","VT","public_national","unharvested","yes","NH","FAGR",0,2,2
"443","GMRB6unh3","Roaring Brook stand 125-6","VT","public_national","unharvested","yes","NH","ACRU",0,0,0
"444","GMRB6unh3","Roaring Brook stand 125-6","VT","public_national","unharvested","yes","NH","BEAL",0,0,0
"445","GMRB6unh4","Roaring Brook stand 125-6","VT","public_national","unharvested","yes","NH","all",32,13,45
"446","GMRB6unh4","Roaring Brook stand 125-6","VT","public_national","unharvested","yes","NH","ACSA",0,2,2
"447","GMRB6unh4","Roaring Brook stand 125-6","VT","public_national","unharvested","yes","NH","FRAM",0,0,0
"448","GMRB6unh4","Roaring Brook stand 125-6","VT","public_national","unharvested","yes","NH","FAGR",8,6,14
"449","GMRB6unh4","Roaring Brook stand 125-6","VT","public_national","unharvested","yes","NH","ACRU",0,0,0
"450","GMRB6unh4","Roaring Brook stand 125-6","VT","public_national","unharvested","yes","NH","BEAL",0,0,0
"451","GMSSgap1","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","all",2,1,3
"452","GMSSgap1","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","ACSA",0,0,0
"453","GMSSgap1","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","FRAM",0,0,0
"454","GMSSgap1","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","FAGR",0,0,0
"455","GMSSgap1","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","ACRU",0,0,0
"456","GMSSgap1","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","BEAL",0,1,1
"457","GMSSgap2","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","all",6,6,12
"458","GMSSgap2","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","ACSA",0,6,6
"459","GMSSgap2","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","FRAM",0,0,0
"460","GMSSgap2","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","FAGR",0,0,0
"461","GMSSgap2","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","ACRU",0,0,0
"462","GMSSgap2","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","BEAL",0,0,0
"463","GMSSgap3","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","all",12,2,14
"464","GMSSgap3","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","ACSA",0,1,1
"465","GMSSgap3","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","FRAM",1,0,1
"466","GMSSgap3","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","FAGR",2,0,2
"467","GMSSgap3","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","ACRU",0,0,0
"468","GMSSgap3","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","BEAL",0,0,0
"469","GMSSmat1","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","all",7,1,8
"470","GMSSmat1","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","ACSA",0,1,1
"471","GMSSmat1","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","FRAM",5,0,5
"472","GMSSmat1","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","FAGR",2,0,2
"473","GMSSmat1","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","ACRU",0,0,0
"474","GMSSmat1","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","BEAL",0,0,0
"475","GMSSmat2","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","all",7,1,8
"476","GMSSmat2","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","ACSA",0,1,1
"477","GMSSmat2","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","FRAM",0,0,0
"478","GMSSmat2","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","FAGR",1,0,1
"479","GMSSmat2","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","ACRU",0,0,0
"480","GMSSmat2","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","BEAL",0,0,0
"481","GMSSmat3","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","all",4,2,6
"482","GMSSmat3","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","ACSA",0,1,1
"483","GMSSmat3","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","FRAM",0,0,0
"484","GMSSmat3","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","FAGR",0,0,0
"485","GMSSmat3","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","ACRU",0,0,0
"486","GMSSmat3","Sunnyside stand 63-49","VT","public_national","removal","yes","NH","BEAL",0,1,1
"487","GSF396gap1","Groton State Forest stand 3-9-6","VT","public_state","regeneration","yes","NH","all",11,0,11
"488","GSF396gap1","Groton State Forest stand 3-9-6","VT","public_state","regeneration","yes","NH","ACSA",4,0,4
"489","GSF396gap1","Groton State Forest stand 3-9-6","VT","public_state","regeneration","yes","NH","FRAM",0,0,0
"490","GSF396gap1","Groton State Forest stand 3-9-6","VT","public_state","regeneration","yes","NH","FAGR",0,0,0
"491","GSF396gap1","Groton State Forest stand 3-9-6","VT","public_state","regeneration","yes","NH","ACRU",0,0,0
"492","GSF396gap1","Groton State Forest stand 3-9-6","VT","public_state","regeneration","yes","NH","BEAL",1,0,1
"493","GSF396gap2","Groton State Forest stand 3-9-6","VT","public_state","regeneration","yes","NH","all",21,4,25
"494","GSF396gap2","Groton State Forest stand 3-9-6","VT","public_state","regeneration","yes","NH","ACSA",12,0,12
"495","GSF396gap2","Groton State Forest stand 3-9-6","VT","public_state","regeneration","yes","NH","FRAM",7,0,7
"496","GSF396gap2","Groton State Forest stand 3-9-6","VT","public_state","regeneration","yes","NH","FAGR",0,0,0
"497","GSF396gap2","Groton State Forest stand 3-9-6","VT","public_state","regeneration","yes","NH","ACRU",0,0,0
"498","GSF396gap2","Groton State Forest stand 3-9-6","VT","public_state","regeneration","yes","NH","BEAL",0,0,0
"499","GSF396mat1","Groton State Forest stand 3-9-6","VT","public_state","regeneration","yes","NH","all",31,10,41
"500","GSF396mat1","Groton State Forest stand 3-9-6","VT","public_state","regeneration","yes","NH","ACSA",2,0,2
"501","GSF396mat1","Groton State Forest stand 3-9-6","VT","public_state","regeneration","yes","NH","FRAM",0,0,0
"502","GSF396mat1","Groton State Forest stand 3-9-6","VT","public_state","regeneration","yes","NH","FAGR",3,6,9
"503","GSF396mat1","Groton State Forest stand 3-9-6","VT","public_state","regeneration","yes","NH","ACRU",2,0,2
"504","GSF396mat1","Groton State Forest stand 3-9-6","VT","public_state","regeneration","yes","NH","BEAL",1,0,1
"505","GSF396mat2","Groton State Forest stand 3-9-6","VT","public_state","regeneration","yes","NH","all",8,15,23
"506","GSF396mat2","Groton State Forest stand 3-9-6","VT","public_state","regeneration","yes","NH","ACSA",0,0,0
"507","GSF396mat2","Groton State Forest stand 3-9-6","VT","public_state","regeneration","yes","NH","FRAM",0,0,0
