"species","age","mapcode"
"prunpens","18","5543"
"acerpens","18","5544"
"acersacc","19","5545"
"fagugran","19","5546"
"betualle","19","5547"
"acerrubr","19","5548"
"prunpens","19","5549"
"acerpens","19","5550"
"acersacc","20","5551"
"fagugran","20","5552"
"betualle","20","5553"
"acerrubr","20","5554"
"prunpens","20","5555"
"acerpens","20","5556"
"acersacc","21","5557"
"fagugran","21","5558"
"betualle","21","5559"
"acerrubr","21","5560"
"prunpens","21","5561"
"acerpens","21","5562"
"acersacc","22","5563"
"fagugran","22","5564"
"betualle","22","5565"
"acerrubr","22","5566"
"prunpens","22","5567"
"acerpens","22","5568"
"acersacc","23","5569"
"fagugran","23","5570"
"betualle","23","5571"
"acerrubr","23","5572"
"prunpens","23","5573"
"acerpens","23","5574"
"acersacc","24","5575"
"fagugran","24","5576"
"betualle","24","5577"
"acerrubr","24","5578"
"prunpens","24","5579"
"acerpens","24","5580"
"acersacc","25","5581"
"fagugran","25","5582"
"betualle","25","5583"
"acerrubr","25","5584"
"prunpens","25","5585"
"acerpens","25","5586"
"acersacc","26","5587"
"fagugran","26","5588"
"betualle","26","5589"
"acerrubr","26","5590"
"prunpens","26","5591"
"acerpens","26","5592"
"acersacc","27","5593"
"fagugran","27","5594"
"betualle","27","5595"
"acerrubr","27","5596"
"prunpens","27","5597"
"acerpens","27","5598"
"acersacc","28","5599"
"fagugran","28","5600"
"betualle","28","5601"
"acerrubr","28","5602"
"prunpens","28","5603"
"acerpens","28","5604"
"acersacc","29","5605"
"fagugran","29","5606"
"betualle","29","5607"
"acerrubr","29","5608"
"prunpens","29","5609"
"acerpens","29","5610"
"acersacc","30","5611"
"fagugran","30","5612"
"betualle","30","5613"
"acerrubr","30","5614"
"prunpens","30","5615"
"acerpens","30","5616"
"acersacc","31","5617"
"fagugran","31","5618"
"betualle","31","5619"
"acerrubr","31","5620"
"prunpens","31","5621"
"acerpens","31","5622"
"acersacc","32","5623"
"fagugran","32","5624"
"betualle","32","5625"
"acerrubr","32","5626"
"prunpens","32","5627"
"acerpens","32","5628"
"acersacc","33","5629"
"fagugran","33","5630"
"betualle","33","5631"
"acerrubr","33","5632"
"prunpens","33","5633"
"acerpens","33","5634"
"acersacc","34","5635"
"fagugran","34","5636"
"betualle","34","5637"
"acerrubr","34","5638"
"prunpens","34","5639"
"acerpens","34","5640"
"acersacc","1","5641"
"fagugran","1","5642"
"betualle","1","5643"
"acerpens","1","5644"
"acersacc","2","5645"
"fagugran","2","5646"
"betualle","2","5647"
"acerpens","2","5648"
"acersacc","3","5649"
"fagugran","3","5650"
"betualle","3","5651"
"acerpens","3","5652"
"acersacc","4","5653"
"fagugran","4","5654"
"betualle","4","5655"
"acerpens","4","5656"
"acersacc","5","5657"
"fagugran","5","5658"
"betualle","5","5659"
"acerpens","5","5660"
"acersacc","6","5661"
"fagugran","6","5662"
"betualle","6","5663"
"acerpens","6","5664"
"acersacc","7","5665"
"fagugran","7","5666"
"betualle","7","5667"
"acerpens","7","5668"
"acersacc","8","5669"
"fagugran","8","5670"
"betualle","8","5671"
"acerpens","8","5672"
"acersacc","9","5673"
"fagugran","9","5674"
"betualle","9","5675"
"acerpens","9","5676"
"acersacc","10","5677"
"fagugran","10","5678"
"betualle","10","5679"
"acerpens","10","5680"
"acersacc","11","5681"
"fagugran","11","5682"
"betualle","11","5683"
"acerpens","11","5684"
"acersacc","12","5685"
"fagugran","12","5686"
"betualle","12","5687"
"acerpens","12","5688"
"acersacc","13","5689"
"fagugran","13","5690"
"betualle","13","5691"
"acerpens","13","5692"
"acersacc","14","5693"
"fagugran","14","5694"
"betualle","14","5695"
"acerpens","14","5696"
"acersacc","15","5697"
"fagugran","15","5698"
"betualle","15","5699"
"acerpens","15","5700"
"acersacc","16","5701"
"fagugran","16","5702"
"betualle","16","5703"
"acerpens","16","5704"
"acersacc","17","5705"
"fagugran","17","5706"
"betualle","17","5707"
"acerpens","17","5708"
"acersacc","18","5709"
"fagugran","18","5710"
"betualle","18","5711"
"acerpens","18","5712"
"acersacc","19","5713"
"fagugran","19","5714"
"betualle","19","5715"
"acerpens","19","5716"
"acersacc","20","5717"
"fagugran","20","5718"
"betualle","20","5719"
"acerpens","20","5720"
"acersacc","21","5721"
"fagugran","21","5722"
"betualle","21","5723"
"acerpens","21","5724"
"acersacc","22","5725"
"fagugran","22","5726"
"betualle","22","5727"
"acerpens","22","5728"
"acersacc","23","5729"
"fagugran","23","5730"
"betualle","23","5731"
"acerpens","23","5732"
"acersacc","24","5733"
"fagugran","24","5734"
"betualle","24","5735"
"acerpens","24","5736"
"acersacc","25","5737"
"fagugran","25","5738"
"betualle","25","5739"
"acerpens","25","5740"
"acersacc","26","5741"
"fagugran","26","5742"
"betualle","26","5743"
"acerpens","26","5744"
"acersacc","27","5745"
"fagugran","27","5746"
"betualle","27","5747"
"acerpens","27","5748"
"acersacc","28","5749"
"fagugran","28","5750"
"betualle","28","5751"
"acerpens","28","5752"
"acersacc","29","5753"
"fagugran","29","5754"
"betualle","29","5755"
"acerpens","29","5756"
"acersacc","30","5757"
"fagugran","30","5758"
"betualle","30","5759"
"acerpens","30","5760"
"acersacc","31","5761"
"fagugran","31","5762"
"betualle","31","5763"
"acerpens","31","5764"
"acersacc","32","5765"
"fagugran","32","5766"
"betualle","32","5767"
"acerpens","32","5768"
"acersacc","33","5769"
"fagugran","33","5770"
"betualle","33","5771"
"acerpens","33","5772"
"acersacc","34","5773"
"fagugran","34","5774"
"betualle","34","5775"
"acerpens","34","5776"
"acersacc","1","5777"
"abiebals","1","5778"
"acerrubr","1","5779"
"pinustro","1","5780"
"fagugran","1","5781"
"betualle","1","5782"
"prunsero","1","5783"
"thujocci","1","5784"
"acersacc","2","5785"
"abiebals","2","5786"
"acerrubr","2","5787"
"pinustro","2","5788"
"fagugran","2","5789"
"betualle","2","5790"
"prunsero","2","5791"
"thujocci","2","5792"
"acersacc","3","5793"
"abiebals","3","5794"
"acerrubr","3","5795"
"pinustro","3","5796"
"fagugran","3","5797"
"betualle","3","5798"
"prunsero","3","5799"
"thujocci","3","5800"
"acersacc","4","5801"
"abiebals","4","5802"
"acerrubr","4","5803"
"pinustro","4","5804"
"fagugran","4","5805"
"betualle","4","5806"
"prunsero","4","5807"
"thujocci","4","5808"
"acersacc","5","5809"
"abiebals","5","5810"
"acerrubr","5","5811"
"pinustro","5","5812"
"fagugran","5","5813"
"betualle","5","5814"
"prunsero","5","5815"
"thujocci","5","5816"
"acersacc","6","5817"
"abiebals","6","5818"
"acerrubr","6","5819"
"pinustro","6","5820"
"fagugran","6","5821"
"betualle","6","5822"
"prunsero","6","5823"
"thujocci","6","5824"
"acersacc","7","5825"
"abiebals","7","5826"
"acerrubr","7","5827"
"pinustro","7","5828"
"fagugran","7","5829"
"betualle","7","5830"
"prunsero","7","5831"
"thujocci","7","5832"
"acersacc","8","5833"
"abiebals","8","5834"
"acerrubr","8","5835"
"pinustro","8","5836"
"fagugran","8","5837"
"betualle","8","5838"
"prunsero","8","5839"
"thujocci","8","5840"
"acersacc","9","5841"
"abiebals","9","5842"
"acerrubr","9","5843"
"pinustro","9","5844"
"fagugran","9","5845"
"betualle","9","5846"
"prunsero","9","5847"
"thujocci","9","5848"
"acersacc","10","5849"
"abiebals","10","5850"
"acerrubr","10","5851"
"pinustro","10","5852"
"fagugran","10","5853"
"betualle","10","5854"
"prunsero","10","5855"
"thujocci","10","5856"
"acersacc","11","5857"
"abiebals","11","5858"
"acerrubr","11","5859"
"pinustro","11","5860"
"fagugran","11","5861"
"betualle","11","5862"
"prunsero","11","5863"
"thujocci","11","5864"
"acersacc","12","5865"
"abiebals","12","5866"
"acerrubr","12","5867"
"pinustro","12","5868"
"fagugran","12","5869"
"betualle","12","5870"
"prunsero","12","5871"
"thujocci","12","5872"
"acersacc","13","5873"
"abiebals","13","5874"
"acerrubr","13","5875"
"pinustro","13","5876"
"fagugran","13","5877"
"betualle","13","5878"
"prunsero","13","5879"
"thujocci","13","5880"
"acersacc","14","5881"
"abiebals","14","5882"
"acerrubr","14","5883"
"pinustro","14","5884"
"fagugran","14","5885"
"betualle","14","5886"
"prunsero","14","5887"
"thujocci","14","5888"
"acersacc","15","5889"
"abiebals","15","5890"
"acerrubr","15","5891"
"pinustro","15","5892"
"fagugran","15","5893"
"betualle","15","5894"
"prunsero","15","5895"
"thujocci","15","5896"
"acersacc","16","5897"
"abiebals","16","5898"
"acerrubr","16","5899"
"pinustro","16","5900"
"fagugran","16","5901"
"betualle","16","5902"
"prunsero","16","5903"
"thujocci","16","5904"
"acersacc","17","5905"
"abiebals","17","5906"
"acerrubr","17","5907"
"pinustro","17","5908"
"fagugran","17","5909"
"betualle","17","5910"
"prunsero","17","5911"
"thujocci","17","5912"
"acersacc","18","5913"
"abiebals","18","5914"
"acerrubr","18","5915"
"pinustro","18","5916"
"fagugran","18","5917"
"betualle","18","5918"
"prunsero","18","5919"
"thujocci","18","5920"
"acersacc","19","5921"
"abiebals","19","5922"
"acerrubr","19","5923"
"pinustro","19","5924"
"fagugran","19","5925"
"betualle","19","5926"
"prunsero","19","5927"
"thujocci","19","5928"
"acersacc","20","5929"
"abiebals","20","5930"
"acerrubr","20","5931"
"pinustro","20","5932"
"fagugran","20","5933"
"betualle","20","5934"
"prunsero","20","5935"
"thujocci","20","5936"
"acersacc","21","5937"
"abiebals","21","5938"
"acerrubr","21","5939"
"pinustro","21","5940"
"fagugran","21","5941"
"betualle","21","5942"
"prunsero","21","5943"
"thujocci","21","5944"
"acersacc","22","5945"
"abiebals","22","5946"
"acerrubr","22","5947"
"pinustro","22","5948"
"fagugran","22","5949"
"betualle","22","5950"
"prunsero","22","5951"
"thujocci","22","5952"
"acersacc","23","5953"
"abiebals","23","5954"
"acerrubr","23","5955"
"pinustro","23","5956"
"fagugran","23","5957"
"betualle","23","5958"
"prunsero","23","5959"
"thujocci","23","5960"
"acersacc","24","5961"
"abiebals","24","5962"
"acerrubr","24","5963"
"pinustro","24","5964"
"fagugran","24","5965"
"betualle","24","5966"
"prunsero","24","5967"
"thujocci","24","5968"
"acersacc","25","5969"
"abiebals","25","5970"
"acerrubr","25","5971"
"pinustro","25","5972"
"fagugran","25","5973"
"betualle","25","5974"
"prunsero","25","5975"
"thujocci","25","5976"
"acersacc","26","5977"
"abiebals","26","5978"
"acerrubr","26","5979"
"pinustro","26","5980"
"fagugran","26","5981"
"betualle","26","5982"
"prunsero","26","5983"
"thujocci","26","5984"
"acersacc","27","5985"
"abiebals","27","5986"
"acerrubr","27","5987"
"pinustro","27","5988"
"fagugran","27","5989"
"betualle","27","5990"
"prunsero","27","5991"
"thujocci","27","5992"
"acersacc","28","5993"
"abiebals","28","5994"
"acerrubr","28","5995"
"pinustro","28","5996"
"fagugran","28","5997"
"betualle","28","5998"
"prunsero","28","5999"
"thujocci","28","6000"
"acersacc","29","6001"
"abiebals","29","6002"
"acerrubr","29","6003"
"pinustro","29","6004"
"fagugran","29","6005"
"betualle","29","6006"
"prunsero","29","6007"
"thujocci","29","6008"
"acersacc","30","6009"
"abiebals","30","6010"
"acerrubr","30","6011"
"pinustro","30","6012"
"fagugran","30","6013"
"betualle","30","6014"
"prunsero","30","6015"
"thujocci","30","6016"
"acersacc","31","6017"
"abiebals","31","6018"
"acerrubr","31","6019"
"pinustro","31","6020"
"fagugran","31","6021"
"betualle","31","6022"
"prunsero","31","6023"
"thujocci","31","6024"
"acersacc","32","6025"
"abiebals","32","6026"
"acerrubr","32","6027"
"pinustro","32","6028"
"fagugran","32","6029"
"betualle","32","6030"
"prunsero","32","6031"
"thujocci","32","6032"
"acersacc","33","6033"
"abiebals","33","6034"
"acerrubr","33","6035"
"pinustro","33","6036"
"fagugran","33","6037"
"betualle","33","6038"
"prunsero","33","6039"
"thujocci","33","6040"
"acersacc","34","6041"
"abiebals","34","6042"
"acerrubr","34","6043"
"pinustro","34","6044"
"fagugran","34","6045"
"betualle","34","6046"
"prunsero","34","6047"
"thujocci","34","6048"
"acersacc","1","6049"
"acerrubr","1","6050"
"tsugcana","1","6051"
"fraxamer","1","6052"
"querrubr","1","6053"
"pinustro","1","6054"
"acersacc","2","6055"
"acerrubr","2","6056"
"tsugcana","2","6057"
"fraxamer","2","6058"
"querrubr","2","6059"
"pinustro","2","6060"
"acersacc","3","6061"
"acerrubr","3","6062"
"tsugcana","3","6063"
"fraxamer","3","6064"
"querrubr","3","6065"
"pinustro","3","6066"
"acersacc","4","6067"
"acerrubr","4","6068"
"tsugcana","4","6069"
"fraxamer","4","6070"
"querrubr","4","6071"
"pinustro","4","6072"
"acersacc","5","6073"
"acerrubr","5","6074"
"tsugcana","5","6075"
"fraxamer","5","6076"
"querrubr","5","6077"
"pinustro","5","6078"
"acersacc","6","6079"
"acerrubr","6","6080"
"tsugcana","6","6081"
"fraxamer","6","6082"
"querrubr","6","6083"
"pinustro","6","6084"
"acersacc","7","6085"
"acerrubr","7","6086"
"tsugcana","7","6087"
"fraxamer","7","6088"
"querrubr","7","6089"
"pinustro","7","6090"
"acersacc","8","6091"
"acerrubr","8","6092"
"tsugcana","8","6093"
"fraxamer","8","6094"
"querrubr","8","6095"
"pinustro","8","6096"
"acersacc","9","6097"
"acerrubr","9","6098"
"tsugcana","9","6099"
"fraxamer","9","6100"
"querrubr","9","6101"
"pinustro","9","6102"
"acersacc","10","6103"
"acerrubr","10","6104"
"tsugcana","10","6105"
"fraxamer","10","6106"
"querrubr","10","6107"
"pinustro","10","6108"
"acersacc","11","6109"
"acerrubr","11","6110"
"tsugcana","11","6111"
"fraxamer","11","6112"
"querrubr","11","6113"
"pinustro","11","6114"
"acersacc","12","6115"
"acerrubr","12","6116"
"tsugcana","12","6117"
"fraxamer","12","6118"
"querrubr","12","6119"
"pinustro","12","6120"
"acersacc","13","6121"
"acerrubr","13","6122"
"tsugcana","13","6123"
"fraxamer","13","6124"
"querrubr","13","6125"
"pinustro","13","6126"
"acersacc","14","6127"
"acerrubr","14","6128"
"tsugcana","14","6129"
"fraxamer","14","6130"
"querrubr","14","6131"
"pinustro","14","6132"
"acersacc","15","6133"
"acerrubr","15","6134"
"tsugcana","15","6135"
"fraxamer","15","6136"
"querrubr","15","6137"
"pinustro","15","6138"
"acersacc","16","6139"
"acerrubr","16","6140"
"tsugcana","16","6141"
"fraxamer","16","6142"
"querrubr","16","6143"
"pinustro","16","6144"
"acersacc","17","6145"
"acerrubr","17","6146"
"tsugcana","17","6147"
"fraxamer","17","6148"
"querrubr","17","6149"
"pinustro","17","6150"
"acersacc","18","6151"
"acerrubr","18","6152"
"tsugcana","18","6153"
"fraxamer","18","6154"
"querrubr","18","6155"
"pinustro","18","6156"
"acersacc","19","6157"
"acerrubr","19","6158"
"tsugcana","19","6159"
"fraxamer","19","6160"
"querrubr","19","6161"
"pinustro","19","6162"
"acersacc","20","6163"
"acerrubr","20","6164"
"tsugcana","20","6165"
"fraxamer","20","6166"
"querrubr","20","6167"
"pinustro","20","6168"
"acersacc","21","6169"
"acerrubr","21","6170"
"tsugcana","21","6171"
"fraxamer","21","6172"
"querrubr","21","6173"
"pinustro","21","6174"
"acersacc","22","6175"
"acerrubr","22","6176"
"tsugcana","22","6177"
"fraxamer","22","6178"
"querrubr","22","6179"
"pinustro","22","6180"
"acersacc","23","6181"
"acerrubr","23","6182"
"tsugcana","23","6183"
"fraxamer","23","6184"
"querrubr","23","6185"
"pinustro","23","6186"
"acersacc","24","6187"
"acerrubr","24","6188"
"tsugcana","24","6189"
"fraxamer","24","6190"
"querrubr","24","6191"
"pinustro","24","6192"
"acersacc","25","6193"
"acerrubr","25","6194"
"tsugcana","25","6195"
"fraxamer","25","6196"
"querrubr","25","6197"
"pinustro","25","6198"
"acersacc","26","6199"
"acerrubr","26","6200"
"tsugcana","26","6201"
"fraxamer","26","6202"
"querrubr","26","6203"
"pinustro","26","6204"
"acersacc","27","6205"
"acerrubr","27","6206"
"tsugcana","27","6207"
"fraxamer","27","6208"
"querrubr","27","6209"
"pinustro","27","6210"
"acersacc","28","6211"
"acerrubr","28","6212"
"tsugcana","28","6213"
"fraxamer","28","6214"
"querrubr","28","6215"
"pinustro","28","6216"
"acersacc","29","6217"
"acerrubr","29","6218"
"tsugcana","29","6219"
"fraxamer","29","6220"
"querrubr","29","6221"
"pinustro","29","6222"
"acersacc","30","6223"
"acerrubr","30","6224"
"tsugcana","30","6225"
"fraxamer","30","6226"
"querrubr","30","6227"
"pinustro","30","6228"
"acersacc","31","6229"
"acerrubr","31","6230"
"tsugcana","31","6231"
"fraxamer","31","6232"
"querrubr","31","6233"
"pinustro","31","6234"
"acersacc","32","6235"
"acerrubr","32","6236"
"tsugcana","32","6237"
"fraxamer","32","6238"
"querrubr","32","6239"
"pinustro","32","6240"
"acersacc","33","6241"
"acerrubr","33","6242"
"tsugcana","33","6243"
"fraxamer","33","6244"
"querrubr","33","6245"
"pinustro","33","6246"
"acersacc","34","6247"
"acerrubr","34","6248"
"tsugcana","34","6249"
"fraxamer","34","6250"
"querrubr","34","6251"
"pinustro","34","6252"
"acersacc","1","6253"
"fraxamer","1","6254"
"betualle","1","6255"
"acerrubr","1","6256"
"acersacc","2","6257"
"fraxamer","2","6258"
"betualle","2","6259"
"acerrubr","2","6260"
"acersacc","3","6261"
"fraxamer","3","6262"
"betualle","3","6263"
"acerrubr","3","6264"
"acersacc","4","6265"
"fraxamer","4","6266"
"betualle","4","6267"
"acerrubr","4","6268"
"acersacc","5","6269"
"fraxamer","5","6270"
"betualle","5","6271"
"acerrubr","5","6272"
"acersacc","6","6273"
"fraxamer","6","6274"
"betualle","6","6275"
"acerrubr","6","6276"
"acersacc","7","6277"
"fraxamer","7","6278"
"betualle","7","6279"
"acerrubr","7","6280"
"acersacc","8","6281"
"fraxamer","8","6282"
"betualle","8","6283"
"acerrubr","8","6284"
"acersacc","9","6285"
"fraxamer","9","6286"
"betualle","9","6287"
"acerrubr","9","6288"
"acersacc","10","6289"
"fraxamer","10","6290"
"betualle","10","6291"
"acerrubr","10","6292"
"acersacc","11","6293"
"fraxamer","11","6294"
"betualle","11","6295"
"acerrubr","11","6296"
"acersacc","12","6297"
"fraxamer","12","6298"
"betualle","12","6299"
"acerrubr","12","6300"
"acersacc","13","6301"
"fraxamer","13","6302"
"betualle","13","6303"
"acerrubr","13","6304"
"acersacc","14","6305"
"fraxamer","14","6306"
"betualle","14","6307"
"acerrubr","14","6308"
"acersacc","15","6309"
"fraxamer","15","6310"
"betualle","15","6311"
"acerrubr","15","6312"
"acersacc","16","6313"
"fraxamer","16","6314"
"betualle","16","6315"
"acerrubr","16","6316"
"acersacc","17","6317"
"fraxamer","17","6318"
"betualle","17","6319"
"acerrubr","17","6320"
"acersacc","18","6321"
"fraxamer","18","6322"
"betualle","18","6323"
"acerrubr","18","6324"
"acersacc","19","6325"
"fraxamer","19","6326"
"betualle","19","6327"
"acerrubr","19","6328"
"acersacc","20","6329"
"fraxamer","20","6330"
"betualle","20","6331"
"acerrubr","20","6332"
"acersacc","21","6333"
"fraxamer","21","6334"
"betualle","21","6335"
"acerrubr","21","6336"
"acersacc","22","6337"
"fraxamer","22","6338"
"betualle","22","6339"
"acerrubr","22","6340"
"acersacc","23","6341"
"fraxamer","23","6342"
"betualle","23","6343"
"acerrubr","23","6344"
"acersacc","24","6345"
"fraxamer","24","6346"
"betualle","24","6347"
"acerrubr","24","6348"
"acersacc","25","6349"
"fraxamer","25","6350"
"betualle","25","6351"
"acerrubr","25","6352"
"acersacc","26","6353"
"fraxamer","26","6354"
"betualle","26","6355"
"acerrubr","26","6356"
