"","stand","num_plots","num_ash_plots","prop_ash"
"9369",10266973,438,103,0.235159817351598
"9371",10266935,163,38,0.233128834355828
"9378",60060252,64,25,0.390625
"9379",10060494,239,52,0.217573221757322
"9383",10060217,59,11,0.186440677966102
"9390",50153692,80,23,0.2875
"9391",10060235,64,14,0.21875
"9393",20060228,1486,576,0.387617765814266
"9394",10266682,69,21,0.304347826086957
"9396",60266936,47,11,0.234042553191489
"9402",20060236,324,186,0.574074074074074
"9403",10060238,124,32,0.258064516129032
"9406",10153020,76,20,0.263157894736842
"9407",50209696,97,30,0.309278350515464
"9410",10061983,212,33,0.155660377358491
"9419",50209916,120,32,0.266666666666667
"9422",10209733,371,125,0.336927223719677
"9423",20061980,165,71,0.43030303030303
"9425",10060322,80,13,0.1625
"9426",20062028,393,157,0.399491094147583
"9427",20137782,212,135,0.636792452830189
"9429",10266975,472,278,0.588983050847458
"9431",10143959,77,19,0.246753246753247
"9433",50210192,108,47,0.435185185185185
"9434",10060403,50,9,0.18
"9438",60143128,45,25,0.555555555555556
"9440",50216216,406,144,0.354679802955665
"9441",60210000,155,48,0.309677419354839
"9442",20209952,90,38,0.422222222222222
"9443",10060317,217,74,0.341013824884793
"9449",20209876,55,18,0.327272727272727
"9451",10266273,46,15,0.326086956521739
"9454",50210000,378,118,0.312169312169312
"9456",20060336,178,53,0.297752808988764
"9457",10062015,50,15,0.3
"9461",50210020,53,26,0.490566037735849
"9463",60209732,64,28,0.4375
"9465",20228558,1057,524,0.495742667928098
"9468",50209848,552,231,0.418478260869565
"9469",10060390,70,12,0.171428571428571
"9477",10142807,48,12,0.25
"9484",10060110,773,166,0.214747736093144
"9486",10264839,362,70,0.193370165745856
"9490",10144130,58,16,0.275862068965517
"9492",60209816,60,27,0.45
"9497",20060422,444,231,0.52027027027027
"9500",10143446,265,102,0.384905660377359
"9501",10144316,830,309,0.372289156626506
"9504",50209816,300,110,0.366666666666667
"9506",10060506,104,33,0.317307692307692
"9507",10060120,433,86,0.198614318706697
"9511",10143460,51,13,0.254901960784314
"9512",10142743,300,54,0.18
"9513",10142949,85,21,0.247058823529412
"9515",50209872,163,62,0.380368098159509
"9516",50216200,424,179,0.422169811320755
"9517",20209732,248,122,0.491935483870968
"9518",10062041,67,11,0.164179104477612
"9522",10144004,188,34,0.180851063829787
"9526",20060476,504,198,0.392857142857143
"9529",10143127,172,36,0.209302325581395
"9536",10143463,78,12,0.153846153846154
"9540",50209708,3962,1598,0.403331650681474
"9541",10060188,223,46,0.20627802690583
"9545",50209788,131,30,0.229007633587786
"9546",60209872,67,21,0.313432835820896
"9547",50210136,657,233,0.354642313546423
"9548",10060266,218,42,0.192660550458716
"9550",20264994,504,160,0.317460317460317
"9554",10142947,89,22,0.247191011235955
"9560",20060990,352,92,0.261363636363636
"9563",10266788,56,20,0.357142857142857
"9568",10209999,654,316,0.483180428134557
"9573",10143992,107,24,0.224299065420561
"9578",20060264,502,215,0.428286852589641
"9579",20061984,83,16,0.192771084337349
"9580",20229932,973,422,0.433710174717369
"9582",10264994,595,130,0.218487394957983
"9584",10264898,418,204,0.488038277511962
"9592",10143550,251,124,0.49402390438247
"9595",50210116,1545,763,0.493851132686084
"9596",20209664,547,114,0.208409506398537
"9600",10143132,87,26,0.298850574712644
"9602",60143960,51,11,0.215686274509804
"9606",20060172,128,31,0.2421875
"9608",10060932,238,69,0.289915966386555
"9609",10060150,115,24,0.208695652173913
"9614",10143496,54,14,0.259259259259259
"9620",10060426,700,238,0.34
"9622",10137770,541,132,0.243992606284658
"9623",10264866,186,80,0.43010752688172
"9626",10144115,360,140,0.388888888888889
"9628",10142748,125,27,0.216
"9630",50209968,153,58,0.379084967320261
"9632",20060924,1713,708,0.413309982486865
"9637",10143506,79,22,0.278481012658228
"9639",10144236,166,43,0.259036144578313
"9647",10142855,60,19,0.316666666666667
"9653",20060120,187,66,0.352941176470588
"9655",10142992,74,17,0.22972972972973
"9657",50209792,229,91,0.397379912663755
"9665",10142872,1855,659,0.355256064690027
"9667",60210120,77,21,0.272727272727273
"9668",50209976,148,54,0.364864864864865
"9669",60060168,49,10,0.204081632653061
"9671",20060344,1194,504,0.422110552763819
"9675",50209776,294,111,0.377551020408163
"9676",10060194,365,76,0.208219178082192
"9679",10144247,168,51,0.303571428571429
"9682",10143376,68,21,0.308823529411765
"9685",60216196,116,38,0.327586206896552
"9688",20210000,8512,2961,0.347861842105263
"9689",20060466,154,38,0.246753246753247
"9691",10060283,92,19,0.206521739130435
"9692",20229928,1738,631,0.363060989643268
"9693",10264824,514,98,0.190661478599222
"9696",10266770,160,55,0.34375
"9699",60209836,74,22,0.297297297297297
"9701",10060349,97,18,0.185567010309278
"9711",50209624,177,71,0.401129943502825
"9716",10060167,314,60,0.191082802547771
"9717",60060192,64,12,0.1875
"9719",10264794,144,66,0.458333333333333
"9728",20061986,147,42,0.285714285714286
"9734",10264869,169,72,0.42603550295858
"9735",10142745,86,29,0.337209302325581
"9745",10142905,99,28,0.282828282828283
"9747",20060284,60,17,0.283333333333333
"9753",10062008,467,116,0.248394004282655
"9754",10060103,65,12,0.184615384615385
"9758",10143572,191,48,0.25130890052356
"9762",50209648,77,22,0.285714285714286
"9763",50210092,1177,217,0.184367034834325
"9765",20227592,349,168,0.481375358166189
"9769",10142772,886,338,0.381489841986456
"9774",60216212,46,22,0.478260869565217
"9777",10266683,788,177,0.224619289340102
"9778",10267045,346,70,0.202312138728324
"9780",10210014,74,32,0.432432432432432
"9795",10143500,121,54,0.446280991735537
"9798",50209764,54,22,0.407407407407407
"9801",10209945,549,210,0.382513661202186
"9802",10266930,181,35,0.193370165745856
"9806",10144113,105,36,0.342857142857143
"9807",10143350,83,25,0.301204819277108
"9808",60209736,56,27,0.482142857142857
"9813",60209944,176,68,0.386363636363636
"9816",10264885,133,33,0.24812030075188
"9817",10213286,50,15,0.3
"9821",10143129,406,180,0.443349753694581
"9829",10143025,580,118,0.203448275862069
"9836",60210092,199,32,0.160804020100503
"9839",20229962,613,164,0.267536704730832
"9840",20317812,52,19,0.365384615384615
"9848",20209708,9286,3822,0.411587335774284
"9849",20060132,95,26,0.273684210526316
"9851",10137779,132,26,0.196969696969697
"9854",10143076,247,47,0.190283400809717
"9857",60143048,45,10,0.222222222222222
"9859",50209804,85,33,0.388235294117647
"9865",10143071,126,37,0.293650793650794
"9866",10142997,702,231,0.329059829059829
"9869",10060179,180,31,0.172222222222222
"9872",10266998,45,8,0.177777777777778
"9879",10264793,65,17,0.261538461538462
"9880",10144216,240,54,0.225
"9883",50210016,90,35,0.388888888888889
"9889",50209736,195,80,0.41025641025641
"9891",10062098,138,29,0.210144927536232
"9894",10266941,131,48,0.366412213740458
"9895",10143462,333,74,0.222222222222222
"9898",10210165,106,35,0.330188679245283
"9899",50210164,78,30,0.384615384615385
"9903",50209852,166,54,0.325301204819277
"9904",20060232,53,8,0.150943396226415
"9906",20228480,822,202,0.245742092457421
"9923",60210200,47,21,0.446808510638298
"9925",50209652,55,22,0.4
"9930",10266971,69,15,0.217391304347826
"9934",50210124,1246,558,0.447833065810594
"9936",50210200,308,92,0.298701298701299
"9937",60209984,91,28,0.307692307692308
"9944",10266651,169,39,0.230769230769231
"9947",60209988,51,10,0.196078431372549
"9954",10060453,145,25,0.172413793103448
"9955",20060464,438,144,0.328767123287671
"9960",10228413,82,13,0.158536585365854
"9965",50209988,238,64,0.26890756302521
"9966",20209944,624,264,0.423076923076923
"9971",10060271,990,192,0.193939393939394
"9973",20228428,555,153,0.275675675675676
"9979",10143617,821,416,0.506699147381242
"9980",60210124,95,42,0.442105263157895
"9985",20229966,99,27,0.272727272727273
"9988",10142828,58,19,0.327586206896552
"9993",20060428,360,176,0.488888888888889
"9997",20060288,1634,567,0.347001223990208
"10006",20060448,218,52,0.238532110091743
"10007",10060142,72,13,0.180555555555556
"10009",10060392,264,75,0.284090909090909
"10010",20227650,55,21,0.381818181818182
"10011",10266965,405,96,0.237037037037037
"10013",10144064,75,16,0.213333333333333
"10018",50210096,855,364,0.425730994152047
"10019",60210112,120,37,0.308333333333333
"10020",10060933,48,10,0.208333333333333
"10022",20060346,48,9,0.1875
"10024",10229884,175,30,0.171428571428571
"10027",60210096,62,22,0.354838709677419
"10029",10076357,439,134,0.305239179954442
"10031",10060280,195,63,0.323076923076923
"10032",10062067,241,44,0.182572614107884
"10038",10209687,76,14,0.184210526315789
"10041",20060492,82,27,0.329268292682927
"10042",20060308,636,136,0.213836477987421
"10044",10062063,70,25,0.357142857142857
"10045",20062068,686,134,0.19533527696793
"10047",10266702,48,16,0.333333333333333
"10049",10143963,234,42,0.179487179487179
"10050",10143976,83,15,0.180722891566265
"10053",50209724,255,112,0.43921568627451
"10056",10266827,99,30,0.303030303030303
"10057",10266708,317,62,0.195583596214511
"10063",10143066,361,127,0.351800554016621
"10067",50210036,89,28,0.314606741573034
"10072",10142962,293,113,0.385665529010239
"10075",10264998,51,11,0.215686274509804
"10077",10142950,355,90,0.253521126760563
"10081",10060275,176,39,0.221590909090909
"10089",10142765,47,20,0.425531914893617
"10090",10142975,444,110,0.247747747747748
"10094",60227648,72,26,0.361111111111111
"10097",10264903,45,12,0.266666666666667
"10099",10266704,364,119,0.326923076923077
"10103",20060968,1355,407,0.300369003690037
"10105",10227616,78,12,0.153846153846154
"10108",10142998,196,79,0.403061224489796
"10110",10209602,59,19,0.322033898305085
"10113",10061930,100,26,0.26
"10114",10062051,201,56,0.278606965174129
"10123",10209807,139,48,0.345323741007194
"10124",20062060,176,74,0.420454545454545
"10127",10062012,72,20,0.277777777777778
"10128",60317812,709,223,0.314527503526093
"10133",10143578,117,37,0.316239316239316
"10135",10060306,328,91,0.277439024390244
"10139",60265000,82,15,0.182926829268293
"10140",50142756,48,10,0.208333333333333
"10144",10061952,54,21,0.388888888888889
"10145",60227768,52,16,0.307692307692308
"10150",10266882,234,69,0.294871794871795
"10151",10264867,58,21,0.362068965517241
"10154",10143624,203,69,0.339901477832512
"10160",60076356,106,22,0.207547169811321
"10161",10060307,408,185,0.45343137254902
"10164",10060257,249,61,0.244979919678715
"10165",60229960,74,14,0.189189189189189
"10166",20227770,136,28,0.205882352941176
"10169",60227728,93,24,0.258064516129032
"10179",60138596,909,300,0.33003300330033
"10180",60227692,55,18,0.327272727272727
"10181",20229958,195,56,0.287179487179487
"10183",60229980,81,23,0.283950617283951
"10192",10060170,70,27,0.385714285714286
"10194",10264953,84,13,0.154761904761905
"10195",10264851,303,67,0.221122112211221
"10199",10143339,64,15,0.234375
"10205",50209744,140,53,0.378571428571429
"10206",60076760,97,19,0.195876288659794
"10207",20060956,47,16,0.340425531914894
"10209",10060169,70,18,0.257142857142857
"10213",10143092,654,214,0.327217125382263
"10216",10076758,57,19,0.333333333333333
"10219",10060173,707,112,0.158415841584158
"10224",20076356,68,28,0.411764705882353
"10225",10060356,135,61,0.451851851851852
"10227",10061938,74,14,0.189189189189189
"10228",20229904,909,283,0.311331133113311
"10230",10264954,88,36,0.409090909090909
"10233",50209672,267,156,0.584269662921348
"10237",20060356,45,13,0.288888888888889
"10239",10061959,80,18,0.225
"10242",10143544,275,58,0.210909090909091
"10243",10143455,91,39,0.428571428571429
"10246",10142822,78,23,0.294871794871795
"10247",10144148,70,12,0.171428571428571
"10251",10317813,143,32,0.223776223776224
"10252",10227630,758,176,0.232189973614776
"10253",10228458,282,53,0.187943262411348
"10254",10264952,590,120,0.203389830508475
"10256",50143608,93,24,0.258064516129032
"10259",10060320,68,13,0.191176470588235
"10269",20076188,657,260,0.395738203957382
"10271",10076467,48,16,0.333333333333333
"10273",10061960,113,23,0.20353982300885
"10274",20227768,47,8,0.170212765957447
"10275",20229868,386,71,0.183937823834197
"10282",10142794,206,44,0.213592233009709
"10285",10143620,288,160,0.555555555555556
"10289",10060939,234,87,0.371794871794872
"10291",20060480,228,65,0.285087719298246
"10292",10264990,80,22,0.275
"10293",50210188,121,63,0.520661157024793
"10301",50142792,159,81,0.509433962264151
"10303",50209752,211,59,0.279620853080569
"10304",20209656,1071,434,0.405228758169935
"10305",60076652,52,23,0.442307692307692
"10306",10060362,156,97,0.621794871794872
"10309",10061999,165,30,0.181818181818182
"10311",60229860,60,19,0.316666666666667
"10315",10144098,542,140,0.25830258302583
"10319",10076653,117,26,0.222222222222222
"10321",10076626,362,112,0.30939226519337
"10323",10060944,444,113,0.254504504504505
"10329",10266976,632,164,0.259493670886076
"10332",10143033,47,16,0.340425531914894
"10333",10144185,77,30,0.38961038961039
"10337",60228536,49,15,0.306122448979592
"10338",60227592,49,15,0.306122448979592
"10339",10266924,71,18,0.253521126760563
"10342",10076484,56,19,0.339285714285714
"10343",20060468,266,83,0.31203007518797
"10345",20229976,1362,355,0.26064610866373
"10350",10144129,64,32,0.5
"10351",10210043,131,54,0.412213740458015
"10352",50209984,853,304,0.356389214536929
"10353",50210120,69,29,0.420289855072464
"10354",20229822,48,10,0.208333333333333
"10355",20229380,74,17,0.22972972972973
"10358",50209728,152,45,0.296052631578947
"10364",10137757,760,225,0.296052631578947
"10373",60076276,45,22,0.488888888888889
"10378",60060288,122,46,0.377049180327869
"10382",10143996,113,28,0.247787610619469
"10384",10060515,5286,1093,0.206772606886114
"10385",20229892,180,48,0.266666666666667
"10386",60227632,75,22,0.293333333333333
"10387",10144094,283,62,0.219081272084806
"10388",10144225,59,14,0.23728813559322
"10390",10143090,467,198,0.423982869379015
"10393",10142796,578,175,0.302768166089965
"10395",50209596,162,91,0.561728395061728
"10398",10227693,486,122,0.251028806584362
"10401",10144038,46,12,0.260869565217391
"10403",10143337,719,264,0.367176634214186
"10404",20076558,128,52,0.40625
"10406",20060392,439,180,0.41002277904328
"10407",10060934,93,18,0.193548387096774
"10409",10267002,50,9,0.18
"10411",10142757,122,62,0.508196721311475
"10414",20210096,72,30,0.416666666666667
"10416",10060497,80,15,0.1875
"10420",10143375,190,58,0.305263157894737
"10426",10264891,52,16,0.307692307692308
"10432",60227764,61,13,0.213114754098361
"10435",60229872,97,24,0.247422680412371
"10437",10144299,49,8,0.163265306122449
"10442",10076855,77,17,0.220779220779221
"10446",10267019,63,13,0.206349206349206
"10450",10143583,75,31,0.413333333333333
"10454",60076484,64,15,0.234375
"10457",60227628,90,41,0.455555555555556
"10464",60142908,50,13,0.26
"10477",10142908,57,13,0.228070175438596
"10482",60076560,103,34,0.330097087378641
"10483",10076490,161,34,0.211180124223602
"10488",10143053,98,36,0.36734693877551
"10489",10142938,613,198,0.32300163132137
"10492",10143011,587,191,0.325383304940375
"10494",50210068,65,19,0.292307692307692
"10497",50209740,399,208,0.521303258145363
"10499",10060319,63,12,0.19047619047619
"10501",10061016,1583,313,0.19772583701832
"10502",20060516,49,11,0.224489795918367
"10505",10229945,136,41,0.301470588235294
"10507",10264854,58,12,0.206896551724138
"10509",60143336,49,13,0.26530612244898
"10511",10143010,60,21,0.35
"10512",50210060,45,16,0.355555555555556
"10516",10060391,960,218,0.227083333333333
"10520",10264850,57,29,0.508771929824561
"10524",10143948,154,36,0.233766233766234
"10525",10143398,58,23,0.396551724137931
"10527",10060122,2285,933,0.408315098468271
"10530",10229983,63,22,0.349206349206349
"10532",10144168,71,22,0.309859154929577
"10533",10143015,62,22,0.354838709677419
"10538",20076676,192,44,0.229166666666667
"10540",20228500,71,21,0.295774647887324
"10542",20228560,133,27,0.203007518796992
"10543",10142930,277,56,0.202166064981949
"10545",10143395,73,26,0.356164383561644
"10548",20076388,47,18,0.382978723404255
"10549",10076734,557,191,0.342908438061041
"10556",10143039,64,11,0.171875
"10562",20228432,49,9,0.183673469387755
"10568",50210084,80,27,0.3375
"10569",20076336,46,19,0.41304347826087
"10570",10076770,192,72,0.375
"10574",10227721,100,31,0.31
"10577",10143326,95,34,0.357894736842105
"10580",10142750,224,74,0.330357142857143
"10587",10227739,373,83,0.222520107238606
"10592",10143981,218,95,0.435779816513761
"10594",60076640,46,21,0.456521739130435
"10595",60076240,92,30,0.326086956521739
"10602",60229912,70,15,0.214285714285714
"10609",10209868,116,33,0.28448275862069
"10612",20076776,836,252,0.301435406698565
"10614",20076238,57,20,0.350877192982456
"10615",20076472,50,21,0.42
"10617",20076490,252,82,0.325396825396825
"10618",10062029,556,177,0.318345323741007
"10622",20076428,110,26,0.236363636363636
"10624",10265000,252,86,0.341269841269841
"10625",50144172,332,107,0.322289156626506
"10629",60209708,347,141,0.406340057636888
"10630",60076776,124,34,0.274193548387097
"10631",20076340,89,51,0.573033707865168
"10633",20076588,51,14,0.274509803921569
"10638",10144312,2214,611,0.275971093044264
"10644",20076528,46,20,0.434782608695652
"10647",10227675,236,49,0.207627118644068
"10652",10144131,53,14,0.264150943396226
"10655",50216220,65,20,0.307692307692308
"10662",10143351,478,163,0.341004184100418
"10663",10209877,58,26,0.448275862068966
"10668",60076244,64,18,0.28125
"10669",60076336,327,113,0.345565749235474
"10671",20227666,624,180,0.288461538461538
"10672",20229790,107,19,0.177570093457944
"10674",10228449,231,58,0.251082251082251
"10675",10143515,45,12,0.266666666666667
"10683",20210028,485,186,0.383505154639175
"10685",20076466,399,113,0.283208020050125
"10688",10228437,1274,330,0.259026687598116
"10695",50209876,130,51,0.392307692307692
"10700",60227664,91,30,0.32967032967033
"10701",10228446,77,19,0.246753246753247
"10703",60229952,66,22,0.333333333333333
"10704",10264946,85,16,0.188235294117647
"10705",10266988,121,42,0.347107438016529
"10708",50076712,2945,1106,0.375551782682513
"10709",20076748,182,75,0.412087912087912
"10711",60076552,48,12,0.25
"10712",20076770,49,23,0.469387755102041
"10714",20227684,127,24,0.188976377952756
"10718",60229944,91,24,0.263736263736264
"10722",10144162,115,42,0.365217391304348
"10728",10061002,77,13,0.168831168831169
"10738",20076712,105,36,0.342857142857143
"10740",60076488,134,38,0.283582089552239
"10741",10076501,1423,800,0.5621925509487
"10744",10060288,116,38,0.327586206896552
"10745",10229856,228,59,0.258771929824561
"10750",50210056,1423,439,0.308503162333099
"10752",20209740,108,26,0.240740740740741
"10755",10060468,94,31,0.329787234042553
"10757",20228526,70,22,0.314285714285714
"10759",10144138,46,12,0.260869565217391
"10762",20076284,50,12,0.24
"10763",20076752,551,168,0.304900181488203
"10764",10061018,186,28,0.150537634408602
"10765",60228560,67,27,0.402985074626866
"10768",10142846,114,29,0.254385964912281
"10773",60210056,140,37,0.264285714285714
"10777",10061994,47,9,0.191489361702128
"10779",10229950,206,41,0.199029126213592
"10782",60076752,216,72,0.333333333333333
"10785",10144220,113,38,0.336283185840708
"10789",60209932,46,10,0.217391304347826
"10790",10060152,1850,479,0.258918918918919
"10792",10061013,67,19,0.283582089552239
"10795",10144067,558,196,0.351254480286738
"10796",10209984,75,24,0.32
"10797",60076748,53,22,0.415094339622642
"10799",20076500,668,297,0.444610778443114
"10800",10227740,79,22,0.278481012658228
"10801",10228527,144,27,0.1875
"10804",10144294,197,67,0.34010152284264
"10806",10228561,568,183,0.322183098591549
"10813",60076712,188,65,0.345744680851064
"10814",60076464,136,54,0.397058823529412
"10824",20210102,269,109,0.405204460966543
"10826",10061010,64,19,0.296875
"10827",20229848,114,21,0.184210526315789
"10830",10266272,157,77,0.490445859872611
"10831",10142791,48,29,0.604166666666667
"10834",10143322,49,18,0.36734693877551
"10835",20076468,521,210,0.403071017274472
"10836",20076760,503,81,0.1610337972167
"10846",10230013,132,26,0.196969696969697
"10851",10143301,55,16,0.290909090909091
"10852",60076500,302,156,0.516556291390728
"10855",10144082,104,17,0.163461538461538
"10857",20076636,55,11,0.2
"10858",10076735,205,145,0.707317073170732
"10859",10061977,306,117,0.382352941176471
"10860",10060292,1213,464,0.382522671063479
"10862",10142969,50,11,0.22
"10863",10143988,53,9,0.169811320754717
"10864",10144123,423,157,0.371158392434988
"10873",10227624,135,22,0.162962962962963
"10878",20076692,86,21,0.244186046511628
"10881",20228434,70,15,0.214285714285714
"10882",20227576,223,52,0.233183856502242
"10883",60227596,63,21,0.333333333333333
"10884",10143082,101,35,0.346534653465347
"10885",60142932,166,73,0.439759036144578
"10888",10143967,303,113,0.372937293729373
"10889",20209928,238,100,0.420168067226891
"10890",60209928,84,33,0.392857142857143
"10893",10228414,480,168,0.35
"10894",10143420,123,27,0.219512195121951
"10895",10144221,131,43,0.32824427480916
"10896",10142907,93,20,0.21505376344086
"10900",20076784,53,12,0.226415094339623
"10903",20227696,236,80,0.338983050847458
"10912",10144055,186,46,0.247311827956989
"10914",20076764,185,62,0.335135135135135
"10917",20076392,280,132,0.471428571428571
"10918",10060509,47,8,0.170212765957447
"10919",10061012,575,134,0.23304347826087
"10920",10060191,509,137,0.269155206286837
"10926",10143343,59,10,0.169491525423729
"10929",10144143,198,70,0.353535353535354
"10931",10076442,270,161,0.596296296296296
"10932",20227596,378,68,0.17989417989418
"10933",20229902,83,17,0.204819277108434
"10935",10143031,102,25,0.245098039215686
"10936",60142784,75,23,0.306666666666667
"10939",10144111,49,13,0.26530612244898
"10944",60076392,150,48,0.32
"10945",10061008,179,51,0.284916201117318
"10948",60229844,55,11,0.2
"10950",10228455,161,78,0.484472049689441
"10951",10143323,71,19,0.267605633802817
"10970",10229998,171,31,0.181286549707602
"10975",20076462,122,51,0.418032786885246
"10978",20229808,489,128,0.261758691206544
"10986",60144008,73,16,0.219178082191781
"10987",10142771,214,54,0.252336448598131
"10989",50209084,333,78,0.234234234234234
"10992",20227740,182,29,0.159340659340659
"10994",10229997,135,35,0.259259259259259
"10996",50142884,65,17,0.261538461538462
"11001",10143424,115,35,0.304347826086957
"11004",20076222,60,23,0.383333333333333
"11005",20228408,536,118,0.220149253731343
"11006",10229954,166,36,0.216867469879518
"11019",10144300,198,87,0.439393939393939
"11020",10144019,89,30,0.337078651685393
"11021",50143968,241,83,0.344398340248963
"11022",20076420,48,21,0.4375
"11024",20076424,208,91,0.4375
"11025",10076733,201,147,0.73134328358209
"11028",10227723,371,90,0.242587601078167
"11033",50143008,46,12,0.260869565217391
"11039",20076476,249,126,0.506024096385542
"11042",10213265,386,77,0.199481865284974
"11045",10143568,45,18,0.4
"11046",50308212,19888,8836,0.444288012872084
"11048",20076442,136,60,0.441176470588235
"11050",10229968,373,257,0.689008042895442
"11054",50144176,2584,1153,0.446207430340557
"11056",10061011,188,68,0.361702127659574
"11057",10062003,251,62,0.247011952191235
"11062",20076488,88,38,0.431818181818182
"11063",20076274,77,30,0.38961038961039
"11070",60144124,58,18,0.310344827586207
"11071",10060443,498,159,0.319277108433735
"11079",20076270,158,72,0.455696202531646
"11080",20229884,310,48,0.154838709677419
"11086",10144002,63,17,0.26984126984127
"11091",20076620,49,24,0.489795918367347
"11093",20076732,190,124,0.652631578947368
"11094",20228466,187,30,0.160427807486631
"11095",10229788,61,13,0.213114754098361
"11097",10213266,185,53,0.286486486486487
"11102",10076391,193,95,0.492227979274611
"11103",10137762,65,10,0.153846153846154
"11107",10143433,71,14,0.197183098591549
"11119",20209604,57,24,0.421052631578947
"11120",10076689,289,113,0.391003460207612
"11122",10227670,564,143,0.25354609929078
"11124",10144012,142,34,0.23943661971831
"11129",10143571,249,65,0.261044176706827
"11132",10076242,260,87,0.334615384615385
"11134",10060303,580,125,0.21551724137931
"11135",10228570,49,12,0.244897959183673
"11136",10142803,101,22,0.217821782178218
"11141",10076469,776,246,0.31701030927835
"11142",20076334,10004,4580,0.4578168732507
"11143",10076334,1439,813,0.564975677553857
"11144",60228408,72,13,0.180555555555556
"11145",20229938,97,27,0.278350515463918
"11153",20076788,149,60,0.402684563758389
"11157",10229882,374,96,0.25668449197861
"11168",60076688,46,21,0.456521739130435
"11170",10228409,401,80,0.199501246882793
"11171",20229908,68,13,0.191176470588235
"11173",10228497,80,16,0.2
"11182",10137783,613,167,0.272430668841762
"11187",60144172,104,36,0.346153846153846
"11193",50143960,491,93,0.189409368635438
"11196",10138510,262,112,0.427480916030534
"11198",10076745,257,94,0.365758754863813
"11202",10317792,147,27,0.183673469387755
"11203",10143565,77,29,0.376623376623377
"11205",60143476,76,24,0.315789473684211
"11206",10076424,235,66,0.280851063829787
"11215",10076465,881,554,0.62883087400681
"11217",10143319,101,23,0.227722772277228
"11218",10144194,50,14,0.28
"11223",10143532,53,21,0.39622641509434
"11225",10143404,67,33,0.492537313432836
"11227",20076744,64,28,0.4375
"11228",10060182,103,20,0.194174757281553
"11231",10227611,420,120,0.285714285714286
"11233",10227760,182,51,0.28021978021978
"11240",10076270,59,10,0.169491525423729
"11241",10076489,99,34,0.343434343434343
"11243",20076768,878,314,0.357630979498861
"11245",10227709,47,10,0.212765957446809
"11246",60228440,105,35,0.333333333333333
"11250",10229847,91,19,0.208791208791209
"11253",60227760,49,20,0.408163265306122
"11257",10143561,93,22,0.236559139784946
"11259",10076788,654,356,0.54434250764526
"11261",60227780,76,20,0.263157894736842
"11263",10144262,194,41,0.211340206185567
"11268",10076254,70,16,0.228571428571429
"11270",60076744,51,22,0.431372549019608
"11271",10060165,1659,487,0.293550331525015
"11272",60229808,81,20,0.246913580246914
"11275",10144186,65,14,0.215384615384615
"11280",10142968,796,274,0.344221105527638
"11282",10076542,471,217,0.46072186836518
"11284",60076816,84,31,0.369047619047619
"11290",10227601,143,26,0.181818181818182
"11292",10143107,155,39,0.251612903225806
"11294",10143062,116,24,0.206896551724138
"11301",50305804,1242,554,0.446054750402576
"11302",10076641,100,52,0.52
"11303",20228532,251,41,0.163346613545817
"11304",10227780,459,109,0.237472766884532
"11309",10076377,46,9,0.195652173913043
"11310",10076807,292,147,0.503424657534247
"11311",20229872,159,48,0.30188679245283
"11314",10227779,84,17,0.202380952380952
"11318",10076547,58,20,0.344827586206897
"11319",10076710,206,95,0.461165048543689
"11320",10227695,356,100,0.280898876404494
"11325",10228464,321,79,0.246105919003115
"11327",10142329,103,30,0.29126213592233
"11328",60076808,220,70,0.318181818181818
"11329",20228484,381,72,0.188976377952756
"11330",10229917,45,12,0.266666666666667
"11336",10143587,109,33,0.302752293577982
"11347",10043955,512,199,0.388671875
"11349",60076548,69,11,0.159420289855072
"11352",10076769,688,228,0.331395348837209
"11353",10076522,542,330,0.608856088560886
"11354",10061996,457,122,0.266958424507659
"11356",10227641,290,104,0.358620689655172
"11358",10227649,306,147,0.480392156862745
"11362",10143064,718,198,0.275766016713092
"11364",10076577,78,36,0.461538461538462
"11373",50142968,237,58,0.244725738396624
"11374",60076520,71,34,0.47887323943662
"11375",10228450,201,33,0.164179104477612
"11376",60228532,74,29,0.391891891891892
"11378",10228504,58,22,0.379310344827586
"11379",10143305,106,24,0.226415094339623
"11381",20210104,2071,916,0.442298406566876
"11382",10076239,49,13,0.26530612244898
"11383",60076544,100,35,0.35
"11384",10076504,149,50,0.335570469798658
"11385",10060920,104,20,0.192307692307692
"11386",10229906,101,16,0.158415841584158
"11387",10228472,61,29,0.475409836065574
"11392",50209928,199,85,0.42713567839196
"11393",20210112,886,306,0.345372460496614
"11396",20227716,251,47,0.187250996015936
"11405",10228510,586,150,0.255972696245734
"11408",10227591,58,26,0.448275862068966
"11411",50143988,329,133,0.404255319148936
"11414",10076616,55,22,0.4
"11415",10076790,82,23,0.280487804878049
"11417",60076504,51,20,0.392156862745098
"11420",20228450,58,12,0.206896551724138
"11428",60076304,59,14,0.23728813559322
"11430",10076809,364,81,0.222527472527473
"11431",10229860,197,57,0.289340101522843
"11432",10227623,195,44,0.225641025641026
"11435",10144013,139,61,0.438848920863309
"11440",60076608,54,22,0.407407407407407
"11441",10076720,235,77,0.327659574468085
"11443",10138504,166,91,0.548192771084337
"11455",10227753,133,22,0.165413533834586
"11457",10043922,121,34,0.28099173553719
"11460",10143085,96,35,0.364583333333333
"11466",10209813,45,12,0.266666666666667
"11473",10228503,328,94,0.286585365853659
"11475",10144325,121,41,0.338842975206612
"11479",60076768,78,17,0.217948717948718
