"","stand","num_plots","num_ash_plots","prop_ash"
"14948",10249136,316,69,0.218354430379747
"14949",10249348,209,50,0.239234449760766
"14950",10044190,174,58,0.333333333333333
"14951",10296299,63,39,0.619047619047619
"14959",10252406,48,12,0.25
"14960",10296503,596,261,0.437919463087248
"14961",10305369,210,57,0.271428571428571
"14964",60249232,163,42,0.257668711656442
"14967",10250488,356,94,0.264044943820225
"14968",10332364,446,162,0.36322869955157
"14970",10296420,62,23,0.370967741935484
"14976",10332627,266,57,0.214285714285714
"14977",10296261,79,27,0.341772151898734
"14978",10296333,51,29,0.568627450980392
"14979",10306122,915,203,0.221857923497268
"14980",10308216,316,70,0.221518987341772
"14985",10252379,310,48,0.154838709677419
"14986",10249280,133,25,0.18796992481203
"14987",10332697,1086,315,0.290055248618785
"14988",60332696,81,17,0.209876543209877
"14989",10296563,300,155,0.516666666666667
"14992",10153457,213,69,0.323943661971831
"14993",10152745,118,19,0.161016949152542
"14994",10252272,75,24,0.32
"14995",10249325,140,44,0.314285714285714
"14998",10330747,59,19,0.322033898305085
"15000",10296449,484,160,0.330578512396694
"15003",10153508,252,89,0.353174603174603
"15007",10152480,381,65,0.170603674540682
"15008",10332541,860,261,0.303488372093023
"15014",10332181,192,45,0.234375
"15017",10044149,271,58,0.214022140221402
"15018",10296453,57,29,0.508771929824561
"15019",10249251,71,22,0.309859154929577
"15027",10332742,227,62,0.273127753303965
"15028",10296327,59,39,0.661016949152542
"15029",10296478,48,12,0.25
"15030",10306186,78,17,0.217948717948718
"15032",60153508,52,25,0.480769230769231
"15035",10154087,626,230,0.36741214057508
"15036",10153255,93,24,0.258064516129032
"15038",10152403,420,177,0.421428571428571
"15040",10332498,1882,752,0.399574920297556
"15041",10296554,45,27,0.6
"15043",10306018,162,41,0.253086419753086
"15046",10153222,214,43,0.200934579439252
"15050",10044630,175,43,0.245714285714286
"15052",10296382,418,129,0.308612440191388
"15058",10044068,50,31,0.62
"15060",10295895,449,138,0.307349665924276
"15066",10249134,149,51,0.342281879194631
"15068",10154025,121,19,0.15702479338843
"15071",10250528,73,19,0.26027397260274
"15076",10043900,81,26,0.320987654320988
"15079",10296438,99,28,0.282828282828283
"15080",10296474,52,31,0.596153846153846
"15082",10305393,56,33,0.589285714285714
"15084",10308214,84,21,0.25
"15086",10154207,260,72,0.276923076923077
"15090",20252324,259,62,0.239382239382239
"15091",10250536,622,148,0.237942122186495
"15097",10332439,506,148,0.292490118577075
"15098",10332193,463,175,0.377969762419006
"15101",10307415,47,20,0.425531914893617
"15105",20248994,148,39,0.263513513513513
"15106",20249234,264,90,0.340909090909091
"15117",20252276,170,40,0.235294117647059
"15120",10249007,595,168,0.282352941176471
"15122",10295827,157,35,0.222929936305732
"15124",10305324,55,15,0.272727272727273
"15130",60296296,63,21,0.333333333333333
"15136",20252320,216,36,0.166666666666667
"15142",10154053,73,37,0.506849315068493
"15146",10249234,195,51,0.261538461538462
"15147",10249182,87,14,0.160919540229885
"15148",10332386,80,30,0.375
"15149",10043825,268,64,0.238805970149254
"15150",10295891,327,73,0.223241590214067
"15153",10296298,45,11,0.244444444444444
"15154",10295935,107,27,0.252336448598131
"15163",10305853,64,11,0.171875
"15165",10305850,574,166,0.289198606271777
"15166",10306020,55,10,0.181818181818182
"15169",10152518,402,127,0.31592039800995
"15174",10296487,235,70,0.297872340425532
"15176",10307808,177,63,0.355932203389831
"15180",10332490,1508,718,0.476127320954907
"15181",10044056,396,190,0.47979797979798
"15185",20252242,50,16,0.32
"15190",10305904,49,22,0.448979591836735
"15202",10044209,574,241,0.4198606271777
"15205",10305890,73,18,0.246575342465753
"15207",10153199,45,22,0.488888888888889
"15218",10332667,1524,484,0.31758530183727
"15219",60296336,107,33,0.308411214953271
"15221",10296306,261,143,0.547892720306513
"15222",10296391,156,65,0.416666666666667
"15225",20252330,89,15,0.168539325842697
"15226",20249276,76,18,0.236842105263158
"15228",10249063,461,146,0.316702819956616
"15229",60296592,83,43,0.518072289156627
"15230",10296280,209,88,0.421052631578947
"15232",10308232,1126,491,0.436056838365897
"15235",10153279,192,29,0.151041666666667
"15240",10295938,260,103,0.396153846153846
"15243",10296518,66,19,0.287878787878788
"15246",60154088,82,31,0.378048780487805
"15251",10295814,624,192,0.307692307692308
"15254",10153418,237,37,0.156118143459916
"15256",10154104,439,139,0.316628701594533
"15264",10296362,142,27,0.190140845070423
"15267",20252240,78,16,0.205128205128205
"15269",50136904,268,133,0.496268656716418
"15270",10295829,101,32,0.316831683168317
"15271",60296304,133,56,0.421052631578947
"15273",60152576,46,11,0.239130434782609
"15274",60154208,58,22,0.379310344827586
"15275",20249262,315,108,0.342857142857143
"15276",20250568,234,60,0.256410256410256
"15280",10296448,57,21,0.368421052631579
"15283",10152576,87,14,0.160919540229885
"15293",10330834,51,14,0.274509803921569
"15294",10296592,72,24,0.333333333333333
"15299",60153416,488,136,0.278688524590164
"15306",10295893,603,190,0.315091210613599
"15311",20252326,99,20,0.202020202020202
"15313",10250545,69,13,0.188405797101449
"15314",10332163,142,37,0.26056338028169
"15315",10296545,51,19,0.372549019607843
"15316",10296311,1436,598,0.416434540389972
"15317",10308263,46,24,0.521739130434783
"15318",10306002,126,21,0.166666666666667
"15322",60295848,47,16,0.340425531914894
"15335",10296381,286,75,0.262237762237762
"15338",10295848,72,28,0.388888888888889
"15345",10154004,1354,561,0.414327917282127
"15346",10250567,377,88,0.23342175066313
"15347",10250996,537,123,0.229050279329609
"15349",60296280,73,24,0.328767123287671
"15350",10306198,63,23,0.365079365079365
"15352",10154314,50,31,0.62
"15357",60295948,55,13,0.236363636363636
"15358",60296360,74,22,0.297297297297297
"15361",10152570,47,30,0.638297872340426
"15364",10153213,60,21,0.35
"15369",60330784,112,33,0.294642857142857
"15370",10331666,72,22,0.305555555555556
"15378",10153892,120,33,0.275
"15381",10152577,76,15,0.197368421052632
"15385",10249011,132,33,0.25
"15388",10330786,338,164,0.485207100591716
"15389",10295916,117,26,0.222222222222222
"15394",10154309,72,20,0.277777777777778
"15399",10296533,293,107,0.36518771331058
"15401",10296358,187,48,0.25668449197861
"15403",10305816,736,232,0.315217391304348
"15406",10153345,206,31,0.150485436893204
"15409",20249012,230,55,0.239130434782609
"15412",10330782,645,204,0.316279069767442
"15414",10305399,52,11,0.211538461538462
"15417",10153900,663,209,0.315233785822021
"15418",10154013,50,42,0.84
"15419",20249058,114,20,0.175438596491228
"15421",10252291,190,60,0.315789473684211
"15426",10154101,400,82,0.205
"15428",10154096,48,10,0.208333333333333
"15433",20248986,57,9,0.157894736842105
"15434",20250506,178,62,0.348314606741573
"15439",10296387,169,55,0.325443786982249
"15442",10306121,465,202,0.434408602150538
"15443",10308233,93,52,0.559139784946237
"15447",60153276,74,23,0.310810810810811
"15452",60332496,118,41,0.347457627118644
"15453",10296556,345,95,0.27536231884058
"15454",10295847,155,42,0.270967741935484
"15456",60295844,45,16,0.355555555555556
"15457",10295845,394,129,0.32741116751269
"15461",10153141,129,21,0.162790697674419
"15466",60332668,66,19,0.287878787878788
"15467",10332812,163,93,0.570552147239264
"15470",10153846,53,11,0.207547169811321
"15472",10152585,48,10,0.208333333333333
"15475",10154153,201,46,0.228855721393035
"15476",60249012,61,14,0.229508196721311
"15479",10332594,46,15,0.326086956521739
"15482",10306143,68,28,0.411764705882353
"15491",20249040,370,93,0.251351351351351
"15501",10152578,130,67,0.515384615384615
"15502",10154068,190,135,0.710526315789474
"15503",10332704,113,22,0.194690265486726
"15505",10296394,298,65,0.218120805369128
"15506",10306176,69,12,0.173913043478261
"15512",20249324,116,27,0.232758620689655
"15517",10043395,429,224,0.522144522144522
"15519",10154089,141,25,0.177304964539007
"15521",10249183,81,29,0.358024691358025
"15530",10154242,46,9,0.195652173913043
"15537",10296284,248,89,0.358870967741935
"15541",10152558,55,21,0.381818181818182
"15544",10332367,107,27,0.252336448598131
"15558",10295807,261,83,0.318007662835249
"15564",10153344,62,11,0.17741935483871
"15569",10252281,150,46,0.306666666666667
"15572",10305367,57,19,0.333333333333333
"15575",10154052,2023,948,0.468610973801285
"15576",10249363,115,36,0.31304347826087
"15577",10332542,745,242,0.324832214765101
"15579",10332085,227,106,0.466960352422908
"15580",10296406,117,48,0.41025641025641
"15581",10296433,274,90,0.328467153284672
"15591",10249012,252,64,0.253968253968254
"15593",10332292,684,218,0.318713450292398
"15595",10332475,362,153,0.422651933701657
"15596",60332476,48,17,0.354166666666667
"15597",10296285,56,12,0.214285714285714
"15604",10154140,47,11,0.234042553191489
"15608",60153820,58,15,0.258620689655172
"15609",10153820,130,32,0.246153846153846
"15610",10249013,188,36,0.191489361702128
"15611",10249065,120,37,0.308333333333333
"15613",10296475,936,317,0.338675213675214
"15614",10296569,783,255,0.325670498084291
"15626",20250490,427,112,0.262295081967213
"15628",10295922,96,40,0.416666666666667
"15631",10305923,162,28,0.172839506172839
"15632",10153406,279,87,0.311827956989247
"15633",10152368,62,11,0.17741935483871
"15637",10249147,2463,690,0.280146163215591
"15642",60296532,126,48,0.380952380952381
"15644",10152499,57,11,0.192982456140351
"15653",10153904,482,103,0.213692946058091
"15654",10154067,48,9,0.1875
"15657",10249130,91,21,0.230769230769231
"15658",20249210,152,39,0.256578947368421
"15660",10332160,247,139,0.562753036437247
"15662",60332112,91,32,0.351648351648352
"15663",10296320,174,69,0.396551724137931
"15664",10154319,55,16,0.290909090909091
"15670",10153896,75,14,0.186666666666667
"15671",10152328,45,25,0.555555555555556
"15673",20249288,48,10,0.208333333333333
"15681",10332111,549,181,0.329690346083789
"15682",10296421,96,25,0.260416666666667
"15683",10295909,102,43,0.42156862745098
"15686",10296555,47,20,0.425531914893617
"15688",10305337,362,107,0.295580110497238
"15695",10250576,128,35,0.2734375
"15696",10249242,344,63,0.183139534883721
"15699",10330726,68,23,0.338235294117647
"15700",10330776,62,32,0.516129032258065
"15701",10296296,584,223,0.381849315068493
"15702",10306063,69,35,0.507246376811594
"15703",10306175,315,50,0.158730158730159
"15716",60332292,73,20,0.273972602739726
"15717",60332816,88,25,0.284090909090909
"15719",60296408,198,68,0.343434343434343
"15722",10153999,54,15,0.277777777777778
"15723",10153349,111,24,0.216216216216216
"15726",10152374,77,26,0.337662337662338
"15728",20249308,125,43,0.344
"15730",10249254,175,47,0.268571428571429
"15734",10153530,140,34,0.242857142857143
"15738",60153896,47,11,0.234042553191489
"15739",10154167,58,38,0.655172413793103
"15743",10332076,205,84,0.409756097560976
"15744",10332572,102,28,0.274509803921569
"15746",10332817,400,181,0.4525
"15747",10330853,3157,903,0.286031042128603
"15750",10295858,83,36,0.433734939759036
"15751",10296410,662,209,0.31570996978852
"15752",50295852,820,357,0.435365853658537
"15755",60153528,126,27,0.214285714285714
"15765",10249313,505,95,0.188118811881188
"15774",20250552,70,18,0.257142857142857
"15776",10295917,106,39,0.367924528301887
"15777",10295890,100,51,0.51
"15779",50125516,9688,3727,0.384702725020644
"15783",10153138,66,11,0.166666666666667
"15789",10296531,785,364,0.463694267515924
"15790",10153500,70,24,0.342857142857143
"15791",60154032,60,15,0.25
"15794",10153144,134,31,0.23134328358209
"15796",60153872,47,12,0.25531914893617
"15800",10296303,923,324,0.351029252437703
"15801",10305976,342,117,0.342105263157895
"15802",10154031,200,41,0.205
"15806",20249260,95,18,0.189473684210526
"15808",10332176,153,55,0.359477124183007
"15815",10296324,95,26,0.273684210526316
"15816",10306113,805,277,0.344099378881988
"15817",10305878,433,111,0.25635103926097
"15819",10153440,185,45,0.243243243243243
"15823",10250518,145,45,0.310344827586207
"15824",10252373,148,29,0.195945945945946
"15830",10153416,157,39,0.248407643312102
"15832",10153977,50,39,0.78
"15833",60153428,74,28,0.378378378378378
"15838",10332698,72,19,0.263888888888889
"15846",60332160,82,26,0.317073170731707
"15847",10332161,116,33,0.28448275862069
"15849",10332236,273,74,0.271062271062271
"15850",10295940,615,158,0.256910569105691
"15852",10306006,97,34,0.350515463917526
"15862",10295928,127,35,0.275590551181102
"15869",10252279,82,20,0.24390243902439
"15871",60332520,137,34,0.248175182481752
"15872",10332596,81,24,0.296296296296296
"15873",10295868,133,72,0.541353383458647
"15874",60125516,228,81,0.355263157894737
"15875",10306177,296,56,0.189189189189189
"15883",10332522,94,18,0.191489361702128
"15885",60330852,176,49,0.278409090909091
"15886",10125415,1070,421,0.393457943925234
"15887",10321022,203,103,0.507389162561576
"15892",10153203,145,48,0.331034482758621
"15893",10153822,60,9,0.15
"15909",10332417,336,108,0.321428571428571
"15911",10332482,118,45,0.38135593220339
"15913",10296590,100,38,0.38
"15914",10154016,404,125,0.309405940594059
"15916",10154034,282,62,0.219858156028369
"15918",60153144,80,22,0.275
"15920",10332441,71,19,0.267605633802817
"15923",10296441,60,16,0.266666666666667
"15928",60152452,812,269,0.33128078817734
"15930",10153137,89,34,0.382022471910112
"15936",10249064,386,131,0.339378238341969
"15938",10332489,107,39,0.364485981308411
"15940",60296528,64,26,0.40625
"15943",10153158,55,11,0.2
"15946",10153527,265,117,0.441509433962264
"15948",10152453,5749,1974,0.343364063315359
"15950",10250539,80,20,0.25
"15951",10295932,130,47,0.361538461538462
"15956",10153145,434,130,0.299539170506912
"15958",10153275,193,47,0.243523316062176
"15959",10152555,653,342,0.523736600306279
"15961",10249119,254,60,0.236220472440945
"15962",10332370,381,168,0.440944881889764
"15967",10152329,394,63,0.15989847715736
"15968",10153297,71,11,0.154929577464789
"15971",10250514,207,44,0.21256038647343
"15972",10332691,228,39,0.171052631578947
"15973",10296490,130,43,0.330769230769231
"15976",10295853,81,36,0.444444444444444
"15977",10305919,388,96,0.247422680412371
"15982",10332766,157,48,0.305732484076433
"15991",10296408,150,92,0.613333333333333
"15994",10306014,261,111,0.425287356321839
"16004",10249017,55,49,0.890909090909091
"16005",10249174,65,11,0.169230769230769
"16010",10296532,132,36,0.272727272727273
"16011",10295907,151,61,0.403973509933775
"16012",10154253,66,15,0.227272727272727
"16014",10249328,177,41,0.231638418079096
"16019",60332416,61,17,0.278688524590164
"16024",10153242,283,84,0.296819787985866
"16028",10332740,875,222,0.253714285714286
"16029",10332390,45,19,0.422222222222222
"16030",10296295,55,13,0.236363636363636
"16031",10306061,395,85,0.215189873417722
"16032",10306059,130,33,0.253846153846154
"16034",10154211,47,11,0.234042553191489
"16036",10153848,180,55,0.305555555555556
"16040",10332138,230,64,0.278260869565217
"16044",10152397,117,29,0.247863247863248
"16047",10152449,127,30,0.236220472440945
"16049",10152590,82,18,0.219512195121951
"16051",10332528,549,219,0.398907103825137
"16054",10332500,1156,368,0.318339100346021
"16055",60125416,103,49,0.475728155339806
"16058",10306168,51,11,0.215686274509804
"16062",10249218,241,71,0.294605809128631
"16066",10153791,93,56,0.602150537634409
"16070",10249002,538,116,0.215613382899628
"16074",10332764,788,269,0.341370558375635
"16076",10332681,458,164,0.358078602620087
"16083",10153427,511,112,0.219178082191781
"16085",10330857,138,68,0.492753623188406
"16089",10305375,47,9,0.191489361702128
"16091",20250482,81,36,0.444444444444444
"16092",60332592,66,15,0.227272727272727
"16094",10296552,49,28,0.571428571428571
"16097",10306124,72,30,0.416666666666667
"16102",10332590,558,121,0.216845878136201
"16104",10126161,188,82,0.436170212765957
"16106",10295831,111,49,0.441441441441441
"16112",10252277,78,19,0.243589743589744
"16115",10296262,50,10,0.2
"16119",10332276,406,110,0.270935960591133
"16121",10332720,375,95,0.253333333333333
"16123",10126045,5219,2347,0.449703008239126
"16124",10295846,225,81,0.36
"16127",10153882,52,14,0.269230769230769
"16134",10154138,58,9,0.155172413793103
"16138",10249215,584,138,0.236301369863014
"16139",10249221,496,155,0.3125
"16140",60332764,78,19,0.243589743589744
"16141",10332152,164,38,0.231707317073171
"16142",10332622,474,143,0.30168776371308
"16147",10252258,374,87,0.232620320855615
"16153",10154282,61,22,0.360655737704918
"16154",50153416,5399,1808,0.334876829042415
"16159",10296416,45,11,0.244444444444444
"16161",10305992,51,19,0.372549019607843
"16164",10305394,47,10,0.212765957446809
"16173",10296297,140,37,0.264285714285714
"16175",10153501,81,24,0.296296296296296
"16180",10153862,96,31,0.322916666666667
"16182",10152431,49,11,0.224489795918367
"16185",10332373,88,25,0.284090909090909
"16190",10306016,45,12,0.266666666666667
"16192",10153231,207,68,0.328502415458937
"16197",10252389,353,101,0.286118980169972
"16199",10125554,69,26,0.376811594202899
"16200",10296515,86,28,0.325581395348837
"16201",10296397,190,60,0.315789473684211
"16204",10295968,95,51,0.536842105263158
"16209",10154038,106,16,0.150943396226415
"16213",10306098,401,131,0.326683291770574
"16218",10153436,245,81,0.330612244897959
"16219",10153512,218,64,0.293577981651376
"16221",10152337,196,52,0.26530612244898
"16222",10154129,291,76,0.261168384879725
"16224",10125420,68,20,0.294117647058824
"16225",10296488,103,41,0.398058252427184
"16226",10295933,61,28,0.459016393442623
"16227",50296408,64,37,0.578125
"16228",10306097,135,30,0.222222222222222
"16231",10153897,61,15,0.245901639344262
"16232",10332460,55,10,0.181818181818182
"16234",10330720,103,23,0.223300970873786
"16235",10332760,199,69,0.346733668341709
"16236",10295862,52,25,0.480769230769231
"16237",10306117,80,43,0.5375
"16244",10125410,80,17,0.2125
"16246",10296583,60,26,0.433333333333333
"16251",10154061,79,23,0.291139240506329
"16254",10295864,389,150,0.38560411311054
"16262",10153526,1002,404,0.403193612774451
"16266",10125130,10731,4245,0.395582890690523
"16267",10296386,75,14,0.186666666666667
"16268",10296566,791,334,0.422250316055626
"16274",10332502,188,61,0.324468085106383
"16277",10296542,47,20,0.425531914893617
"16279",10305955,179,95,0.53072625698324
"16288",60330760,50,15,0.3
"16289",10330762,155,47,0.303225806451613
"16296",10153516,55,12,0.218181818181818
"16298",10332768,64,18,0.28125
"16299",10332719,244,59,0.241803278688525
"16300",10332128,754,203,0.269230769230769
"16301",10296522,132,56,0.424242424242424
"16302",10296409,386,135,0.349740932642487
"16308",10249155,69,13,0.188405797101449
"16310",10296580,691,341,0.493487698986975
"16315",10152399,84,16,0.19047619047619
"16320",10305920,374,94,0.251336898395722
"16321",10153381,143,25,0.174825174825175
"16325",10249350,54,13,0.240740740740741
"16326",10249331,1164,449,0.38573883161512
"16331",10296557,51,12,0.235294117647059
"16340",10249129,147,27,0.183673469387755
"16341",10332647,51,20,0.392156862745098
"16342",10126134,96,32,0.333333333333333
"16345",10305908,96,54,0.5625
"16351",10153327,86,39,0.453488372093023
"16353",10249216,297,52,0.175084175084175
"16354",10249141,78,15,0.192307692307692
"16356",10332107,651,148,0.227342549923195
"16360",10154010,88,36,0.409090909090909
"16364",10153525,77,14,0.181818181818182
"16365",10153415,513,194,0.378167641325536
"16368",10249330,109,25,0.229357798165138
"16369",10332448,312,101,0.323717948717949
"16378",10252231,155,40,0.258064516129032
"16380",10332453,392,100,0.255102040816327
"16381",10332582,132,37,0.28030303030303
"16383",10153276,136,30,0.220588235294118
"16385",10152446,50,18,0.36
"16386",10330738,227,74,0.325991189427313
"16390",10153504,98,27,0.275510204081633
"16393",60332504,45,14,0.311111111111111
"16396",10152396,53,16,0.30188679245283
"16402",10305973,254,63,0.248031496062992
"16405",10153247,77,17,0.220779220779221
"16407",10153313,100,31,0.31
"16409",10332496,970,342,0.352577319587629
"16413",10153372,62,11,0.17741935483871
"16415",10153944,59,16,0.271186440677966
"16420",10296323,105,76,0.723809523809524
"16422",10153246,56,10,0.178571428571429
"16426",10249376,148,41,0.277027027027027
"16427",60125128,713,248,0.347826086956522
"16433",10332285,48,18,0.375
"16434",60140336,72,28,0.388888888888889
"16437",10153960,84,22,0.261904761904762
"16440",10152406,162,48,0.296296296296296
"16443",10332455,1548,480,0.310077519379845
"16447",10306019,110,21,0.190909090909091
"16448",10308269,314,85,0.270700636942675
"16458",60125920,109,48,0.440366972477064
"16459",10154300,373,77,0.206434316353887
"16464",10153184,60,15,0.25
"16467",10332286,75,23,0.306666666666667
"16468",10125449,200,39,0.195
"16469",60140344,45,19,0.422222222222222
"16470",10295823,380,185,0.486842105263158
"16472",10306197,274,117,0.427007299270073
"16478",10249070,1413,422,0.298655343241331
"16481",10332290,815,245,0.300613496932515
"16482",60332288,127,33,0.259842519685039
"16483",10332808,473,90,0.190274841437632
"16489",10154165,80,15,0.1875
"16490",50152452,346,133,0.384393063583815
"16495",10125436,78,32,0.41025641025641
"16497",10126102,131,48,0.366412213740458
"16503",10125516,58,25,0.431034482758621
"16505",10154325,93,70,0.752688172043011
"16506",10332359,79,19,0.240506329113924
"16508",10332209,61,20,0.327868852459016
"16509",60140392,49,16,0.326530612244898
"16514",10154064,1269,394,0.310480693459417
"16527",10330806,285,145,0.508771929824561
"16528",10332447,105,22,0.20952380952381
"16529",60332448,68,20,0.294117647058824
"16531",10332552,562,179,0.318505338078292
"16532",10296593,58,34,0.586206896551724
"16537",10153204,95,20,0.210526315789474
"16541",10126190,207,53,0.256038647342995
"16542",10296318,60,13,0.216666666666667
"16543",10295963,203,65,0.320197044334975
"16544",10125422,250,53,0.212
"16545",60125424,49,9,0.183673469387755
"16548",60332552,48,17,0.354166666666667
"16549",60126044,81,40,0.493827160493827
"16551",10306125,142,35,0.246478873239437
"16552",10153871,146,36,0.246575342465753
"16558",10330847,152,57,0.375
"16564",10154291,101,53,0.524752475247525
"16565",10153787,95,29,0.305263157894737
"16569",60332096,50,15,0.3
"16571",10125886,130,100,0.769230769230769
"16572",10305940,293,144,0.491467576791809
"16583",10332096,46,9,0.195652173913043
"16584",60332456,102,30,0.294117647058824
"16586",10154056,199,45,0.226130653266332
"16587",10153225,373,117,0.313672922252011
"16588",10153291,1771,643,0.363071710897798
"16590",10332097,70,29,0.414285714285714
"16591",10332196,71,23,0.323943661971831
"16598",10306099,74,15,0.202702702702703
"16599",10305851,688,192,0.27906976744186
"16603",10295913,168,32,0.19047619047619
"16606",10154264,50,13,0.26
"16607",10252230,570,177,0.310526315789474
"16610",10153875,80,26,0.325
"16612",10153219,45,18,0.4
"16613",10154005,60,9,0.15
"16615",10125532,226,84,0.371681415929204
"16616",10153987,95,19,0.2
"16617",10154320,98,33,0.336734693877551
"16618",10153863,59,14,0.23728813559322
"16633",10305975,108,39,0.361111111111111
"16640",10213664,85,27,0.317647058823529
"16642",10332531,463,114,0.24622030237581
"16647",10153872,48,11,0.229166666666667
"16648",10152344,62,15,0.241935483870968
"16653",10332613,202,80,0.396039603960396
"16654",10332288,81,19,0.234567901234568
"16655",10295967,47,11,0.234042553191489
"16657",10305811,233,105,0.450643776824034
"16658",60153988,49,20,0.408163265306122
"16659",10153968,80,28,0.35
"16662",10152591,118,45,0.38135593220339
"16665",10154131,51,26,0.509803921568627
"16666",10154292,144,36,0.25
"16670",10296312,50,29,0.58
"16675",10125990,103,56,0.543689320388349
"16678",10153988,104,26,0.25
"16684",60125944,57,18,0.315789473684211
"16685",10140385,106,46,0.433962264150943
"16686",10295406,97,20,0.206185567010309
"16688",10125980,175,93,0.531428571428571
"16699",10154190,236,56,0.23728813559322
"16704",10332769,67,12,0.17910447761194
"16707",10296403,114,30,0.263157894736842
"16708",10125893,166,56,0.337349397590361
"16714",10252417,92,21,0.228260869565217
"16716",10332614,189,52,0.275132275132275
"16717",10332287,358,89,0.248603351955307
"16718",60125532,174,46,0.264367816091954
"16720",60154192,65,14,0.215384615384615
"16732",10152479,191,37,0.193717277486911
"16737",10152557,137,39,0.284671532846715
"16739",10126039,55,15,0.272727272727273
"16741",10296530,121,38,0.31404958677686
"16743",10305902,107,30,0.280373831775701
"16751",10330841,65,15,0.230769230769231
"16752",10330846,298,84,0.281879194630872
"16754",10153166,85,25,0.294117647058824
"16763",10332215,246,84,0.341463414634146
"16764",10332763,148,37,0.25
"16767",10272222,265,66,0.249056603773585
"16769",10153915,54,9,0.166666666666667
"16775",10332789,305,62,0.20327868852459
"16776",10126088,266,51,0.191729323308271
"16777",10272365,59,15,0.254237288135593
"16784",10125941,126,26,0.206349206349206
"16790",60125584,48,12,0.25
"16798",10332406,75,21,0.28
"16800",10125466,188,97,0.515957446808511
"16801",10296321,98,32,0.326530612244898
"16803",10125511,139,37,0.266187050359712
"16809",10332214,104,34,0.326923076923077
"16815",10125427,89,19,0.213483146067416
"16817",10153477,49,9,0.183673469387755
"16821",10250503,154,27,0.175324675324675
"16823",10272366,68,32,0.470588235294118
"16824",10153288,75,25,0.333333333333333
"16826",10153889,47,12,0.25531914893617
"16828",10330721,88,29,0.329545454545455
"16829",10332579,514,141,0.27431906614786
"16833",60319692,430,141,0.327906976744186
"16834",10271770,55,15,0.272727272727273
"16844",10154283,68,14,0.205882352941176
"16848",10125460,375,80,0.213333333333333
"16849",60125464,58,14,0.241379310344828
"16851",10271673,593,130,0.219224283305228
"16853",10306153,142,26,0.183098591549296
"16854",10152381,50,8,0.16
"16858",10252318,89,29,0.325842696629214
"16860",10332778,74,20,0.27027027027027
"16862",10125408,167,50,0.29940119760479
"16863",60126136,51,16,0.313725490196078
"16864",10126135,101,49,0.485148514851485
"16865",10296301,64,29,0.453125
"16866",10125609,185,56,0.302702702702703
"16868",10153417,120,22,0.183333333333333
"16874",10330819,54,9,0.166666666666667
"16875",60125408,128,68,0.53125
"16878",60125980,88,27,0.306818181818182
"16884",20332614,269,83,0.308550185873606
"16885",20332772,54,17,0.314814814814815
"16888",60332216,67,30,0.447761194029851
"16896",10249167,546,175,0.320512820512821
"16901",10126193,3225,1296,0.401860465116279
"16902",10296424,68,19,0.279411764705882
"16904",10272466,87,15,0.172413793103448
"16905",10272079,189,46,0.243386243386243
"16911",10332548,69,27,0.391304347826087
"16912",10125942,893,290,0.32474804031355
"16924",10332211,86,28,0.325581395348837
"16933",20332800,85,15,0.176470588235294
"16935",10332399,78,21,0.269230769230769
"16936",10125861,113,26,0.230088495575221
"16937",10296341,74,32,0.432432432432432
"16938",10296427,337,181,0.537091988130564
"16959",20332790,51,11,0.215686274509804
"16960",20332600,162,41,0.253086419753086
"16963",10125473,50,9,0.18
"16972",10126136,413,69,0.167070217917676
"16985",10125940,67,44,0.656716417910448
"16987",10272467,60,12,0.2
"16999",10249154,56,14,0.25
"17004",10332717,1002,260,0.259481037924152
"17008",10271338,69,29,0.420289855072464
"17010",10153769,389,60,0.154241645244216
"17019",10295950,51,22,0.431372549019608
"17020",10140339,130,41,0.315384615384615
"17024",10272475,175,29,0.165714285714286
"17028",10154143,200,60,0.3
"17036",60332212,127,37,0.291338582677165
"17040",10271081,847,187,0.220779220779221
"17050",20332520,569,123,0.216168717047452
"17051",10332217,61,17,0.278688524590164
"17052",10272776,510,116,0.227450980392157
"17062",20332732,51,10,0.196078431372549
"17065",10332207,106,43,0.405660377358491
"17067",10126112,401,107,0.266832917705736
"17072",20332312,1136,356,0.313380281690141
"17076",60332208,81,35,0.432098765432099
"17077",10125949,81,22,0.271604938271605
"17080",10296415,153,37,0.241830065359477
"17082",10272338,138,61,0.442028985507246
"17083",10153410,94,23,0.24468085106383
"17085",10152549,68,19,0.279411764705882
"17091",20330792,57,11,0.192982456140351
"17093",10332456,109,22,0.201834862385321
"17095",10332767,63,12,0.19047619047619
"17101",10272891,74,27,0.364864864864865
"17103",10271590,56,16,0.285714285714286
"17109",10154299,258,53,0.205426356589147
"17116",10332206,95,31,0.326315789473684
"17119",10332420,58,20,0.344827586206897
"17121",10125994,59,27,0.457627118644068
"17123",10296544,186,100,0.537634408602151
"17125",10154277,108,20,0.185185185185185
"17137",10126017,76,33,0.434210526315789
"17140",10126024,49,13,0.26530612244898
"17145",10154322,1185,516,0.435443037974684
"17150",10125936,88,34,0.386363636363636
"17154",10271973,49,16,0.326530612244898
"17166",10332125,994,263,0.264587525150905
"17172",10153893,53,15,0.283018867924528
"17184",10271774,45,24,0.533333333333333
"17190",20249168,94,44,0.468085106382979
"17191",20332820,152,32,0.210526315789474
"17198",10332413,125,59,0.472
