Year   Month   Tmax   Tmin   Prec   PAR   CO2
1800-1958   1   -1.1851   -12.5988   68.7683   148.9585   355.7315
1800-1958   2   0.3775   -11.7503   70.7374   228.1076   356.4926
1800-1958   3   5.4168   -5.9939   78.3798   327.2704   356.696
1800-1958   4   13.2058   0.1139   88.2606   431.2875   357.9722
1800-1958   5   20.1346   5.8164   101.2002   495.0727   358.5598
1800-1958   6   24.2521   10.6399   106.909   543.1144   357.9803
1800-1958   7   26.9514   13.2799   99.5713   542.4672   356.4695
1800-1958   8   25.9477   12.3042   107.7457   473.7616   354.4635
1800-1958   9   21.8558   8.2727   92.1082   373.3015   352.9024
1800-1958   10   15.403   2.598   97.0326   240.3965   352.9462
1800-1958   11   8.082   -1.9053   97.1752   152.0468   354.2837
1800-1958   12   1.3359   -8.4106   95.3735   118.2679   355.5944
1959   1   -1.4477   -13.1522   86.1717   144.6612   315.58
1959   2   -1.1213   -15.4387   65.3063   238.9722   316.48
1959   3   4.6091   -7.6089   73.3613   348.2762   316.65
1959   4   13.9065   0.1085   71.4409   413.2313   317.72
1959   5   22.2721   6.3294   43.4148   536.2147   318.29
1959   6   23.4181   11.1058   82.5508   477.1871   318.15
1959   7   28.0784   13.3034   56.1195   538.6211   316.54
1959   8   27.4698   13.3169   109.8132   440.5145   314.8
1959   9   23.9478   9.1952   53.8173   378.1364   313.84
1959   10   15.087   4.0209   164.8214   211.4439   313.33
1959   11   7.633   -2.678   154.478   149.9954   314.81
1959   12   1.8228   -6.5455   101.5563   117.7859   315.58
1960   1   -0.6769   -11.8522   64.0041   145.5423   316.43
1960   2   1.8956   -8.6188   92.9959   210.0674   316.98
1960   3   1.2717   -9.746   61.0714   357.6358   317.58
1960   4   14.1761   1.4512   119.1566   396.1121   319.03
1960   5   21.2157   7.3055   102.9368   430.8728   320.04
1960   6   24.4617   10.019   110.1799   569.6715   319.59
1960   7   25.6324   11.1492   142.5   542.08   318.18
1960   8   25.5004   11.4304   78.978   463.3922   315.9
1960   9   21.6919   8.4952   179.0137   352.6475   314.17
1960   10   15.187   1.5074   62.147   242.1635   313.83
1960   11   9.7228   -1.5477   58.8475   175.8018   315
1960   12   -0.5907   -13.3457   42.1497   138.0499   316.19
1961   1   -3.8904   -17.9896   39.1525   167.736   316.89
1961   2   1.3124   -12.1221   74.2363   213.3572   317.7
1961   3   5.072   -6.3493   68.9258   322.5466   318.54
1961   4   10.2065   -0.0474   100.7321   393.7113   319.48
1961   5   18.0449   4.319   103.2734   473.8967   320.58
1961   6   24.2617   9.8058   96.5096   558.7616   319.77
1961   7   25.9886   12.5324   95.614   520.0546   318.57
1961   8   25.2429   11.7169   106.136   454.9672   316.79
1961   9   25.0784   10.7525   50.7157   383.265   314.99
1961   10   17.631   3.4209   47.353   229.1609   315.31
1961   11   7.6228   -1.3912   89.3613   156.8249   316.1
1961   12   0.5126   -8.1455   72.8297   117.6491   317.01
1962   1   -0.9904   -13.4065   60.5096   158.828   317.94
1962   2   -2.0315   -13.9659   94.4231   204.271   318.55
1962   3   5.8391   -6.1326   38.8132   344.7574   319.68
1962   4   13.6065   -0.4882   95.2953   420.2226   320.57
1962   5   20.2247   5.462   61.7788   503.9354   321.02
1962   6   25.0587   10.2324   52.7596   562.9301   320.62
1962   7   25.4593   10.1032   95.2088   552.8347   319.61
1962   8   24.8271   11.1034   87.9766   446.3479   317.4
1962   9   19.8051   6.139   83.2102   372.1586   316.25
1962   10   14.287   2.5973   118.2665   218.1427   315.42
1962   11   5.9497   -4.5915   69.9148   169.4377   316.69
1962   12   -0.3334   -12.532   75.6635   130.591   317.7
1963   1   -2.6604   -13.9728   62.6442   153.2305   318.74
1963   2   -2.564   -16.8221   55.4725   250.312   319.07
1963   3   5.0821   -6.1898   81.9231   302.1688   319.86
1963   4   12.8367   -1.3474   45.2541   457.9117   321.38
1963   5   19.7853   4.1754   68.9849   514.9848   322.25
1963   6   24.5751   9.7058   72.5893   547.8843   321.48
1963   7   27.3456   12.4897   50.4231   556.3172   319.74
1963   8   23.7695   9.8034   88.7418   447.7692   317.77
1963   9   20.3357   4.0218   67.1854   375.2842   316.21
1963   10   19.7499   3.1107   10.9973   265.5758   315.99
1963   11   9.833   1.3088   143.4464   129.9999   317.07
1963   12   -3.367   -13.8522   55.2033   142.1893   318.35
1964   1   0.3228   -11.986   97.2582   142.9813   319.57
1964   2   -0.3449   -13.149   41.5769   245.0359   320.01
1964   3   5.6255   -5.246   94.0124   319.6943   320.74
1964   4   12.4334   -0.6014   67.647   404.0926   321.84
1964   5   22.7587   6.2192   46.3558   550.4513   322.26
1964   6   24.5617   9.0324   32.0975   590.6084   321.89
1964   7   27.4459   13.5327   60.3887   520.8903   320.44
1964   8   23.6698   8.6596   95.7047   462.579   318.69
1964   9   21.5478   5.9188   15.1346   383.204   316.7
1964   10   15.4442   0.2209   26.0302   258.5683   316.87
1964   11   8.8464   -2.5676   57.1195   161.3188   317.68
1964   12   0.5093   -8.7188   99.9533   107.2688   318.71
1965   1   -2.9772   -14.6626   42.4794   151.0159   319.44
1965   2   -0.8348   -12.5761   67.2363   229.5656   320.44
1965   3   3.2989   -6.3786   31.4464   345.0866   320.89
1965   4   11.1232   -1.978   63.614   448.0526   322.14
1965   5   22.6685   5.5327   37.1195   541.0273   322.17
1965   6   24.3751   8.4055   59.0522   598.866   321.87
1965   7   26.0021   9.8462   70.2431   565.6335   321.21
1965   8   25.3429   11.4169   100.9093   453.2877   318.87
1965   9   21.1919   8.7218   123.1937   356.4791   317.81
1965   10   14.7867   1.6973   71.4093   242.233   317.3
1965   11   6.2332   -3.524   79.3049   175.9465   318.87
1965   12   1.8768   -6.8356   46.375   121.5752   319.42
1966   1   -1.9772   -12.4525   49.3777   146.6304   320.62
1966   2   0.0416   -12.6188   72.7981   234.4945   321.6
1966   3   5.1989   -5.6361   75.9931   312.3413   322.39
1966   4   11.4065   -1.7915   33.1538   438.3772   323.7
1966   5   17.4587   3.3294   80.1758   493.0426   324.08
1966   6   25.262   9.6324   89.9176   571.103   323.75
1966   7   27.6152   11.4495   92.9505   586.2709   322.38
1966   8   26.0563   11.0169   88.2473   471.113   320.36
1966   9   19.8051   6.0926   124.3654   375.4598   318.64
1966   10   15.2343   0.9242   72.5179   239.3188   318.1
1966   11   10.1228   -0.6207   67.7088   147.8865   319.78
1966   12   1.1093   -8.6896   77.0014   124.2802   321.03
1967   1   1.6228   -9.0626   31.7857   137.0168   322.33
1967   2   -2.164   -15.6525   64.7761   234.249   322.5
1967   3   2.6989   -9.1654   54.2404   317.272   323.04
1967   4   11.2199   -1.1915   105.2582   404.2158   324.42
1967   5   15.4148   2.0192   129   490.3654   325
1967   6   25.9617   11.4091   80.6223   523.3546   324.09
1967   7   26.0784   13.9032   108.9052   510.0013   322.54
1967   8   24.7136   12.0202   95.1126   455.9393   320.92
1967   9   21.7919   6.6525   53.8819   387.2698   319.25
1967   10   15.2735   2.8545   84.7459   241.4687   319.39
1967   11   4.6231   -4.6047   73.5412   170.5946   320.73
1967   12   1.2228   -7.8896   120.5755   111.9437   321.96
1968   1   -4.421   -16.893   37.0522   139.5778   322.57
1968   2   -2.8348   -14.4657   17.3558   269.3246   323.15
1968   3   6.7821   -5.1786   91.8516   292.892   323.89
1968   4   16.5637   0.5984   77.8352   449.2251   325.02
1968   5   18.0688   4.1327   123.397   514.7858   325.57
1968   6   22.1313   10.8762   155.5027   483.0224   325.36
1968   7   27.4021   13.1032   35.3929   576.2808   324.14
1968   8   25.2799   10.9596   55.6882   474.0805   322.11
1968   9   23.2346   8.4555   70.6786   397.1177   320.33
1968   10   16.5735   3.8107   70.2404   249.3459   320.25
1968   11   5.7497   -2.581   165.1745   149.6257   321.32
1968   12   -1.4772   -10.4626   130.8791   117.6109   322.89
1969   1   -1.7907   -12.6087   48.4148   147.7649   324
1969   2   -0.4011   -10.6457   61.2802   220.5637   324.42
1969   3   3.1854   -7.046   46.375   336.1077   325.63
1969   4   14.5567   0.4782   108.1264   416.4131   326.66
1969   5   19.2148   4.6327   88.7706   498.9164   327.38
1969   6   24.0886   10.419   116.0124   553.4422   326.71
1969   7   24.9751   12.6169   136.1044   517.5509   325.88
1969   8   26.5563   12.6169   92.7074   483.7311   323.66
1969   9   21.6051   8.7659   60.7157   362.5555   322.38
1969   10   15.4442   1.6647   51.2212   242.2099   321.78
1969   11   7.1902   -1.2049   170.0055   139.108   322.86
1969   12   -1.5199   -9.9188   153.6621   110.2891   324.12
1970   1   -5.767   -20.0255   16.4245   170.8502   325.06
1970   2   0.5655   -12.6761   67.6374   230.9585   325.98
1970   3   3.5854   -6.9786   65.4657   331.6388   326.93
1970   4   13.3065   -0.4049   94.4299   453.7793   328.13
1970   5   20.3823   6.8327   89.3063   485.7265   328.08
1970   6   23.8617   10.119   103.5769   569.4165   327.67
1970   7   26.6459   13.2357   53.4492   551.4882   326.34
1970   8   26.856   11.6301   95.1456   502.0249   324.69
1970   9   21.4152   8.9791   102.8036   351.7869   323.1
1970   10   16.2442   4.4545   70.8132   228.371   323.06
1970   11   8.6096   -0.6474   69.0385   137.0231   324.01
1970   12   -1.8098   -11.4489   95.7843   120.8388   325.13
1971   1   -3.9805   -17.2492   43.614   159.741   326.17
1971   2   -0.0348   -11.1188   109.9176   204.2716   326.68
1971   3   2.6989   -7.6122   80.1951   343.492   327.17
1971   4   10.3468   -2.3049   51.1868   427.89   327.79
1971   5   18.9157   4.7762   97.0742   466.9363   328.93
1971   6   25.6617   9.519   66.2857   605.759   328.57
1971   7   26.5459   11.49   97.2019   574.0964   327.36
1971   8   25.5136   11.3169   168.0261   472.7309   325.43
1971   9   22.4919   10.6659   64.0838   362.1457   323.36
1971   10   18.39   5.4242   63.7788   221.9017   323.56
1971   11   6.0228   -3.378   110.2253   165.9867   324.8
1971   12   2.1195   -7.739   92.3915   120.677   326.01
1972   1   0.4523   -12.439   43.8159   155.086   326.77
1972   2   -1.1775   -13.7626   89.0646   233.7884   327.63
1972   3   2.9124   -7.1359   107.2761   295.8113   327.75
1972   4   9.6761   -2.9915   90.5989   443.2846   329.72
1972   5   20.1449   6.3294   134.8242   450.7295   330.07
1972   6   21.8055   10.9762   186.7953   473.5918   329.09
1972   7   26.1886   13.5495   110.7706   509.9574   328.04
1972   8   24.4563   11.0596   66.6854   468.0696   326.32
1972   9   21.5021   7.3218   44.158   353.4124   324.84
1972   10   12.387   0.1782   85.8132   237.0043   325.2
1972   11   4.5228   -3.278   196.7596   146.6443   326.5
1972   12   1.1063   -7.3522   157.6621   93.2148   327.55
1973   1   1.0228   -10.2657   72.239   151.8196   328.55
1973   2   -0.6449   -12.8087   54.9107   242.2519   329.56
1973   3   8.5854   -1.7887   67.4959   286.3437   330.3
1973   4   13.5772   1.7082   121.3915   407.1202   331.5
1973   5   17.4718   5.6324   159.5508   440.395   332.48
1973   6   24.9721   12.319   164.8654   526.6975   332.07
1973   7   27.2784   13.8032   68.5879   550.8257   330.87
1973   8   27.7004   14.3304   80.1456   483.9845   329.31
1973   9   21.3051   7.2229   53.3901   382.1782   327.51
1973   10   16.3768   2.0779   60.3489   254.653   327.18
1973   11   7.6363   -1.7646   60.375   137.4209   328.16
1973   12   2.3935   -7.3188   209.4052   96.6338   328.64
1974   1   0.1195   -10.8489   65.5124   151.8196   329.35
1974   2   -0.7345   -13.3084   66.4382   242.2519   330.71
1974   3   4.4223   -6.0764   89.5852   286.3437   331.48
1974   4   14.9199   0.6647   67.1044   407.1202   332.65
1974   5   17.4856   4.7754   119.7308   440.395   333.19
1974   6   24.019   10.3762   76.9849   526.6975   332.2
1974   7   26.3751   12.6492   99.7404   550.8257   331.07
1974   8   25.9136   11.7629   99.8091   483.9845   329.15
1974   9   20.1018   7.4926   152.1896   382.1782   327.33
1974   10   12.7768   -0.9657   35.4203   254.653   327.28
1974   11   8.1464   -2.078   113.1951   155.8841   328.31
1974   12   2.2666   -6.3188   72.2005   101.6783   329.58
1975   1   1.1195   -10.2492   87.1016   142.3605   330.73
1975   2   0.4551   -10.8087   88.8283   240.3111   331.46
1975   3   3.5956   -6.9359   72.3613   314.7111   331.94
1975   4   9.3199   -2.4783   76.6772   431.5321   333.11
1975   5   23.2317   7.5762   64.2775   491.4471   333.95
1975   6   23.6055   11.1894   118.8434   545.5429   333.42
1975   7   27.6354   14.49   153.5316   551.8793   331.97
1975   8   25.5429   12.5304   170.0907   485.2652   329.95
1975   9   19.2919   7.2692   150.2912   377.8745   328.5
1975   10   16.387   3.9782   143.0865   258.4796   328.36
1975   11   11.0363   0.1658   117.3571   138.9769   329.38
1975   12   0.4363   -10.1492   89.0989   107.0457   330.62
1976   1   -3.6345   -16.839   101.8874   142.9968   331.56
1976   2   3.7495   -9.4221   84.8956   217.0913   332.74
1976   3   6.865   -6.0493   85.6195   323.9654   333.36
1976   4   15.1199   0.9545   93.5316   481.2965   334.74
1976   5   18.5856   4.4327   143.6854   525.0366   334.72
1976   6   26.1324   12.7324   97.7486   533.6288   333.98
1976   7   24.9155   12.1462   116.9396   551.571   333.08
1976   8   24.9698   11.2169   158.7294   466.8886   330.68
1976   9   20.5185   6.3659   83.1401   348.9046   328.96
1976   10   12.8577   1.1779   135.9533   235.302   328.72
1976   11   5.3363   -3.978   37.0865   154.8778   330.16
1976   12   -1.1772   -13.4357   51.0467   114.951   331.62
1977   1   -4.6772   -16.8492   46.0824   146.9975   332.68
1977   2   -0.3449   -11.0589   67.2363   220.878   333.17
1977   3   8.5989   -3.0055   146.5124   327.454   334.96
1977   4   14.0904   -0.0918   104.3956   456.5566   336.14
1977   5   22.7587   5.819   68.6786   482.2102   336.93
1977   6   22.3751   10.019   110.9712   548.3279   336.17
1977   7   26.8886   12.5023   56.783   527.9824   334.88
1977   8   25.1271   11.9731   101.6511   467.0567   332.56
1977   9   19.9185   9.3896   156.3846   378.9054   331.29
1977   10   14.4004   2.1478   137.9258   235.3778   331.28
1977   11   8.9228   0.1456   110.1593   183.5909   332.46
1977   12   -0.5772   -9.9659   126.239   137.5893   333.6
1978   1   -2.767   -13.1357   152.6126   171.8612   334.94
1978   2   -3.4146   -17.1558   21.3585   233.1603   335.26
1978   3   3.0124   -8.7191   59.533   316.7113   336.66
1978   4   10.7603   -1.5646   48.5797   458.451   337.69
1978   5   20.4584   6.0897   58.7486   580.5494   338.02
1978   6   23.8886   9.5894   113.9505   556.4398   338.01
1978   7   26.5784   11.6626   67.9203   537.6888   336.5
1978   8   25.3268   12.7731   101.7747   468.0551   334.42
1978   9   20.4018   5.1221   52.3489   323.7658   332.36
1978   10   14.4577   1.2343   88.3709   224.7204   332.45
1978   11   8.5363   -3.6541   46.0495   134.9762   333.76
1978   12   1.3228   -9.2492   95.8516   114.8348   334.91
1979   1   -1.7805   -11.6357   182.9684   112.536   336.14
1979   2   -5.9044   -17.3527   53.1497   256.1897   336.69
1979   3   7.6529   -3.6887   66.3613   300.6647   338.27
1979   4   11.9637   -0.1882   107.0591   412.4946   338.82
1979   5   20.0587   7.5294   130.8984   472.2169   339.24
1979   6   23.9482   9.4762   29   606.2983   339.26
1979   7   27.3354   13.6492   105.6772   549.6302   337.54
1979   8   24.8271   12.2731   92.1456   436.7027   335.72
1979   9   21.5817   6.6893   106.7692   397.9534   333.97
1979   10   13.8442   3.1478   97.1662   214.9467   334.24
1979   11   10.4771   0.222   91.3049   139.852   335.32
1979   12   3.2666   -7.1087   47.2486   129.0793   336.82
1980   1   -0.4176   -11.0626   15.794   162.0868   337.9
1980   2   -1.7011   -14.2323   21.7266   252.8395   338.34
1980   3   4.6391   -6.6328   116.669   309.1292   340.07
1980   4   13.4065   0.6545   89.2047   390.668   340.93
1980   5   21.1014   5.4294   33.2212   556.0067   341.45
1980   6   22.6324   8.3055   111.8132   555.6035   341.36
1980   7   27.1459   13.2495   69.1538   554.1566   339.45
1980   8   26.6001   13.1728   81.9478   471.0526   337.67
1980   9   22.2481   8.0896   77.5783   408.1773   336.25
1980   10   13.3902   1.5242   67.7115   246.0656   336.14
1980   11   5.5363   -3.978   90.7349   155.9596   337.3
1980   12   -1.1637   -14.539   36.353   138.7548   338.29
1981   1   -4.9772   -18.293   12.1319   178.8768   339.29
1981   2   4.8091   -7.3424   173.1277   182.0933   340.55
1981   3   5.872   -5.3022   12.3558   342.089   341.63
1981   4   14.7095   1.0085   77.3393   427.0724   342.6
1981   5   21.3584   5.5897   87.6099   534.8697   343.04
1981   6   24.4617   10.7459   80.5549   550.2301   342.54
1981   7   26.4886   13.3626   107.2761   518.245   340.82
1981   8   25.4372   11.2596   72.5165   459.8221   338.48
1981   9   19.7185   8.3794   127.1621   316.9665   336.95
1981   10   12.8004   0.5478   120.4918   214.627   337.05
1981   11   7.8935   -2.0813   51.6813   145.6469   338.57
1981   12   0.3959   -8.2457   107.8146   108.5164   339.91
1982   1   -5.3904   -18.293   77.8008   143.8928   340.93
1982   2   -0.0909   -12.8054   85.2665   228.2064   341.76
1982   3   4.8124   -7.8359   73.9904   339.582   342.78
1982   4   11.9098   -2.3915   79.3365   483.4581   343.96
1982   5   21.4584   6.1159   64.3448   495.9852   344.77
1982   6   21.6617   9.8897   176.5027   451.9269   343.88
1982   7   27.3459   11.8593   63.4121   605.5761   342.42
1982   8   24.3136   10.0731   73.1126   471.6589   340.24
1982   9   21.8919   7.8926   57.0165   358.1634   338.38
1982   10   15.9442   1.2107   41.3558   279.9144   338.41
1982   11   10.0231   -0.5643   102.4959   143.938   339.44
1982   12   4.8801   -5.9492   47.9148   111.8997   340.78
1983   1   -0.3907   -11.3357   92.8008   154.9413   341.57
1983   2   1.4956   -10.7626   69.0082   235.0995   342.79
