Year   Month   Tmax   Tmin   Prec   PAR   CO2
1800-1958   1   -4.1606   -15.5435   66.4098   142.9623   355.7315
1800-1958   2   -2.5546   -15.0392   64.0768   221.2997   356.4926
1800-1958   3   2.5849   -8.9002   69.4637   323.6301   356.696
1800-1958   4   10.3726   -1.7142   80.402   426.2423   357.9722
1800-1958   5   18.4124   4.6638   93.5965   488.6795   358.5598
1800-1958   6   22.8709   9.6605   115.5867   538.7338   357.9803
1800-1958   7   25.522   12.5146   113.2598   531.1052   356.4695
1800-1958   8   24.4204   11.625   118.3916   470.4664   354.4635
1800-1958   9   19.9757   7.5367   88.4047   361.2871   352.9024
1800-1958   10   12.9924   1.7951   101.5489   221.9065   352.9462
1800-1958   11   5.3423   -3.3538   95.9159   136.8284   354.2837
1800-1958   12   -1.3829   -10.7808   93.3652   108.2801   355.5944
1959   1   -5.0119   -16.6   95.9873   139.1154   315.58
1959   2   -4.9163   -20.2686   68.7329   233.5365   316.48
1959   3   1.5647   -11.3742   55.4232   348.7012   316.65
1959   4   11.2941   -1.7911   40.1149   433.5502   317.72
1959   5   20.369   5.2537   47.7498   522.714   318.29
1959   6   21.7963   10.289   116.3709   468.512   318.15
1959   7   27.6142   12.675   50.7146   553.2633   316.54
1959   8   26.0501   13.0951   128.8152   436.9509   314.8
1959   9   21.8298   8.4717   53.1274   351.9332   313.84
1959   10   12.3705   1.9178   173.1886   196.2779   313.33
1959   11   4.9857   -4.1327   159.2912   129.374   314.81
1959   12   -1.395   -9.0805   88.7572   107.1296   315.58
1960   1   -4.11   -15.8395   57.1952   139.0088   316.43
1960   2   -0.2394   -10.7834   87.2619   191.7557   316.98
1960   3   -1.4432   -11.7672   45.2371   345.4818   317.58
1960   4   10.5745   -1.0517   92.3194   403.5167   319.03
1960   5   21.0643   7.2359   87.3306   443.4882   320.04
1960   6   23.0961   8.8307   122.4212   552.477   319.59
1960   7   24.0623   10.5796   96.6101   529.2348   318.18
1960   8   24.6437   10.0957   53.7965   489.5587   315.9
1960   9   20.3953   7.4193   104.5448   342.6672   314.17
1960   10   12.3296   -0.0529   101.1058   220.8436   313.83
1960   11   6.9393   -1.6144   60.3928   143.4175   315
1960   12   -3.0954   -14.3393   42.4705   123.4081   316.19
1961   1   -7.3361   -20.7169   30.6858   159.332   316.89
1961   2   -1.1311   -15.4122   71.0537   203.5143   317.7
1961   3   2.4268   -9.6353   56.8245   322.019   318.54
1961   4   7.9663   -1.5157   110.3814   379.5441   319.48
1961   5   16.3117   3.304   87.1947   461.969   320.58
1961   6   22.578   9.1036   118.8234   552.4991   319.77
1961   7   24.7946   12.3057   123.3488   498.0193   318.57
1961   8   24.1362   11.7506   88.7126   453.9276   316.79
1961   9   23.6456   10.3309   54.7966   354.4136   314.99
1961   10   15.3444   2.5954   55.6851   202.857   315.31
1961   11   5.5702   -2.4276   83.7016   131.3566   316.1
1961   12   -1.6235   -9.4074   69.0562   108.8034   317.01
1962   1   -3.9946   -17.1988   45.4013   152.3744   317.94
1962   2   -4.7499   -18.2099   63.8984   210.1026   318.55
1962   3   3.4669   -8.6802   43.4405   341.8133   319.68
1962   4   10.1392   -2.0371   97.6762   404.5845   320.57
1962   5   17.8253   4.2247   68.0709   469.5717   321.02
1962   6   23.7998   8.8966   72.2165   556.4811   320.62
1962   7   23.0216   9.3487   162.4716   518.2037   319.61
1962   8   23.8389   11.2557   108.6317   450.446   317.4
1962   9   18.131   6.2599   83.034   335.9491   316.25
1962   10   11.7404   1.8502   155.5632   192.4947   315.42
1962   11   3.7775   -5.4637   73.5957   152.3743   316.69
1962   12   -2.2363   -13.6054   65.7623   119.0752   317.7
1963   1   -4.6553   -14.6759   46.7684   146.0936   318.74
1963   2   -6.2225   -19.3201   60.7774   236.8199   319.07
