Year   Month   Tmax   Tmin   Prec   PAR   CO2
1800-1958   1   -1.6117   -12.3204   75.0138   347.1152   355.7315
1800-1958   2   -0.2147   -11.7526   76.7045   467.4379   356.4926
1800-1958   3   4.6528   -6.2468   84.6816   573.0314   356.696
1800-1958   4   12.2183   -0.1665   93.8183   669.8101   357.9722
1800-1958   5   19.2015   5.7113   100.6775   721.2414   358.5598
1800-1958   6   23.4104   10.5274   111.2777   726.2708   357.9803
1800-1958   7   26.1076   13.3524   105.1138   723.1254   356.4695
1800-1958   8   25.1226   12.5232   105.663   684.2138   354.4635
1800-1958   9   21.0638   8.5014   94.1529   601.0486   352.9024
1800-1958   10   14.7152   2.6167   95.404   468.9326   352.9462
1800-1958   11   7.4945   -2.1514   99.4837   324.198   354.2837
1800-1958   12   0.8701   -8.3847   100.0024   292.5239   355.5944
1959   1   -1.8664   -12.8447   89.0136   369.4   315.58
1959   2   -1.6045   -15.0959   70.3636   464.1   316.48
1959   3   3.8247   -7.7151   79.7688   526.7   316.65
1959   4   12.9116   -0.1211   78.5182   746.1   317.72
1959   5   21.2778   6.3163   42.42   754.2   318.29
1959   6   22.645   10.9383   90.7552   734.3   318.15
1959   7   27.0733   13.4166   67.8813   652.4   316.54
1959   8   26.6573   13.5705   106.1211   712.2   314.8
1959   9   23.163   9.4636   53.8533   558   313.84
1959   10   14.4829   4.0284   162.4568   479.8   313.33
1959   11   6.9644   -2.9311   154.4513   338.4   314.81
1959   12   1.2905   -6.6946   106.5368   362.8   315.58
1960   1   -1.1267   -11.5214   68.0801   458.9   316.43
1960   2   1.2088   -8.6311   101.9661   462.8   316.98
1960   3   0.295   -10.0768   64.0125   639   317.58
1960   4   13.2801   1.2174   121.5247   685.6   319.03
1960   5   20.0725   7.0597   96.6535   681.8   320.04
1960   6   23.4874   9.9274   114.2405   750.6   319.59
1960   7   24.6776   11.2469   153.988   748.7   318.18
1960   8   24.5829   11.7506   81.437   763.6   315.9
1960   9   20.78   8.6699   184.0819   647.9   314.17
1960   10   14.5093   1.5168   59.9134   564.5   313.83
1960   11   9.0451   -1.8689   61.0892   371.7   315
1960   12   -1.2234   -13.3773   47.4905   358.2   316.19
1961   1   -4.3742   -17.7508   47.1641   427   316.89
1961   2   0.6496   -12.1711   81.2452   485.1   317.7
1961   3   4.1576   -6.6663   76.5335   648.7   318.54
1961   4   9.1341   -0.4832   107.6346   583.4   319.48
1961   5   17.0089   4.1705   104.9221   677.9   320.58
1961   6   23.4181   9.7772   102.9494   728.4   319.77
1961   7   25.12   12.6292   97.1375   710.8   318.57
1961   8   24.3807   12.0061   101.4541   673.3   316.79
1961   9   24.1831   11.0265   56.4484   693.9   314.99
1961   10   16.8373   3.4529   46.2105   522.3   315.31
1961   11   6.9825   -1.675   93.0842   316.9   316.1
1961   12   -0.0532   -8.2604   75.5149   272   317.01
1962   1   -1.4155   -13.0222   66.6949   395.2   317.94
1962   2   -2.6107   -13.8987   103.3231   423.7   318.55
1962   3   4.9091   -6.3343   39.363   706.8   319.68
1962   4   12.5476   -0.7661   99.2575   689.9   320.57
1962   5   19.4392   5.4139   56.9348   732.1   321.02
1962   6   24.1113   10.1493   56.0174   787.6   320.62
1962   7   24.6216   10.1688   87.9963   756.2   319.61
1962   8   24.0055   11.2653   90.4973   706.1   317.4
1962   9   18.9947   6.27   81.9875   643.3   316.25
1962   10   13.6758   2.5597   109.1687   432.6   315.42
1962   11   5.3177   -4.9087   72.3531   396.1   316.69
1962   12   -0.9447   -12.5607   79.8618   364.8   317.7
1963   1   -3.0637   -13.7377   67.8058   318.7   318.74
1963   2   -3.1554   -16.8411   61.8887   546.4   319.07
1963   3   4.2753   -6.3704   86.9989   605.2   319.86
1963   4   11.9543   -1.6381   44.4664   706.9   321.38
1963   5   18.8798   4.0845   65.5372   701.1   322.25
1963   6   23.7435   9.6242   83.1156   780.2   321.48
1963   7   26.3621   12.5205   60.1121   748.7   319.74
1963   8   22.9753   9.9945   81.9732   624   317.77
1963   9   19.3909   4.3779   72.5454   712.3   316.21
1963   10   19.0223   3.0802   9.7869   675.3   315.99
1963   11   9.2702   0.9916   147.2375   249.9   317.07
1963   12   -3.8182   -13.6191   59.1926   378.1   318.35
1964   1   -0.109   -11.7446   103.3825   318.7   319.57
1964   2   -1.0139   -13.2191   49.3345   535.2   320.01
1964   3   4.9338   -5.5966   93.1855   576.1   320.74
1964   4   11.408   -0.8809   74.9254   664.4   321.84
1964   5   21.8246   6.1125   42.9531   805.7   322.26
1964   6   23.6266   8.93   38.1953   839.4   321.89
1964   7   26.5531   13.6342   62.7011   729.7   320.44
1964   8   22.9969   9.0057   87.7655   697.9   318.69
1964   9   20.8823   6.3523   18.104   661.7   316.7
1964   10   14.713   0.3351   26.2836   559.3   316.87
1964   11   8.4394   -2.6947   55.8683   383.9   317.68
1964   12   0.0522   -8.6995   105.3983   238.8   318.71
1965   1   -3.4205   -14.4576   48.6995   350.6   319.44
1965   2   -1.3498   -12.5907   72.286   473.9   320.44
1965   3   2.5462   -6.702   34.0453   639   320.89
1965   4   10.1149   -2.2147   67.1011   732.5   322.14
1965   5   21.7446   5.5594   38.6415   817.3   322.17
1965   6   23.5968   8.326   59.227   791.3   321.87
1965   7   25.1933   10.0769   75.3683   767.6   321.21
1965   8   24.5278   11.6898   101.7936   669.2   318.87
1965   9   20.3353   8.9268   116.7644   611.2   317.81
1965   10   14.0592   1.6144   70.3575   469.6   317.3
1965   11   5.7431   -3.7206   76.9069   286.4   318.87
1965   12   1.4824   -6.8886   49.7936   258.7   319.42
1966   1   -2.4214   -12.1956   54.1613   312.3   320.62
1966   2   -0.5875   -12.5244   79.945   535.2   321.6
1966   3   4.4573   -5.9164   79.3594   571.3   322.39
1966   4   10.3254   -2.0708   36.4544   660.1   323.7
1966   5   16.4946   3.319   79.1413   689.5   324.08
1966   6   24.4145   9.6545   85.7276   776.5   323.75
1966   7   26.9233   11.7693   95.8447   820.5   322.38
1966   8   25.3585   11.308   76.4423   734.8   320.36
1966   9   19.0113   6.4709   130.7803   680.1   318.64
1966   10   14.4796   1.0031   76.0971   554   318.1
1966   11   9.4456   -0.9401   73.3333   316.9   319.78
1966   12   0.6134   -8.66   79.9422   305.1   321.03
1967   1   1.1624   -8.8483   34.5187   318.7   322.33
1967   2   -2.7389   -15.5439   67.944   479.5   322.5
1967   3   1.9181   -9.3563   67.4893   639   323.04
1967   4   10.2582   -1.4385   108.0306   634.5   324.42
1967   5   14.5295   1.9256   123.782   631.4   325
1967   6   25.0486   11.2946   91.2637   602.7   324.09
1967   7   25.1877   13.8677   116.2684   616.3   322.54
1967   8   23.8   12.2041   95.9273   611.7   320.92
1967   9   20.9206   6.7701   53.5094   652.5   319.25
1967   10   14.4705   2.6944   82.8737   422.1   319.39
1967   11   4.0288   -4.8722   76.6738   262.1   320.73
1967   12   0.8376   -7.921   128.4732   272   321.96
1968   1   -4.7957   -16.5198   41.1144   359.4   322.57
1968   2   -3.365   -14.3618   18.3296   512.9   323.15
1968   3   5.9568   -5.3715   99.6755   537.4   323.89
1968   4   15.5142   0.2909   81.5412   732.5   325.02
1968   5   17.0918   4.0753   123.2525   677.9   325.57
1968   6   21.4228   10.6262   163.0952   432.6   325.36
1968   7   26.6016   13.1838   34.5144   752.4   324.14
