Year   Month   Tmax   Tmin   Prec   PAR   CO2
1800-1958   1   -1.5782   -12.2891   79.4246   347.1152   355.7315
1800-1958   2   -0.2258   -11.732   82.4212   467.4379   356.4926
1800-1958   3   4.5172   -6.442   89.3864   573.0314   356.696
1800-1958   4   12.0037   -0.4139   98.8597   669.8101   357.9722
1800-1958   5   19.0047   5.5077   104.1752   721.2414   358.5598
1800-1958   6   23.2236   10.3046   114.9803   726.2708   357.9803
1800-1958   7   25.8869   13.1124   108.7166   723.1254   356.4695
1800-1958   8   25.0036   12.4077   106.9836   684.2138   354.4635
1800-1958   9   20.9307   8.4122   97.2589   601.0486   352.9024
1800-1958   10   14.6082   2.4175   99.691   468.9326   352.9462
1800-1958   11   7.4813   -2.2869   104.6732   324.198   354.2837
1800-1958   12   0.9548   -8.386   106.6655   292.5239   355.5944
1959   1   -1.8379   -12.8145   92.063   369.4   315.58
1959   2   -1.5815   -14.9595   74.8328   464.1   316.48
1959   3   3.7087   -7.8455   85.1736   526.7   316.65
1959   4   12.6674   -0.3724   84.8267   746.1   317.72
1959   5   21.064   6.1403   42.164   754.2   318.29
1959   6   22.4305   10.6377   98.0369   734.3   318.15
1959   7   26.7185   13.1817   74.071   652.4   316.54
1959   8   26.4873   13.4441   111.2754   712.2   314.8
1959   9   23.014   9.3559   53.8868   558   313.84
1959   10   14.4087   3.825   171.4009   479.8   313.33
1959   11   6.9409   -3.0802   159.5207   338.4   314.81
1959   12   1.3639   -6.8001   113.5044   362.8   315.58
1960   1   -1.1297   -11.4905   70.1072   458.9   316.43
1960   2   1.1697   -8.6364   110.8142   462.8   316.98
1960   3   0.0538   -10.3369   68.4184   639   317.58
1960   4   13.0823   0.9382   126.3624   685.6   319.03
1960   5   19.7744   6.7618   97.6202   681.8   320.04
1960   6   23.2191   9.6957   118.7736   750.6   319.59
1960   7   24.3877   10.9655   162.0712   748.7   318.18
1960   8   24.3656   11.6647   85.5266   763.6   315.9
1960   9   20.5726   8.4844   190.4963   647.9   314.17
1960   10   14.3918   1.2701   62.4757   564.5   313.83
1960   11   9.007   -2.0977   66.2843   371.7   315
1960   12   -1.228   -13.526   53.5288   358.2   316.19
1961   1   -4.3563   -17.8151   52.1354   427   316.89
1961   2   0.6109   -12.2288   87.2386   485.1   317.7
1961   3   3.9381   -6.9009   80.8519   648.7   318.54
1961   4   8.8898   -0.8265   114.2023   583.4   319.48
1961   5   16.7439   3.923   108.6996   677.9   320.58
1961   6   23.2303   9.5398   107.9539   728.4   319.77
1961   7   24.8913   12.3444   98.0886   710.8   318.57
1961   8   24.2406   11.8283   100.3681   673.3   316.79
1961   9   23.9755   10.8871   60.7081   693.9   314.99
1961   10   16.6322   3.2499   48.6182   522.3   315.31
1961   11   6.9432   -1.8381   97.5642   316.9   316.1
1961   12   -0.038   -8.3453   80.5729   272   317.01
1962   1   -1.3705   -12.97   70.658   395.2   317.94
1962   2   -2.5926   -13.9041   110.7716   423.7   318.55
1962   3   4.7001   -6.543   40.6212   706.8   319.68
1962   4   12.3423   -1.0738   101.914   689.9   320.57
1962   5   19.2581   5.1434   57.4911   732.1   321.02
1962   6   23.8687   9.9261   58.3243   787.6   320.62
1962   7   24.3791   9.9029   86.0566   756.2   319.61
1962   8   23.8693   11.0665   94.645   706.1   317.4
1962   9   18.8847   6.1127   83.5385   643.3   316.25
1962   10   13.6014   2.2664   112.4282   432.6   315.42
1962   11   5.3165   -5.0649   75.6157   396.1   316.69
1962   12   -0.9491   -12.6809   85.9074   364.8   317.7
1963   1   -2.9548   -13.7696   71.8727   318.7   318.74
1963   2   -3.1163   -16.8331   68.0676   546.4   319.07
1963   3   4.1515   -6.5898   91.0724   605.2   319.86
1963   4   11.8107   -1.9287   45.3098   706.9   321.38
1963   5   18.7318   3.8465   65.993   701.1   322.25
1963   6   23.5907   9.3434   88.6415   780.2   321.48
1963   7   26.0947   12.2229   64.634   748.7   319.74
1963   8   22.9183   9.8106   80.116   624   317.77
1963   9   19.1883   4.3244   77.6462   712.3   316.21
1963   10   18.8265   2.8452   10.2778   675.3   315.99
1963   11   9.2749   0.793   155.8359   249.9   317.07
1963   12   -3.709   -13.5392   63.7181   378.1   318.35
1964   1   -0.0654   -11.8   109.9972   318.7   319.57
1964   2   -1.0458   -13.2922   55.1012   535.2   320.01
1964   3   4.8527   -5.8638   93.6921   576.1   320.74
1964   4   11.1861   -1.1892   79.7292   664.4   321.84
1964   5   21.6397   5.8391   41.6995   805.7   322.26
1964   6   23.408   8.732   42.3793   839.4   321.89
1964   7   26.2465   13.3607   65.0216   729.7   320.44
1964   8   22.881   8.8921   85.4431   697.9   318.69
1964   9   20.7632   6.324   19.9018   661.7   316.7
1964   10   14.5654   0.1317   28.1763   559.3   316.87
1964   11   8.4891   -2.8071   57.5784   383.9   317.68
1964   12   0.1061   -8.7624   112.0656   238.8   318.71
1965   1   -3.4045   -14.5056   51.5606   350.6   319.44
1965   2   -1.3322   -12.6191   77.6411   473.9   320.44
1965   3   2.4219   -6.9266   35.5884   639   320.89
1965   4   9.9278   -2.4166   69.9005   732.5   322.14
1965   5   21.6102   5.413   42.1826   817.3   322.17
1965   6   23.4273   8.0769   60.3263   791.3   321.87
1965   7   24.9891   9.8914   79.2152   767.6   321.21
1965   8   24.3918   11.5566   105.1319   669.2   318.87
1965   9   20.2017   8.8171   115.5922   611.2   317.81
1965   10   13.9642   1.3338   72.5124   469.6   317.3
1965   11   5.7665   -3.8661   77.6069   286.4   318.87
1965   12   1.5957   -6.9805   53.466   258.7   319.42
1966   1   -2.3693   -12.1529   56.8022   312.3   320.62
1966   2   -0.6532   -12.4705   85.7714   535.2   321.6
1966   3   4.3242   -6.1035   81.5705   571.3   322.39
1966   4   10.0627   -2.3356   38.3836   660.1   323.7
1966   5   16.3027   3.1574   79.6668   689.5   324.08
1966   6   24.2137   9.4956   84.7409   776.5   323.75
1966   7   26.7793   11.574   99.1074   820.5   322.38
1966   8   25.2849   11.1942   69.7732   734.8   320.36
1966   9   18.9118   6.4532   136.2249   680.1   318.64
1966   10   14.3549   0.8134   84.4647   554   318.1
1966   11   9.3918   -1.0738   79.7054   316.9   319.78
1966   12   0.6736   -8.6865   83.4603   305.1   321.03
1967   1   1.1983   -8.8309   35.9938   318.7   322.33
1967   2   -2.7176   -15.4385   73.1054   479.5   322.5
1967   3   1.7657   -9.5365   74.9617   639   323.04
1967   4   10.0514   -1.6862   112.8982   634.5   324.42
1967   5   14.3556   1.7447   129.9799   631.4   325
1967   6   24.8042   11.0143   98.2377   602.7   324.09
1967   7   24.9304   13.6152   121.6865   616.3   322.54
1967   8   23.6335   12.0701   97.9906   611.7   320.92
1967   9   20.7607   6.6493   54.905   652.5   319.25
1967   10   14.3279   2.4124   84.4079   422.1   319.39
1967   11   3.9842   -5.0273   80.8682   262.1   320.73
1967   12   0.9536   -7.9622   137.9537   272   321.96
1968   1   -4.6827   -16.3869   43.7982   359.4   322.57
1968   2   -3.334   -14.3277   20.0364   512.9   323.15
1968   3   5.7544   -5.5524   106.2782   537.4   323.89
1968   4   15.2466   0.0091   83.9018   732.5   325.02
1968   5   16.9399   3.9069   125.3696   677.9   325.57
1968   6   21.2851   10.3346   171.6212   432.6   325.36
1968   7   26.4007   12.9641   33.6634   752.4   324.14
1968   8   24.5519   11.1228   53.6413   677.4   322.11
1968   9   22.3091   8.4611   73.3124   528.5   320.33
1968   10   15.6324   3.6427   69.3521   290.2   320.25
1968   11   5.2562   -2.9388   168.9222   188.9   321.32
1968   12   -1.7786   -10.4981   142.2629   106.1   322.89
1969   1   -2.342   -12.4514   50.3684   286.8   324
1969   2   -1.2477   -10.9339   70.5823   407   324.42
1969   3   2.2472   -7.6679   53.6364   518   325.63
1969   4   13.4836   0.0586   121.9671   643.1   326.66
1969   5   18.28   4.4171   89.1357   654.6   327.38
1969   6   23.1004   10.0404   118.9761   673   326.71
1969   7   23.7364   12.4513   157.5256   559.6   325.88
1969   8   25.5873   12.5672   98.4966   673.3   323.66
1969   9   20.717   8.7635   70.4576   523.9   322.38
1969   10   14.6022   1.2722   49.7042   527.6   321.78
1969   11   6.4757   -1.7997   180.0963   274.2   322.86
1969   12   -2.0023   -9.9897   168.0087   325   324.12
1970   1   -6.1516   -19.2626   18.0161   478   325.06
1970   2   -0.0431   -12.6805   87.0416   485.1   325.98
1970   3   2.5666   -7.418   75.6358   639   326.93
1970   4   12.0192   -0.993   103.5488   736.7   328.13
1970   5   19.2818   6.5065   91.5581   770.9   328.08
1970   6   22.6652   9.8148   105.9333   754.3   327.67
1970   7   25.5702   13.0769   58.5187   778.9   326.34
1970   8   25.8977   11.8037   100.7746   784.1   324.69
1970   9   20.6596   9.0948   101.9455   523.9   323.1
1970   10   15.369   4.0759   71.7085   448.5   323.06
1970   11   7.9169   -1.1512   80.437   316.9   324.01
1970   12   -2.0378   -11.1205   100.6748   285.2   325.13
1971   1   -4.3381   -16.9303   50.5432   401.5   326.17
1971   2   -0.6236   -11.087   121.4265   440.5   326.68
1971   3   1.8754   -7.7413   83.0005   697.1   327.17
1971   4   9.4283   -2.8806   56.9617   736.7   327.79
1971   5   17.6179   4.3258   105.2888   697.3   328.93
1971   6   24.6195   9.3315   66.2299   913.3   328.57
1971   7   25.5329   11.2702   99.7869   858.3   327.36
1971   8   24.5424   11.3054   173.1402   775.9   325.43
1971   9   21.4808   10.7989   81.2137   606.6   323.36
1971   10   17.5044   5.3241   71.5801   532.9   323.56
1971   11   5.4175   -3.723   120.6197   359.6   324.8
1971   12   1.8693   -7.4973   99.5784   338.3   326.01
1972   1   0.0329   -11.9408   49.4728   407.9   326.77
1972   2   -1.7925   -13.6835   105.358   535.2   327.63
1972   3   2.1492   -7.6251   119.1746   527.7   327.75
1972   4   8.6978   -3.5623   104.323   775.1   329.72
1972   5   18.9156   5.9924   140.8773   763.1   330.07
1972   6   20.5453   10.4892   220.1912   610.1   329.09
1972   7   25.1498   13.4406   111.1452   775.1   328.04
1972   8   23.702   11.2638   65.3546   726.6   326.32
1972   9   20.7479   7.5958   45.1978   638.7   324.84
1972   10   11.7969   -0.0423   90.8756   559.3   325.2
1972   11   3.9428   -3.692   212.7387   268.1   326.5
1972   12   0.6164   -7.1193   174.8125   225.5   327.55
1973   1   0.6948   -10.1197   86.6681   427   328.55
1973   2   -1.2237   -12.7944   68.6225   596.6   329.56
1973   3   7.7013   -2.4776   80.0171   566.4   330.3
1973   4   12.2403   0.9914   143.5201   685.6   331.5
1973   5   16.3892   5.2125   161.707   581   332.48
1973   6   23.9343   11.9881   167.3468   680.4   332.07
1973   7   26.1138   13.4863   82.499   771.3   330.87
1973   8   26.5933   14.3751   76.7191   693.8   329.31
1973   9   20.4829   7.3701   56.7664   588.2   327.51
1973   10   15.6093   1.9513   63.3601   580.4   327.18
1973   11   7.1848   -2.0536   63.961   414.4   328.16
1973   12   2.0832   -7.4379   238.212   285.2   328.64
1974   1   -0.2126   -10.677   79.7834   359.4   329.35
1974   2   -1.2687   -13.2256   72.9806   495   330.71
1974   3   3.7339   -6.4915   102.2821   598.3   331.48
1974   4   13.6648   0.2702   76.6436   672.6   332.65
1974   5   16.5181   4.4879   120.7945   666.3   333.19
1974   6   22.755   9.8727   85.6159   776.5   332.2
1974   7   25.2453   12.4271   106.7   741.5   331.07
1974   8   24.8324   11.8486   103.0678   792.3   329.15
1974   9   19.1563   7.7077   163.8443   574.4   327.33
1974   10   11.9933   -1.0115   43.6726   554   327.28
1974   11   7.536   -2.531   110.5662   365.7   328.31
1974   12   1.7328   -6.4812   86.5352   258.7   329.58
1975   1   0.7548   -9.8521   101.0517   350.6   330.73
1975   2   -0.1679   -10.8244   101.414   457.2   331.46
1975   3   2.743   -7.4267   82.7425   576.1   331.94
1975   4   8.3052   -3.0283   80.4119   753.8   333.11
1975   5   21.8047   7.2303   74.7151   801.8   333.95
1975   6   22.406   10.8312   128.3015   735.8   333.42
1975   7   26.3224   14.1314   195.2476   794   331.97
1975   8   24.405   12.5271   161.8547   722.5   329.95
1975   9   18.2684   7.3288   167.0067   597.4   328.5
1975   10   15.6003   3.773   141.5045   559.3   328.36
1975   11   10.4868   -0.2176   129.8751   390   329.38
1975   12   0.1317   -9.9793   99.3365   287.7   330.62
1976   1   -4.0019   -16.2474   118.3353   388.8   331.56
1976   2   3.4524   -9.5149   96.0226   507.4   332.74
1976   3   6.19   -6.4456   87.4666   677.8   333.36
1976   4   13.9437   0.5412   99.6016   817.7   334.74
1976   5   17.6444   4.2153   142.738   728.2   334.72
1976   6   24.9874   12.3584   94.4419   824.6   333.98
1976   7   24.0007   11.9771   114.6636   801.6   333.08
1976   8   24.067   11.2459   169.0354   747.2   330.68
1976   9   19.6699   6.5729   82.6532   675.5   328.96
1976   10   12.0558   0.8774   140.2606   490.7   328.72
1976   11   4.7452   -4.4235   34.5078   390   330.16
1976   12   -1.5891   -13.2454   59.6771   364.8   331.62
1977   1   -5.249   -16.6413   51.4512   452.5   332.68
1977   2   -0.9553   -11.4117   79.6761   457.2   333.17
1977   3   7.7243   -3.6851   174.032   619.7   334.96
1977   4   12.9303   -0.67   117.8749   770.8   336.14
1977   5   21.5389   5.5305   74.9516   894.8   336.93
1977   6   21.4816   9.6391   111.3973   613.8   336.17
1977   7   25.8762   12.4713   67.0728   741.5   334.88
1977   8   24.2726   12.1959   109.8162   652.7   332.56
1977   9   19.2001   9.5102   174.9276   519.3   331.29
1977   10   13.6588   2.0523   138.0326   485.4   331.28
1977   11   8.1709   -0.2052   122.3231   329.1   332.46
1977   12   -0.9175   -9.7741   140.8499   338.3   333.6
1978   1   -3.1334   -12.9087   181.9205   350.6   334.94
1978   2   -4.1886   -16.7628   26.6126   680.2   335.26
1978   3   2.2081   -8.9138   69.4346   653.6   336.66
1978   4   9.9124   -1.9236   48.5685   724   337.69
1978   5   19.0879   5.6892   76.5512   794.1   338.02
1978   6   23.0232   9.2864   116.4344   728   338.01
1978   7   25.3373   11.594   74.6619   828.1   336.5
1978   8   24.3702   12.9818   103.8084   730.7   334.42
1978   9   19.443   5.3279   54.1115   749   332.36
1978   10   13.7743   1.0404   81.7779   490.7   332.45
1978   11   7.8351   -3.7872   49.4778   432.7   333.76
1978   12   1.0078   -9.0939   105.1526   318.4   334.91
1979   1   -2.1414   -11.305   227.5438   267.7   336.14
1979   2   -6.6347   -17.223   67.7808   618.9   336.69
1979   3   6.7636   -4.2982   80.9136   508.3   338.27
1979   4   10.729   -0.683   121.3347   672.9   338.82
1979   5   18.949   7.3157   134.5442   623.7   339.24
1979   6   22.8397   9.111   32.273   854.2   339.26
1979   7   26.1039   13.4014   108.9463   805.4   337.54
1979   8   23.9193   12.4423   106.1308   632.2   335.72
1979   9   20.5243   6.9588   116.3141   749   333.97
1979   10   12.9575   2.9927   105.6701   390.4   334.24
1979   11   9.7387   -0.2151   103.5388   347.4   335.32
1979   12   2.7978   -7.101   58.6506   358.2   336.82
1980   1   -0.922   -10.9025   17.8105   439.8   337.9
1980   2   -2.484   -14.3794   25.5904   579.8   338.34
1980   3   3.5817   -7.1264   139.577   653.6   340.07
1980   4   12.232   0.2836   105.9059   672.6   340.93
1980   5   20.0871   5.3818   35.052   829   341.45
1980   6   21.7436   7.9851   120.8931   758   341.36
1980   7   26.1123   13.1053   76.4109   782.7   339.45
1980   8   25.6234   13.3928   77.8736   702   337.67
1980   9   21.5723   8.3731   72.5834   726   336.25
1980   10   12.6986   1.4126   69.2084   491.9   336.14
1980   11   4.9815   -4.3723   100.381   341.3   337.3
1980   12   -1.3103   -14.0934   36.3113   287.7   338.29
1981   1   -5.4164   -17.7707   14.4864   478   339.29
1981   2   4.1134   -7.6596   199.4593   440.5   340.55
1981   3   4.8486   -6.0423   12.8847   653.6   341.63
1981   4   13.4787   0.6027   92.5267   689.9   342.6
1981   5   20.2364   5.4037   93.1923   786.3   343.04
1981   6   23.434   10.5509   92.0429   728   342.54
1981   7   25.5466   13.2836   109.5371   794   340.82
1981   8   24.6542   11.4359   60.7302   697.9   338.48
1981   9   18.9134   8.4964   116.1228   551.4   336.95
1981   10   12.1301   0.4987   122.9398   485.4   337.05
1981   11   7.2061   -2.3387   54.4276   402.2   338.57
1981   12   -0.158   -8.45   123.0193   278.6   339.91
1982   1   -5.7765   -17.6563   90.1569   420.7   340.93
1982   2   -0.7946   -12.4986   99.371   563.1   341.76
