Year   Month   Tmax   Tmin   Prec   PAR   CO2
1800-1958   1   -2.7535   -13.0832   88.2221   347.1152   355.7315
1800-1958   2   -1.4093   -12.5649   94.3603   467.4379   356.4926
1800-1958   3   3.0248   -7.4307   100.2641   573.0314   356.696
1800-1958   4   10.094   -1.3664   110.4171   669.8101   357.9722
1800-1958   5   17.2399   4.6224   116.3399   721.2414   358.5598
1800-1958   6   21.1828   9.3285   121.7624   726.2708   357.9803
1800-1958   7   23.8108   12.0624   116.7706   723.1254   356.4695
1800-1958   8   23.0666   11.3767   118.229   684.2138   354.4635
1800-1958   9   19.2301   7.5151   104.222   601.0486   352.9024
1800-1958   10   12.9995   1.7809   114.8209   468.9326   352.9462
1800-1958   11   5.9209   -3.1266   120.1446   324.198   354.2837
1800-1958   12   -0.2332   -9.2013   122.524   292.5239   355.5944
1959   1   -3.0445   -13.6577   109.5071   369.4   315.58
1959   2   -2.881   -16.201   87.2101   464.1   316.48
1959   3   2.1888   -9.0301   94.7625   526.7   316.65
1959   4   10.7762   -1.3922   91.6839   746.1   317.72
1959   5   19.3494   5.1059   48.4752   754.2   318.29
1959   6   20.3199   9.7301   98.4478   734.3   318.15
1959   7   24.8457   12.0739   68.6087   652.4   316.54
1959   8   24.5627   12.3509   125.768   712.2   314.8
1959   9   21.3174   8.4231   59.5919   558   313.84
1959   10   12.6685   3.1633   197.4884   479.8   313.33
1959   11   5.4504   -3.8845   188.9664   338.4   314.81
1959   12   0.2347   -7.4211   130.7333   362.8   315.58
1960   1   -2.2736   -12.3786   79.9717   458.9   316.43
1960   2   0.0741   -9.4338   126.6004   462.8   316.98
1960   3   -1.2378   -11.2659   79.4446   639   317.58
1960   4   11.0243   -0.0706   148.4151   685.6   319.03
1960   5   18.2478   6.0627   117.0238   681.8   320.04
1960   6   21.3458   8.6791   127.491   750.6   319.59
1960   7   22.4531   9.9032   169.1976   748.7   318.18
1960   8   22.5372   10.4921   88.0072   763.6   315.9
1960   9   19.0484   7.6413   201.4098   647.9   314.17
1960   10   12.7852   0.5937   73.9551   564.5   313.83
1960   11   7.5788   -2.8594   74.7198   371.7   315
1960   12   -2.2454   -14.2623   57.4514   358.2   316.19
1961   1   -5.4585   -18.5897   52.1937   427   316.89
1961   2   -0.4494   -13.0181   99.139   485.1   317.7
1961   3   2.5978   -7.8288   87.7307   648.7   318.54
1961   4   7.0956   -1.6114   127.4953   583.4   319.48
1961   5   15.0924   3.0936   117.9978   677.9   320.58
1961   6   21.1942   8.4707   112.0674   728.4   319.77
1961   7   22.8094   11.2328   109.9369   710.8   318.57
1961   8   22.3336   10.7255   113.4489   673.3   316.79
