Year   Month   Tmax   Tmin   Prec   PAR   CO2
1800-1958   1   -1.7056   -12.7657   73.2368   376.6   355.7315
1800-1958   2   -0.2148   -12.0623   74.9795   499.01   356.4926
1800-1958   3   4.7131   -6.389   83.0346   608.145   356.696
1800-1958   4   12.3664   -0.2101   93.0548   707.6   357.9722
1800-1958   5   19.4207   5.6469   104.84   726.05   358.5598
1800-1958   6   23.494   10.3884   109.7553   726.67   357.9803
1800-1958   7   26.173   13.1357   104.165   747.66   356.4695
1800-1958   8   25.1638   12.1921   111.7122   708.465   354.4635
1800-1958   9   21.1351   8.223   94.8606   619.315   352.9024
1800-1958   10   14.7098   2.5105   101.2086   509.925   352.9462
1800-1958   11   7.4181   -2.2151   101.8344   332.595   354.2837
1800-1958   12   0.7923   -8.6516   100.5518   297.185   355.5944
1959   1   -1.98   -13.3215   92.955   369.4   315.58
1959   2   -1.727   -15.7784   70.9435   464.1   316.48
1959   3   3.8519   -8.0484   77.274   526.7   316.65
1959   4   13.0943   -0.2074   73.9135   746.1   317.72
1959   5   21.5381   6.1228   46.0292   754.2   318.29
1959   6   22.6802   10.9183   83.3405   734.3   318.15
1959   7   27.3499   13.1688   58.1129   652.4   316.54
1959   8   26.7258   13.2117   111.6662   712.2   314.8
1959   9   23.2416   9.1847   56.9264   558   313.84
1959   10   14.3726   3.911   171.6594   479.8   313.33
1959   11   6.936   -2.9372   163.9097   338.4   314.81
1959   12   1.2631   -6.745   107.4758   362.8   315.58
1960   1   -1.175   -12.0398   69.4202   458.9   316.43
1960   2   1.3232   -8.882   98.9877   462.8   316.98
1960   3   0.5847   -10.1214   63.9667   639   317.58
1960   4   13.2893   1.1494   125.7203   685.6   319.03
1960   5   20.5228   7.1819   107.7584   681.8   320.04
1960   6   23.7478   9.7726   113.0528   750.6   319.59
1960   7   24.8927   11.066   146.6033   748.7   318.18
1960   8   24.7799   11.3093   78.8571   763.6   315.9
1960   9   21.0212   8.498   182.4022   647.9   314.17
1960   10   14.5185   1.4025   65.3589   564.5   313.83
1960   11   9.078   -1.7986   60.4815   371.7   315
1960   12   -1.1228   -13.4833   43.2396   358.2   316.19
1961   1   -4.4078   -18.1108   40.6279   427   316.89
1961   2   0.7563   -12.4177   78.9262   485.1   317.7
1961   3   4.3836   -6.7501   72.7392   648.7   318.54
1961   4   9.3928   -0.3471   106.7366   583.4   319.48
1961   5   17.3552   4.1823   107.1165   677.9   320.58
1961   6   23.5069   9.6064   97.8715   728.4   319.77
1961   7   25.1994   12.4242   100.5595   710.8   318.57
1961   8   24.4734   11.6737   110.4498   673.3   316.79
1961   9   24.3791   10.7873   51.5117   693.9   314.99
1961   10   16.9885   3.3115   49.4944   522.3   315.31
1961   11   6.9972   -1.6664   94.0076   316.9   316.1
1961   12   0.0227   -8.3528   77.0617   272   317.01
1962   1   -1.5278   -13.5837   64.1585   395.2   317.94
