Year   Month   Tmax   Tmin   Prec   PAR   CO2
1800-1958   1   -4.3796   -15.6435   69.2621   376.6   355.7315
1800-1958   2   -2.877   -15.1827   67.1422   499.01   356.4926
1800-1958   3   2.1523   -9.1958   73.7016   608.145   356.696
1800-1958   4   9.6524   -2.1986   83.9121   707.6   357.9722
1800-1958   5   17.7111   4.2421   96.6249   726.05   358.5598
1800-1958   6   22.0999   9.1799   119.6668   726.67   357.9803
1800-1958   7   24.7307   12.045   116.126   747.66   356.4695
1800-1958   8   23.7523   11.2773   122.8164   708.465   354.4635
1800-1958   9   19.4381   7.2775   91.8795   619.315   352.9024
1800-1958   10   12.5594   1.5498   104.9286   509.925   352.9462
1800-1958   11   5.0324   -3.6129   100.1752   332.595   354.2837
1800-1958   12   -1.6203   -10.9719   97.1322   297.185   355.5944
1959   1   -5.2107   -16.6842   99.7585   369.4   315.58
1959   2   -5.2553   -20.3568   71.7415   464.1   316.48
1959   3   1.1008   -11.6516   59.3434   526.7   316.65
1959   4   10.5474   -2.2422   41.7585   746.1   317.72
1959   5   19.6638   4.8437   49.221   754.2   318.29
1959   6   21.0057   9.8455   119.3238   734.3   318.15
1959   7   26.8032   12.2562   52.0434   652.4   316.54
1959   8   25.3613   12.7698   134.8679   712.2   314.8
1959   9   21.2558   8.2561   56.2124   558   313.84
1959   10   11.9549   1.7156   179.8312   479.8   313.33
1959   11   4.6989   -4.3428   166.6764   338.4   314.81
1959   12   -1.6307   -9.2046   92.8175   362.8   315.58
1960   1   -4.3292   -15.8544   59.7844   458.9   316.43
1960   2   -0.5531   -10.9453   91.6073   462.8   316.98
1960   3   -1.9029   -12.1151   48.0427   639   317.58
1960   4   9.8561   -1.4928   97.6102   685.6   319.03
1960   5   20.311   6.8171   90.8559   681.8   320.04
1960   6   22.3225   8.3917   126.4579   750.6   319.59
1960   7   23.2899   10.0852   100.2721   748.7   318.18
1960   8   23.9517   9.7664   55.6092   763.6   315.9
1960   9   19.8668   7.1697   110.0945   647.9   314.17
1960   10   11.9232   -0.2991   103.9512   564.5   313.83
1960   11   6.6377   -1.9396   63.19   371.7   315
1960   12   -3.3696   -14.5858   44.0847   358.2   316.19
1961   1   -7.5303   -20.7993   31.9152   427   316.89
1961   2   -1.4512   -15.5201   74.2361   485.1   317.7
1961   3   2.011   -9.9318   59.4979   648.7   318.54
1961   4   7.2146   -2.0061   115.1068   583.4   319.48
1961   5   15.6087   2.8785   89.772   677.9   320.58
1961   6   21.8318   8.628   121.3566   728.4   319.77
1961   7   23.992   11.833   125.6571   710.8   318.57
1961   8   23.473   11.4059   91.3851   673.3   316.79
1961   9   23.0805   10.0779   57.0726   693.9   314.99
1961   10   14.9417   2.3573   57.4125   522.3   315.31
1961   11   5.2752   -2.6882   87.7014   316.9   316.1
1961   12   -1.8326   -9.6613   71.6314   272   317.01
1962   1   -4.2283   -17.2991   47.5373   395.2   317.94
1962   2   -5.081   -18.3189   67.1728   423.7   318.55
1962   3   2.9747   -8.9949   46.1145   706.8   319.68
1962   4   9.4439   -2.5013   101.3108   689.9   320.57
1962   5   17.1075   3.7792   70.8617   732.1   321.02
1962   6   23.0061   8.4545   73.1244   787.6   320.62
1962   7   22.2408   8.8897   165.2019   756.2   319.61
1962   8   23.1201   10.9217   112.6515   706.1   317.4
1962   9   17.5788   5.9705   87.0048   643.3   316.25
1962   10   11.3106   1.6042   160.5275   432.6   315.42
1962   11   3.4687   -5.6939   77.4242   396.1   316.69
1962   12   -2.4884   -13.8656   68.7299   364.8   317.7
1963   1   -4.8526   -14.8186   49.3907   318.7   318.74
1963   2   -6.5019   -19.4992   62.7107   546.4   319.07
1963   3   2.0291   -10.2519   64.2064   605.2   319.86
1963   4   8.497   -3.0542   92.332   706.9   321.38
1963   5   16.979   2.6699   76.4322   701.1   322.25
1963   6   23.287   8.9889   60.5654   780.2   321.48
1963   7   25.1866   12.5975   93.5628   748.7   319.74
1963   8   20.9314   9.4789   171.3691   624   317.77
1963   9   18.2596   3.2856   51.0693   712.3   316.21
1963   10   16.6439   2.6993   19.4199   675.3   315.99
1963   11   7.1497   -0.6913   158.1362   249.9   317.07
1963   12   -7.1215   -17.0095   53.1647   378.1   318.35
1964   1   -2.3556   -13.237   71.8021   318.7   319.57
1964   2   -3.1863   -16.2345   32.205   535.2   320.01
1964   3   2.5371   -8.0156   104.0069   576.1   320.74
1964   4   9.1991   -3.0818   71.1989   664.4   321.84
1964   5   19.8337   4.9828   97.5705   805.7   322.26
1964   6   22.1908   7.5587   63.6681   839.4   321.89
1964   7   25.1566   12.4466   83.1033   729.7   320.44
1964   8   20.9177   8.0407   114.7298   697.9   318.69
1964   9   18.1737   4.5974   32.9897   661.7   316.7
1964   10   12.1669   -0.3472   61.9734   559.3   316.87
1964   11   5.3556   -4.7462   87.2006   383.9   317.68
1964   12   -1.5337   -10.9627   87.2378   238.8   318.71
1965   1   -6.0268   -18.1247   39.4168   350.6   319.44
1965   2   -3.7104   -16.2684   64.0346   473.9   320.44
1965   3   0.5245   -10.0364   20.8879   639   320.89
1965   4   7.9989   -4.3868   60.5976   732.5   322.14
1965   5   19.3203   4.1265   33.3266   817.3   322.17
1965   6   21.9266   7.4632   96.1963   791.3   321.87
1965   7   22.6879   8.8325   82.5368   767.6   321.21
1965   8   23.0521   10.7477   150.0018   669.2   318.87
1965   9   19.306   7.2428   118.7503   611.2   317.81
1965   10   11.4764   1.076   113.65   469.6   317.3
1965   11   2.7642   -5.301   116.7334   286.4   318.87
1965   12   -1.0472   -8.8814   57.0895   258.7   319.42
1966   1   -4.9039   -15.5791   62.7021   312.3   320.62
1966   2   -2.8478   -15.3187   70.6722   535.2   321.6
1966   3   2.668   -8.3946   91.622   571.3   322.39
1966   4   7.9532   -3.2647   32.15   660.1   323.7
1966   5   15.1839   1.8479   74.2427   689.5   324.08
1966   6   22.6686   8.9553   92.8609   776.5   323.75
1966   7   24.526   10.6803   91.9773   820.5   322.38
1966   8   23.4459   10.8306   129.2705   734.8   320.36
1966   9   17.6276   5.2054   80.4971   680.1   318.64
1966   10   12.7347   0.2713   56.281   554   318.1
1966   11   7.7232   -1.7858   72.7326   316.9   319.78
1966   12   -1.6425   -10.4115   98.9906   305.1   321.03
1967   1   -1.2606   -11.5587   45.9425   318.7   322.33
1967   2   -5.2314   -19.7659   55.1605   479.5   322.5
1967   3   0.2088   -12.1742   23.6832   639   323.04
1967   4   8.2777   -3.4262   91.7706   634.5   324.42
1967   5   12.6267   0.4438   115.6771   631.4   325
1967   6   24.0737   10.3726   117.1049   602.7   324.09
1967   7   24.6732   12.8745   112.4398   616.3   322.54
