Year   Month   Tmax   Tmin   Prec   PAR   CO2
1800-1958   1   -1.1433   -12.1285   73.4184   376.6   355.7315
1800-1958   2   0.2648   -11.4964   74.413   499.01   356.4926
1800-1958   3   5.2126   -6.03   82.678   608.145   356.696
1800-1958   4   12.9447   0.0432   91.6597   707.6   357.9722
1800-1958   5   19.8704   5.9037   99.0243   726.05   358.5598
1800-1958   6   24.1689   10.72   110.0923   726.67   357.9803
1800-1958   7   26.8189   13.5192   103.5938   747.66   356.4695
1800-1958   8   25.8377   12.7313   104.0739   708.465   354.4635
1800-1958   9   21.6788   8.697   93.5208   619.315   352.9024
1800-1958   10   15.2991   2.7079   93.7172   509.925   352.9462
1800-1958   11   8.098   -1.9204   96.8112   332.595   354.2837
1800-1958   12   1.3949   -8.1391   97.3839   297.185   355.5944
1959   1   -1.3803   -12.6372   84.7133   369.4   315.58
1959   2   -1.0838   -14.6982   67.9134   464.1   316.48
1959   3   4.3949   -7.4322   78.3587   526.7   316.65
1959   4   13.6336   0.1086   77.6547   746.1   317.72
1959   5   21.9249   6.5591   41.0192   754.2   318.29
1959   6   23.409   11.094   92.1947   734.3   318.15
1959   7   27.6893   13.5986   70.9   652.4   316.54
1959   8   27.3462   13.7859   104.4708   712.2   314.8
1959   9   23.776   9.6646   52.786   558   313.84
1959   10   15.1152   4.125   160.1936   479.8   313.33
1959   11   7.5489   -2.704   148.0787   338.4   314.81
1959   12   1.7985   -6.5239   103.6219   362.8   315.58
1960   1   -0.6811   -11.3041   65.9592   458.9   316.43
1960   2   1.6617   -8.3889   99.3358   462.8   316.98
1960   3   0.7833   -9.8925   61.7551   639   317.58
1960   4   14.0546   1.4272   116.4906   685.6   319.03
1960   5   20.65   7.1733   92.7558   681.8   320.04
1960   6   24.1819   10.1338   112.8921   750.6   319.59
1960   7   25.3311   11.4025   153.4628   748.7   318.18
1960   8   25.2453   12.0022   82.952   763.6   315.9
1960   9   21.3278   8.8322   183.6193   647.9   314.17
1960   10   15.0964   1.6082   58.4078   564.5   313.83
1960   11   9.6108   -1.6761   59.9324   371.7   315
1960   12   -0.7711   -13.1881   47.7743   358.2   316.19
1961   1   -3.9209   -17.5693   48.0901   427   316.89
1961   2   1.0919   -11.9596   79.0975   485.1   317.7
1961   3   4.6666   -6.4756   75.4775   648.7   318.54
1961   4   9.8232   -0.3537   105.5106   583.4   319.48
1961   5   17.6305   4.3328   104.2321   677.9   320.58
1961   6   24.1813   10.0039   102.1981   728.4   319.77
1961   7   25.8301   12.8065   93.7836   710.8   318.57
1961   8   25.0819   12.2139   98.6722   673.3   316.79
1961   9   24.7565   11.2156   58.2357   693.9   314.99
1961   10   17.3665   3.5607   45.1723   522.3   315.31
1961   11   7.5581   -1.4628   91.2516   316.9   316.1
1961   12   0.4153   -8.0745   73.2655   272   317.01
1962   1   -0.9315   -12.7908   65.7513   395.2   317.94
1962   2   -2.1263   -13.6257   100.789   423.7   318.55
1962   3   5.4112   -6.117   37.2822   706.8   319.68
1962   4   13.2645   -0.5833   95.7625   689.9   320.57
1962   5   20.164   5.6038   53.7855   732.1   321.02
1962   6   24.8251   10.3617   56.1294   787.6   320.62
1962   7   25.342   10.3336   81.0618   756.2   319.61
1962   8   24.7124   11.4284   91.3114   706.1   317.4
1962   9   19.6116   6.4368   79.599   643.3   316.25
1962   10   14.2951   2.607   104.3427   432.6   315.42
1962   11   5.8925   -4.7054   70.9324   396.1   316.69
1962   12   -0.4983   -12.3627   78.0975   364.8   317.7
1963   1   -2.5885   -13.5891   66.2729   318.7   318.74
1963   2   -2.6591   -16.6034   60.8363   546.4   319.07
1963   3   4.8432   -6.1246   84.0363   605.2   319.86
1963   4   12.7326   -1.4294   41.6436   706.9   321.38
1963   5   19.5713   4.2716   62.795   701.1   322.25
1963   6   24.5135   9.8081   85.4104   780.2   321.48
1963   7   27.0186   12.6665   62.9226   748.7   319.74
1963   8   23.7227   10.1879   78.0434   624   317.77
1963   9   19.936   4.616   74.1571   712.3   316.21
1963   10   19.5772   3.1436   9.3116   675.3   315.99
1963   11   9.9005   1.1727   143.9658   249.9   317.07
1963   12   -3.2701   -13.2862   58.1945   378.1   318.35
1964   1   0.3667   -11.5986   99.9692   318.7   319.57
1964   2   -0.5615   -12.9964   49.6591   535.2   320.01
1964   3   5.5261   -5.4359   87.2099   576.1   320.74
1964   4   12.1147   -0.6902   74.7293   664.4   321.84
1964   5   22.5057   6.2693   40.553   805.7   322.26
1964   6   24.356   9.1312   40.309   839.4   321.89
1964   7   27.2305   13.7939   61.4391   729.7   320.44
1964   8   23.7732   9.2531   82.9796   697.9   318.69
1964   9   21.5634   6.637   19.1008   661.7   316.7
1964   10   15.2773   0.4429   26.1702   559.3   316.87
1964   11   9.1156   -2.4295   53.113   383.9   317.68
1964   12   0.5712   -8.476   102.6779   238.8   318.71
1965   1   -2.9695   -14.312   48.8099   350.6   319.44
1965   2   -0.8414   -12.3504   69.7797   473.9   320.44
1965   3   3.1071   -6.523   33.3156   639   320.89
1965   4   10.8369   -1.9902   65.2039   732.5   322.14
1965   5   22.4498   5.8139   38.6357   817.3   322.17
1965   6   24.3784   8.5372   57.2751   791.3   321.87
1965   7   25.9405   10.3173   74.5291   767.6   321.21
1965   8   25.2385   11.9157   101.7667   669.2   318.87
1965   9   20.9419   9.1047   111.6699   611.2   317.81
1965   10   14.6384   1.6563   69.1401   469.6   317.3
1965   11   6.4032   -3.4654   72.6722   286.4   318.87
1965   12   2.054   -6.6873   49.0431   258.7   319.42
1966   1   -1.9585   -12.0016   53.0656   312.3   320.62
1966   2   -0.1295   -12.2365   77.5559   535.2   321.6
1966   3   5.0205   -5.7027   75.8969   571.3   322.39
1966   4   11.0024   -1.8668   36.1684   660.1   323.7
1966   5   17.1574   3.561   77.2426   689.5   324.08
1966   6   25.1858   9.8983   80.9354   776.5   323.75
1966   7   27.7159   12.0271   92.6024   820.5   322.38
1966   8   26.1453   11.5461   69.8374   734.8   320.36
1966   9   19.6302   6.7357   131.8268   680.1   318.64
1966   10   15.0434   1.1105   77.8267   554   318.1
1966   11   10.0023   -0.7403   73.1671   316.9   319.78
1966   12   1.126   -8.4326   77.3263   305.1   321.03
1967   1   1.6285   -8.6593   33.506   318.7   322.33
1967   2   -2.2527   -15.2207   65.015   479.5   322.5
1967   3   2.4628   -9.1179   69.964   639   323.04
1967   4   11.0032   -1.2185   103.686   634.5   324.42
1967   5   15.2147   2.1328   119.6182   631.4   325
1967   6   25.7714   11.4592   93.8733   602.7   324.09
1967   7   25.8694   14.0009   115.5966   616.3   322.54
1967   8   24.4738   12.3857   95.8796   611.7   320.92
1967   9   21.5065   6.9396   52.3541   652.5   319.25
1967   10   15.0136   2.7154   81.1327   422.1   319.39
1967   11   4.6239   -4.637   74.7577   262.1   320.73
1967   12   1.4077   -7.7039   126.2707   272   321.96
1968   1   -4.2984   -16.2727   40.5766   359.4   322.57
1968   2   -2.846   -14.0661   17.7149   512.9   323.15
1968   3   6.4833   -5.129   97.6855   537.4   323.89
1968   4   16.2143   0.4879   78.9694   732.5   325.02
1968   5   17.7609   4.3017   121.7351   677.9   325.57
1968   6   22.2265   10.7561   162.0418   432.6   325.36
1968   7   27.3351   13.3734   32.6498   752.4   324.14
1968   8   25.389   11.4609   52.9826   677.4   322.11
1968   9   23.0544   8.7496   70.3589   528.5   320.33
1968   10   16.3352   3.938   64.9473   290.2   320.25
1968   11   5.9048   -2.5703   156.0661   188.9   321.32
1968   12   -1.324   -10.2831   128.4667   106.1   322.89
1969   1   -1.8957   -12.2751   47.7534   286.8   324
1969   2   -0.7649   -10.7048   62.4067   407   324.42
1969   3   2.9469   -7.2346   49.4869   518   325.63
1969   4   14.3882   0.4819   114.1966   643.1   326.66
1969   5   19.1535   4.8101   84.9985   654.6   327.38
1969   6   24.0198   10.4303   113.9656   673   326.71
1969   7   24.6873   12.8246   148.8811   559.6   325.88
1969   8   26.4189   12.8824   95.0817   673.3   323.66
1969   9   21.4847   9.0229   67.3803   523.9   322.38
1969   10   15.2886   1.5606   47.1199   527.6   321.78
1969   11   7.0722   -1.4089   166.9992   274.2   322.86
1969   12   -1.5787   -9.8065   153.4903   325   324.12
1970   1   -5.7255   -19.1372   16.8938   478   325.06
1970   2   0.4314   -12.4554   78.1575   485.1   325.98
1970   3   3.2648   -7.0075   69.2316   639   326.93
1970   4   12.9928   -0.4916   95.8611   736.7   328.13
1970   5   20.1217   6.8976   85.0792   770.9   328.08
