Year        Month        Tmax        Tmin        PAR        Prec        CO2
1800-1970        1        -5.6        -18.7917        173.9983        16.8675        325.06
1800-1970        2        0.5041        -12.3084        236.6545        80.3423        325.98
1800-1970        3        3.2538        -6.9152        332.9816        69.564        326.93
1800-1970        4        13.0195        -0.4674        455.0892        94.4545        328.13
1800-1970        5        20.2053        6.9987        485.7297        82.9139        328.08
1800-1970        6        23.682        10.3462        565.2578        99.4921        327.67
1800-1970        7        26.6017        13.6393        550.8394        56.6633        326.34
1800-1970        8        26.8707        12.3462        501.4919        96.1272        324.69
1800-1970        9        21.5817        9.555        358.1116        95.7037        323.1
1800-1970        10        16.1422        4.3645        233.0395        65.9776        323.06
1800-1970        11        8.6615        -0.7422        140.7211        75.6211        324.01
1800-1970        12        -1.4212        -10.6329        125.5421        89.7082        325.13
1971        1        -3.7606        -16.5646        163.8153        46.744        326.17
1971        2        -0.0509        -10.6628        210.6979        108.079        326.68
1971        3        2.5969        -7.0908        346.0258        73.1807        327.17
1971        4        10.4871        -2.3743        433.6867        53.2051        327.79
1971        5        18.4816        4.7625        462.7622        99.7878        328.93
1971        6        25.6552        9.9301        605.247        62.7114        328.57
1971        7        26.5609        11.8151        574.5131        95.3852        327.36
1971        8        25.4953        11.803        474.1947        169.1725        325.43
1971        9        22.3002        11.2496        360.631        82.2419        323.36
1971        10        18.2196        5.6854        226.1685        66.7773        323.56
1971        11        6.161        -3.2621        168.5113        110.3141        324.8
1971        12        2.4831        -7.0127        124.8291        89.3793        326.01
1972        1        0.5804        -11.5177        157.4243        45.406        326.77
1972        2        -1.2513        -13.276        238.0557        95.9196        327.63
1972        3        2.9266        -7.1274        299.545        107.7089        327.75
1972        4        9.7492        -3.0554        437.2362        98.0394        329.72
1972        5        19.8535        6.5225        451.604        132.5722        330.07
1972        6        21.5325        10.942        471.1738        218.2228        329.09
1972        7        26.2268        14.0044        509.4765        103.1556        328.04
1972        8        24.7272        11.8107        472.1252        61.1485        326.32
1972        9        21.6718        8.1079        358.4831        43.5051        324.84
1972        10        12.6313        0.3196        242.8234        85.0258        325.2
1972        11        4.6817        -3.2914        150.9553        197.4607        326.5
1972        12        1.1904        -6.6426        96.4072        156.6273        327.55
1973        1        1.2803        -9.7541        156.5306        80.2028        328.55
1973        2        -0.6665        -12.4381        247.5832        62.7181        329.56
1973        3        8.4698        -2.0613        288.9101        74.3822        330.3
1973        4        13.1687        1.4256        401.6821        134.6252        331.5
1973        5        17.3089        5.6211        444.5392        150.7039        332.48
1973        6        25.0039        12.4725        522.6607        157.6494        332.07
1973        7        27.143        13.9694        549.5305        79.0763        330.87
1973        8        27.5257        14.848        481.9784        71.1804        329.31
1973        9        21.3829        7.8067        388.3745        54.4792        327.51
1973        10        16.446        2.3185        260.2737        57.5737        327.18
1973        11        7.9917        -1.5795        141.791        57.2356        328.16
1973        12        2.6146        -7.1515        99.4894        217.3673        328.64
1974        1        0.3523        -10.3722        156.5306        75.0083        329.35
1974        2        -0.702        -12.8296        247.5832        63.878        330.71
1974        3        4.5073        -5.9713        288.9101        93.4887        331.48
1974        4        14.6465        0.8166        401.6821        71.1619        332.65
1974        5        17.5006        4.9562        444.5392        110.0531        333.19
1974        6        23.7039        10.3174        522.6607        83.9219        332.2
1974        7        26.2827        12.9163        549.5305        103.2464        331.07
1974        8        25.7492        12.3286        481.9784        98.5337        329.15
1974        9        20.0031        8.1237        388.3745        155.8307        327.33
1974        10        12.7892        -0.6039        260.2737        42.0108        327.28
1974        11        8.2579        -2.1152        160.5091        98.1489        328.31
1974        12        2.2212        -6.1618        106.893        80.1476        329.58
1975        1        1.3395        -9.4649        144.8875        93.6339        330.73
1975        2        0.4011        -10.4258        243.1798        91.6776        331.46
1975        3        3.4802        -6.9727        317.4994        75.8837        331.94
1975        4        9.3319        -2.5667        427.9092        71.473        333.11
1975        5        22.6191        7.6805        499.514        74.6911        333.95
1975        6        23.4096        11.2989        539.2736        122.9328        333.42
1975        7        27.2838        14.5792        555.5102        196.0596        331.97
1975        8        25.3479        12.9988        481.0032        151.1407        329.95
1975        9        19.0843        7.7107        379.962        160.6638        328.5
1975        10        16.4138        4.1469        265.3385        126.6514        328.36
1975        11        11.2253        0.2108        145.4862        118.3837        329.38
1975        12        0.7086        -9.5769        111.286        89.57        330.62
1976        1        -3.4177        -15.8275        144.777        109.4744        331.56
1976        2        4.0895        -9.1536        223.1497        85.3779        332.74
1976        3        6.9893        -5.9127        323.3969        77.9705        333.36
1976        4        14.879        1.0523        484.4839        90.7781        334.74
1976        5        18.5504        4.6761        520.4214        130.7346        334.72
1976        6        25.9519        12.8223        529.3785        88.4813        333.98
1976        7        25.0366        12.5025        547.806        105.8772        333.08
1976        8        25.0353        11.7318        467.6379        163.0749        330.68
1976        9        20.5207        6.9907        350.9332        77.8664        328.96
1976        10        12.8216        1.1526        239.7786        130.4132        328.72
1976        11        5.4557        -4.0464        160.8497        29.6929        330.16
1976        12        -1.0625        -12.7987        120.1259        53.8261        331.62
1977        1        -4.7542        -16.3063        149.8793        46.3943        332.68
1977        2        -0.3712        -11.1434        229.5601        73.5245        333.17
1977        3        8.4463        -3.2691        331.5643        164.5347        334.96
1977        4        13.9104        -0.1754        459.883        108.9757        336.14
1977        5        22.423        6.0334        493.8238        70.3493        336.93
1977        6        22.5524        10.136        545.7662        104.6082        336.17
1977        7        26.9626        13.0931        533.0078        65.7106        334.88
1977        8        25.2525        12.7269        471.8279        105.3337        332.56
1977        9        20.0775        9.9654        381.214        171.1862        331.29
1977        10        14.4415        2.4233        237.56        122.6373        331.28
1977        11        8.8657        0.2132        189.7534        115.6569        332.46
1977        12        -0.3531        -9.3278        142.8043        126.9239        333.6
1978        1        -2.6003        -12.5771        176.8217        169.2579        334.94
1978        2        -3.7323        -16.24        239.5489        24.5986        335.26
1978        3        2.9093        -8.3479        321.1944        64.8483        336.66
1978        4        10.9585        -1.4105        457.5209        42.4172        337.69
1978        5        19.8938        6.0998        578.545        77.3262        338.02
1978        6        24.0662        9.7861        560.6053        110.7464        338.01
1978        7        26.313        12.1529        542.4135        72.2349        336.5
1978        8        25.3163        13.5041        474.0009        97.9458        334.42
1978        9        20.2896        5.8056        329.7901        52.7837        332.36
1978        10        14.5831        1.401        228.127        71.1994        332.45
1978        11        8.5255        -3.2924        137.331        44.2016        333.76
1978        12        1.5691        -8.6495        118.3349        94.0977        334.91
1979        1        -1.5825        -10.9528        115.899        215.1199        336.14
1979        2        -6.1338        -16.8426        256.2049        63.141        336.69
1979        3        7.499        -3.8732        306.2756        76.1406        338.27
1979        4        11.6833        -0.2039        411.0933        112.1117        338.82
1979        5        19.8636        7.801        468.5447        123.4273        339.24
1979        6        23.8099        9.6271        610.3061        32.179        339.26
1979        7        27.0676        13.898        538.5197        98.8069        337.54
1979        8        24.9144        12.9779        435.1535        103.3141        335.72
1979        9        21.3148        7.4515        392.1349        112.8316        333.97
1979        10        13.7171        3.3211        218.0166        97.0416        334.24
1979        11        10.4386        0.167        144.133        96.8053        335.32
1979        12        3.3335        -6.7437        134.3418        53.445        336.82
1980        1        -0.3958        -10.58        164.3568        15.9349        337.9
1980        2        -2.003        -14.0731        258.4941        23.3222        338.34
1980        3        4.2682        -6.6572        307.55        130.1563        340.07
1980        4        13.2501        0.8158        393.4861        99.4581        340.93
1980        5        21.0732        5.9676        549.559        32.4812        341.45
1980        6        22.8075        8.5177        561.6514        116.8567        341.36
1980        7        27.1571        13.6573        563.4102        73.3445        339.45
1980        8        26.5863        13.9618        472.1792        74.576        337.67
1980        9        22.48        8.8987        413.445        66.4318        336.25
1980        10        13.4935        1.7811        252.3338        62.708        336.14
1980        11        5.6656        -3.9441        163.4987        92.4043        337.3
1980        12        -0.7216        -13.5816        146.1399        31.7265        338.29
1981        1        -4.9292        -17.3228        180.9051        13.7847        339.29
1981        2        4.6565        -7.4001        188.6962        176.7031        340.55
1981        3        5.527        -5.6406        347.6872        11.1825        341.63
1981        4        14.4459        1.1653        431.6729        86.5166        342.6
1981        5        21.1472        5.889        539.4474        86.9698        343.04
1981        6        24.4637        11.1133        546.4614        89.6063        342.54
1981        7        26.5932        13.8509        520.8448        102.1166        340.82
1981        8        25.6665        12.0135        467.5414        53.8273        338.48
1981        9        19.7592        8.9542        322.2611        104.5973        336.95
1981        10        12.9398        0.8984        221.1547        110.6544        337.05
1981        11        7.9011        -1.863        151.7957        49.11        338.57
1981        12        0.3368        -8.0991        112.4836        111.2171        339.91
1982        1        -5.2109        -17.1553        145.5258        83.3951        340.93
1982        2        -0.2395        -12.021        231.6918        89.5017        341.76
1982        3        4.7381        -7.4719        342.7947        70.209        342.78
1982        4        11.6978        -2.1581        480.1885        91.7747        343.96
1982        5        21.0552        6.4989        493.4193        62.3054        344.77
1982        6        21.6622        9.9289        453.0369        194.7876        343.88
1982        7        27.2543        12.4347        605.5785        71.9534        342.42
1982        8        24.2462        10.8551        475.8166        65.8255        340.24
1982        9        21.639        8.4979        360.4105        57.1859        338.38
1982        10        15.8187        1.3632        284.1689        46.2267        338.41
1982        11        10.1639        -0.5401        149.6694        99.1265        339.44
1982        12        4.9332        -5.5189        116.0802        45.8841        340.78
1983        1        -0.331        -10.6881        158.7621        98.8837        341.57
1983        2        1.2593        -10.5127        239.2069        80.0275        342.79
1983        3        5.389        -3.5204        273.6975        129.9069        343.37
1983        4        11.5527        0.7426        346.2673        210.144        345.4
1983        5        17.3847        5.3982        418.0056        155.9369        346.14
1983        6        25.5713        10.7122        599.8179        73.4275        345.76
1983        7        27.8885        13.4764        567.7847        45.5691        344.32
1983        8        26.4471        13.3069        493.0026        105.2183        342.5
1983        9        23.6902        8.5201        439.1988        53.3472        340.46
1983        10        15.064        2.7764        257.7816        83.533        340.53
1983        11        8.1397        -1.7881        146.4269        158.1117        341.79
1983        12        -0.5976        -9.4942        123.1564        166.4883        343.2
1984        1        -2.8674        -13.8857        156.8137        41.5009        344.21
1984        2        3.5994        -6.6734        192.9944        111.0083        344.92
1984        3        1.1813        -8.83        335.6439        98.5639        345.68
1984        4        12.0908        0.5738        395.9954        111.6165        347.14
1984        5        17.5213        4.4852        449.8788        268.3935        347.78
1984        6        25.3036        10.9604        583.2375        54.5099        347.16
1984        7        25.6579        13.3465        493.3108        140.5821        345.79
1984        8        26.5021        14.2731        477.2261        69.6292        343.74
1984        9        20.6236        6.8869        388.1924        39.0683        341.59
1984        10        16.9627        4.3367        258.1238        61.4323        341.86
1984        11        8.5291        -2.4148        170.7083        76.427        343.31
1984        12        4.5368        -5.1358        119.694        83.1234        345
1985        1        -3.4743        -13.3265        155.3175        27.7336        345.48
1985        2        1.0679        -10.3252        224.2778        48.1569        346.42
1985        3        7.5953        -5.3196        355.1265        70.7112        347.91
1985        4        14.0629        1.158        482.1316        46.5413        348.66
1985        5        21.0552        6.7261        511.0061        88.8168        349.28
1985        6        21.3907        9.5291        474.2684        101.1866        348.65
1985        7        26.7537        13.0211        576.9424        72.2694        346.9
1985        8        25.1401        12.3501        439.5812        110.5699        345.26
1985        9        22.1689        9.3727        365.2652        90.6138        343.47
1985        10        15.8043        2.6709        244.058        61.1259        343.35
1985        11        8.0407        -0.4293        108.3078        139.3683        344.73
1985        12        -0.8099        -9.9956        125.6338        55.7942        346.12
1986        1        -0.3158        -11.4902        158.0262        99.6732        346.78
1986        2        -1.8446        -11.8702        210.3303        83.9133        347.48
1986        3        6.8366        -5.6775        344.9456        94.8655        348.25
1986        4        15.1413        1.4425        432.485        42.6654        349.86
1986        5        21.6442        7.1904        514.627        69.926        350.52
1986        6        23.2383        9.3754        549.1727        148.8746        349.98
1986        7        25.7261        13.7201        484.8915        159.6145        348.25
