Year        Month        Tmax        Tmin        PAR        Prec        CO2
1800-1970        1        -5.767        -20.0255        170.8502        16.4245        325.06
1800-1970        2        0.5655        -12.6761        230.9585        67.6374        325.98
1800-1970        3        3.5854        -6.9786        331.6388        65.4657        326.93
1800-1970        4        13.3065        -0.4049        453.7793        94.4299        328.13
1800-1970        5        20.3823        6.8327        485.7265        89.3063        328.08
1800-1970        6        23.8617        10.119        569.4165        103.5769        327.67
1800-1970        7        26.6459        13.2357        551.4882        53.4492        326.34
1800-1970        8        26.856        11.6301        502.0249        95.1456        324.69
1800-1970        9        21.4152        8.9791        351.7869        102.8036        323.1
1800-1970        10        16.2442        4.4545        228.371        70.8132        323.06
1800-1970        11        8.6096        -0.6474        137.0231        69.0385        324.01
1800-1970        12        -1.8098        -11.4489        120.8388        95.7843        325.13
1971        1        -3.9805        -17.2492        159.741        43.614        326.17
1971        2        -0.0348        -11.1188        204.2716        109.9176        326.68
1971        3        2.6989        -7.6122        343.492        80.1951        327.17
1971        4        10.3468        -2.3049        427.89        51.1868        327.79
1971        5        18.9157        4.7762        466.9363        97.0742        328.93
1971        6        25.6617        9.519        605.759        66.2857        328.57
1971        7        26.5459        11.49        574.0964        97.2019        327.36
1971        8        25.5136        11.3169        472.7309        168.0261        325.43
1971        9        22.4919        10.6659        362.1457        64.0838        323.36
1971        10        18.39        5.4242        221.9017        63.7788        323.56
1971        11        6.0228        -3.378        165.9867        110.2253        324.8
1971        12        2.1195        -7.739        120.677        92.3915        326.01
1972        1        0.4523        -12.439        155.086        43.8159        326.77
1972        2        -1.1775        -13.7626        233.7884        89.0646        327.63
1972        3        2.9124        -7.1359        295.8113        107.2761        327.75
1972        4        9.6761        -2.9915        443.2846        90.5989        329.72
1972        5        20.1449        6.3294        450.7295        134.8242        330.07
1972        6        21.8055        10.9762        473.5918        186.7953        329.09
1972        7        26.1886        13.5495        509.9574        110.7706        328.04
1972        8        24.4563        11.0596        468.0696        66.6854        326.32
1972        9        21.5021        7.3218        353.4124        44.158        324.84
1972        10        12.387        0.1782        237.0043        85.8132        325.2
1972        11        4.5228        -3.278        146.6443        196.7596        326.5
1972        12        1.1063        -7.3522        93.2148        157.6621        327.55
1973        1        1.0228        -10.2657        151.8196        72.239        328.55
1973        2        -0.6449        -12.8087        242.2519        54.9107        329.56
1973        3        8.5854        -1.7887        286.3437        67.4959        330.3
1973        4        13.5772        1.7082        407.1202        121.3915        331.5
1973        5        17.4718        5.6324        440.395        159.5508        332.48
1973        6        24.9721        12.319        526.6975        164.8654        332.07
1973        7        27.2784        13.8032        550.8257        68.5879        330.87
1973        8        27.7004        14.3304        483.9845        80.1456        329.31
1973        9        21.3051        7.2229        382.1782        53.3901        327.51
1973        10        16.3768        2.0779        254.653        60.3489        327.18
1973        11        7.6363        -1.7646        137.4209        60.375        328.16
1973        12        2.3935        -7.3188        96.6338        209.4052        328.64
1974        1        0.1195        -10.8489        151.8196        65.5124        329.35
1974        2        -0.7345        -13.3084        242.2519        66.4382        330.71
1974        3        4.4223        -6.0764        286.3437        89.5852        331.48
1974        4        14.9199        0.6647        407.1202        67.1044        332.65
1974        5        17.4856        4.7754        440.395        119.7308        333.19
1974        6        24.019        10.3762        526.6975        76.9849        332.2
1974        7        26.3751        12.6492        550.8257        99.7404        331.07
1974        8        25.9136        11.7629        483.9845        99.8091        329.15
1974        9        20.1018        7.4926        382.1782        152.1896        327.33
1974        10        12.7768        -0.9657        254.653        35.4203        327.28
1974        11        8.1464        -2.078        155.8841        113.1951        328.31
1974        12        2.2666        -6.3188        101.6783        72.2005        329.58
1975        1        1.1195        -10.2492        142.3605        87.1016        330.73
1975        2        0.4551        -10.8087        240.3111        88.8283        331.46
1975        3        3.5956        -6.9359        314.7111        72.3613        331.94
1975        4        9.3199        -2.4783        431.5321        76.6772        333.11
1975        5        23.2317        7.5762        491.4471        64.2775        333.95
1975        6        23.6055        11.1894        545.5429        118.8434        333.42
1975        7        27.6354        14.49        551.8793        153.5316        331.97
1975        8        25.5429        12.5304        485.2652        170.0907        329.95
1975        9        19.2919        7.2692        377.8745        150.2912        328.5
1975        10        16.387        3.9782        258.4796        143.0865        328.36
1975        11        11.0363        0.1658        138.9769        117.3571        329.38
1975        12        0.4363        -10.1492        107.0457        89.0989        330.62
1976        1        -3.6345        -16.839        142.9968        101.8874        331.56
1976        2        3.7495        -9.4221        217.0913        84.8956        332.74
1976        3        6.865        -6.0493        323.9654        85.6195        333.36
1976        4        15.1199        0.9545        481.2965        93.5316        334.74
1976        5        18.5856        4.4327        525.0366        143.6854        334.72
1976        6        26.1324        12.7324        533.6288        97.7486        333.98
1976        7        24.9155        12.1462        551.571        116.9396        333.08
