Year        Month        Tmax        Tmin        PAR        Prec        CO2
1800-1970        1        -5.7255        -19.1372        173.1978        16.8938        325.06
1800-1970        2        0.4314        -12.4554        235.0603        78.1575        325.98
1800-1970        3        3.2648        -7.0075        332.2174        69.2316        326.93
1800-1970        4        12.9928        -0.4916        454.4291        95.8611        328.13
1800-1970        5        20.1217        6.8976        485.6216        85.0792        328.08
1800-1970        6        23.6319        10.2271        566.1921        99.9538        327.67
1800-1970        7        26.4977        13.4891        550.5854        56.6076        326.34
1800-1970        8        26.7422        12.1193        501.2327        95.8897        324.69
1800-1970        9        21.4231        9.3961        356.5043        98.5948        323.1
1800-1970        10        16.0668        4.3692        231.7537        68.5012        323.06
1800-1970        11        8.5667        -0.7537        139.6285        74.9896        324.01
1800-1970        12        -1.5805        -10.8673        124.3128        93.1937        325.13
1971        1        -3.8845        -16.7595        162.768        46.5588        326.17
1971        2        -0.1146        -10.8171        208.9517        110.3545        326.68
1971        3        2.5675        -7.3084        344.9427        76.6036        327.17
1971        4        10.3592        -2.4081        431.9481        53.5038        327.79
1971        5        18.492        4.7217        463.793        100.0674        328.93
1971        6        25.5731        9.7806        604.9569        63.341        328.57
1971        7        26.4521        11.6963        573.89        98.1445        327.36
1971        8        25.3797        11.6311        473.3232        172.4414        325.43
1971        9        22.2243        11.0933        360.623        78.5767        323.36
1971        10        18.1482        5.6025        224.8828        66.786        323.56
1971        11        6.0447        -3.3403        167.6625        111.1591        324.8
1971        12        2.3409        -7.2443        123.6045        91.4204        326.01
1972        1        0.4719        -11.7999        156.7524        46.136        326.77
1972        2        -1.3086        -13.4556        236.7778        95.2866        327.63
1972        3        2.8626        -7.2176        298.3285        109.0496        327.75
1972        4        9.6442        -3.0969        438.4433        96.8579        329.72
1972        5        19.8416        6.4231        451.2765        134.2798        330.07
1972        6        21.5171        10.8775        471.723        210.1227        329.09
1972        7        26.0925        13.8358        509.3921        107.081        328.04
1972        8        24.5426        11.5799        470.5218        63.4556        326.32
1972        9        21.5092        7.9055        356.7241        44.0546        324.84
1972        10        12.4829        0.258        241.1997        86.9523        325.2
1972        11        4.5597        -3.3402        149.5839        199.166        326.5
1972        12        1.1157        -6.875        95.493        159.2257        327.55
1973        1        1.1556        -9.9351        155.3168        79.4045        328.55
1973        2        -0.7216        -12.5933        245.9774        61.6064        329.56
1973        3        8.4455        -2.0748        287.769        73.8561        330.3
1973        4        13.1691        1.4234        402.87        132.7549        331.5
1973        5        17.2445        5.5554        443.0501        155.1148        332.48
1973        6        24.8869        12.3654        523.6465        161.1346        332.07
1973        7        27.0702        13.8639        549.7351        77.5481        330.87
1973        8        27.4428        14.6537        481.9916        74.4433        329.31
1973        9        21.2573        7.6586        386.3865        55.6673        327.51
1973        10        16.3566        2.2502        258.8068        58.7465        327.18
1973        11        7.8371        -1.6659        140.4824        58.8028        328.16
1973        12        2.4942        -7.2309        98.6464        218.8524        328.64
1974        1        0.2211        -10.5573        155.3168        74.0751        329.35
1974        2        -0.7864        -13.0005        245.9774        65.7878        330.71
1974        3        4.4142        -6.0889        287.769        94.4336        331.48
1974        4        14.6026        0.7189        402.87        71.3332        332.65
1974        5        17.3998        4.8529        443.0501        113.1959        333.19
1974        6        23.6879        10.261        523.6465        82.924        332.2
1974        7        26.1937        12.7816        549.7351        103.336        331.07
1974        8        25.6616        12.1325        481.9916        99.8929        329.15
1974        9        19.898        7.9328        386.3865        155.5801        327.33
1974        10        12.7006        -0.7232        258.8068        40.7752        327.28
1974        11        8.1193        -2.1617        159.1639        103.5175        328.31
1974        12        2.1837        -6.2284        105.4951        79.3095        329.58
1975        1        1.215        -9.6887        144.1045        93.4759        330.73
1975        2        0.3611        -10.5654        242.3536        92.272        331.46
1975        3        3.4394        -7.0596        316.3944        76.1627        331.94
1975        4        9.2344        -2.6125        428.5758        73.4038        333.11
1975        5        22.6809        7.606        497.1622        72.8244        333.95
1975        6        23.3786        11.2086        540.7123        121.9714        333.42
1975        7        27.2682        14.4852        554.2734        185.345        331.97
1975        8        25.2702        12.814        481.6194        156.2332        329.95
1975        9        19.015        7.5878        379.2436        158.8501        328.5
1975        10        16.3075        4.0732        263.3688        132.4915        328.36
1975        11        11.0917        0.159        143.716        119.0801        329.38
1975        12        0.5651        -9.7643        110.1318        90.5363        330.62
1976        1        -3.5427        -16.1283        144.2383        109.3657        331.56
1976        2        3.9305        -9.2689        221.467        86.9926        332.74
1976        3        6.867        -6.0134        323.2341        81.617        333.36
1976        4        14.8361        0.9689        483.3483        92.329        334.74
1976        5        18.4538        4.5741        521.4159        135.4709        334.72
1976        6        25.8818        12.7197        530.2226        92.3839        333.98
1976        7        24.8765        12.3392        548.5814        111.0645        333.08
1976        8        24.8878        11.5508        467.0582        164.244        330.68
1976        9        20.3959        6.8184        349.9389        80.6708        328.96
1976        10        12.7097        1.121        238.5002        134.8273        328.72
1976        11        5.3262        -4.0869        159.1        32.3166        330.16
1976        12        -1.1591        -13.0075        118.7109        53.8938        331.62
1977        1        -4.818        -16.4845        149.1529        46.8595        332.68
1977        2        -0.4156        -11.1593        227.1858        73.1953        333.17
1977        3        8.408        -3.2806        330.1314        162.3567        334.96
1977        4        13.8509        -0.224        458.7829        108.8121        336.14
1977        5        22.3935        5.9394        490.5664        69.4627        336.93
1977        6        22.4091        10.0484        546.553        107.1697        336.17
1977        7        26.8181        12.8806        531.3143        63.3001        334.88
1977        8        25.0851        12.4788        470.2335        103.9316        332.56
1977        9        19.9272        9.7748        380.2685        168.1704        331.29
1977        10        14.3105        2.2931        236.827        127.9715        331.28
1977        11        8.7811        0.1145        187.8816        115.998        332.46
1977        12        -0.4687        -9.5295        141.3857        127.941        333.6
1978        1        -2.7381        -12.7841        175.5411        167.4382        334.94
1978        2        -3.7079        -16.5384        237.9123        24.5375        335.26
1978        3        2.8624        -8.5119        319.7574        65.112        336.66
1978        4        10.806        -1.5155        457.3168        44.8804        337.69
1978        5        19.9281        6.0385        578.9446        74.5224        338.02
1978        6        23.9178        9.6811        559.297        112.5328        338.01
1978        7        26.2571        11.9797        540.9151        72.4183        336.5
1978        8        25.1891        13.2693        471.762        99.2093        334.42
1978        9        20.1875        5.6047        327.8336        53.7799        332.36
1978        10        14.4466        1.3111        227.082        76.7405        332.45
1978        11        8.445        -3.4454        136.6834        44.989        333.76
1978        12        1.4528        -8.8391        117.374        95.7578        334.91
1979        1        -1.7062        -11.1637        115.0509        209.5077        336.14
1979        2        -6.1376        -17.0595        255.9752        61.2694        336.69
1979        3        7.4695        -3.9017        304.7299        75.1044        338.27
1979        4        11.6753        -0.2395        411.2226        111.3855        338.82
1979        5        19.8091        7.6703        469.4864        126.5895        339.24
1979        6        23.7534        9.5364        608.571        32.0608        339.26
1979        7        27.0241        13.7661        541.2961        99.2407        337.54
1979        8        24.764        12.7482        435.1312        101.0851        335.72
1979        9        21.2802        7.2302        393.3576        112.9816        333.97
1979        10        13.6475        3.2318        217.3103        97.4998        334.24
1979        11        10.3601        0.1182        142.9028        96.5645        335.32
1979        12        3.2758        -6.8881        132.8988        51.7376        336.82
1980        1        -0.4485        -10.757        163.7898        16.6802        337.9
1980        2        -1.9837        -14.1629        256.8641        23.0525        338.34
1980        3        4.2979        -6.7431        307.6511        128.5337        340.07
1980        4        13.2081        0.7209        392.4282        98.1225        340.93
1980        5        20.9922        5.7873        551.165        33.3477        341.45
1980        6        22.6861        8.4128        560.0388        115.7118        341.36
1980        7        27.0479        13.5038        560.411        73.0409        339.45
1980        8        26.4808        13.7212        471.5252        77.6953        337.67
1980        9        22.3189        8.6687        411.502        70.3824        336.25
1980        10        13.3767        1.7037        250.5889        65.2688        336.14
1980        11        5.5343        -4.0083        161.2579        92.5974        337.3
1980        12        -0.8936        -13.8663        144.1214        33.4659        338.29
1981        1        -5.012        -17.6195        180.3805        13.5436        339.29
1981        2        4.6266        -7.426        186.9831        177.7247        340.55
1981        3        5.5456        -5.6267        345.9294        11.9089        341.63
1981        4        14.4323        1.0791        430.0695        84.7958        342.6
1981        5        21.113        5.7728        538.071        89.1039        343.04
1981        6        24.3846        10.9546        547.158        87.8102        342.54
1981        7        26.4599        13.6739        519.8786        104.7537        340.82
1981        8        25.4708        11.8005        464.7459        59.8786        338.48
1981        9        19.6273        8.785        320.5664        112.0424        336.95
1981        10        12.7917        0.7733        219.4028        114.7092        337.05
1981        11        7.8079        -1.9778        150.0875        50.6999        338.57
1981        12        0.3012        -8.1614        111.3735        111.3801        339.91
1982        1        -5.3201        -17.4795        145.08        82.8741        340.93
1982        2        -0.2677        -12.2421        230.6644        89.7353        341.76
1982        3        4.6886        -7.6364        341.5877        72.4777        342.78
1982        4        11.6708        -2.2692        480.6329        89.4782        343.96
1982        5        21.0481        6.3671        494.224        63.2309        344.77
1982        6        21.58        9.8449        452.7156        190.4984        343.88
1982        7        27.1583        12.236        605.0544        70.1212        342.42
1982        8        24.1399        10.6129        474.2505        68.8224        340.24
1982        9        21.5843        8.3197        359.5227        57.512        338.38
1982        10        15.7341        1.3164        282.8098        45.925        338.41
1982        11        10.0607        -0.6054        148.0415        101.0539        339.44
1982        12        4.8675        -5.6772        114.9157        46.9472        340.78
