Year        Month        Tmax        Tmin        PAR        Prec        CO2
1800-1970        1        -10.0808        -22.7248        164.0848        20.4812        325.06
1800-1970        2        -2.9604        -16.1371        221.5887        83.1987        325.98
1800-1970        3        0.181        -10.321        320.9986        61.4011        326.93
1800-1970        4        9.1556        -2.9526        441.8506        86.5741        328.13
1800-1970        5        17.4374        4.6027        471.9253        91.8466        328.08
1800-1970        6        21.9015        8.8473        557.3912        96.5692        327.67
1800-1970        7        25.3748        12.5032        546.2039        62.1155        326.34
1800-1970        8        24.0217        11.1283        497.4836        120.4134        324.69
1800-1970        9        18.5676        7.8682        327.9654        115.262        323.1
1800-1970        10        13.9824        3.465        210.6837        70.3254        323.06
1800-1970        11        6.0282        -2.2121        124.3985        69.7609        324.01
1800-1970        12        -5.8398        -15.2903        111.8529        127.072        325.13
1971        1        -8.3056        -20.2611        149.1885        52.3902        326.17
1971        2        -2.9665        -14.0609        193.8078        108.0138        326.68
1971        3        -0.749        -11.0798        332.5873        89.4751        327.17
1971        4        6.1598        -4.0781        403.7499        56.0891        327.79
1971        5        16.7202        3.5903        462.8425        79.0584        328.93
1971        6        22.6952        8.0731        597.2697        70.4775        328.57
1971        7        23.9298        11.0134        544.2141        133.0643        327.36
1971        8        22.8823        10.9485        464.4254        175.1687        325.43
1971        9        20.4611        9.538        350.0364        56.6812        323.36
1971        10        15.9851        4.2721        201.9839        61.7612        323.56
1971        11        2.5054        -5.7505        151.8422        92.1228        324.8
1971        12        -1.8437        -12.1054        112.3016        95.8463        326.01
1972        1        -2.8952        -15.609        146.8239        50.9531        326.77
1972        2        -4.8569        -17.0912        226.6717        68.6773        327.63
1972        3        -0.5143        -10.992        284.1078        122.5049        327.75
1972        4        5.0416        -5.3085        447.4402        67.2244        329.72
1972        5        18.0951        3.8876        464.0178        89.4254        330.07
1972        6        20.3581        9.9125        475.7301        137.3599        329.09
1972        7        23.8764        12.1022        513.084        153.5045        328.04
1972        8        21.9801        10.1379        448.5654        92.0816        326.32
