Year        Month        Tmax        Tmin        PAR        Prec        CO2
1800-1970        1        -9.9147        -22.586        164.2657        20.1459        325.06
1800-1970        2        -2.8255        -16.0811        221.0712        82.1778        325.98
1800-1970        3        0.3216        -10.2109        320.4192        61.1612        326.93
1800-1970        4        9.2476        -2.8943        441.8515        87.3552        328.13
1800-1970        5        17.5118        4.6221        471.814        91.3739        328.08
1800-1970        6        21.9247        8.7929        557.751        96.3029        327.67
1800-1970        7        25.3311        12.4943        546.2318        61.4044        326.34
1800-1970        8        24.0247        11.0955        497.3039        119.0364        324.69
1800-1970        9        18.5442        7.8353        328.8133        113.2353        323.1
1800-1970        10        13.9794        3.4533        211.2596        70.087        323.06
1800-1970        11        6.0171        -2.2225        124.763        68.7585        324.01
1800-1970        12        -5.7536        -15.1547        112.0002        125.7274        325.13
1971        1        -8.1261        -20.1805        149.4962        51.8061        326.17
1971        2        -2.8717        -13.9799        193.4235        106.376        326.68
1971        3        -0.5956        -11.0184        332.3765        89.8475        327.17
1971        4        6.3008        -4.054        404.3769        55.2626        327.79
1971        5        16.7413        3.5726        462.6539        79.2161        328.93
1971        6        22.7402        7.9998        597.9974        69.2264        328.57
1971        7        23.979        10.9502        545.0248        132.318        327.36
1971        8        22.9035        10.9062        464.6842        174.2637        325.43
1971        9        20.4223        9.4956        350.5653        55.8213        323.36
1971        10        16.0075        4.2887        202.9346        61.8041        323.56
1971        11        2.5318        -5.7969        152.7818        92.3037        324.8
1971        12        -1.7741        -12.0684        112.7562        95.2371        326.01
1972        1        -2.7858        -15.5636        146.9794        50.5122        326.77
1972        2        -4.7373        -17.0361        226.4639        68.6988        327.63
1972        3        -0.372        -10.8628        283.1512        121.7289        327.75
1972        4        5.1761        -5.2752        447.1196        66.8371        329.72
1972        5        18.1427        3.9353        462.7079        89.2442        330.07
1972        6        20.3157        9.8524        474.304        136.8464        329.09
1972        7        23.8902        12.1098        512.2631        150.7003        328.04
1972        8        21.9824        10.1105        449.1634        90.173        326.32
1972        9        19.2758        6.6351        330.4233        39.3347        324.84
1972        10        9.5331        -1.0857        218.2412        88.3449        325.2
1972        11        2.1966        -4.8778        130.4405        132.4618        326.5
1972        12        -2.1722        -11.6381        91.7567        172.0007        327.55
1973        1        -3.1348        -13.7153        138.4937        81.007        328.55
1973        2        -4.4447        -17.0943        223.5835        59.1398        329.56
1973        3        5.5599        -4.4724        275.2114        77.4003        330.3
1973        4        9.7213        -1.2628        419.8183        105.1813        331.5
1973        5        15.4004        4.0537        419.5078        153.0072        332.48
1973        6        22.1053        10.2447        527.9038        216.6045        332.07
1973        7        24.9286        12.4912        540.9975        111.9128        330.87
1973        8        25.1806        13.3733        470.0731        102.3388        329.31
1973        9        17.5312        6.7145        342.3553        108.067        327.51
1973        10        13.2921        1.7568        230.1594        73.6152        327.18
1973        11        3.3455        -3.484        125.9979        101.2682        328.16
1973        12        -0.1722        -9.0366        96.5076        216.7455        328.64
1974        1        -3.8631        -14.1299        138.4937        72.3335        329.35
1974        2        -4.6532        -16.8556        223.5835        69.3079        330.71
1974        3        0.6894        -10.3908        275.2114        106.5494        331.48
1974        4        9.7838        -2.4581        419.8183        126.1633        332.65
1974        5        13.7618        2.6702        419.5078        154.1521        333.19
1974        6        22.0641        9.5166        527.9038        104.7264        332.2
1974        7        23.8178        11.9585        540.9975        156.949        331.07
1974        8        23.7894        11.0382        470.0731        95.6007        329.15
1974        9        17.704        6.9567        342.3553        114.9489        327.33
1974        10        9.4307        -2.1227        230.1594        39.5863        327.28
1974        11        4.3695        -3.9316        135.1947        118.0203        328.31
1974        12        -0.5612        -8.2867        93.34        71.9383        329.58
1975        1        -2.1434        -13.2282        137.6683        72.3178        330.73
1975        2        -3.5553        -14.2915        234.8921        69.838        331.46
1975        3        0.1504        -10.9152        307.6617        87.9221        331.94
1975        4        5.1973        -5.0169        410.2076        59.2353        333.11
1975        5        21.0062        6.1506        460.1865        50.9391        333.95
1975        6        21.6008        9.5899        559.5273        81.1672        333.42
1975        7        26.194        13.2743        518.2097        120.6339        331.97
1975        8        23.5123        11.2425        496.5361        120.4356        329.95
1975        9        17.0238        6.9734        359.0111        156.6506        328.5
1975        10        12.9055        2.3334        236.8391        119.5439        328.36
1975        11        7.3813        -1.6321        120.7316        118.0787        329.38
1975        12        -2.8704        -13.6151        97.5904        93.7595        330.62
1976        1        -7.0262        -19.8947        139.8247        113.4002        331.56
1976        2        -0.2919        -13.4952        208.4207        114.7008        332.74
1976        3        2.8626        -9.1803        330.537        98.0504        333.36
1976        4        10.9626        -1.0245        458.1668        72.2708        334.74
1976        5        15.9248        3.4222        540.7067        143.5385        334.72
1976        6        24.0983        11.2971        539.9401        132.1892        333.98
1976        7        22.5889        11.1736        550.1501        140.8278        333.08
1976        8        22.7037        10.6864        472.7601        152.009        330.68
1976        9        17.3841        6.4009        323.1574        97.3666        328.96
1976        10        9.6182        -0.3298        227.1076        138.4469        328.72
1976        11        1.2293        -5.1857        135.9333        71.21        330.16
1976        12        -5.2125        -16.7311        105.2185        79.2636        331.62
1977        1        -8.3454        -18.7128        141.5173        62.8421        332.68
1977        2        -3.7482        -13.148        200.883        62.0751        333.17
1977        3        5.3826        -4.8567        314.3053        88.2262        334.96
1977        4        9.8799        -2.4753        435.1547        94.472        336.14
1977        5        19.9249        4.1849        450.9757        28.262        336.93
1977        6        20.0573        9.2514        557.4427        121.3826        336.17
