Year        Month        Tmax        Tmin        PAR        Prec        CO2
1800-1970        1        -6.2031        -19.4601        171.9826        17.438        325.06
1800-1970        2        -0.039        -12.7086        232.6883        78.1623        325.98
1800-1970        3        2.7511        -7.2182        330.4453        70.8278        326.93
1800-1970        4        12.2765        -0.7061        453.1861        98.8021        328.13
1800-1970        5        19.4494        6.7056        484.8338        87.2453        328.08
1800-1970        6        22.9099        10.0127        566.0239        103.3225        327.67
1800-1970        7        25.7829        13.3215        548.7176        57.231        326.34
1800-1970        8        26.0201        11.8874        499.7357        95.8675        324.69
1800-1970        9        20.7459        9.2112        353.1916        101.099        323.1
1800-1970        10        15.5065        4.3388        229.4296        69.7619        323.06
1800-1970        11        7.9814        -0.958        138.271        74.9229        324.01
1800-1970        12        -2.1632        -11.2057        122.4531        97.411        325.13
1971        1        -4.3718        -16.9499        161.4168        47.6133        326.17
1971        2        -0.5939        -11.072        206.2598        115.3377        326.68
1971        3        1.989        -7.6363        342.9313        80.9407        327.17
1971        4        9.5424        -2.6251        429.394        54.5929        327.79
1971        5        17.8699        4.5698        463.7352        100.2268        328.93
1971        6        24.8078        9.5303        604.0691        65.7517        328.57
1971        7        25.7333        11.5322        572.1733        100.6339        327.36
1971        8        24.6671        11.4425        471.069        171.3419        325.43
1971        9        21.6493        10.8952        359.6236        74.441        323.36
1971        10        17.6137        5.4919        222.7153        66.1386        323.56
1971        11        5.4341        -3.5995        166.6056        113.8396        324.8
1971        12        1.7562        -7.5656        122.0309        94.9398        326.01
1972        1        0.0166        -12.0435        155.9863        47.2656        326.77
1972        2        -1.7925        -13.7298        234.7715        97.8053        327.63
1972        3        2.2615        -7.4289        296.0181        113.079        327.75
1972        4        8.8438        -3.3099        439.0188        98.1799        329.72
1972        5        19.1886        6.2423        450.0628        135.7859        330.07
1972        6        20.8202        10.7395        470.9492        206.9592        329.09
1972        7        25.356        13.6482        507.1505        111.3379        328.04
1972        8        23.7627        11.3511        467.9809        64.8559        326.32
1972        9        20.8438        7.657        354.6814        44.8837        324.84
