Year        Month        Tmax        Tmin        PAR        Prec        CO2
1800-1970        1        -6.2288        -19.2072        172.5562        17.6976        325.06
1800-1970        2        -0.1246        -12.6276        233.087        82.3036        325.98
1800-1970        3        2.594        -7.2223        329.9971        72.7792        326.93
1800-1970        4        12.0857        -0.7266        453.618        100.1101        328.13
1800-1970        5        19.2333        6.7078        484.2258        86.9907        328.08
1800-1970        6        22.6358        10.025        564.1344        102.9041        327.67
1800-1970        7        25.5308        13.3206        547.9003        58.4997        326.34
1800-1970        8        25.7774        11.9338        498.958        97.2935        324.69
1800-1970        9        20.5923        9.2548        354.3977        100.9075        323.1
1800-1970        10        15.3526        4.3183        230.319        70.609        323.06
1800-1970        11        7.8899        -0.9869        139.176        78.0058        324.01
1800-1970        12        -2.1399        -11.0417        123.4078        97.4564        325.13
1971        1        -4.3968        -16.8188        162.1827        48.901        326.17
1971        2        -0.6682        -10.9873        206.8209        117.3837        326.68
1971        3        1.8924        -7.5344        342.8445        80.7959        327.17
1971        4        9.4533        -2.6361        430.9548        55.9621        327.79
1971        5        17.5847        4.5203        462.0858        102.6582        328.93
1971        6        24.5642        9.5689        603.1013        65.1682        328.57
1971        7        25.4906        11.5244        571.6337        100.4772        327.36
1971        8        24.4102        11.4511        470.7955        175.2239        325.43
1971        9        21.3959        10.9431        358.7691        80.0352        323.36
1971        10        17.4523        5.5407        223.5058        68.7116        323.56
1971        11        5.3672        -3.5688        167.2156        115.7988        324.8
1971        12        1.7759        -7.4244        122.8514        95.5948        326.01
1972        1        -0.0525        -11.8658        156.2733        48.0934        326.77
1972        2        -1.8711        -13.6313        234.843        101.2146        327.63
1972        3        2.1898        -7.4267        296.1766        114.6343        327.75
1972        4        8.737        -3.3079        437.6188        101.3849        329.72
1972        5        18.9397        6.2405        449.7708        137.7135        330.07
1972        6        20.5175        10.6886        469.4818        215.5632        329.09
1972        7        25.1299        13.6706        506.3621        110.197        328.04
1972        8        23.5765        11.4029        468.2973        64.053        326.32
1972        9        20.6753        7.7574        355.5129        44.9681        324.84
1972        10        11.7663        0.1976        239.7955        89.4606        325.2
1972        11        3.8895        -3.5566        149.2584        207.8884        326.5
1972        12        0.5564        -7.0505        94.7534        165.9143        327.55
1973        1        0.6247        -9.996        154.7057        82.8422        328.55
1973        2        -1.2964        -12.7708        244.1567        65.1203        329.56
1973        3        7.7582        -2.2917        285.8586        77.3838        330.3
1973        4        12.2736        1.2143        401.6275        138.6201        331.5
1973        5        16.3397        5.3649        441.3853        158.7128        332.48
1973        6        23.9096        12.1618        521.7363        165.5768        332.07
1973        7        26.1158        13.6991        547.2149        79.729        330.87
1973        8        26.4827        14.472        479.7035        75.5289        329.31
1973        9        20.4185        7.5012        384.9793        56.481        327.51
1973        10        15.6269        2.1882        257.3203        60.8396        327.18
1973        11        7.1629        -1.8962        140.0659        61.3984        328.16
1973        12        1.9282        -7.4094        97.8971        227.8758        328.64
1974        1        -0.2943        -10.6049        154.7057        77.0691        329.35
1974        2        -1.3386        -13.163        244.1567        69.6229        330.71
1974        3        3.7452        -6.2899        285.8586        99.1764        331.48
1974        4        13.7135        0.5062        401.6275        74.4971        332.65
1974        5        16.4886        4.658        441.3853        116.1371        333.19
1974        6        22.7041        10.0741        521.7363        85.3686        332.2
1974        7        25.2285        12.6225        547.2149        106.8551        331.07
1974        8        24.7136        11.9578        479.7035        101.0111        329.15
1974        9        19.0786        7.7888        384.9793        158.6656        327.33
1974        10        11.9822        -0.7759        257.3203        41.784        327.28
1974        11        7.4721        -2.3771        158.4899        107.8323        328.31
1974        12        1.6231        -6.4091        104.6628        82.5397        329.58
1975        1        0.6888        -9.7642        143.5522        97.6246        330.73
1975        2        -0.2009        -10.7189        240.2854        98.0424        331.46
1975        3        2.7574        -7.2668        314.0974        80.0189        331.94
1975        4        8.3069        -2.8352        427.753        76.9354        333.11
1975        5        21.7857        7.3881        495.8704        74.8054        333.95
1975        6        22.3779        11.0086        538.7562        125.3113        333.42
1975        7        26.3068        14.3128        551.562        190.77        331.97
1975        8        24.3233        12.6422        479.164        159.0288        329.95
1975        9        18.1873        7.4395        377.8623        162.0191        328.5
1975        10        15.6024        4.0187        261.9206        136.5208        328.36
1975        11        10.4222        -0.0835        143.1852        123.9642        329.38
1975        12        0.0202        -9.9404        109.264        94.329        330.62
1976        1        -4.0578        -16.2056        143.7022        114.1009        331.56
1976        2        3.3512        -9.4338        219.3866        91.8738        332.74
1976        3        6.1916        -6.2485        320.9298        86.0258        333.36
1976        4        13.9329        0.7409        482.598        96.6493        334.74
1976        5        17.5464        4.383        519.6891        138.8969        334.72
1976        6        24.883        12.5286        528.4148        95.0236        333.98
1976        7        23.9214        12.1872        545.7737        114.3463        333.08
1976        8        23.9398        11.3692        464.5727        166.214        330.68
1976        9        19.5652        6.6613        348.5395        82.2739        328.96
1976        10        12.0052        1.0581        237.202        138.4037        328.72
1976        11        4.6503        -4.3121        158.7487        33.7867        330.16
1976        12        -1.7114        -13.1833        117.9093        56.127        331.62
1977        1        -5.3299        -16.5447        148.5421        49.0336        332.68
1977        2        -0.9807        -11.3225        225.1676        77.5738        333.17
1977        3        7.7225        -3.4967        327.7781        170.8828        334.96
1977        4        12.9472        -0.4427        457.743        113.7555        336.14
1977        5        21.4948        5.729        488.8552        71.4103        336.93
1977        6        21.3992        9.838        544.0743        109.6363        336.17
1977        7        25.8546        12.726        528.7542        65.3826        334.88
1977        8        24.122        12.3018        467.6556        105.573        332.56
1977        9        19.0999        9.6506        378.5598        171.5411        331.29
1977        10        13.6057        2.2476        235.6609        132.1101        331.28
1977        11        8.118        -0.085        187.5686        121.3241        332.46
1977        12        -1.0345        -9.7175        140.6367        133.9918        333.6
1978        1        -3.2517        -12.831        175.0101        174.8801        334.94
1978        2        -4.2785        -16.7264        235.6925        25.6673        335.26
1978        3        2.1885        -8.7397        317.3321        68.1192        336.66
1978        4        9.9048        -1.7301        456.3543        46.8854        337.69
1978        5        19.0404        5.8321        577.1638        76.2566        338.02
1978        6        22.9123        9.4691        557.3916        115.4307        338.01
