Year        Month        Tmax        Tmin        PAR        Prec        CO2
1800-1970        1        -9.7846        -22.5368        164.0872        19.9639        325.06
1800-1970        2        -2.6642        -15.9651        222.27        79.6993        325.98
1800-1970        3        0.5454        -10.0416        321.886        59.2522        326.93
1800-1970        4        9.7276        -2.5249        442.7833        83.197        328.13
1800-1970        5        17.9499        4.9572        473.2281        89.8453        328.08
1800-1970        6        22.4182        9.2028        559.3416        93.509        327.67
1800-1970        7        25.9207        12.8191        548.2636        61.6291        326.34
1800-1970        8        24.5025        11.3899        499.2132        116.7375        324.69
1800-1970        9        18.9868        8.0634        328.9037        112.3548        323.1
1800-1970        10        14.3797        3.6839        211.1064        69.6518        323.06
1800-1970        11        6.3028        -2.011        124.5394        67.5445        324.01
1800-1970        12        -5.5914        -15.1631        111.9424        123.4057        325.13
1971        1        -7.9916        -20.048        149.1314        50.8996        326.17
1971        2        -2.6701        -13.9071        194.4356        104.9806        326.68
1971        3        -0.3847        -10.804        333.3481        86.8196        327.17
1971        4        6.7281        -3.6736        404.4355        54.6375        327.79
1971        5        17.2794        3.954        463.9133        77.0905        328.93
1971        6        23.2127        8.4214        598.8087        68.3686        328.57
1971        7        24.4793        11.3431        546.0407        129.6577        327.36
1971        8        23.3618        11.2111        465.9348        169.7169        325.43
1971        9        20.8756        9.7376        351.0965        55.5897        323.36
1971        10        16.3592        4.4808        202.29        60.1873        323.56
1971        11        2.7989        -5.5324        151.737        88.5502        324.8
1971        12        -1.6024        -11.9401        112.2197        93.0786        326.01
1972        1        -2.5905        -15.3977        146.8667        49.733        326.77
1972        2        -4.5753        -16.9578        227.1901        66.9447        327.63
1972        3        -0.1617        -10.766        285.1451        118.0902        327.75
1972        4        5.6156        -4.9064        448.5104        65.3279        329.72
1972        5        18.6639        4.2329        465.3745        87.5089        330.07
1972        6        20.8992        10.236        478.2925        134.3046        329.09
1972        7        24.4338        12.4084        515.477        151.4749        328.04
1972        8        22.4503        10.3933        449.8855        90.6364        326.32
1972        9        19.6887        6.9495        330.7519        39.2503        324.84
1972        10        9.8544        -0.8128        217.6009        87.532        325.2
1972        11        2.4873        -4.6835        129.7046        126.4203        326.5
1972        12        -1.9939        -11.5862        91.8929        168.775        327.55
1973        1        -2.9929        -13.4948        137.9283        78.9629        328.55
1973        2        -4.3402        -17.0554        224.0806        58.9976        329.56
1973        3        5.8195        -4.268        277.1096        76.8669        330.3
1973        4        10.1485        -0.8889        422.0167        101.0615        331.5
1973        5        15.9192        4.4223        420.5614        150.3526        332.48
1973        6        22.6629        10.6124        531.205        210.7685        332.07
1973        7        25.4427        12.8475        544.2897        109.5946        330.87
1973        8        25.66        13.6979        471.5435        100.7812        329.31
1973        9        17.9317        7.0141        341.7478        107.2148        327.51
1973        10        13.6105        2.0596        230.1452        72.4771        327.18
