Year        Month        Tmax        Tmin        PAR        Prec        CO2
1800-1970        1        -9.8321        -22.5752        164.5987        19.6788        325.06
1800-1970        2        -2.6685        -16.0117        222.8343        80.208        325.98
1800-1970        3        0.5443        -10.0904        322.4282        58.5625        326.93
1800-1970        4        9.6587        -2.6313        442.8076        83.9961        328.13
1800-1970        5        17.9165        4.8683        472.4075        89.1167        328.08
1800-1970        6        22.4137        9.1292        558.4687        93.988        327.67
1800-1970        7        25.8821        12.7903        547.7374        60.2174        326.34
1800-1970        8        24.4153        11.3071        498.5368        117.0847        324.69
1800-1970        9        18.8849        7.9904        328.9996        111.6654        323.1
1800-1970        10        14.2633        3.5958        211.399        67.8274        323.06
1800-1970        11        6.2366        -2.0678        124.8236        66.8507        324.01
1800-1970        12        -5.6452        -15.1061        112.2121        122.3666        325.13
1971        1        -8.0723        -20.1436        149.7545        50.4959        326.17
1971        2        -2.6859        -13.9252        195.1195        103.3374        326.68
1971        3        -0.383        -10.853        334.2099        84.9787        327.17
1971        4        6.6841        -3.7559        405.0067        53.8097        327.79
1971        5        17.1673        3.8327        463.4057        76.9395        328.93
1971        6        23.2015        8.3488        598.765        68.4914        328.57
1971        7        24.4499        11.2767        545.9819        129.8829        327.36
1971        8        23.2917        11.1272        465.7837        169.9671        325.43
1971        9        20.777        9.6584        350.9105        54.8481        323.36
1971        10        16.2831        4.4082        202.8903        60.0173        323.56
1971        11        2.7109        -5.6177        152.5357        89.0913        324.8
1971        12        -1.6634        -11.963        112.8638        92.5953        326.01
1972        1        -2.6764        -15.506        147.3032        48.9257        326.77
1972        2        -4.5719        -16.9616        228.1081        65.9721        327.63
1972        3        -0.1435        -10.7405        285.3592        116.6941        327.75
1972        4        5.5618        -4.9831        448.2423        64.9641        329.72
1972        5        18.5467        4.151        464.2916        86.9351        330.07
1972        6        20.8469        10.1982        476.022        133.1232        329.09
1972        7        24.385        12.3872        514.2178        148.6532        328.04
1972        8        22.3842        10.3136        450.0787        88.7412        326.32
1972        9        19.6149        6.8454        330.8047        38.5493        324.84
1972        10        9.7781        -0.8956        218.3247        86.3002        325.2
1972        11        2.4148        -4.7182        130.284        126.6817        326.5
1972        12        -2.0299        -11.5463        92.1474        167.2434        327.55
1973        1        -3.0623        -13.6301        138.6552        78.6202        328.55
1973        2        -4.3238        -17.0593        225.0074        57.7299        329.56
1973        3        5.8094        -4.3048        277.2602        74.7482        330.3
1973        4        10.1077        -0.9744        421.3194        100.8121        331.5
1973        5        15.8296        4.3212        419.9287        149.2037        332.48
1973        6        22.6186        10.5586        529.5007        211.1935        332.07
1973        7        25.4097        12.797        542.8609        109.5325        330.87
1973        8        25.5753        13.5812        471.0435        100.2977        329.31
1973        9        17.8653        6.8953        342.2191        106.323        327.51
1973        10        13.5482        1.9342        230.1385        71.7973        327.18
1973        11        3.5039        -3.3045        126.0358        99.0062        328.16
1973        12        -0.0518        -8.9417        96.9197        210.6719        328.64
1974        1        -3.8049        -14.1062        138.6552        69.9394        329.35
1974        2        -4.5049        -16.7814        225.0074        67.0883        330.71
1974        3        0.9389        -10.24        277.2602        101.4156        331.48
1974        4        10.1494        -2.1987        421.3194        124.8345        332.65
1974        5        14.1508        2.9386        419.9287        152.0967        333.19
1974        6        22.5356        9.8909        529.5007        103.4612        332.2
1974        7        24.3235        12.2773        542.8609        156.251        331.07
1974        8        24.1963        11.2286        471.0435        92.3263        329.15
1974        9        18.0742        7.1405        342.2191        111.3115        327.33
1974        10        9.6919        -1.9305        230.1385        39.4514        327.28
1974        11        4.5553        -3.7386        134.6881        114.7155        328.31
1974        12        -0.4053        -8.1383        93.6395        69.9293        329.58
1975        1        -2.0177        -13.2233        138.0407        69.968        330.73
1975        2        -3.3669        -14.1867        236.6238        68.1111        331.46
1975        3        0.3651        -10.738        309.7635        84.5049        331.94
1975        4        5.5825        -4.7267        410.4591        56.767        333.11
1975        5        21.419        6.372        460.5963        51.0101        333.95
1975        6        22.1113        9.9415        561.0964        78.4221        333.42
1975        7        26.7264        13.5842        518.9924        119.7781        331.97
1975        8        23.9123        11.4474        497.9413        118.0591        329.95
1975        9        17.3816        7.1713        359.6721        152.9811        328.5
1975        10        13.1599        2.5057        236.901        115.8675        328.36
1975        11        7.5728        -1.451        120.6664        114.0818        329.38
1975        12        -2.7334        -13.526        97.65        91.2887        330.62
1976        1        -6.9414        -19.8601        140.2493        110.0733        331.56
1976        2        -0.1289        -13.4382        210.1422        112.1817        332.74
1976        3        3.0729        -9.0014        332.9993        94.6247        333.36
1976        4        11.3232        -0.6967        458.7086        69.3726        334.74
1976        5        16.3432        3.6771        541.8354        140.4027        334.72
1976        6        24.5925        11.62        541.58        128.5437        333.98
1976        7        23.111        11.4675        552.2777        138.8389        333.08
1976        8        23.1044        10.9013        474.626        148.9793        330.68
1976        9        17.7117        6.6259        323.0666        94.8027        328.96
1976        10        9.8784        -0.1557        227.5498        134.5481        328.72
1976        11        1.4089        -4.9263        135.9276        69.8235        330.16
1976        12        -5.1204        -16.5787        105.4243        77.6499        331.62
1977        1        -8.2665        -18.6232        141.9366        60.9194        332.68
1977        2        -3.5752        -13.0532        202.3146        60.1998        333.17
1977        3        5.6263        -4.6704        316.1527        83.5395        334.96
1977        4        10.2704        -2.1943        435.6892        90.6409        336.14
1977        5        20.3294        4.4392        450.7843        27.7165        336.93
1977        6        20.5517        9.6052        558.7528        118.7735        336.17
1977        7        24.5475        11.2366        503.7706        60.6683        334.88
1977        8        23.1446        11.2505        447.1026        143.8647        332.56
1977        9        17.2779        7.8316        364.1227        163.2953        331.29
1977        10        11.761        1.3235        213.8648        143.0578        331.28
1977        11        6.487        -2.1572        154.7724        122.6594        332.46
1977        12        -3.3201        -11.95        124.8569        115.1368        333.6
1978        1        -5.9626        -16.0444        158.7501        148.1655        334.94
1978        2        -6.6075        -20.1389        223.2878        22.7241        335.26
1978        3        -0.2423        -11.7115        311.441        72.4714        336.66
1978        4        7.0285        -4.0646        447.9087        76.2599        337.69
1978        5        19.866        5.5189        581.5033        56.9339        338.02
1978        6        21.8554        9.5131        514.5099        189.4472        338.01
1978        7        25.2324        11.3941        529.7008        97.9456        336.5
1978        8        23.9324        11.2375        444.3024        81.1906        334.42
1978        9        17.7848        3.9104        301.897        56.8251        332.36
1978        10        11.3876        0.4456        201.612        100.664        332.45
1978        11        5.4237        -5.8341        133.3521        51.5551        333.76
1978        12        -1.9677        -11.8497        110.6394        92.8684        334.91
1979        1        -4.4516        -14.1144        109.6457        159.006        336.14
1979        2        -9.0329        -20.7068        252.1434        35.5167        336.69
1979        3        5.078        -5.3173        294.8603        73.4147        338.27
1979        4        9.5323        -1.3433        407.3326        79.8115        338.82
1979        5        18.3489        6.1976        476.46        119.9228        339.24
1979        6        23.0565        9.0491        575.7761        65.8698        339.26
1979        7        26.142        12.8318        574.8158        69.6438        337.54
1979        8        22.2313        10.9779        430.5194        129.8319        335.72
1979        9        19.4035        6.0987        402.1177        90.0787        333.97
1979        10        11.383        2.5356        199.7197        84.2134        334.24
1979        11        7.9035        -0.9968        132.6144        92.0765        335.32
1979        12        0.2524        -9.1886        120.005        71.7018        336.82
1980        1        -3.7437        -13.9586        159.9148        33.2795        337.9
1980        2        -5.2557        -16.8736        240.7337        24.6018        338.34
