Year        Month        Tmax        Tmin        PAR        Prec        CO2
1800-1970        1        -5.3644        -18.3921        176.1481        17.1408        325.06
1800-1970        2        0.6958        -12.1118        239.2482        89.1709        325.98
1800-1970        3        3.4426        -6.8238        334.3139        72.5225        326.93
1800-1970        4        13.1557        -0.4118        455.7496        96.802        328.13
1800-1970        5        20.3218        7.0588        484.9589        85.2335        328.08
1800-1970        6        23.7499        10.5056        563.2291        97.3709        327.67
1800-1970        7        26.7689        13.7624        551.9958        57.108        326.34
1800-1970        8        27.0394        12.5117        502.1869        99.017        324.69
1800-1970        9        21.8103        9.6703        361.8178        95.3842        323.1
1800-1970        10        16.3228        4.3678        235.6114        67.4684        323.06
1800-1970        11        8.967        -0.621        142.9038        81.4553        324.01
1800-1970        12        -1.0357        -10.3119        127.9702        90.0821        325.13
1971        1        -3.5229        -16.3694        166.0809        48.5404        326.17
1971        2        0.1394        -10.4796        213.8185        110.8208        326.68
1971        3        2.8984        -6.8495        347.8099        72.7856        327.17
1971        4        10.78        -2.2624        436.3288        54.963        327.79
1971        5        18.5486        4.7969        461.1472        104.0058        328.93
1971        6        25.8273        10.1281        605.2845        60.5195        328.57
1971        7        26.7513        11.9308        574.9055        96.125        327.36
1971        8        25.6637        11.8882        476.6298        172.7358        325.43
1971        9        22.3988        11.3891        361.8262        91.4459        323.36
1971        10        18.4078        5.7811        228.9392        72.1228        323.56
1971        11        6.5047        -3.0894        170.5267        113.6885        324.8
1971        12        2.8794        -6.7482        127.1516        90.2449        326.01
1972        1        0.7823        -11.2817        158.8755        47.1426        326.77
1972        2        -1.0347        -13.0627        240.1566        101.0721        327.63
1972        3        3.2128        -7.0349        301.0452        110.2295        327.75
1972        4        10.023        -2.9735        435.3703        101.9822        329.72
1972        5        19.9337        6.5564        451.6917        136.4539        330.07
1972        6        21.5954        10.9976        470.0548        229.7695        329.09
1972        7        26.4058        14.1286        510.7922        100.3223        328.04
1972        8        24.9663        11.9641        474.705        62.2344        326.32
1972        9        21.8859        8.3235        360.4522        43.9485        324.84
1972        10        12.9347        0.3656        246.0244        89.9759        325.2
1972        11        5.0604        -3.1668        153.4599        201.4852        326.5
1972        12        1.4123        -6.4136        98.0441        162.8313        327.55
1973        1        1.4766        -9.7093        159.113        85.4466        328.55
1973        2        -0.4441        -12.2367        249.7833        69.0392        329.56
1973        3        8.6588        -2.0641        290.1699        78.3785        330.3
1973        4        13.2898        1.4212        400.9175        142.5841        331.5
1973        5        17.4723        5.6409        447.2129        153.3041        332.48
1973        6        25.1608        12.6324        520.0024        155.3931        332.07
1973        7        27.2458        14.0463        548.5293        85.5259        330.87
1973        8        27.604        14.9352        482.1988        70.5446        329.31
1973        9        21.5971        8.0101        390.9362        57.2719        327.51
1973        10        16.6899        2.4663        263.2548        60.0318        327.18
1973        11        8.4106        -1.404        144.3867        58.2339        328.16
1973        12        2.9907        -7.0126        101.1327        226.9919        328.64
1974        1        0.5903        -10.2678        159.113        80.7988        329.35
1974        2        -0.499        -12.6154        249.7833        64.6369        330.71
1974        3        4.8751        -5.8701        290.1699        96.5432        331.48
1974        4        14.8138        0.9411        400.9175        74.7632        332.65
1974        5        17.7164        5.0424        447.2129        111.7788        333.19
1974        6        23.7807        10.3813        520.0024        85.1808        332.2
1974        7        26.4542        13.0163        548.5293        101.2114        331.07
1974        8        25.8936        12.4738        482.1988        101.8755        329.15
1974        9        20.1636        8.308        390.9362        162.9799        327.33
1974        10        13.0438        -0.4929        263.2548        47.3983        327.28
1974        11        8.6137        -2.0247        163.9186        94.5331        328.31
1974        12        2.4563        -6.1018        109.3504        87.2172        329.58
1975        1        1.567        -9.2306        146.8896        98.4395        330.73
1975        2        0.5778        -10.2547        244.8589        93.9917        331.46
1975        3        3.7634        -6.8476        319.5642        78.7843        331.94
1975        4        9.6359        -2.4838        426.5842        72.0228        333.11
1975        5        22.6365        7.7621        501.9647        79.8626        333.95
1975        6        23.5079        11.4545        536.4457        124.6205        333.42
1975        7        27.3442        14.6276        557.722        207.0047        331.97
1975        8        25.4131        13.0733        481.1225        147.3779        329.95
1975        9        19.1913        7.8127        380.2027        170.7819        328.5
1975        10        16.6223        4.2141        269.1078        128.0899        328.36
1975        11        11.5864        0.3863        148.8437        123.5829        329.38
1975        12        1.0153        -9.3023        113.6604        93.3597        330.62
1976        1        -3.2161        -15.492        146.3113        114.2513        331.56
1976        2        4.412        -9.0211        226.163        88.2254        332.74
1976        3        7.3096        -5.7758        324.2027        75.813        333.36
1976        4        15.0791        1.1621        485.8082        91.1769        334.74
1976        5        18.7483        4.783        519.4726        130.8132        334.72
1976        6        26.0538        12.9166        527.0637        85.2112        333.98
1976        7        25.2559        12.5796        546.9342        103.309        333.08
1976        8        25.1863        11.8214        469.2073        171.6115        330.68
1976        9        20.6854        7.1578        352.4599        77.869        328.96
1976        10        13.0232        1.1861        242.2222        135.6718        328.72
1976        11        5.8198        -3.9581        163.7602        27.8825        330.16
1976        12        -0.7863        -12.5306        122.5919        58.228        331.62
1977        1        -4.6348        -16.2135        151.7347        47.5963        332.68
1977        2        -0.1805        -11.0985        233.3413        77.1979        333.17
1977        3        8.6646        -3.2425        334.3328        171.4032        334.96
1977        4        14.1285        -0.0908        461.8334        112.7465        336.14
1977        5        22.5107        6.1085        499.3465        73.8148        336.93
1977        6        22.8007        10.2288        545.3066        103.9465        336.17
1977        7        27.1579        13.188        535.7963        67.7701        334.88
1977        8        25.4532        12.9032        475.1018        108.3645        332.56
1977        9        20.3231        10.0749        383.3975        178.7984        331.29
1977        10        14.6776        2.5523        238.5566        125.5835        331.28
1977        11        9.1343        0.3537        192.942        119.7798        332.46
1977        12        -0.0328        -9.0857        145.1729        130.7605        333.6
1978        1        -2.3863        -12.4959        179.2781        178.407        334.94
1978        2        -3.5647        -15.9185        242.832        26.8388        335.26
1978        3        3.207        -8.138        324.0251        67.9203        336.66
1978        4        11.3174        -1.2624        458.1272        41.5472        337.69
1978        5        19.8949        6.1283        578.535        89.4864        338.02
