Year        Month        Tmax        Tmin        PAR        Prec        CO2
1800-1970        1        -6.0114        -20.1531        170.8881        16.4662        325.06
1800-1970        2        0.3447        -12.8284        231.531        69.5865        325.98
1800-1970        3        3.3932        -7.1301        331.1123        66.6549        326.93
1800-1970        4        12.9007        -0.5414        452.6915        97.7735        328.13
1800-1970        5        20.0576        6.751        484.8091        91.7018        328.08
1800-1970        6        23.6437        10.0159        569.8259        103.1755        327.67
1800-1970        7        26.4695        13.2477        551.3723        54.2455        326.34
1800-1970        8        26.6005        11.613        501.6857        93.902        324.69
1800-1970        9        21.0989        9.023        351.0762        103.4357        323.1
1800-1970        10        15.9829        4.4661        227.0496        72.4349        323.06
1800-1970        11        8.2204        -0.8264        136.1928        69.9119        324.01
1800-1970        12        -2.1326        -11.5649        119.7756        99.4102        325.13
1971        1        -4.2186        -17.2977        159.7125        44.8929        326.17
1971        2        -0.2374        -11.2766        204.8125        114.0832        326.68
1971        3        2.5286        -7.8888        342.9694        84.2323        327.17
1971        4        9.9478        -2.4741        426.3764        52.2768        327.79
1971        5        18.68        4.7369        466.5935        98.2974        328.93
1971        6        25.446        9.3963        605.8825        65.5206        328.57
1971        7        26.3966        11.5343        573.3756        100.5659        327.36
1971        8        25.2871        11.2971        472.1411        169.2908        325.43
1971        9        22.2542        10.7012        362.2674        62.5717        323.36
1971        10        18.159        5.4049        220.7235        64.584        323.56
1971        11        5.6546        -3.5976        165.4998        111.785        324.8
1971        12        1.816        -7.9172        119.6925        94.7438        326.01
1972        1        0.2409        -12.5797        155.1765        45.9143        326.77
1972        2        -1.4062        -13.9513        234.5193        91.4036        327.63
1972        3        2.6783        -7.3152        294.9752        110.5725        327.75
1972        4        9.2992        -3.1528        443.1973        91.1087        329.72
1972        5        19.875        6.2328        449.7883        135.9712        330.07
1972        6        21.6302        10.908        473.7394        182.6087        329.09
1972        7        25.9686        13.5702        509.7969        115.3361        328.04
1972        8        24.1995        11.0531        467.0222        68.0931        326.32
1972        9        21.2017        7.3656        352.3575        43.9357        324.84
1972        10        12.1361        0.1328        235.5956        87.6491        325.2
1972        11        4.1574        -3.4518        145.7467        198.2965        326.5
1972        12        0.8138        -7.5603        92.3696        162.5379        327.55
1973        1        0.8217        -10.3871        151.7049        74.6409        328.55
1973        2        -0.8256        -12.9995        242.7483        56.7768        329.56
1973        3        8.3828        -1.922        285.5897        69.4061        330.3
1973        4        13.2189        1.531        407.2245        123.958        331.5
1973        5        17.2048        5.579        439.0696        163.0239        332.48
1973        6        24.699        12.2308        526.9679        167.3657        332.07
1973        7        27.137        13.8114        550.2661        70.5857        330.87
1973        8        27.4553        14.3289        483.5828        81.5832        329.31
1973        9        21.0341        7.2699        380.883        54.7867        327.51
1973        10        16.1485        2.0432        253.3266        61.2241        327.18
1973        11        7.268        -1.9706        136.666        62.4374        328.16
1973        12        2.1192        -7.346        95.7217        214.9984        328.64
1974        1        -0.1078        -10.9357        151.7049        67.9341        329.35
1974        2        -0.9379        -13.4566        242.7483        70.3328        330.71
1974        3        4.1733        -6.2652        285.5897        93.2842        331.48
1974        4        14.5002        0.4983        407.2245        69.0774        332.65
1974        5        17.1996        4.6836        439.0696        122.3262        333.19
1974        6        23.8437        10.308        526.9679        77.0091        332.2
1974        7        26.213        12.658        550.2661        100.799        331.07
1974        8        25.6963        11.7545        483.5828        100.3764        329.15
1974        9        19.8285        7.5303        380.883        151.397        327.33
1974        10        12.5428        -1.034        253.3266        35.5247        327.28
1974        11        7.7245        -2.2976        155.2362        116.9168        328.31
1974        12        2.0605        -6.354        100.4941        73.6738        329.58
1975        1        0.8928        -10.3061        142.3721        89.7867        330.73
1975        2        0.2724        -10.9672        241.2884        91.6112        331.46
1975        3        3.3491        -7.1251        314.0701        74.243        331.94
1975        4        8.9185        -2.6301        431.1081        78.9094        333.11
1975        5        23.0259        7.5118        489.4129        63.0544        333.95
1975        6        23.4302        11.1229        546.3389        118.0988        333.42
1975        7        27.5249        14.5193        551.0167        149.1697        331.97
1975        8        25.3049        12.513        485.4468        169.3196        329.95
1975        9        19.0542        7.358        377.0032        149.0033        328.5
1975        10        16.1362        3.8941        256.857        146.7611        328.36
1975        11        10.6624        -0.0616        137.9524        119.369        329.38
1975        12        0.1413        -10.2732        106.0628        91.0634        330.62
1976        1        -3.8484        -16.9773        143.1905        105.6878        331.56
1976        2        3.4754        -9.5914        217.6869        89.3814        332.74
1976        3        6.5724        -6.2393        323.8929        89.2908        333.36
1976        4        14.7643        0.7969        479.9628        95.9506        334.74
1976        5        18.3316        4.4087        525.0186        147.6104        334.72
1976        6        25.9057        12.5849        533.9346        100.8682        333.98
1976        7        24.7442        12.1434        551.4803        121.8715        333.08
1976        8        24.7188        11.2219        466.2858        159.8336        330.68
1976        9        20.2582        6.4118        348.4066        84.5783        328.96
1976        10        12.558        1.1459        234.1012        139.3353        328.72
1976        11        4.9624        -4.1518        153.7535        39.1466        330.16
1976        12        -1.4243        -13.5933        113.76        52.79        331.62
1977        1        -4.8665        -16.9173        147.0251        47.6639        332.68
1977        2        -0.5276        -11.132        221.0931        69.3567        333.17
1977        3        8.3687        -3.1484        326.7538        148.6376        334.96
