Year        Month        Tmax        Tmin        PAR        Prec        CO2
1800-1970        1        -6.3104        -18.7853        177.3695        18.5126        325.06
1800-1970        2        -0.2627        -12.5504        238.6234        99.2123        325.98
1800-1970        3        2.1237        -7.4253        331.9603        79.4639        326.93
1800-1970        4        11.2951        -1.1871        454.3049        105.3462        328.13
1800-1970        5        18.5586        6.3206        481.4076        94.4929        328.08
1800-1970        6        21.8711        9.8208        560.1454        104.6809        327.67
1800-1970        7        24.9901        13.1489        549.9576        57.8878        326.34
1800-1970        8        25.3684        11.9754        498.0743        104.9517        324.69
1800-1970        9        20.3404        9.115        357.5108        98.5158        323.1
1800-1970        10        15.0377        4.0755        233.0202        69.7436        323.06
1800-1970        11        7.6298        -1.2035        141.7933        86.3963        324.01
1800-1970        12        -2.1519        -10.896        128.0035        98.5542        325.13
1971        1        -4.4917        -16.7254        167.1615        51.8819        326.17
1971        2        -0.8595        -10.9647        212.9465        123.8089        326.68
1971        3        1.5231        -7.5876        345.6592        79.988        327.17
1971        4        8.9125        -3.0046        433.8413        57.7005        327.79
1971        5        16.8067        4.1131        458.2087        108.8427        328.93
1971        6        23.9608        9.3702        603.6027        64.6787        328.57
1971        7        25.015        11.3036        572.234        98.0675        327.36
1971        8        24.04        11.3733        472.8682        168.153        325.43
1971        9        21.0951        10.8485        361.1115        88.7214        323.36
1971        10        17.2169        5.4067        227.2469        74.8917        323.56
1971        11        5.2015        -3.7404        170.2717        125.1193        324.8
1971        12        1.7649        -7.2984        128.2243        99.3941        326.01
1972        1        -0.1219        -11.613        160.5649        50.5418        326.77
1972        2        -2.0127        -13.5367        240.0045        112.5486        327.63
1972        3        1.8155        -7.6687        297.3176        123.0447        327.75
1972        4        8.1293        -3.7186        435.5899        108.6682        329.72
1972        5        18.1108        5.7887        448.1647        142.5109        330.07
1972        6        19.7519        10.415        466.286        233.7906        329.09
1972        7        24.594        13.5317        507.4307        106.4009        328.04
1972        8        23.2521        11.3972        470.483        65.9956        326.32
1972        9        20.423        7.7159        358.0964        46.461        324.84
1972        10        11.609        0.0258        243.6334        91.0056        325.2
1972        11        3.7278        -3.7223        153.0002        216.078        326.5
1972        12        0.3449        -6.9272        98.8439        180.6771        327.55
1973        1        0.53        -10.0073        160.1474        92.1703        328.55
1973        2        -1.4105        -12.6285        249.5315        76.2718        329.56
1973        3        7.3096        -2.6057        287.8233        84.5352        330.3
1973        4        11.5366        0.7867        400.7552        152.1469        331.5
1973        5        15.7113        5.0181        445.1996        160.6338        332.48
1973        6        23.269        11.9928        516.1752        160.3902        332.07
1973        7        25.4683        13.508        543.8414        87.3493        330.87
1973        8        25.995        14.4599        478.625        75.2631        329.31
1973        9        20.1465        7.4339        387.8757        58.0767        327.51
1973        10        15.3166        2.0354        260.3178        64.2336        327.18
1973        11        7.0155        -2.1012        143.6752        64.5682        328.16
1973        12        2.0168        -7.4044        102.0335        247.1973        328.64
1974        1        -0.3258        -10.5269        160.1474        85.303        329.35
1974        2        -1.4464        -13.0671        249.5315        74.5773        330.71
1974        3        3.4632        -6.5069        287.8233        105.1235        331.48
1974        4        12.9979        0.1906        400.7552        79.0503        332.65
1974        5        15.8561        4.3259        445.1996        120.5111        333.19
1974        6        22.0028        9.796        516.1752        85.739        332.2
1974        7        24.6781        12.4915        543.8414        104.7331        331.07
1974        8        24.3067        11.958        478.625        105.4824        329.15
1974        9        18.8033        7.8334        387.8757        169.1989        327.33
1974        10        11.7365        -0.8835        260.3178        48.6593        327.28
1974        11        7.3337        -2.6006        163.2941        104.5661        328.31
1974        12        1.4851        -6.5034        109.4149        93.912        329.58
1975        1        0.6109        -9.5854        148.9069        105.5493        330.73
1975        2        -0.4344        -10.7568        244.5456        104.8391        331.46
1975        3        2.4116        -7.4326        317.0384        85.4107        331.94
